"Site recode"	"Site Description"	"Histology"	"Histology Description"	"Histology/Behavior"	"Histology/Behavior Description"
"C019"	"BASE OF TONGUE"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9751/3"	"Langerhans cell histiocytosis, NOS"
"C019"	"BASE OF TONGUE"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9754/3"	"Langerhans cell histiocytosis, disseminated"
"C019"	"BASE OF TONGUE"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9755/3"	"Histiocytic sarcoma"
"C019"	"BASE OF TONGUE"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9756/3"	"Langerhans cell sarcoma"
"C019"	"BASE OF TONGUE"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9757/3"	"Interdigitating dendritic cell sarcoma"
"C019"	"BASE OF TONGUE"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9758/3"	"Follicular dendritic cell sarcoma"
"C019"	"BASE OF TONGUE"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9759/3"	"Fibroblastic reticular cell tumor"
"C019"	"BASE OF TONGUE"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9811/3"	"B lymphoblastic leukemia/lymphoma, NOS"
"C019"	"BASE OF TONGUE"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9812/3"	"Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1"
"C019"	"BASE OF TONGUE"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9813/3"	"Leukemia/lymphoma with t(v;11q23);MLL rearranged"
"C019"	"BASE OF TONGUE"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9814/3"	"Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)"
"C019"	"BASE OF TONGUE"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9815/3"	"B lymphoblastic leukemia/lymphoma with hyperdiploidy"
"C019"	"BASE OF TONGUE"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9816/3"	"Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)"
"C019"	"BASE OF TONGUE"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9817/3"	"B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH"
"C019"	"BASE OF TONGUE"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9818/3"	"Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1)"
"C019"	"BASE OF TONGUE"	"982"	"LYMPHOID LEUKEMIA, NOS"	"9823/3"	"Chronic lymphocytic leukemia/small lymphocytic lymphoma"
"C019"	"BASE OF TONGUE"	"983"	"PROLYMPH/PRECURS LEUKEMIA"	"9831/3"	"T-cell large granular lymphocytic leukemia"
"C019"	"BASE OF TONGUE"	"983"	"PROLYMPH/PRECURS LEUKEMIA"	"9837/3"	"T lymphoblastic leukemia/lymphoma"
"C019"	"BASE OF TONGUE"	"996"	"CHRONIC MYELOPROLIFERATIVE DIS."	"9965/3"	"Myeloid and lymphoid neoplasms with PDGFRB rearrangement"
"C019"	"BASE OF TONGUE"	"996"	"CHRONIC MYELOPROLIFERATIVE DIS."	"9967/3"	"Myeloid and lymphoid neoplasm with FGFR1 abnormalities"
"C019"	"BASE OF TONGUE"	"997"	"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS"	"9971/3"	"Polymorphic PTLD"
"C019"	"BASE OF TONGUE"	"997"	"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS"	"9975/3"	"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"800"	"NEOPLASM"	"8000/3"	"Neoplasm, malignant"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"800"	"NEOPLASM"	"8001/3"	"Tumor cells, malignant"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"800"	"NEOPLASM"	"8002/3"	"Malignant tumor, small cell type"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"800"	"NEOPLASM"	"8003/3"	"Malignant tumor, giant cell type"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"800"	"NEOPLASM"	"8004/3"	"Malignant tumor, spindle cell type"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"800"	"NEOPLASM"	"8005/3"	"Malignant tumor, clear cell type"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"801"	"CARCINOMA, NOS"	"8010/2"	"Carcinoma in situ, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"801"	"CARCINOMA, NOS"	"8010/3"	"Carcinoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"801"	"CARCINOMA, NOS"	"8011/3"	"Epithelioma, malignant"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"801"	"CARCINOMA, NOS"	"8012/3"	"Large cell carcinoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"801"	"CARCINOMA, NOS"	"8013/3"	"Large cell neuroendocrine carcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"801"	"CARCINOMA, NOS"	"8014/3"	"Large cell carcinoma with rhabdoid phenotype"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"801"	"CARCINOMA, NOS"	"8015/3"	"Glassy cell carcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"802"	"CARCINOMA, UNDIFF., NOS"	"8020/3"	"Carcinoma, undifferentiated type, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"802"	"CARCINOMA, UNDIFF., NOS"	"8021/3"	"Carcinoma, anaplastic type, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"802"	"CARCINOMA, UNDIFF., NOS"	"8022/3"	"Pleomorphic carcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"803"	"GIANT & SPINDLE CELL CARCINOMA"	"8030/3"	"Giant cell and spindle cell carcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"803"	"GIANT & SPINDLE CELL CARCINOMA"	"8031/3"	"Giant cell carcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"803"	"GIANT & SPINDLE CELL CARCINOMA"	"8032/3"	"Spindle cell carcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"803"	"GIANT & SPINDLE CELL CARCINOMA"	"8033/3"	"Pseudosarcomatous carcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"803"	"GIANT & SPINDLE CELL CARCINOMA"	"8034/3"	"Polygonal cell carcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"803"	"GIANT & SPINDLE CELL CARCINOMA"	"8035/3"	"Carcinoma with osteoclast-like giant cells"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"805"	"PAPILLARY CARCINOMA, NOS"	"8050/2"	"Papillary carcinoma in situ"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"805"	"PAPILLARY CARCINOMA, NOS"	"8050/3"	"Papillary carcinoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"805"	"PAPILLARY CARCINOMA, NOS"	"8051/3"	"Verrucous carcinoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"805"	"PAPILLARY CARCINOMA, NOS"	"8052/2"	"Papillary squamous cell carcinoma, non-invasive"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"805"	"PAPILLARY CARCINOMA, NOS"	"8052/3"	"Papillary squamous cell carcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8070/2"	"Squamous cell carcinoma in situ, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8070/3"	"Squamous cell carcinoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8071/3"	"Sq. cell carcinoma, keratinizing, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8072/3"	"Sq. cell carcinoma, lg. cell, non-ker."
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8073/3"	"Sq. cell carcinoma, sm. cell, non-ker."
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8074/3"	"Sq. cell carcinoma, spindle cell"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8075/3"	"Squamous cell carcinoma, adenoid"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8076/2"	"Sq. cell carc. in situ with question. stromal invas."
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8076/3"	"Sq. cell carcinoma, micro-invasive"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8078/3"	"Squamous cell carcinoma with horn formation"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"808"	"LYMPHOEPITHELIAL CARCINOMA"	"8081/2"	"Bowen disease"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"808"	"LYMPHOEPITHELIAL CARCINOMA"	"8082/3"	"Lymphoepithelial carcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"808"	"LYMPHOEPITHELIAL CARCINOMA"	"8083/3"	"Basaloid squamous cell carcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"808"	"LYMPHOEPITHELIAL CARCINOMA"	"8084/3"	"Squamous cell carcinoma, clear cell type"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"814"	"ADENOCARCINOMA, NOS"	"8140/2"	"Adenocarcinoma in situ"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"814"	"ADENOCARCINOMA, NOS"	"8140/3"	"Adenocarcinoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"814"	"ADENOCARCINOMA, NOS"	"8141/3"	"Scirrhous adenocarcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"814"	"ADENOCARCINOMA, NOS"	"8143/3"	"Superficial spreading adenocarcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"814"	"ADENOCARCINOMA, NOS"	"8147/3"	"Basal cell adenocarcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"820"	"ADENOID CYSTIC & CRIBRIFORM CA."	"8200/3"	"Adenoid cystic carcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"820"	"ADENOID CYSTIC & CRIBRIFORM CA."	"8201/2"	"Cribriform carcinoma in situ"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"820"	"ADENOID CYSTIC & CRIBRIFORM CA."	"8201/3"	"Cribriform carcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"825"	"BRONCHIOLO-ALVEOLAR ADENOCA."	"8255/3"	"Adenocarcinoma with mixed subtypes"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"843"	"MUCOEPIDERMOID CARCINOMA"	"8430/3"	"Mucoepidermoid carcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"848"	"MUCINOUS ADENOCARCINOMA"	"8480/3"	"Mucinous adenocarcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"848"	"MUCINOUS ADENOCARCINOMA"	"8481/3"	"Mucin-producing adenocarcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"856"	"ADENOSQUAMOUS CARCINOMA"	"8560/3"	"Adenosquamous carcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"856"	"ADENOSQUAMOUS CARCINOMA"	"8562/3"	"Epithelial-myoepithelial carcinoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"857"	"ADENOCA. WITH METAPLASIA"	"8570/3"	"Adenocarcinoma with squamous metaplasia"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"857"	"ADENOCA. WITH METAPLASIA"	"8571/3"	"Adenocarcinoma w cartilag. & oss. metaplas."
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"857"	"ADENOCA. WITH METAPLASIA"	"8572/3"	"Adenocarcinoma with spindle cell mataplasia"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"857"	"ADENOCA. WITH METAPLASIA"	"8573/3"	"Adenocarcinoma with apocrine metaplasia"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"857"	"ADENOCA. WITH METAPLASIA"	"8574/3"	"Adenocarcinoma with neuroendocrine differen."
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"857"	"ADENOCA. WITH METAPLASIA"	"8575/3"	"Metaplastic carcinoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"872"	"NEVI & MELANOMAS"	"8720/2"	"Melanoma in situ"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"872"	"NEVI & MELANOMAS"	"8720/3"	"Malignant melanoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"872"	"NEVI & MELANOMAS"	"8721/3"	"Nodular melanoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"872"	"NEVI & MELANOMAS"	"8722/3"	"Balloon cell melanoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"872"	"NEVI & MELANOMAS"	"8723/3"	"Malignant melanoma, regressing"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"882"	"SARCOMA, NOS"	"8825/3"	"Myofibroblastic sarcoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"890"	"RHABDOMYOSARCOMA, NOS"	"8900/3"	"Rhabdomyosarcoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"890"	"RHABDOMYOSARCOMA, NOS"	"8901/3"	"Pleomorphic rhabdomyosarcoma, adult type"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"890"	"RHABDOMYOSARCOMA, NOS"	"8902/3"	"Mixed type rhabdomyosarcoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"891"	"EMBRYONAL RHABDOMYOSARCOMA"	"8910/3"	"Embryonal rhabdomyosarcoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"891"	"EMBRYONAL RHABDOMYOSARCOMA"	"8912/3"	"Spindle cell rhabdomyosarcoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"894"	"MIXED TUMOR, MALIGNANT, NOS"	"8940/3"	"Mixed tumor, malignant, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"894"	"MIXED TUMOR, MALIGNANT, NOS"	"8941/3"	"Carcinoma in pleomorphic adenoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"914"	"KAPOSI SARCOMA"	"9140/3"	"Kaposi sarcoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"959"	"MALIGNANT LYMPHOMA, NOS"	"9590/3"	"Malignant lymphoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"959"	"MALIGNANT LYMPHOMA, NOS"	"9591/3"	"Malignant lymphoma, non-Hodgkin"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"959"	"MALIGNANT LYMPHOMA, NOS"	"9596/3"	"Composite Hodgkin and non-Hodgkin lymphoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"965"	"HODGKIN LYMPHOMA"	"9650/3"	"Hodgkin lymphoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"965"	"HODGKIN LYMPHOMA"	"9651/3"	"Hodgkin lymphoma, lymphocyte-rich"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"965"	"HODGKIN LYMPHOMA"	"9652/3"	"Hodgkin lymphoma, mixed cellularity, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"965"	"HODGKIN LYMPHOMA"	"9653/3"	"Hodgkin lymphoma, lymphocytic deplet., NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"965"	"HODGKIN LYMPHOMA"	"9654/3"	"Hodgkin lymph., lymphocyt. deplet., diffuse fibrosis"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"965"	"HODGKIN LYMPHOMA"	"9655/3"	"Hodgkin lymphoma, lymphocyt. deplet., reticular"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"965"	"HODGKIN LYMPHOMA"	"9659/3"	"Hodgkin lymph., nodular lymphocyte predom."
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9661/3"	"Hodgkin granuloma [obs]"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9662/3"	"Hodgkin sarcoma [obs]"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9663/3"	"Hodgkin lymphoma, nodular sclerosis, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9664/3"	"Hodgkin lymphoma, nod. scler., cellular phase"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9665/3"	"Hodgkin lymphoma, nod. scler., grade 1"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9667/3"	"Hodgkin lymphoma, nod. scler., grade 2"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9670/3"	"ML, small B lymphocytic, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9671/3"	"ML, lymphoplasmacytic"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9673/3"	"Mantle cell lymphoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9675/3"	"ML, mixed sm. and lg. cell, diffuse"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9680/3"	"ML, large B-cell, diffuse"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9684/3"	"ML, large B-cell, diffuse, immunoblastic, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9687/3"	"Burkitt lymphoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9688/3"	"T-cell histiocyte rich large B-cell lymphoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9690/3"	"Follicular lymphoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9691/3"	"Follicular lymphoma, grade 2"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9695/3"	"Follicular lymphoma, grade 1"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9698/3"	"Follicular lymphoma, grade 3"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9699/3"	"Marginal zone B-cell lymphoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"970"	"T-CELL LYMPHOMAS"	"9701/3"	"Sezary syndrome"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"970"	"T-CELL LYMPHOMAS"	"9702/3"	"Mature T-cell lymphoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"970"	"T-CELL LYMPHOMAS"	"9705/3"	"Angioimmunoblastic T-cell lymphoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"971"	"OTHER SPEC. NON-HODGKIN LYMPHOMA"	"9712/3"	"Intravascular large B-cell lymphoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"971"	"OTHER SPEC. NON-HODGKIN LYMPHOMA"	"9714/3"	"Anaplastic large cell lymphoma, T-cell and Null cell type"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"971"	"OTHER SPEC. NON-HODGKIN LYMPHOMA"	"9719/3"	"NK/T-cell lymphoma, nasal and nasal-type"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9724/3"	"SystemicEBV pos. T-cell lymphoproliferative disease of childhood"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9727/3"	"Precursor cell lymphoblastic lymphoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9728/3"	"Precursor B-cell lymphoblastic lymphoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9729/3"	"Precursor T-cell lymphoblastic lymphoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"973"	"PLASMA CELL TUMORS"	"9731/3"	"Plasmacytoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"973"	"PLASMA CELL TUMORS"	"9734/3"	"Plasmacytoma, extramedullary"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"973"	"PLASMA CELL TUMORS"	"9735/3"	"Plasmablastic lymphoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"973"	"PLASMA CELL TUMORS"	"9737/3"	"ALK positive large B-cell lymphoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"973"	"PLASMA CELL TUMORS"	"9738/3"	"Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"974"	"MAST CELL TUMORS"	"9740/3"	"Mast cell sarcoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"974"	"MAST CELL TUMORS"	"9741/3"	"Malignant mastocytosis"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9750/3"	"Malignant histiocytosis"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9751/3"	"Langerhans cell histiocytosis, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9754/3"	"Langerhans cell histiocytosis, disseminated"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9755/3"	"Histiocytic sarcoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9756/3"	"Langerhans cell sarcoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9757/3"	"Interdigitating dendritic cell sarcoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9758/3"	"Follicular dendritic cell sarcoma"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9759/3"	"Fibroblastic reticular cell tumor"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9811/3"	"B lymphoblastic leukemia/lymphoma, NOS"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9812/3"	"Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1"
"C020-C024,C028-C029"	"TONGUE (EXCL BASE OF TONGUE)"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9813/3"	"Leukemia/lymphoma with t(v;11q23);MLL rearranged"
