"code"	"str"	"relationship_id"	"snomed_id"	"snomed_code"	"snomed_name"	"precedence"
"8771/0"	"Epithelioid cell nevus"	"Maps to"	"4007449"	"11099005"	"Epithelioid cell nevus"	
"8855/3"	"Mixed liposarcoma"	"Maps to"	"4007138"	"11073003"	"Mixed liposarcoma"	
"9735/3"	"Plasmablastic lymphoma"	"Maps to"	"42872914"	"450909005"	"Plasmablastic lymphoma"	
"8077/0"	"Squamous intraepithelial neoplasia, low grade"	"Maps to"	"42872604"	"450595003"	"Squamous intraepithelial neoplasia, low grade"	
"9814/3"	"B lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)"	"Maps to"	"42872957"	"450952005"	"B lymphoblastic leukemia lymphoma with t(12;21)(p13;q22); TEL-AML1"	
"8163/3"	"Pancreatobiliary-type carcinoma"	"Maps to"	"42872899"	"450894009"	"Pancreatobiliary-type carcinoma"	
"9500/3"	"Neuroblastoma, NOS"	"Maps to"	"4337398"	"87364003"	"Neuroblastoma"	
"9020/3"	"Phyllodes tumor, malignant"	"Maps to"	"4337106"	"87913009"	"Phyllodes tumor, malignant"	
"9231/3"	"Myxoid chondrosarcoma"	"Maps to"	"4328092"	"75622000"	"Myxoid chondrosarcoma"	
"8897/1"	"Smooth muscle tumor of uncertain malignant potential"	"Maps to"	"4327493"	"75109009"	"Smooth muscle tumor"	
"8500/2"	"Intraductal carcinoma, noninfiltrating, NOS"	"Maps to"	"4313969"	"86616005"	"Intraductal carcinoma, noninfiltrating"	
"8700/0"	"Pheochromocytoma, NOS"	"Maps to"	"4311087"	"85583005"	"Pheochromocytoma"	
"9501/3"	"Medulloepithelioma, NOS"	"Maps to"	"4308216"	"39005004"	"Medulloepithelioma"	
"8573/3"	"Adenocarcinoma with apocrine metaplasia"	"Maps to"	"4332050"	"22694002"	"Adenocarcinoma with apocrine metaplasia"	
"9180/0"	"Osteoma, NOS"	"Maps to"	"4308902"	"83612000"	"Osteoma"	
"8460/0"	"Papillary serous cystadenoma, NOS"	"Maps to"	"4329721"	"22116003"	"Papillary serous cystadenoma"	
"9659/3"	"Hodgkin lymphoma, nodular lymphocyte predominance"	"Maps to"	"4322613"	"70600005"	"Hodgkin lymphoma, nodular lymphocyte predominance"	
"8562/3"	"Epithelial-myoepithelial carcinoma"	"Maps to"	"4321002"	"9618003"	"Epithelial-myoepithelial carcinoma"	
"8720/2"	"Melanoma in situ"	"Maps to"	"4301009"	"77986002"	"Melanoma in situ"	
"9522/3"	"Olfactory neuroblastoma"	"Maps to"	"4295574"	"76060004"	"Esthesioneuroblastoma"	
"8520/2"	"Lobular carcinoma in situ, NOS"	"Maps to"	"4298197"	"77284006"	"Lobular carcinoma in situ"	
"9655/3"	"Hodgkin lymphoma, lymphocyte depletion, reticular"	"Maps to"	"4322166"	"71109004"	"Hodgkin lymphoma, lymphocyte depletion, reticular"	
"8542/3"	"Paget disease, extramammary"	"Maps to"	"4323699"	"71447003"	"Paget's disease, extramammary"	
"8920/3"	"Alveolar rhabdomyosarcoma"	"Maps to"	"4272931"	"63449009"	"Alveolar rhabdomyosarcoma"	
"9130/1"	"Hemangioendothelioma, NOS"	"Maps to"	"4281384"	"66229009"	"Hemangioendothelioma"	
"8380/1"	"Endometrioid adenoma, borderline malignancy"	"Maps to"	"4294274"	"75987005"	"Endometrioid adenoma, borderline malignancy"	
"9272/0"	"Cementoma, NOS"	"Maps to"	"4290470"	"37258009"	"Cementoma"	
"8200/0"	"Eccrine dermal cylindroma"	"Maps to"	"4273525"	"64773009"	"Eccrine dermal cylindroma"	
"8895/0"	"Myoma"	"Maps to"	"4279468"	"66357004"	"Myoma"	
"8041/3"	"Small cell carcinoma, NOS"	"Maps to"	"4252582"	"74364000"	"Small cell carcinoma"	
"9040/3"	"Synovial sarcoma, NOS"	"Maps to"	"4268491"	"63211008"	"Synovial sarcoma"	
"9174/1"	"Lymphangiomyomatosis"	"Maps to"	"4247665"	"73017001"	"Lymphangiomyomatosis"	
"8401/0"	"Apocrine adenoma"	"Maps to"	"4265396"	"36318001"	"Apocrine adenoma"	
"8841/1"	"Angiomyxoma"	"Maps to"	"4239956"	"57723004"	"Angiomyxoma"	
"8630/1"	"Androblastoma, NOS"	"Maps to"	"4265316"	"62283005"	"Androblastoma"	
"8560/3"	"Adenosquamous carcinoma"	"Maps to"	"4241843"	"59367005"	"Adenosquamous carcinoma"	
"8970/3"	"Hepatoblastoma"	"Maps to"	"4261495"	"45024009"	"Hepatoblastoma"	
"9175/0"	"Hemolymphangioma"	"Maps to"	"4219626"	"8241005"	"Hemolymphangioma"	
"8003/3"	"Malignant tumor, giant cell type"	"Maps to"	"4223100"	"83950009"	"Malignant tumor, giant cell type"	
"8375/0"	"Adrenal cortical adenoma, mixed cell"	"Maps to"	"4219319"	"39720002"	"Adrenal cortical adenoma, mixed cell"	
"8723/3"	"Malignant melanoma, regressing"	"Maps to"	"4220803"	"39896009"	"Malignant melanoma, regressing"	
"9312/0"	"Squamous odontogenic tumor"	"Maps to"	"4239058"	"9155002"	"Squamous odontogenic tumor"	
"9700/3"	"Mycosis fungoides"	"Maps to"	"4233385"	"90120004"	"Mycosis fungoides"	
"8670/0"	"Lipid cell tumor of ovary"	"Maps to"	"4250007"	"40761005"	"Lipid cell tumor of ovary"	
"8932/0"	"Adenomyoma"	"Maps to"	"4224139"	"40293003"	"Adenomyoma"	
"8124/3"	"Cloacogenic carcinoma"	"Maps to"	"4223836"	"84570003"	"Cloacogenic carcinoma"	
"8044/3"	"Small cell carcinoma, intermediate cell"	"Maps to"	"4242727"	"5958006"	"Small cell carcinoma, intermediate cell"	
"8100/0"	"Trichoepithelioma"	"Maps to"	"4241090"	"59186007"	"Trichoepithelioma"	
"9931/3"	"Acute panmyelosis with myelofibrosis"	"Maps to"	"4213196"	"80570006"	"Acute panmyelosis with myelofibrosis"	
"9071/3"	"Yolk sac tumor"	"Maps to"	"4253816"	"74409009"	"Endodermal sinus tumor"	
"8323/0"	"Mixed cell adenoma"	"Maps to"	"4232795"	"89773001"	"Mixed cell adenoma"	
"8096/0"	"Intraepidermal epithelioma of Jadassohn"	"Maps to"	"4214457"	"39332000"	"Intraepidermal epithelioma of Jadassohn"	
"8202/0"	"Microcystic adenoma"	"Maps to"	"4196183"	"79494009"	"Microcystic adenoma"	
"8160/0"	"Bile duct adenoma"	"Maps to"	"4214593"	"39471001"	"Bile duct adenoma"	
"9240/3"	"Mesenchymal chondrosarcoma"	"Maps to"	"4209580"	"56565002"	"Mesenchymal chondrosarcoma"	
"8600/0"	"Thecoma, NOS"	"Maps to"	"4200830"	"52490000"	"Thecoma"	
"9361/1"	"Pineocytoma"	"Maps to"	"4228357"	"89096009"	"Pineocytoma"	
"8504/0"	"Intracystic papillary adenoma"	"Maps to"	"4168321"	"47488001"	"Intracystic papillary adenoma"	
"8060/0"	"Squamous papillomatosis"	"Maps to"	"4218400"	"82049002"	"Squamous papillomatosis"	
"8246/3"	"Neuroendocrine carcinoma, NOS"	"Maps to"	"4184763"	"55937004"	"Neuroendocrine carcinoma"	
"8990/1"	"Mesenchymoma, NOS"	"Maps to"	"4195947"	"44524009"	"Mesenchymoma"	
"9823/3"	"B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma"	"Maps to"	"4180093"	"51092000"	"Chronic lymphocytic leukemia"	
"8010/6"	"Carcinoma, metastatic, NOS"	"Maps to"	"4194691"	"79282002"	"Carcinoma, metastatic"	
"9210/0"	"Osteochondroma"	"Maps to"	"4181934"	"52299001"	"Osteochondroma"	
"9861/3"	"Acute myeloid leukemia, NOS"	"Maps to"	"4184848"	"413443009"	"Acute myeloid leukemia"	
"8601/0"	"Thecoma, luteinized"	"Maps to"	"4184449"	"54482004"	"Thecoma, luteinized"	
"9050/0"	"Mesothelioma, benign"	"Maps to"	"4165583"	"41183007"	"Mesothelioma, benign"	
"8180/3"	"Combined hepatocellular carcinoma and cholangiocarcinoma"	"Maps to"	"4180407"	"52178006"	"Combined hepatocellular carcinoma and cholangiocarcinoma"	
"9132/0"	"Intramuscular hemangioma"	"Maps to"	"4182366"	"54249004"	"Intramuscular hemangioma"	
"9767/1"	"Angioimmunoblastic lymphadenopathy (AIC)"	"Maps to"	"4178598"	"52097008"	"Angioimmunoblastic lymphadenopathy"	
"9130/0"	"Hemangioendothelioma, benign"	"Maps to"	"4149735"	"31104000"	"Hemangioendothelioma, benign"	
"8073/3"	"Squamous cell carcinoma, small cell, nonkeratinizing"	"Maps to"	"4147603"	"35718007"	"Squamous cell carcinoma, small cell, nonkeratinizing"	
"8681/1"	"Sympathetic paraganglioma"	"Maps to"	"4136519"	"31794002"	"Sympathetic paraganglioma"	
"8813/0"	"Fascial fibroma"	"Maps to"	"4179627"	"52399003"	"Fascial fibroma"	
"8510/3"	"Medullary carcinoma, NOS"	"Maps to"	"4140205"	"32913002"	"Medullary carcinoma"	
"8440/0"	"Cystadenoma, NOS"	"Maps to"	"4166210"	"47620003"	"Cystadenoma"	
"8713/0"	"Glomangiomyoma"	"Maps to"	"4146364"	"34550005"	"Glomangiomyoma"	
"8894/3"	"Angiomyosarcoma"	"Maps to"	"4103528"	"28953002"	"Angiomyosarcoma"	
"8540/3"	"Paget disease, mammary"	"Maps to"	"4106557"	"2985005"	"Paget's disease, mammary"	
"8334/0"	"Macrofollicular adenoma"	"Maps to"	"4131501"	"26545006"	"Macrofollicular adenoma"	
"8503/2"	"Noninfiltrating intraductal papillary adenocarcinoma"	"Maps to"	"4148449"	"30566004"	"Noninfiltrating intraductal papillary adenocarcinoma"	
"8831/0"	"Histiocytoma, NOS"	"Maps to"	"4120308"	"302843004"	"Histiocytoma"	
"8170/3"	"Hepatocellular carcinoma, NOS"	"Maps to"	"4101758"	"25370001"	"Hepatocellular carcinoma"	
"8813/3"	"Fascial fibrosarcoma"	"Maps to"	"4078070"	"19134004"	"Fascial fibrosarcoma"	
"9141/0"	"Angiokeratoma"	"Maps to"	"4097374"	"26810009"	"Angiokeratoma"	
"8144/3"	"Adenocarcinoma, intestinal type"	"Maps to"	"4097305"	"25190001"	"Adenocarcinoma, intestinal type"	
"8641/0"	"Sertoli cell tumor with lipid storage"	"Maps to"	"4087334"	"24815001"	"Sertoli cell tumor with lipid storage"	
"8891/0"	"Epithelioid leiomyoma"	"Maps to"	"4078537"	"19071004"	"Epithelioid leiomyoma"	
"8374/0"	"Adrenal cortical adenoma, glomerulosa cell"	"Maps to"	"4078714"	"19329008"	"Adrenal cortical adenoma, glomerulosa cell"	
"9392/3"	"Ependymoma, anaplastic"	"Maps to"	"4066105"	"21589007"	"Ependymoma, anaplastic"	
"9142/0"	"Verrucous keratotic hemangioma"	"Maps to"	"4054893"	"20985003"	"Verrucous keratotic hemangioma"	
"8076/3"	"Squamous cell carcinoma, microinvasive"	"Maps to"	"4052146"	"12478003"	"Squamous cell carcinoma, microinvasive"	
"9051/0"	"Fibrous mesothelioma, benign"	"Maps to"	"4048582"	"15702005"	"Fibrous mesothelioma, benign"	
"9512/3"	"Retinoblastoma, undifferentiated"	"Maps to"	"4045999"	"12354007"	"Retinoblastoma, undifferentiated"	
"8525/3"	"Polymorphous low grade adenocarcinoma"	"Maps to"	"4030121"	"128702009"	"Polymorphous low grade adenocarcinoma"	
"8575/3"	"Metaplastic carcinoma, NOS"	"Maps to"	"4030123"	"128705006"	"Metaplastic carcinoma"	
"9751/1"	"Langerhans cell granulomatosis"	"Maps to"	"4029171"	"128809007"	"Langerhans cell histiocytosis"	
"9755/3"	"Histiocytic sarcoma"	"Maps to"	"4029172"	"128813000"	"Histiocytic sarcoma"	
"9895/3"	"Acute myeloid leukemia with myelodysplasia-related changes"	"Maps to"	"4029177"	"128827005"	"Acute myeloid leukemia with myelodysplasia-related changes"	
"9650/3"	"Hodgkin lymphoma, NOS"	"Maps to"	"4031667"	"14537002"	"Hodgkin lymphoma"	
"8570/3"	"Adenocarcinoma with squamous metaplasia"	"Maps to"	"4034839"	"15176003"	"Adenocarcinoma with squamous metaplasia"	
"8153/0"	"Gastrinoma, benign "	"Is a"	"4037498"	"16189002"	"Gastrinoma"	
"9363/0"	"Melanotic neuroectodermal tumor"	"Maps to"	"4035478"	"1513001"	"Melanotic neuroectodermal tumor"	
"8261/0"	"Villous adenoma, NOS"	"Maps to"	"4030273"	"128859003"	"Villous adenoma"	
"8470/2"	"Mucinous cystadenocarcinoma, non-invasive"	"Maps to"	"4030281"	"128900005"	"Mucinous cystadenocarcinoma, non-invasive"	
"8342/3"	"Papillary carcinoma, oxyphilic cell"	"Maps to"	"4029990"	"128675002"	"Papillary carcinoma, oxyphilic cell"	
"9727/3"	"Precursor cell lymphoblastic lymphoma, NOS"	"Maps to"	"4029659"	"128806000"	"Precursor cell lymphoblastic lymphoma"	
"9729/3"	"Precursor T-cell lymphoblastic lymphoma"	"Maps to"	"4029660"	"128808004"	"Precursor T-cell lymphoblastic lymphoma"	
"8000/6"	"Neoplasm, metastatic"	"Maps to"	"4032806"	"14799000"	"Neoplasm, metastatic"	
"9390/1"	"Atypical choroid plexus papilloma"	"Maps to"	"4028855"	"128904001"	"Atypical choroid plexus papilloma"	
"8214/3"	"Parietal cell carcinoma"	"Maps to"	"4029507"	"128654005"	"Parietal cell carcinoma"	
"8513/3"	"Atypical medullary carcinoma"	"Maps to"	"4029514"	"128698005"	"Atypical medullary carcinoma"	
"8585/1"	"Thymoma, type B3, NOS"	"Maps to"	"4029517"	"128715000"	"Thymoma, type B3"	
"8249/3"	"Atypical carcinoid tumor"	"Maps to"	"4028881"	"128658008"	"Atypical carcinoid tumor"	
"9187/3"	"Intraosseous well differentiated osteosarcoma"	"Maps to"	"4029028"	"128771003"	"Intraosseous well differentiated osteosarcoma"	
"8409/3"	"Eccrine poroma, malignant"	"Maps to"	"4029994"	"128685001"	"Eccrine poroma, malignant"	
"8384/3"	"Adenocarcinoma, endocervical type"	"Maps to"	"4029008"	"128682003"	"Adenocarcinoma, endocervical type"	
"9985/3"	"Refractory cytopenia with multilineage dysplasia"	"Maps to"	"4029666"	"128836009"	"Refractory cytopenia with multilineage dysplasia"	
"9014/3"	"Serous adenocarcinofibroma"	"Maps to"	"4029681"	"128886003"	"Serous adenocarcinofibroma"	
"9372/3"	"Dedifferentiated chordoma"	"Maps to"	"4028697"	"128785008"	"Dedifferentiated chordoma"	
"9678/3"	"Primary effusion lymphoma"	"Maps to"	"4028702"	"128800006"	"Primary effusion lymphoma"	
"9757/3"	"Interdigitating dendritic cell sarcoma"	"Maps to"	"4028709"	"128815007"	"Interdigitating dendritic cell sarcoma"	
"9133/1"	"Epithelioid hemangioendothelioma, NOS"	"Maps to"	"4207381"	"54124005"	"Epithelioid hemangioendothelioma"	
"9716/3"	"Hepatosplenic T-cell lymphoma"	"Maps to"	"4198420"	"314926009"	"T-cell lymphoma morphology "	
"9560/1"	"Neurinomatosis"	"Maps to"	"4099824"	"253088003"	"Melanotic Schwannoma "	
"9734/3"	"Plasmacytoma, extramedullary"	"Maps to"	"4028858"	"128921005"	"Plasmacytoma, extramedullary"	
"9989/3"	"Myelodysplastic syndrome, NOS"	"Maps to"	"4028877"	"128623006"	"Myelodysplastic syndrome"	
"9960/3"	"Myeloproliferative neoplasm, NOS"	"Maps to"	"4019110"	"115248004"	"Chronic myeloproliferative disorder "	
"8481/3"	"Mucin-producing adenocarcinoma"	"Maps to"	"4233361"	"900006"	"Mucin-producing adenocarcinoma"	
"8408/0"	"Eccrine papillary adenoma"	"Maps to"	"4004083"	"10060008"	"Eccrine papillary adenoma"	
"9250/3"	"Giant cell tumor of bone, malignant"	"Maps to"	"4003785"	"10069009"	"Giant cell tumor of bone, malignant"	
"8010/9"	"Carcinomatosis"	"Maps to"	"4321558"	"7010000"	"Carcinomatosis"	
"8082/3"	"Lymphoepithelial carcinoma"	"Maps to"	"4247661"	"7300000"	"Lymphoepithelial carcinoma"	
"9230/0"	"Chondroblastoma, NOS"	"Maps to"	"4233968"	"9001003"	"Chondroblastoma"	
"8650/0"	"Leydig cell tumor, benign"	"Maps to"	"4173576"	"5014008"	"Leydig cell tumor, benign"	
"8823/0"	"Desmoplastic fibroma"	"Maps to"	"40623421"	"6842002"	"Desmoplastic fibroma "	
"8504/3"	"Intracystic carcinoma, NOS"	"Maps to"	"45766397"	"703545003"	"Encapsulated papillary carcinoma"	
"8270/3"	"Chromophobe carcinoma"	"Maps to"	"4031183"	"1443001"	"Chromophobe carcinoma"	
"8712/0"	"Glomangioma"	"Maps to"	"4253789"	"7429002"	"Glomangioma"	
"8851/0"	"Fibrolipoma"	"Maps to"	"4098107"	"2710003"	"Fibrolipoma"	
"8251/0"	"Alveolar adenoma"	"Maps to"	"4217161"	"8097004"	"Alveolar adenoma"	
"9701/3"	"Sezary syndrome"	"Maps to"	"4170865"	"4950009"	"Sezary syndrome"	
"8311/1"	"Hypernephroid tumor"	"Maps to"	"4148440"	"30713000"	"Hypernephroid tumor"	
"8430/1"	"Mucoepidermoid tumor"	"Maps to"	"4218864"	"39892006"	"Mucoepidermoid tumor [obs]"	
"8501/3"	"Comedocarcinoma, NOS"	"Maps to"	"4302294"	"78197004"	"Comedocarcinoma, noninfiltrating"	
"8550/1"	"Acinar cell tumor"	"Maps to"	"4308871"	"83472001"	"Acinar cell tumor"	
"8650/1"	"Leydig cell tumor, NOS"	"Maps to"	"4260548"	"45002009"	"Leydig cell tumor"	
"9084/0"	"Dermoid cyst, NOS"	"Maps to"	"40287650"	"123151001"	"Dermoid cyst"	
"9460/3"	"Oligodendroblastoma"	"Maps to"	"4213331"	"80061003"	"Oligodendroblastoma"	
"9480/3"	"Cerebellar sarcoma, NOS"	"Maps to"	"4066278"	"17302008"	"Cerebellar sarcoma"	
"9535/0"	"Hemangioblastic meningioma"	"Maps to"	"4261967"	"35701008"	"Hemangioblastic meningioma"	
"9560/3"	"Neurilemoma, malignant"	"Maps to"	4062426	19897006	"Malignant peripheral nerve sheath tumor"	
"9661/3"	"Hodgkin granuloma"	"Maps to"	"4251036"	"74189002"	"Hodgkin granuloma [obs]"	
"9662/3"	"Hodgkin sarcoma"	"Maps to"	"4263909"	"46923007"	"Hodgkin sarcoma [obs]"	
"9675/3"	"Malignant lymphoma, mixed small and large cell, diffuse"	"Maps to"	"4178883"	"50102004"	"Malignant lymphoma, mixed small and large cell, diffuse"	
"9752/1"	"Langerhans cell histiocytosis, unifocal"	"Maps to"	"4028706"	"128810002"	"Langerhans cell histiocytosis, unifocal"	
"9753/1"	"Langerhans cell histiocytosis, multifocal"	"Maps to"	"4028707"	"128811003"	"Langerhans cell histiocytosis, multifocal"	
"9984/3"	"Refractory anemia with excess blasts in transformation"	"Maps to"	"4029670"	"128848007"	"Refractory anemia with excess blasts in transformation"	
"8154/3"	"Mixed pancreatic endocrine and exocrine tumor, malignant"	"Is a"	"4282379"	"367651003"	"Malignant Neoplasm"	
"9718/3"	"Primary cutaneous CD30+ T-cell lymphoproliferative disorder"	"Maps to"	"4287474"	"397353001"	"Lymphomatoid papulosis"	"2"
"9718/3"	"Primary cutaneous CD30+ T-cell lymphoproliferative disorder"	"Maps to"	"4264450"	"397352006"	"Primary cutaneous anaplastic large T-cell lymphoma, CD30-positive"	"1"
"9718/3"	"Primary cutaneous CD30+ T-cell lymphoproliferative disorder"	"Maps to"	"4029041"	"128804002"	"Primary cutaneous CD30+ T-cell lymphoproliferative disorder"	"3"
"8040/3"	"Tumorlet, malignant"	"Is a"	"4247646"	"72938002"	"Tumorlet"	
"8271/3"	"Prolactinoma, malignant (C75.1)"	"Is a"	"4266638"	"399879007"	"Malignant epithelial neoplasm - category"	
"8602/3"	"Sclerosing stromal tumor, malignant  (C56.9)"	"Is a"	"4218487"	"417629008"	"Sex cord-stromal tumor category"	
"8683/3"	"Gangliocytic paraganglioma, malignant (C17.0)"	"Is a"	"4019910"	"115222007"	"Paraganglioma AND/OR glomus tumor"	
"8712/3"	"Glomangioma, malignant (C49._)"	"Is a"	"4019910"	"115222007"	"Paraganglioma AND/OR glomus tumor"	
"8790/3"	"Cellular blue nevus, malignant (C44._)"	"Is a"	"4284099"	"67159000"	"Blue nevus, malignant"	
"8824/3"	"Myofibroma, malignant "	"Is a"	"4267554"	"400163001"	"Malignant fibromatous neoplasm"	
"8831/3"	"Histiocytoma, NOS, malignant (C49._)"	"Is a"	"4267554"	"400163001"	"Malignant fibromatous neoplasm"	
"8841/3"	"Angiomyxoma, malignant "	"Is a"	"45766467"	"703631004"	"Ossifying fibromyxoid tumor, malignant"	
"8893/3"	"Bizarre leiomyoma, malignant (C49._)"	"Is a"	"4290836"	"399950004"	"Leiomyomatous neoplasm - category"	
"8983/3"	"Adenomyoepithelioma, malignant (C50._)"	"Is a"	"4017273"	"115229003"	"Complex mixed AND/OR stromal neoplasm"	
"9013/3"	"Adenofibroma, malignant  (C56.9)"	"Is a"	"4019488"	"115230008"	"Fibroepithelial neoplasm"	
"9054/3"	"Adenomatoid tumor, malignant"	"Is a"	"4019489"	"115232000"	"Mesothelial neoplasm"	
"9282/3"	"Complex odontoma, malignant (C41._)"	"Is a"	"4133300"	"127578009"	"Odontogenic neoplasm"	
"9300/3"	"Adenomatoid odontogenic tumor, malignant"	"Is a"	"4133300"	"127578009"	"Odontogenic neoplasm"	
"9312/3"	"Squamous odontogenic tumor, malignant (C41._)"	"Is a"	"4133300"	"127578009"	"Odontogenic neoplasm"	
"9401/0"	"Astrocytoma, anaplastic, benign (C71._)"	"Is a"	"4019491"	"115240006"	"Glioma"	
"9413/1"	"Dysembryoplastic neuroepithelial tumor, borderline"	"Is a"	"4219124"	"417182002"	"Glioma, uncertain whether benign or malignant"	
"9413/3"	"Dysembryoplastic neuroepithelial tumor, malignant"	"Is a"	"4219124"	"417182002"	"Glioma, uncertain whether benign or malignant"	
"9500/0"	"Neuroblastoma, benign (C71._)"	"Is a"	"4175390"	"277984002"	"Embryonal neuroepithelial tumor"	
"9500/2"	"Neuroblastoma, in situ "	"Is a"	"4175390"	"277984002"	"Embryonal neuroepithelial tumor"	
"9532/3"	"Fibrous meningioma, malignant (C70._)"	"Is a"	"4301120"	"78303004"	"Meningioma, malignant"	
"9534/3"	"Angiomatous meningioma, malignant (C70._)"	"Is a"	"4301120"	"78303004"	"Meningioma, malignant"	
"9535/3"	"Hemangioblastic meningioma, malignant (C70._)"	"Is a"	"4301120"	"78303004"	"Meningioma, malignant"	
"9537/3"	"Transitional meningioma, malignant (C70._)"	"Is a"	"4301120"	"78303004"	"Meningioma, malignant"	
"9550/1"	"Plexiform neurofibroma, borderline malignant"	"Is a"	"4017276"	"115242003"	"Nerve sheath tumor"	
"9550/3"	"Plexiform neurofibroma, malignant"	"Is a"	"4266326"	"400121000"	"Malignant nerve sheath tumor - category"	
"9562/3"	"Neurothekeoma, malignant"	"Is a"	"4266326"	"400121000"	"Malignant nerve sheath tumor - category"	
"8000/2"	"Neoplasm, in situ"	"Is a"	"4313421"	"86251006"	"Neoplasm, uncertain whether benign or malignant"	
"8004/0"	" tumor, spindle cell type, benign"	"Is a"	"4305589"	"3898006"	"Neoplasm, benign"	
"8011/2"	"Epithelioma, in situ"	"Is a"	"4042149"	"118285006"	"Epithelial neoplasm"	
"8012/2"	"Large cell carcinoma, in situ  "	"Is a"	"4331315"	"22687000"	"Large cell carcinoma"	
"8022/2"	"Pleomorphic carcinoma in situ"	"Is a"	"4055959"	"16741004"	"Pleomorphic carcinoma"	
"8030/2"	"Giant cell and spindle cell carcinoma in situ"	"Is a"	"4249472"	"72969003"	"Giant cell and spindle cell carcinoma"	
"8031/2"	"Giant cell carcinoma in situ"	"Is a"	"4175678"	"42596004"	"Giant cell carcinoma"	
"8032/2"	"Spindle cell carcinoma in situ"	"Is a"	"4277415"	"65692009"	"Spindle cell carcinoma"	
"8033/2"	"Pseudosarcomatous carcinoma, in situ"	"Is a"	"4045625"	"23109009"	"Pseudosarcomatous carcinoma"	
"8041/2"	"Small cell carcinoma, in situ"	"Is a"	"4252582"	"74364000"	"Small cell carcinoma"	
"8041/6"	"Small cell carcinoma, metastatic site"	"Is a"	"4252582"	"74364000"	"Small cell carcinoma"	
"8042/2"	"Oat cell carcinoma in situ (C34._)"	"Is a"	"4298553"	"76817009"	"Oat cell carcinoma"	
"8046/2"	"Non-small cell carcinoma in situ  (C34._)"	"Is a"	"4028533"	"128632008"	"Non-small cell carcinoma"	
"8050/1"	"Papilloma of uncertain malignant potential"	"Is a"	"4034142"	"23730008"	"Papilloma"	
"8051/2"	"Verrucous carcinoma in situ"	"Is a"	"4233949"	"89906000"	"Verrucous carcinoma"	
"8053/3"	"Squamous cell papilloma, inverted, malignant"	"Is a"	"4234101"	"90121000"	"Squamous cell papilloma, inverted"	
"8060/3"	"Squamous papillomatosis, malignant"	"Is a"	"4218400"	"82049002"	"Squamous papillomatosis"	
"8071/2"	"Squamous cell carcinoma in situ, keratinizing, NOS"	"Is a"	"4078953"	"18048008"	"Squamous cell carcinoma, keratinizing"	
"8072/2"	"Squamous cell carcinoma, large cell, nonkeratinizing, in situ "	"Is a"	"4166826"	"45490001"	"Squamous cell carcinoma, large cell, nonkeratinizing"	
"8073/2"	"Squamous cell carcinoma, small cell, nonkeratinizing, in situ"	"Is a"	"4147603"	"35718007"	"Squamous cell carcinoma, small cell, nonkeratinizing"	
"8074/2"	"Squamous cell carcinoma, spindle cell,  in situ"	"Is a"	"4009590"	"10288008"	"Squamous cell carcinoma, spindle cell"	
"8075/2"	"Squamous cell carcinoma, adenoid, in situ"	"Is a"	"4312219"	"85956000"	"Adenoid squamous cell carcinoma"	
"8077/3"	"Squamous cell carcinoma, grade III (C53._)"	"Is a"	"4218400"	"82049002"	"Squamous papillomatosis"	
"8080/3"	"Queyrat erythroplasia, malignant (C60._)  "	"Is a"	"4080063"	"18348002"	"Queyrat's erythroplasia"	
"8081/3"	"Bowen's disease, malignant (C44._)"	"Is a"	"4224505"	"84999002"	"Bowen's disease"	
"8082/2"	"Lymphoepithelial carcinoma in situ"	"Is a"	"4247661"	"7300000"	"Lymphoepithelial carcinoma"	
"8083/2"	"Basaloid squamous cell carcinoma in situ"	"Is a"	"4029973"	"128634009"	"Basaloid squamous cell carcinoma"	
"8090/2"	"Basal cell carcinoma in situ "	"Is a"	"4148464"	"30649006"	"Basal cell tumor"	
"8091/2"	"Multicentric basal cell carcinoma, in situ (C44._)"	"Is a"	"4264758"	"61098004"	"Multifocal superficial basal cell carcinoma"	
"8094/2"	"Basosquamous carcinoma in situ (C44._)"	"Is a"	"4290437"	"37304002"	"Basosquamous carcinoma"	
"8100/3"	"Trichoepithelioma, malignant  (C44._)"	"Is a"	"4241090"	"59186007"	"Trichoepithelioma"	
"8103/3"	"Pilar tumor, malignant (C44._)"	"Is a"	"4029974"	"128638007"	"Pilar tumor"	
"8121/2"	"Transitional cell carcinoma in situ, inverted, NOS "	"Is a"	"4203462"	"53530009"	"Transitional cell carcinoma in situ"	
"8123/2"	"Basaloid carcinoma, in situ (C21.1)"	"Is a"	"4242267"	"5843004"	"Basaloid carcinoma"	
"8124/2"	"Cloacogenic carcinoma in situ (C21.2)"	"Is a"	"4223836"	"84570003"	"Cloacogenic carcinoma"	
"8131/2"	"Transitional cell carcinoma in situ, micropapillary "	"Is a"	"4029975"	"128639004"	"Transitional cell carcinoma, micropapillary"	
"8140/9"	"Adenocarcinoma,uncertain whether primary or metastatic site"	"Is a"	"4262123"	"35917007"	"Adenocarcinoma"	
"8141/2"	"Scirrhous adenocarcinoma in situ"	"Is a"	"4167165"	"4584002"	"Scirrhous adenocarcinoma"	
"8143/2"	"Superficial spreading adenocarcinoma in situ"	"Is a"	"4216830"	"81446001"	"Superficial spreading adenocarcinoma"	
