CONCEPT_CODE_1	CONCEPT_NAME_1	CONCEPT_CLASS_ID_1	CONCEPT_CODE_2	CONCEPT_NAME_2	CONCEPT_CLASS_ID_2	CONCEPT_ID_2	INVALID_REASON_2	PRECEDENCE	CONVERSION_FACTOR
OMOP121669	SCHISANDRA	Ingredient	56084	Schizandra preparation	Ingredient	1377445		1	
OMOP121034	ROSEMARY OIL	Ingredient	90945	rosemary oil	Ingredient	19135863		1	
OMOP121035	ROSIGLITAZONE MALEATE	Ingredient	84108	rosiglitazone	Ingredient	1547504		1	
OMOP118798	POTASSIUM SULFATE	Ingredient	34323	potassium sulfate	Ingredient	19027475		1	
OMOP118827	PRALIDOXIME CHLORIDE	Ingredient	34345	pralidoxime	Ingredient	1727468		1	
OMOP124323	TARTARIC ACID	Ingredient	37578	tartaric acid	Ingredient	19041085		1	
OMOP116367	OLOPATADINE HYDROCHLORIDE	Ingredient	135391	olopatadine	Ingredient	915855		1	
OMOP102173	CARBETAPENTANE CITRATE	Ingredient	20217	carbetapentane	Ingredient	1140640		1	
OMOP117378	PEGASPARGASE	Ingredient	34132	pegaspargase	Ingredient	1326481		1	
OMOP118766	POTASSIUM BICARBONATE	Ingredient	34296	potassium bicarbonate	Ingredient	19027080		1	
OMOP121005	ROLITETRACYCLINE	Ingredient	9462	Rolitetracycline	Ingredient	19136024		1	
OMOP120710	RILPIVIRINE HYDROCHLORIDE	Ingredient	1102270	Rilpivirine	Ingredient	40238930		1	
OMOP126890	Vemurafenib	Ingredient	1147220	Vemurafenib	Ingredient	40241937		1	
OMOP99519	ARTICHOKE	Ingredient	891776	artichoke allergenic extract	Ingredient	40170396		1	
OMOP114609	NATEGLINIDE	Ingredient	274332	nateglinide	Ingredient	1502826		1	
OMOP108375	GEMCITABINE HYDROCHLORIDE	Ingredient	12574	gemcitabine	Ingredient	1314924		1	
OMOP105088	DEXCHLORPHENIRAMINE MALEATE	Ingredient	22697	dexchlorpheniramine	Ingredient	1188114		1	
OMOP107412	FERROUS LACTATE	Ingredient	136034	ferrous lactate	Ingredient	19016234		1	
OMOP108594	GLIMEPIRIDE	Ingredient	25789	glimepiride	Ingredient	1597756		1	
OMOP107963	FOSAMPRENAVIR CALCIUM	Ingredient	358262	fosamprenavir	Ingredient	1736829		1	
OMOP105241	DIETHYLSTILBESTROL DIPHOSPHATE SODIUM	Ingredient	25284	fosfestrol	Ingredient	19065450		1	
OMOP113453	METHOTREXATE	Ingredient	6851	Methotrexate	Ingredient	1305058		1	
OMOP113459	METHOTREXATE SODIUM	Ingredient	6851	Methotrexate	Ingredient	1305058		1	
OMOP119004	PRILOCAINE	Ingredient	8686	Prilocaine	Ingredient	951279		1	
OMOP119005	PRILOCAINE HYDROCHLORIDE	Ingredient	8686	Prilocaine	Ingredient	951279		1	
OMOP109942	HYDROXOCOBALAMIN	Ingredient	5514	Hydroxocobalamin	Ingredient	1377023		1	
OMOP111718	LANREOTIDE ACETATE	Ingredient	68092	lanreotide	Ingredient	1503501		1	
OMOP112103	LINEZOLID	Ingredient	190376	linezolid	Ingredient	1736887		1	
OMOP118181	PLUMBUM METALLICUM	Ingredient	6260	Lead	Ingredient	19123879		1	
OMOP111841	LECITHIN	Ingredient	8214	Lecithin	Ingredient	19042345		1	
OMOP112668	MAGNESIUM GLUCONATE	Ingredient	52358	MAGNESIUM GLUCONATE	Ingredient	19067971		1	
OMOP115358	NOREPINEPHRINE BITARTRATE	Ingredient	7512	Norepinephrine	Ingredient	1321341		1	
OMOP113884	MOLYBDENUM PROTEINATE	Ingredient	7024	Molybdenum	Ingredient	19009896		1	
OMOP113881	MOLYBDENUM HVP CHELATE	Ingredient	7024	Molybdenum	Ingredient	19009896		1	
OMOP113879	MOLYBDENUM CITRATE	Ingredient	7024	Molybdenum	Ingredient	19009896		1	
OMOP113886	MOLYBDENUM TRIOXIDE	Ingredient	7024	Molybdenum	Ingredient	19009896		1	
OMOP113877	MOLYBDENUM	Ingredient	7024	Molybdenum	Ingredient	19009896		1	
OMOP114605	NATALIZUMAB	Ingredient	354770	natalizumab	Ingredient	735843		1	
OMOP107285	FAMCICLOVIR	Ingredient	68099	famciclovir	Ingredient	1703603		1	
OMOP111244	KETOROLAC TROMETHAMINE	Ingredient	35827	Ketorolac	Ingredient	1136980		1	
OMOP118860	PREDNISONE	Ingredient	8640	Prednisone	Ingredient	1551099		1	
OMOP111789	LAVENDER OIL	Ingredient	28486	lavender oil	Ingredient	19071651		1	
OMOP111865	LEFLUNOMIDE	Ingredient	27169	leflunomide	Ingredient	1101898		1	
OMOP113483	METHYLBENZETHONIUM CHLORIDE	Ingredient	29829	methylbenzethonium	Ingredient	19009686		1	
OMOP122818	SOYBEAN OIL	Ingredient	9949	Soybean Oil	Ingredient	19070224		1	
OMOP124342	TAZOBACTAM SODIUM	Ingredient	37617	tazobactam	Ingredient	1741122		1	
OMOP127405	ZINCUM BROMATUM	Ingredient	88188	zinc bromide	Ingredient	19135810		1	
OMOP127356	ZINC CARBONATE	Ingredient	39935	zinc carbonate	Ingredient	19044314		1	
OMOP127358	ZINC CHLORIDE	Ingredient	39937	zinc chloride	Ingredient	19044317		1	
OMOP118772	POTASSIUM CHROMATE	Ingredient	34303	potassium chromate(VI)	Ingredient	19095132		1	
OMOP127379	ZINC PHENOLSULPHONATE	Ingredient	89831	Zinc phenolsulfonate	Precise Ingredient	19059274		1	
OMOP125534	TRICHLOROFLUOROMETHANE	Ingredient	38578	trichlorofluoromethane	Ingredient	942659		1	
OMOP118783	POTASSIUM IODATE	Ingredient	34312	potassium iodate	Ingredient	19095275		1	
OMOP118786	POTASSIUM NITRATE	Ingredient	34316	potassium nitrate	Ingredient	927322		1	
OMOP120714	RIMEXOLONE	Ingredient	55681	rimexolone	Ingredient	977421		1	
OMOP122538	SODIUM SULFATE	Ingredient	36721	sodium sulfate	Ingredient	939976		1	
OMOP124153	Sodium Sulfate Anhydrous	Ingredient	36721	sodium sulfate	Ingredient	939976		1	
OMOP117167	PANTOPRAZOLE SODIUM	Ingredient	40790	pantoprazole	Ingredient	948078		1	
OMOP117168	PANTOPRAZOLE SODIUM SESQUIHYDRATE	Ingredient	40790	pantoprazole	Ingredient	948078		1	
OMOP117166	PANTOPRAZOLE MAGNESIUM	Ingredient	40790	pantoprazole	Ingredient	948078		1	
OMOP119592	Pantoprazole magnesium hemipentahydrate	Ingredient	40790	pantoprazole	Ingredient	948078		1	
OMOP103424	CLOPIDOGREL BISULFATE	Ingredient	32968	clopidogrel	Ingredient	1322184		1	
OMOP101987	CALCIUM POLYCARBOPHIL	Ingredient	20063	calcium polycarbophil	Ingredient	940426		1	
OMOP124466	TERAZOSIN HYDROCHLORIDE	Ingredient	37798	Terazosin	Ingredient	1341238		1	
OMOP124465	TERAZOSIN HCL	Ingredient	37798	Terazosin	Ingredient	1341238		1	
OMOP124472	TERBINAFINE HYDROCHLORIDE	Ingredient	37801	terbinafine	Ingredient	1741309		1	
OMOP124470	TERBINAFINE	Ingredient	37801	terbinafine	Ingredient	1741309		1	
OMOP124471	TERBINAFINE HCL	Ingredient	37801	terbinafine	Ingredient	1741309		1	
OMOP116984	OXYBUTYNIN	Ingredient	32675	oxybutynin	Ingredient	918906		1	
OMOP116985	OXYBUTYNIN CHLORIDE	Ingredient	32675	oxybutynin	Ingredient	918906		1	
OMOP126930	WASP	Ingredient	11291	Wasp Venoms	Ingredient	19011001		1	
OMOP126933	WATER	Ingredient	11295	Water	Ingredient	19010309		1	
OMOP126937	WATER CRESS	Ingredient	287516	Watercress preparation	Ingredient	19071866		1	
OMOP126951	WATERMELON	Ingredient	260014	Watermelon Preparation	Ingredient	19067081		1	
OMOP127039	WHEAT GERM OIL	Ingredient	72385	Wheat germ oil	Ingredient	19014164		1	
OMOP127038	WHEAT GERM	Ingredient	72385	Wheat germ oil	Ingredient	19014164		1	
OMOP117401	PEGVISOMANT	Ingredient	278739	pegvisomant	Ingredient	1503432		1	
OMOP100555	BARIUM SULFATE	Ingredient	1331	Barium Sulfate	Ingredient	19011331		1	
OMOP98493	AMIFOSTINE	Ingredient	4126	Amifostine	Ingredient	1350040		1	
OMOP98494	AMIKACIN SULFATE	Ingredient	641	Amikacin	Ingredient	1790868		1	
OMOP100788	BENTONITE	Ingredient	1375	Bentonite	Ingredient	19016467		1	
OMOP105470	DITHRANOL	Ingredient	873	Anthralin	Ingredient	952538		1	
OMOP101743	BUSERELIN ACETATE	Ingredient	1825	Buserelin	Ingredient	19033280		1	
OMOP100706	BEET	Ingredient	319826	Beets preparation	Ingredient	19082737		1	
OMOP99237	APOMORPHINE	Ingredient	1043	Apomorphine	Ingredient	837027		1	
OMOP112153	LIPASE	Ingredient	6406	Lipase	Ingredient	990760		1	
OMOP97405	ACETAMINOPHEN	Ingredient	161	Acetaminophen	Ingredient	1125315		1	
OMOP101962	CALCIUM FLUORIDE	Ingredient	1905	Calcium Fluoride	Ingredient	19018601		1	
OMOP101964	CALCIUM GLUCONATE	Ingredient	1908	Calcium Gluconate	Ingredient	19037038		1	
OMOP107389	FERRIC AMMONIUM CITRATE	Ingredient	24897	ferric ammonium citrate	Ingredient	19095744		1	
OMOP110637	IRON CITRATE	Ingredient	24897	ferric ammonium citrate	Ingredient	19095744		1	
OMOP113614	MIFEPRISTONE	Ingredient	6964	Mifepristone	Ingredient	1508439		1	
OMOP117591	PERFLUTREN	Ingredient	283753	Perflutren	Ingredient	19071160		1	
OMOP117526	PENTOSTATIN	Ingredient	8011	Pentostatin	Ingredient	19031224		1	
OMOP117528	PENTOXIFYLLINE	Ingredient	8013	Pentoxifylline	Ingredient	1331247		1	
OMOP110398	INTERFERON ALFA-2B	Ingredient	5880	Interferon Alfa-2b	Ingredient	1380068		1	
OMOP110320	INOSINE PRANOBEX	Ingredient	6048	Inosine Pranobex	Ingredient	19083285		1	
OMOP117240	PAROMOMYCIN SULFATE	Ingredient	7934	Paromomycin	Ingredient	1727443		1	
OMOP117246	PAROXETINE HYDROCHLORIDE HEMIHYDRATE	Ingredient	32937	Paroxetine	Ingredient	722031		1	
OMOP117244	PAROXETINE HYDROCHLORIDE	Ingredient	32937	Paroxetine	Ingredient	722031		1	
OMOP117245	PAROXETINE HYDROCHLORIDE ACETONE SOLVATE	Ingredient	32937	Paroxetine	Ingredient	722031		1	
OMOP117242	PAROXETINE	Ingredient	32937	Paroxetine	Ingredient	722031		1	
OMOP117243	PAROXETINE HCL	Ingredient	32937	Paroxetine	Ingredient	722031		1	
OMOP112167	LIPOPROTEIN - OSPA ANTIGEN RECOMBINANT	Ingredient	54214	OspA protein	Ingredient	571187		1	
OMOP113765	MIRTAZAPINE	Ingredient	15996	Mirtazapine	Ingredient	725131		1	
OMOP106031	Deferiprone	Ingredient	11645	deferiprone	Ingredient	19011091		1	
OMOP106494	EPROSARTAN MESYLATE	Ingredient	83515	eprosartan	Ingredient	1346686		1	
OMOP106500	EPTIFIBATIDE	Ingredient	75635	eptifibatide	Ingredient	1322199		1	
OMOP126334	VANILLYLNONAMIDE	Ingredient	31945	nonivamide	Ingredient	19082731		1	
OMOP115357	NORELGESTROMIN	Ingredient	326374	norelgestromin	Ingredient	1518198		1	
OMOP105775	DORZOLAMIDE HYDROCHLORIDE	Ingredient	60207	dorzolamide	Ingredient	981709		1	
OMOP109611	HOMATROPINE HYDROBROMIDE	Ingredient	27084	homatropine	Ingredient	1101703		1	
OMOP109612	HOMATROPINE METHYLBROMIDE	Ingredient	27084	homatropine	Ingredient	1101703		1	
OMOP104534	Colesevelam hydrochloride	Ingredient	141626	colesevelam	Ingredient	1518148		1	
OMOP116084	NYSTATIN	Ingredient	7597	Nystatin	Ingredient	922570		1	
OMOP116205	OFLOXACIN	Ingredient	7623	Ofloxacin	Ingredient	923081		1	
OMOP117249	PARSLEY PIERT	Ingredient	317857	Parsley extract	Ingredient	19015198		1	
OMOP117248	PARSLEY	Ingredient	317857	Parsley extract	Ingredient	19015198		1	
OMOP117263	PASSIFLORA INCARNATA	Ingredient	253193	Passiflora incarnata extract	Ingredient	19065820		1	
OMOP117266	PASSION FLOWER	Ingredient	285159	Passion flower extract	Ingredient	1306905		1	
OMOP122521	SODIUM NITROPRUSSIDE	Ingredient	7476	Nitroprusside	Ingredient	19020994		1	
OMOP115256	NITROUS OXIDE	Ingredient	7486	Nitrous Oxide	Ingredient	19021129		1	
OMOP113390	MESORIDAZINE BESYLATE	Ingredient	6779	Mesoridazine	Ingredient	703083		1	
OMOP115108	NICARDIPINE HYDROCHLORIDE	Ingredient	7396	Nicardipine	Ingredient	1318137		1	
OMOP111882	LEPIRUDIN	Ingredient	237057	lepirudin	Ingredient	19092139		1	
OMOP113242	MEGLUMINE IOXITALAMATE	Ingredient	29459	meglumine ioxithalamate	Ingredient	19009054		1	
OMOP113265	MELOXICAM	Ingredient	41493	meloxicam	Ingredient	1150345		1	
OMOP113180	MEDORRHINUM	Ingredient	350533	MEDORRHINUM	Ingredient	19097631		1	
OMOP98524	AMMONIACUM	Ingredient	709	Ammonium	Ingredient	19126894		2	
OMOP98526	AMMONIUM	Ingredient	709	Ammonium	Ingredient	19126894		1	
OMOP123174	STANDARDIZED BERMUDA GRASS POLLEN	Ingredient	314328	ALLERGENIC EXTRACT, BERMUDA GRASS	Ingredient	19012253	D	1	
OMOP98365	ALTEPLASE	Ingredient	8410	alteplase	Ingredient	1347450		1	
OMOP100881	BENZALKONIUM	Ingredient	1378	Benzalkonium	Ingredient	916460		1	
OMOP98171	ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE	Ingredient	1378	Benzalkonium	Ingredient	916460		1	
OMOP100882	BENZALKONIUM CHLORIDE	Ingredient	1378	Benzalkonium	Ingredient	916460		1	
OMOP112257	LODOXAMIDE TROMETHAMINE	Ingredient	52151	Lodoxamide	Ingredient	967496		1	
OMOP112273	LOMUSTINE	Ingredient	6466	Lomustine	Ingredient	1391846		1	
OMOP101584	BROMOCRIPTINE MESYLATE	Ingredient	1760	Bromocriptine	Ingredient	730548		1	
OMOP101584	BROMOCRIPTINE MESYLATE	Ingredient	1760	Bromocriptine	Ingredient	730548		2	
OMOP103100	CITRUS	Ingredient	314522	citrus bioflavonoids	Ingredient	19013754		1	
OMOP98583	AMSACRINE	Ingredient	739	Amsacrine	Ingredient	19017810		1	
OMOP98592	AMYL NITRITE	Ingredient	742	Amyl Nitrite	Ingredient	1319051		1	
OMOP98593	AMYLASE	Ingredient	743	Amylases	Ingredient	919204		1	
OMOP98596	AMYLOPSIN	Ingredient	743	Amylases	Ingredient	919204		1	
OMOP102948	CHROMIUM ASPARTATE	Ingredient	253159	CHROMIUM ASPARTATE	Ingredient	19065778		1	
OMOP102950	CHROMIUM CITRATE	Ingredient	407906	CHROMIUM CITRATE	Ingredient	19103213		1	
OMOP102952	CHROMIUM HVP CHELATE	Ingredient	408065	CHROMIUM HVP CHELATE	Ingredient	19103214	D	1	
OMOP100187	AZTREONAM	Ingredient	1272	Aztreonam	Ingredient	1715117		1	
OMOP100777	BENSERAZIDE HYDROCHLORIDE	Ingredient	1374	Benserazide	Ingredient	19016463		1	
OMOP102621	CHAMOMILE	Ingredient	221916	CHAMOMILE FLOWERS	Ingredient	19052620		2	
OMOP108491	GERMAN CHAMOMILE	Ingredient	221916	CHAMOMILE FLOWERS	Ingredient	19052620		1	
OMOP98107	ALDESLEUKIN	Ingredient	70223	Aldesleukin	Ingredient	1309770		1	
OMOP98117	ALENDRONATE SODIUM TRIHYDRATE	Ingredient	46041	Alendronate	Ingredient	1557272		1	
OMOP98116	ALENDRONATE SODIUM	Ingredient	46041	Alendronate	Ingredient	1557272		1	
OMOP101951	CALCIUM ASPARTATE	Ingredient	287637	Calcium Aspartate	Ingredient	19071869		1	
OMOP101483	BOTULINUM ANTITOXIN	Ingredient	408134	BOTULISM ANTITOXIN TRIV A,B&E	Ingredient	19103217		1	
OMOP101757	BUTCHER'S BROOM	Ingredient	236614	BUTCHER'S BROOM Preparation	Ingredient	19056408		1	
OMOP98560	AMOXICILLIN TRIHYDRATE	Ingredient	723	Amoxicillin	Ingredient	1713332		1	
OMOP98559	AMOXICILLIN	Ingredient	723	Amoxicillin	Ingredient	1713332		1	
OMOP112325	LOSARTAN POTASSIUM	Ingredient	52175	Losartan	Ingredient	1367500		1	
OMOP116227	OIL OF ANISE	Ingredient	90926	Anise oil	Ingredient	19060831		1	
OMOP98574	AMPHOTERICIN B	Ingredient	732	Amphotericin B	Ingredient	1717240		1	
OMOP116141	OCTISALATE	Ingredient	91327	octisalate	Ingredient	19135923		1	
OMOP104567	DACARBAZINE	Ingredient	3098	Dacarbazine	Ingredient	1311409		1	
OMOP104568	DACLIZUMAB	Ingredient	190353	Daclizumab	Ingredient	19036892		1	
OMOP104569	DACTINOMYCIN	Ingredient	3100	Dactinomycin	Ingredient	1311443		1	
OMOP100903	BENZYLPENICILLOYL-POLYLYSINE	Ingredient	19079	Benzylpenicilloyl polylysine	Ingredient	19037035		1	
OMOP102142	CAPSICUM OLEORESIN	Ingredient	235787	CAPSICUM OLEORESIN	Ingredient	19055492		1	
OMOP101689	BUDESONIDE	Ingredient	19831	Budesonide	Ingredient	939259		1	
OMOP105420	DIPHENOXYLATE HYDROCHLORIDE	Ingredient	3500	Diphenoxylate	Ingredient	930916		1	
OMOP105424	DIPHTHERIA ANTITOXIN	Ingredient	3510	Diphtheria Antitoxin	Ingredient	19031041		1	
OMOP101941	CALCITRIOL	Ingredient	1894	Calcitriol	Ingredient	19035631		1	
OMOP102839	CHLORAMBUCIL	Ingredient	2346	Chlorambucil	Ingredient	1390051		1	
OMOP103135	CLARITHROMYCIN	Ingredient	21212	Clarithromycin	Ingredient	1750500		1	
OMOP106116	ECHINACEA PURPUREA AERIAL PARTS	Ingredient	477531	Echinacea Purpurea Aerial Parts Extract	Ingredient	19059159		1	
OMOP106108	ECHINACEA	Ingredient	477379	Echinacea Root Extract	Ingredient	1359148		1	
OMOP107687	FLUORESCEIN SODIUM	Ingredient	25138	Fluorescein	Ingredient	996625		1	
OMOP109377	HEPATITIS A VACCINE, INACTIVATED	Ingredient	253174	Hepatitis A Vaccine, Inactivated	Ingredient	596876		1	
OMOP110533	IOPAMIDOL	Ingredient	5966	Iopamidol	Ingredient	19081224		1	
OMOP103429	CLORAZEPATE DIPOTASSIUM	Ingredient	2353	clorazepate	Ingredient	790253		1	
OMOP101644	BRYONIA	Ingredient	319815	Bryonia preparation	Ingredient	19015636		1	
OMOP101661	BUCHU	Ingredient	236531	Buchu	Ingredient	19056342		1	
OMOP103418	CLOMIPRAMINE HYDROCHLORIDE	Ingredient	2597	Clomipramine	Ingredient	798834		1	
OMOP103402	CLIOQUINOL	Ingredient	5942	Clioquinol	Ingredient	980867		1	
OMOP105303	DILTIAZEM HYDROCHLORIDE	Ingredient	3443	Diltiazem	Ingredient	1328165		1	
OMOP105302	DILTIAZEM HCL	Ingredient	3443	Diltiazem	Ingredient	1328165		1	
OMOP102292	CASCARA	Ingredient	66869	Cascara sagrada	Ingredient	900017		1	
OMOP102296	CASCARA SAGRADA	Ingredient	66869	Cascara sagrada	Ingredient	900017		1	
OMOP102393	CEFADROXIL	Ingredient	2177	Cefadroxil	Ingredient	1769535		1	
OMOP102394	CEFADROXIL MONOHYDRATE	Ingredient	2177	Cefadroxil	Ingredient	1769535		1	
OMOP101256	BISMUTH CAMPHOCARBONATE	Ingredient	237087	BISMUTH CAMPHOCARBONATE	Ingredient	19092165		1	
OMOP101257	BISMUTH DIPROPYLACETATE	Ingredient	324003	BISMUTH DIPROPYLACETATE	Ingredient	19016339		1	
OMOP97429	ACETYLSALICYLIC ACID	Ingredient	1191	Aspirin	Ingredient	1112807		1	
OMOP99653	ATENOLOL	Ingredient	1202	Atenolol	Ingredient	1314002		1	
OMOP112097	LINDANE	Ingredient	1388	Lindane	Ingredient	916751		1	
OMOP118630	POLLEN-ENGLISH PLANTAIN	Ingredient	314429	ALLERGENIC EXTRACT, PLANTAIN, ENGLISH	Ingredient	19013138	D	1	
OMOP100178	AZITHROMYCIN	Ingredient	18631	Azithromycin	Ingredient	1734104		1	
OMOP100179	AZITHROMYCIN DIHYDRATE	Ingredient	18631	Azithromycin	Ingredient	1734104		1	
OMOP100181	AZITHROMYCIN ISOPROPANOLATE MONOHYDRATE	Ingredient	18631	Azithromycin	Ingredient	1734104		1	
OMOP100182	AZITHROMYCIN MONOHYDRATE	Ingredient	18631	Azithromycin	Ingredient	1734104		1	
OMOP100183	AZITHROMYCIN MONOHYDRATE HEMIETHANOLATE	Ingredient	18631	Azithromycin	Ingredient	1734104		1	
OMOP100180	AZITHROMYCIN HYDROGEN CITRATE	Ingredient	18631	Azithromycin	Ingredient	1734104		1	
OMOP118130	PLANTAGO MAJOR	Ingredient	1310080	Plantago major seed extract	Ingredient	42899920		1	
OMOP118131	PLANTAGO OVATA	Ingredient	1309942	Plantago ovata seed extract	Ingredient	42899921		1	
OMOP97452	ACHYRANTHES BIDENTATA	Ingredient	1307854	Achyranthes bidentata root extract	Ingredient	42898397		1	
OMOP97687	ACTAEA SPICATA	Ingredient	1309496	Actaea spicata root extract	Ingredient	42898408		1	
OMOP98366	ALTHAEA OFFICINALIS	Ingredient	1306165	Althaea Officinalis Root Extract	Ingredient	42898411		3	
OMOP98418	ALUMINUM	Ingredient	1311504	Aluminum	Ingredient	42898412		1	
OMOP97822	ADENOPHORA	Ingredient	1305553	Adenophora stricta root extract	Ingredient	42898413		1	
OMOP97913	AESCULUS CARNEA, FLOS	Ingredient	1309770	Aesculus carnea flower extract	Ingredient	42898417		1	
OMOP97915	AESCULUS HIPPOCASTANUM	Ingredient	1309398	Aesculus hippocastanum bark extract	Ingredient	42898418		1	
OMOP97916	AESCULUS HIPPOCASTANUM FLOS	Ingredient	1309398	Aesculus hippocastanum bark extract	Ingredient	42898418		1	
OMOP97915	AESCULUS HIPPOCASTANUM	Ingredient	1309497	Aesculus hippocastanum flower extract	Ingredient	42898419		2	
OMOP97916	AESCULUS HIPPOCASTANUM FLOS	Ingredient	1309497	Aesculus hippocastanum flower extract	Ingredient	42898419		2	
OMOP97915	AESCULUS HIPPOCASTANUM	Ingredient	1309498	Aesculus hippocastanum leaf extract	Ingredient	42898420		3	
OMOP97916	AESCULUS HIPPOCASTANUM FLOS	Ingredient	1309498	Aesculus hippocastanum leaf extract	Ingredient	42898420		3	
OMOP97963	AGAVE AMERICANA	Ingredient	1307838	Agave americana leaf extract	Ingredient	42898424		1	
OMOP97994	AGRIMONY	Ingredient	1309501	Agrimonia eupatoria flower extract	Ingredient	42898426		2	
OMOP97994	AGRIMONY	Ingredient	1309504	Agrimonia eupatoria flowering top extract	Ingredient	42898427		3	
OMOP98085	ALCLOXA	Ingredient	1305554	Alcloxa	Ingredient	42898435		1	
OMOP98127	ALETRIS FARINOSA	Ingredient	1309950	Aletris farinosa root extract	Ingredient	42898439		1	
OMOP99571	ASARUM	Ingredient	1012890	Asarum europaeum extract	Ingredient	42903419		2	
OMOP99572	ASARUM EUROPAEUM	Ingredient	1012890	Asarum europaeum extract	Ingredient	42903419		1	
OMOP127062	WILLOW	Ingredient	1232311	Salix nigra bark extract	Ingredient	42903421		2	
OMOP127063	WILLOW BARK	Ingredient	1232311	Salix nigra bark extract	Ingredient	42903421		2	
OMOP121265	SALIX NIGRA	Ingredient	1232311	Salix nigra bark extract	Ingredient	42903421		1	
OMOP102604	CETRARIA ISLANDICA	Ingredient	1306351	Cetraria islandica subsp. islandica extract	Ingredient	42903422		1	
OMOP110367	INSULIN INJECTION PORK	Ingredient	1309342	Insulin, Pork	Ingredient	42899447		1	
OMOP110358	INSULIN (PORK)	Ingredient	1309342	Insulin, Pork	Ingredient	42899447		1	
OMOP114473	N-CYCLOHEXYL-2-BENZOTHIAZOLESULFENAMIDE	Ingredient	1306886	N-CYCLOHEXYL-2-BENZOTHIAZOSULFENAMIDE	Ingredient	42899697		1	
OMOP126330	VANDETANIB	Ingredient	1098413	Vandetanib	Ingredient	40238052		1	
OMOP99608	ASPERGILLUS NIGER	Ingredient	466193	Aspergillus niger extract	Ingredient	40166877	U	1	
OMOP126597	VILAZODONE HYDROCHLORIDE	Ingredient	1086769	vilazodone	Ingredient	40234834		1	
OMOP111864	LEEK	Ingredient	1010932	leek allergenic extract	Ingredient	40226762		1	
OMOP120639	RHUBARB	Ingredient	1011033	rhubarb allergenic extract	Ingredient	40227367		2	
OMOP127037	WHEAT	Ingredient	1012140	wheat bran allergenic extract	Ingredient	40227472		2	
OMOP112895	MARSH ELDER	Ingredient	1098130	narrowleaf marshelder pollen extract	Ingredient	40238197		1	
OMOP107209	Eribulin Mesylate	Ingredient	1045453	eribulin	Ingredient	40230712		1	
OMOP118009	PHYTASE	Ingredient	1043631	phytase	Ingredient	40230721		1	
OMOP112512	Levomefolate Calcium	Ingredient	1025342	Levomefolic Acid	Precise Ingredient	40228423		1	
OMOP107320	FEATHERS	Ingredient	894961	canary feather extract	Ingredient	40170466		4	
OMOP117178	PAPAYA	Ingredient	1011426	papaya allergenic extract	Ingredient	40226671		2	
OMOP114462	MYROXYLON BALSAMUM	Ingredient	1116238	Tolu balsam	Ingredient	40241153		1	
OMOP125192	TOLU BALSAM	Ingredient	1116238	Tolu balsam	Ingredient	40241153		1	
OMOP125798	Ticagrelor	Ingredient	1116632	Ticagrelor	Ingredient	40241186		1	
OMOP97825	ADENOVIRUS VACCINE LIVE ORAL TYPE-4	Ingredient	1099933	Adenovirus Type 4 Vaccine Live	Ingredient	40237613		1	
OMOP97826	ADENOVIRUS VACCINE LIVE ORAL TYPE-7	Ingredient	1099937	Adenovirus Type 7 Vaccine Live	Ingredient	40237617		1	
OMOP125711	TURMERIC	Ingredient	1114883	Turmeric extract	Ingredient	40241181		1	
OMOP121143	Ruxolitinib Phosphate	Ingredient	1193326	ruxolitinib	Ingredient	40244464		1	
OMOP120866	RIVAROXABAN	Ingredient	1114195	rivaroxaban	Ingredient	40241331		1	
OMOP101520	BRENTUXIMAB VEDOTIN	Ingredient	1147320	brentuximab vedotin	Ingredient	40241969		1	
OMOP121863	SELENIUM SULFIDE	Ingredient	36345	selenium sulfide	Ingredient	938061		1	
OMOP124903	THIOGUANINE	Ingredient	10485	Thioguanine	Ingredient	1437379		1	
OMOP124904	THIOPENTAL SODIUM	Ingredient	10493	Thiopental	Ingredient	700253		1	
OMOP120712	RILUZOLE	Ingredient	35623	Riluzole	Ingredient	735951		1	
OMOP109784	HUMAN PLASMA PROTEINS	Ingredient	33835	plasma protein fraction	Ingredient	19025693		1	
OMOP125341	TOTAL PROTEIN	Ingredient	33835	plasma protein fraction	Ingredient	19025693		1	
