"drug_concept_code";"drug_concept_name";"ingredient_concept_code";"ingredient_concept_name";"amount_value";"amount_name";"denominator_value";"denominator_unit"
"8976711000001106";Chlorhexidine 0.5% / Isopropyl alcohol 70% impregnated swabs;"259268001";Isopropyl alcohol;700;mg;;ml
"8976711000001106";Chlorhexidine 0.5% / Isopropyl alcohol 70% impregnated swabs;"96317008";Chlorhexidine acetate;5;mg;;ml
"8976711000001106";Chlorhexidine 0.5% / Isopropyl alcohol 70% impregnated swabs;"96317008";Chlorhexidine acetate;700;mg;;ml
"8976911000001108";Chamomilla oral powder sachets sugar free;"768492006";Levomenol;;;;
"8981511000001104";Generic Potter's Piletabs tablets;"8986111000001104";Agrimony dry extract;;;;
"8981511000001104";Generic Potter's Piletabs tablets;"8986611000001107";Cascara dry extract;;;;
"8981511000001104";Generic Potter's Piletabs tablets;"8988211000001106";Pilewort;;;;
"8981511000001104";Generic Potter's Piletabs tablets;"8988911000001102";Stone root;;;;
"8981611000001100";Generic Potter's Prementaid tablets;"412266000";Valerian extract;;;;
"8981611000001100";Generic Potter's Prementaid tablets;"420924003";Motherwort dry extract;;;;
"8981611000001100";Generic Potter's Prementaid tablets;"421231001";Vervain;;;;
"8981611000001100";Generic Potter's Prementaid tablets;"8986211000001105";Bearberry dry extract;;;;
"8981611000001100";Generic Potter's Prementaid tablets;"8988411000001105";Pulsatilla dry extract;;;;
"8981711000001109";Generic Potter's Rheumatic Pain tablets;"8986011000001100";Achillea;;;;
"8981711000001109";Generic Potter's Rheumatic Pain tablets;"8987411000001106";Guaiacum resin;;;;
"8981711000001109";Generic Potter's Rheumatic Pain tablets;"8987611000001109";Lappa root;;;;
"8981711000001109";Generic Potter's Rheumatic Pain tablets;"8987911000001103";Menyanthes;;;;
"8981811000001101";Generic Potter's Sarsaparilla Jamaican mixture;"227606003";Treacle;;;;
"8981811000001101";Generic Potter's Sarsaparilla Jamaican mixture;"229862008";Syrup;;;;
"8981811000001101";Generic Potter's Sarsaparilla Jamaican mixture;"4727511000001105";Capsicum tincture;;;;
"8981811000001101";Generic Potter's Sarsaparilla Jamaican mixture;"5214311000001102";Liquorice liquid extract;;;;
"8981811000001101";Generic Potter's Sarsaparilla Jamaican mixture;"52283007";Peppermint oil;;;;
"8981811000001101";Generic Potter's Sarsaparilla Jamaican mixture;"80582002";Glycerol;;;;
"8981811000001101";Generic Potter's Sarsaparilla Jamaican mixture;"8988611000001108";Sarsaparilla root extract;;;;
"9052311000001104";Generic HTDEFIX powder and solvent for solution for injection vials;"34086003";Antithrombin III;;;;
"9052311000001104";Generic HTDEFIX powder and solvent for solution for injection vials;"54378000";Factor IX;;;;
"9052311000001104";Generic HTDEFIX powder and solvent for solution for injection vials;"7348004";Factor II;;;;
"9052311000001104";Generic HTDEFIX powder and solvent for solution for injection vials;"81444003";Factor X;;;;
"9097211000001104";Squill liquid extract;"11713004";Water;;;;
"9097211000001104";Squill liquid extract;"419442005";Ethanol;;;;
"9097211000001104";Squill liquid extract;"6333002";Squill extract;;;;
"9186611000001108";Testosterone 50mg/5g transdermal gel unit dose tube;"43688007";Testosterone;50;mg;5000;mg
"9262011000001100";Cod liver oil 294mg capsules;"126082008";Cod liver oil;;;;
"9262011000001100";Cod liver oil 294mg capsules;"18414002";Colecalciferol;;;;
"9262011000001100";Cod liver oil 294mg capsules;"9474711000001102";Retinol;;;;
"9324711000001105";Bacillus Calmette-Guerin vaccine powder and solvent for suspension for injection vials;"11172511000001109";Mycobacterium bovis BCG;;;;
"9383011000001103";Cod liver oil liquid;"126082008";Cod liver oil;;;;
"9383011000001103";Cod liver oil liquid;"18414002";Colecalciferol;;;;
"9383011000001103";Cod liver oil liquid;"9474711000001102";Retinol;;;;
"9750211000001108";Generic Flexeze Double Strength tablets;"4104007";Chondroitin sulfate;;;;
"9750211000001108";Generic Flexeze Double Strength tablets;"43706004";Ascorbic acid;;;;
"9750211000001108";Generic Flexeze Double Strength tablets;"5540006";Calcium;;;;
"9750211000001108";Generic Flexeze Double Strength tablets;"734505004";Glucosamine sulfate;;;;
"9819511000001108";Generic Pollinex Grasses + Rye Extension Course suspension for injection 1.5ml vials;;;;;;
"9819611000001107";Generic Pollinex Grasses + Rye No 1 suspension for injection 1ml vials;;;;;;
"9819711000001103";Generic Pollinex Grasses + Rye No 2 suspension for injection 1ml vials;;;;;;
"9819811000001106";Generic Pollinex Grasses + Rye No 3 suspension for injection 1ml vials;;;;;;
"9822011000001100";Generic Pollinex Trees Extension Course suspension for injection 1.5ml vials;;;;;;
"9822111000001104";Generic Pollinex Trees No 1 suspension for injection 1ml vials;"782576004";Tree pollen;;;;
"9822211000001105";Generic Pollinex Trees No 2 suspension for injection 1ml vials;"782576004";Tree pollen;;;;
"9822311000001102";Generic Pollinex Trees No 3 suspension for injection 1ml vials;"782576004";Tree pollen;;;;
"9904411000001100";Haemophilus type b / Meningococcal C conjugate vaccine powder and solvent for solution for injection 0.5ml vials;"11170611000001107";Haemophilus influenzae type b polysaccharide tetanus toxoid conjugate;;;;
"9904411000001100";Haemophilus type b / Meningococcal C conjugate vaccine powder and solvent for solution for injection 0.5ml vials;"11237511000001107";Neisseria meningitidis group C strain C11 capsular polysaccharide tetanus toxoid conjugate;;;;
