concept_code	concept_name
G20.11	Primary Parkinson's Syndrome with moderate to severe impairment: with fluctuations in effect
G20.2	Primary Parkinson's Syndrome with the most severe impairment
G20.20	Primary Parkinson's Syndrome with the most severe impairment: Without fluctuations in effect
G20.21	Primary Parkinson's Syndrome with the most severe impairment: with fluctuations in effect
G20.9	Primary Parkinson's Syndrome, unspecified
G20.90	Primary Parkinson's Syndrome, unspecified: Without fluctuation in effect
G20.91	Primary Parkinson's Syndrome, unspecified: with fluctuations in effect
G25.80	Periodic leg movements while sleeping
G25.81	Restless legs syndrome
G25.88	Other specified extrapyramidal and movement disorders
G31.81	Mitochondrial cytopathy
G31.82	Lewy Body Disease
G31.88	Other specified degenerative diseases of the nervous system
G35.0	Initial manifestation of multiple sclerosis
G35.1	Multiple sclerosis with a predominantly relapsing course
G35.10	Multiple sclerosis with a predominantly relapsing course: No indication of an acute exacerbation or progression
G35.11	Multiple sclerosis with predominantly relapsing course: with indication of an acute exacerbation or progression
G35.2	Multiple sclerosis with a primary-chronic course
G35.20	Multiple sclerosis with a primary-chronic course: No indication of an acute exacerbation or progression
G35.21	Multiple sclerosis with a primary-chronic course: with details of an acute exacerbation or progression
G35.3	Multiple sclerosis with a secondary chronic course
G35.30	Multiple sclerosis with a secondary-chronic course: No indication of an acute exacerbation or progression
G35.31	Multiple sclerosis with a secondary-chronic course: with details of an acute exacerbation or progression
G35.9	Multiple sclerosis, unspecified
G40.00	Pseudo Lennox Syndrome
G40.01	CSWS [Continuous spikes and waves during slow-wave sleep]
G40.02	Benign psychomotor epilepsy [terror fits]
G40.08	Other localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with focal onset seizures
G40.09	Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with focal seizures, unspecified
G45.00	Vertebral artery syndrome with basilar symptoms: Complete resolution within 24 hours
G45.01	Vertebral artery syndrome with basilar symptoms: Complete resolution after more than 24 hours
G45.02	Vertebral artery syndrome with basilar symptoms: Complete resolution within 1 to 24 hours
G45.03	Vertebral artery syndrome with basilar symptoms: Complete regression within less than 1 hour
G45.09	Vertebral artery syndrome with basilar artery symptoms: course of regression unspecified
G45.10	Internal carotid artery syndrome (unilateral): Complete regression within 24 hours
G45.11	Internal carotid artery syndrome (unilateral): Complete regression after more than 24 hours
G45.12	Internal carotid artery syndrome (unilateral): Complete regression within 1 to 24 hours
G45.13	Internal carotid artery syndrome (unilateral): Complete regression within less than 1 hour
G45.19	Internal carotid artery syndrome (one side): Course of the regression unspecified
G45.20	Multiple and bilateral syndromes of the extracerebral arteries supplying the brain: complete resolution within 24 hours
G45.21	Multiple and bilateral syndromes of the extracerebral arteries supplying the brain: complete resolution after more than 24 hours
G45.22	Multiple and bilateral syndromes of the extracerebral arteries supplying the brain: Complete regression within 1 to 24 hours
G45.23	Multiple and bilateral syndromes of the extracerebral arteries supplying the brain: complete regression within less than 1 hour
G45.29	Multiple and bilateral syndromes of the extracerebral arteries supplying the brain: course of regression unspecified
G45.30	Amaurosis fugax: Complete resolution within 24 hours
G45.31	Amaurosis fugax: Complete resolution after more than 24 hours
G45.32	Amaurosis fugax: Complete resolution within 1 to 24 hours
G45.33	Amaurosis fugax: Complete resolution within less than 1 hour
G45.39	Amaurosis fugax: course of regression unspecified
G45.40	Transient global amnesia [amnesiac episode]: Complete resolution within 24 hours
G45.41	Transient global amnesia [amnesic episode]: Complete resolution after more than 24 hours
G45.42	Transient global amnesia [amnesiac episode]: Complete resolution within 1 to 24 hours
G45.43	Transient global amnesia [amnesic episode]: Complete resolution within less than 1 hour
G45.49	Transient global amnesia [amnesic episode]: course of regression unspecified
G45.80	Other transient cerebral ischemic attacks and related syndromes: Complete resolution within 24 hours
G45.81	Other transient cerebral ischemia and related syndromes: Complete resolution after more than 24 hours
G45.82	Other transient cerebral ischemia and related syndromes: Complete resolution within 1 to 24 hours
G45.83	Other transient cerebral ischemia and related syndromes: Complete resolution within less than 1 hour
G45.89	Other transient cerebral ischemia and related syndromes: course of regression unspecified
G45.90	Transient cerebral ischemic attack, unspecified: complete resolution within 24 hours
G45.91	Transient cerebral ischemia, unspecified: complete resolution after more than 24 hours
G45.92	Transient cerebral ischemia, unspecified: Complete resolution within 1 to 24 hours
G45.93	Transient cerebral ischemia, unspecified: Complete resolution within less than 1 hour
G45.99	Transient cerebral ischemia, unspecified: course of regression unspecified
G47.30	Central sleep apnea syndrome
G47.31	Obstructive Sleep Apnea Syndrome
G47.32	Sleep-related hypoventilation syndrome
G47.38	Other sleep apnea
G47.39	Sleep apnea, unspecified
G62.80	Critical illness polyneuropathy
G62.88	Other specified polyneuropathies
G72.80	Critical illness myopathy
G72.88	Other specified myopathies
G82.00	Flaccid paraparesis and paraplegia: acute complete paraplegia of non-traumatic origin
G82.01	Flaccid paraparesis and paraplegia: acute incomplete paraplegia of non-traumatic origin
G82.02	Flaccid paraparesis and paraplegia: Chronic complete paraplegia
G82.03	Flaccid Paraparesis and Paraplegia: Chronic Incomplete Paraplegia
G82.04	Flaccid paraplegia: thoracic, incomplete thoracolumbar
G82.05	Flaccid paraplegia: Lumbar, completely lumbosacral
G82.06	Flaccid paraplegia: lumbar, incomplete lumbosacral
G82.07	Flaccid Paraparesis and Paraplegia: Complete
G82.08	Flaccid Paraparesis and Paraplegia: Incomplete
G82.09	Flaccid paraparesis and paraplegia: unspecified
G82.10	Spastic paraparesis and paraplegia: acute complete paraplegia of non-traumatic origin
G82.11	Spastic Paraparesis and Paraplegia: Acute Incomplete Paraplegia of Non-Traumatic Origin
G82.12	Spastic paraparesis and paraplegia: Chronic complete paraplegia
G82.13	Spastic Paraparesis and Paraplegia: Chronic Incomplete Paraplegia
G82.14	Spastic paraplegia: thoracic, incompletely thoracolumbar
G82.15	Spastic Paraplegia: Lumbar, completely lumbosacral
G82.16	Spastic paraplegia: lumbar, incomplete lumbosacral
G82.17	Spastic Paraparesis and Paraplegia: Complete
G82.18	Spastic Paraparesis and Paraplegia: Incomplete
G82.19	Spastic paraparesis and paraplegia: unspecified
G82.20	Paraparesis and paraplegia, unspecified: acute complete paraplegia of non-traumatic origin
G82.21	Paraparesis and paraplegia, unspecified: Acute incomplete paraplegia of non-traumatic origin
G82.22	Paraparesis and paraplegia, unspecified: Chronic complete paraplegia
G82.23	Paraparesis and paraplegia, unspecified: Chronic incomplete paraplegia
G82.24	Paraplegia, unspecified: thoracic, incomplete thoracolumbar
G82.25	Paraplegia, unspecified: lumbar, completely lumbosacral
G82.26	Paraplegia, unspecified: lumbar, incomplete lumbosacral
G82.27	Paraparesis and paraplegia, unspecified: complete
G82.28	Paraparesis and paraplegia, unspecified: incomplete
G82.29	Paraparesis and paraplegia, unspecified: unspecified
G82.30	Flaccid tetraparesis and tetraplegia: acute complete paraplegia of non-traumatic origin
G82.31	Flaccid tetraparesis and tetraplegia: acute incomplete paraplegia of non-traumatic origin
G82.32	Flaccid tetraparesis and tetraplegia: Chronic complete paraplegia
G82.33	Flaccid tetraparesis and tetraplegia: Chronic incomplete paraplegia
G82.34	Flaccid tetraplegia: thoracic, incomplete thoracolumbar
G82.35	Flaccid quadriplegia: Lumbar, completely lumbosacral
G82.36	Flaccid quadriplegia: Lumbar, incomplete lumbosacral
G82.37	Flaccid tetraparesis and tetraplegia: Complete
G82.38	Flaccid tetraparesis and tetraplegia: Incomplete
G82.39	Flaccid tetraparesis and tetraplegia: unspecified
G82.40	Spastic tetraparesis and tetraplegia: acute complete paraplegia of non-traumatic origin
G82.41	Spastic tetraparesis and tetraplegia: acute incomplete paraplegia of non-traumatic origin
G82.42	Spastic tetraparesis and tetraplegia: Chronic complete paraplegia
G82.43	Spastic tetraparesis and tetraplegia: Chronic incomplete paraplegia
G82.44	Spastic tetraplegia: thoracic, incompletely thoracolumbar
G82.45	Spastic tetraplegia: lumbar, completely lumbosacral
G82.46	Spastic tetraplegia: lumbar, incomplete lumbosacral
G82.47	Spastic tetraparesis and tetraplegia: Complete
G82.48	Spastic tetraparesis and tetraplegia: Incomplete
G82.49	Spastic tetraparesis and tetraplegia: unspecified
G82.50	Tetraparesis and tetraplegia, unspecified: acute complete paraplegia of non-traumatic origin
G82.51	Tetraparesis and tetraplegia, unspecified: acute incomplete paraplegia of non-traumatic origin
G82.52	Tetraparesis and tetraplegia, unspecified: Chronic complete paraplegia
G82.53	Tetraparesis and tetraplegia, unspecified: Chronic incomplete paraplegia
