"ICDO3.2"	"Level"	"Term"	"Code reference"	"obs"	"See also"	"See note"	"Includes"	"Excludes"	"Other text"
"8170/3"	"Synonym"	"Hepatoma, NOS"	"(C22.0)"						
"8170/3"	"Synonym"	"Hepatocarcinoma"	"(C22.0)"						
"8170/3"	"Synonym"	"Hepatoma, malignant"	"(C22.0)"						
"8170/3"	"Synonym"	"Liver cell carcinoma"	"(C22.0)"						
"8171/3"	"Preferred"	"Hepatocellular carcinoma, fibrolamellar"	"(C22.0)"						
"8172/3"	"Preferred"	"Hepatocellular carcinoma, scirrhous"	"(C22.0)"						
"8172/3"	"Synonym"	"Sclerosing hepatic carcinoma"	"(C22.0)"						
"8173/3"	"Preferred"	"Hepatocellular carcinoma, spindle cell variant"	"(C22.0)"						
"8173/3"	"Synonym"	"Hepatocellular carcinoma, sarcomatoid"	"(C22.0)"						
"8174/3"	"Preferred"	"Hepatocellular carcinoma, clear cell type"	"(C22.0)"						
"8175/3"	"Preferred"	"Hepatocellular carcinoma, pleomorphic type"	"(C22.0)"						
"8180/3"	"Preferred"	"Combined hepatocellular carcinoma and cholangiocarcinoma"	"(C22.0)"						
"8180/3"	"Synonym"	"Hepatocholangiocarcinoma"	"(C22.0)"						
"8180/3"	"Synonym"	"Mixed hepatocellular and bile duct carcinoma"	"(C22.0)"						
"8190/0"	"Preferred"	"Trabecular adenoma"							
"8190/3"	"Preferred"	"Trabecular adenocarcinoma"							
"8190/3"	"Synonym"	"Trabecular carcinoma"							
"8191/0"	"Preferred"	"Embryonal adenoma"							
"8200/0"	"Preferred"	"Eccrine dermal cylindroma"	"(C44._)"						
"8200/0"	"Related"	"Cylindroma of skin"	"(C44._)"						
"8200/0"	"Related"	"Cylindroma of breast"	"(C50._)"						
"8200/0"	"Related"	"Turban tumor"	"(C44.4)"						
"8200/3"	"Preferred"	"Adenoid cystic carcinoma"							
"8200/3"	"Synonym"	"Cylindroma, NOS"		"[obs]"				"(except of skin or breast M-8200/0)"	
"8200/3"	"Synonym"	"Adenocarcinoma, cylindroid"		"[obs]"					
"8200/3"	"Synonym"	"Adenocystic carcinoma"							
"8200/3"	"Related"	"Bronchial adenoma, cylindroid"	"(C34._)"	"[obs]"					
"8200/3"	"Related"	"Thymic carcinoma with adenoid cystic carcinoma-like features"	"(C37.9)"						
"8201/2"	"Preferred"	"Cribriform carcinoma in situ"	"(C50._)"						
"8201/2"	"Synonym"	"Ductal carcinoma in situ, cribriform type"	"(C50._)"						
"8201/3"	"Preferred"	"Cribriform carcinoma, NOS"							
"8201/3"	"Synonym"	"Ductal carcinoma, cribriform type"	"(C50._)"						
"8201/3"	"Related"	"Cribriform comedo type carcinoma"	"(C18._, C19.9, C20.9)"						
"8201/3"	"Synonym"	"Adenocarcinoma, cribriform comedo type"	"(C18._, C19.9, C20.9)"						
"8202/0"	"Preferred"	"Microcystic adenoma"							
"8204/0"	"Preferred"	"Lactating adenoma"	"(C50._)"						
"8210/0"	"Preferred"	"Adenomatous polyp, NOS"							
"8210/0"	"Synonym"	"Polypoid adenoma"							
"8210/2"	"Preferred"	"Adenocarcinoma in situ in adenomatous polyp"							
"8210/2"	"Synonym"	"Adenocarcinoma in situ in polyp, NOS"							
"8210/2"	"Synonym"	"Carcinoma in situ in polyp, NOS"							
"8210/2"	"Synonym"	"Adenocarcinoma in situ in polypoid adenoma"							
"8210/2"	"Synonym"	"Adenocarcinoma in situ in tubular adenoma"							
"8210/2"	"Synonym"	"Carcinoma in situ in adenomatous polyp"							
"8210/3"	"Preferred"	"Adenocarcinoma in adenomatous polyp"							
"8210/3"	"Synonym"	"Adenocarcinoma in polyp, NOS"							
"8210/3"	"Synonym"	"Carcinoma in polyp, NOS"							
"8210/3"	"Synonym"	"Adenocarcinoma in polypoid adenoma"							
"8210/3"	"Synonym"	"Adenocarcinoma in tubular adenoma"							
"8210/3"	"Synonym"	"Carcinoma in adenomatous polyp"							
"8211/0"	"Preferred"	"Tubular adenoma, NOS"							
"8211/3"	"Preferred"	"Tubular adenocarcinoma"							
"8211/3"	"Synonym"	"Tubular carcinoma"							
"8212/0"	"Preferred"	"Flat adenoma"							
"8213/0"	"Preferred"	"Serrated adenoma, NOS"	"(C18._)"						
"8213/0"	"Synonym"	"Traditional serrated adenoma"							
"8213/0"	"Related"	"Mixed adenomatous and hyperplastic polyp"	"(C18._)"						
"8213/0"	"Related"	"Sessile serrated adenoma, NOS"							
"8213/0"	"Related"	"Sessile serrated polyp"							
"8213/0"	"Related"	"Traditional sessile serrated adenoma"							
"8213/3"	"Preferred"	"Serrated adenocarcinoma"							
"8214/3"	"Preferred"	"Parietal cell carcinoma"	"(C16._)"						
"8214/3"	"Synonym"	"Parietal cell adenocarcinoma"	"(C16._)"						
"8215/3"	"Preferred"	"Adenocarcinoma of anal glands"	"(C21.1)"						
"8215/3"	"Synonym"	"Adenocarcinoma of anal ducts"	"(C21.1)"						
"8220/0"	"Preferred"	"Adenomatous polyposis coli"	"(C18._)"						
"8220/0"	"Synonym"	"Adenomatosis, NOS"							
"8220/0"	"Synonym"	"Familial polyposis coli"	"(C18._)"						
"8220/3"	"Preferred"	"Adenocarcinoma in adenomatous polyposis coli"	"(C18._)"						
"8221/0"	"Preferred"	"Multiple adenomatous polyps"							
"8221/3"	"Preferred"	"Adenocarcinoma in multiple adenomatous polyps"							
"8230/2"	"Preferred"	"Ductal carcinoma in situ, solid type"	"(C50._)"	"[obs]"					
"8230/2"	"Synonym"	"Intraductal carcinoma, solid type"							
"8230/3"	"Preferred"	"Solid carcinoma, NOS"							
"8230/3"	"Synonym"	"Solid adenocarcinoma, NOS"							
"8230/3"	"Related"	"Solid carcinoma with mucin formation"							
"8230/3"	"Synonym"	"Solid adenocarcinoma with mucin formation"							
"8231/3"	"Preferred"	"Carcinoma simplex"							
"8240/3"	"Preferred"	"Neuroendocrine tumor, NOS"							
"8240/3"	"Synonym"	"Carcinoid tumor, NOS"							
"8240/3"	"Synonym"	"Carcinoid, NOS"							
"8240/3"	"Related"	"Bronchial adenoma, carcinoid"	"(C34._)"						
"8240/3"	"Synonym"	"Neuroendocrine carcinoma, low grade"							
"8240/3"	"Synonym"	"Neuroendocrine carcinoma, well differentiated"							
"8240/3"	"Related"	"Neuroendocrine tumor, grade 1"							
"8240/3"	"Synonym"	"Typical carcinoid"							
"8241/3"	"Preferred"	"Enterochromaffin cell carcinoid"							
"8241/3"	"Synonym"	"Argentaffinoma"		"[obs]"					
"8241/3"	"Synonym"	"Carcinoid tumor, argentaffin"							
"8241/3"	"Synonym"	"EC cell carcinoid"							
"8241/3"	"Synonym"	"Serotonin producing carcinoid"							
"8241/3"	"Synonym"	"Serotonin producing tumor"							
"8242/3"	"Preferred"	"Enterochromaffin-like cell tumor"							
"8242/3"	"Synonym"	"ECL cell carcinoid"							
"8243/3"	"Preferred"	"Goblet cell carcinoid"							
"8243/3"	"Synonym"	"Mucinous carcinoid"							
"8243/3"	"Synonym"	"Mucocarcinoid tumor"							
"8244/3"	"Preferred"	"Mixed adenoneuroendocrine carcinoma"							
"8244/3"	"Synonym"	"Combined carcinoid and adenocarcinoma"							
"8244/3"	"Synonym"	"Mixed carcinoid and adenocarcinoma"							
"8244/3"	"Synonym"	"Composite carcinoid"							
"8244/3"	"Synonym"	"MANEC"							
"8244/3"	"Synonym"	"Mixed carcinoid-adenocarcinoma"							
"8245/1"	"Preferred"	"Tubular carcinoid"							
"8245/3"	"Preferred"	"Adenocarcinoid tumor"		"[obs]"					
"8246/3"	"Preferred"	"Neuroendocrine carcinoma, NOS"							
"8246/3"	"Synonym"	"Poorly differentiated neuroendocrine neoplasm"							
"8247/3"	"Preferred"	"Merkel cell carcinoma"	"(C44._)"						
"8247/3"	"Synonym"	"Merkel cell tumor"	"(C44._)"						
"8247/3"	"Synonym"	"Primary cutaneous neuroendocrine carcinoma"	"(C44._)"						
"8248/1"	"Preferred"	"Apudoma"		"[obs]"					
"8249/3"	"Preferred"	"Neuroendocrine tumor, grade 2"							
"8249/3"	"Synonym"	"Atypical carcinoid tumor"							
"8249/3"	"Related"	"Neuroendocrine carcinoma, moderately differentiated"							
"8249/3"	"Related"	"Neuroendocrine tumor, grade 3"							
"8250/0"	"Preferred"	"Atypical adenomatous hyperplasia"							
"8250/1"	"Preferred"	"Pulmonary adenomatosis"	"(C34._)"	"[obs]"					
"8250/2"	"Preferred"	"Adenocarcinoma in situ of lung, non-mucinous"	"(C34._)"						
"8250/3"	"Preferred"	"Lepidic adenocarcinoma"	"(C34._)"						
"8250/3"	"Synonym"	"Bronchiolo-alveolar adenocarcinoma, NOS"	"(C34._)"	"[obs]"					
"8250/3"	"Synonym"	"Bronchiolo-alveolar carcinoma, NOS"	"(C34._)"	"[obs]"					
"8250/3"	"Synonym"	"Alveolar cell carcinoma"	"(C34._)"	"[obs]"					
"8250/3"	"Synonym"	"Bronchiolar adenocarcinoma"	"(C34._)"	"[obs]"					
"8250/3"	"Synonym"	"Bronchiolar carcinoma"	"(C34._)"	"[obs]"					
"8251/0"	"Preferred"	"Alveolar adenoma"	"(C34._)"						
"8251/3"	"Preferred"	"Alveolar adenocarcinoma"	"(C34._)"	"[obs]"					
"8251/3"	"Synonym"	"Alveolar carcinoma"		"[obs]"					
"8252/3"	"Preferred"	"Bronchiolo-alveolar carcinoma, non-mucinous"	"(C34._)"						
"8252/3"	"Synonym"	"Bronchiolo-alveolar carcinoma, Clara cell"	"(C34._)"	"[obs]"					
"8252/3"	"Synonym"	"Bronchiolo-alveolar carcinoma, type II pneumocyte"	"(C34._)"	"[obs]"					
"8253/2"	"Preferred"	"Adenocarcinoma in situ of lung, mucinous"	"(C34._)"						
"8253/3"	"Preferred"	"Adenocarcinoma of lung, mucinous"	"(C34._)"						
"8253/3"	"Synonym"	"Bronchiolo-alveolar carcinoma, mucinous"	"(C34._)"	"[obs]"					
"8253/3"	"Synonym"	"Bronchiolo-alveolar carcinoma, goblet cell type"	"(C34._)"	"[obs]"					
"8254/3"	"Preferred"	"Adenocarcinoma of lung, mixed mucinous and non-mucinous"	"(C34._)"						
"8254/3"	"Synonym"	"Bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous"	"(C34._)"	"[obs]"					
"8254/3"	"Synonym"	"Bronchiolo-alveolar carcinoma, Clara cell and goblet cell type"	"(C34._)"	"[obs]"					
"8254/3"	"Synonym"	"Bronchiolo-alveolar carcinoma, indeterminate type"	"(C34._)"	"[obs]"					
"8254/3"	"Synonym"	"Bronchiolo-alveolar carcinoma, type II pneumocyte and goblet cell type"	"(C34._)"	"[obs]"					
"8255/3"	"Preferred"	"Adenocarcinoma with mixed subtypes"							
"8255/3"	"Synonym"	"Adenocarcinoma combined with other types of carcinoma"							
"8256/3"	"Preferred"	"Minimally invasive adenocarcinoma, non-mucinous"	"(C34._)"						
"8257/3"	"Preferred"	"Minimally invasive adenocarcinoma, mucinous"	"(C34._)"						
"8260/0"	"Preferred"	"Papillary adenoma, NOS"							
"8260/0"	"Related"	"Glandular papilloma"							
"8260/1"	"Preferred"	"Aggressive papillary tumor"							
"8260/3"	"Preferred"	"Papillary adenocarcinoma, NOS"							
"8260/3"	"Related"	"Papillary carcinoma of thyroid"	"(C73.9)"						
"8260/3"	"Related"	"Papillary renal cell carcinoma"	"(C64.9)"						
"8261/0"	"Preferred"	"Villous adenoma, NOS"							
"8261/0"	"Related"	"Villous papilloma"							
"8261/2"	"Preferred"	"Adenocarcinoma in situ in villous adenoma"							
"8261/3"	"Preferred"	"Adenocarcinoma in villous adenoma"							
"8262/3"	"Preferred"	"Villous adenocarcinoma"							
"8263/0"	"Preferred"	"Tubulovillous adenoma, NOS"							
"8263/0"	"Synonym"	"Villoglandular adenoma"							
"8263/0"	"Related"	"Papillotubular adenoma"							
"8263/0"	"Synonym"	"Tubulo-papillary adenoma"							
"8263/2"	"Preferred"	"Adenocarcinoma in situ in tubulovillous adenoma"							
"8263/3"	"Preferred"	"Adenocarcinoma in tubulovillous adenoma"							
"8263/3"	"Related"	"Villoglandular carcinoma"							
"8263/3"	"Related"	"Villoglandular variant of endometrioid adenocarcinoma"							
"8263/3"	"Related"	"Papillotubular adenocarcinoma"							
"8263/3"	"Synonym"	"Tubulopapillary adenocarcinoma"							
"8264/0"	"Preferred"	"Papillomatosis, glandular"		"[obs]"					
"8264/0"	"Related"	"Biliary papillomatosis"	"(C22.1, C24.0)"	"[obs]"					
"8265/3"	"Preferred"	"Micropapillary carcinoma, NOS"	"(C18._, C19.9, C20.9, C34._)"						
"8265/3"	"Related"	"Micropapillary adenocarcinoma"	"(C18._, C19.9, C20.9, C34._)"						
"8270/0"	"Preferred"	"Chromophobe adenoma"	"(C75.1)"						
"8270/3"	"Preferred"	"Chromophobe carcinoma"	"(C75.1)"						
"8270/3"	"Synonym"	"Chromophobe adenocarcinoma"	"(C75.1)"						
"8271/0"	"Preferred"	"Lactotroph adenoma"	"(C75.1)"						
"8271/0"	"Synonym"	"Prolactinoma"	"(C75.1)"						
"8272/0"	"Preferred"	"Pituitary adenoma, NOS"	"(C75.1)"						
"8272/0"	"Related"	"Corticotroph adenoma"	"(C75.1)"						
"8272/0"	"Related"	"Null cell adenoma"	"(C75.1)"						
"8272/0"	"Related"	"Plurihormonal adenoma"	"(C75.1)"						
"8272/0"	"Related"	"Gonodotroph adenoma"	"(C75.1)"						
"8272/0"	"Related"	"Somatotroph adenoma"	"(C75.1)"						
"8272/0"	"Related"	"Thyrotroph adenoma"	"(C75.1)"						
"8272/0"	"Related"	"Pituitary adenoma, ectopic"							
"8272/3"	"Preferred"	"Pituitary carcinoma, NOS"	"(C75.1)"						
"8273/3"	"Preferred"	"Pituitary blastoma"	"(C75.1)"						
"8280/0"	"Preferred"	"Acidophil adenoma"	"(C75.1)"	"[obs]"					
"8280/0"	"Synonym"	"Eosinophil adenoma"	"(C75.1)"	"[obs]"					
"8280/3"	"Preferred"	"Acidophil carcinoma"	"(C75.1)"	"[obs]"					
"8280/3"	"Synonym"	"Acidophil adenocarcinoma"	"(C75.1)"	"[obs]"					
"8280/3"	"Synonym"	"Eosinophil adenocarcinoma"	"(C75.1)"	"[obs]"					
"8280/3"	"Synonym"	"Eosinophil carcinoma"	"(C75.1)"	"[obs]"					
"8281/0"	"Preferred"	"Mixed acidophil-basophil adenoma"	"(C75.1)"	"[obs]"					
"8281/3"	"Preferred"	"Mixed acidophil-basophil carcinoma"	"(C75.1)"	"[obs]"					
"8290/0"	"Preferred"	"Oxyphilic adenoma"							
"8290/0"	"Synonym"	"Oncocytic adenoma"							
"8290/0"	"Synonym"	"Oncocytoma"							
"8290/0"	"Related"	"Follicular adenoma, oxyphilic cell"	"(C73.9)"						
"8290/0"	"Related"	"Hurthle cell adenoma"	"(C73.9)"						
"8290/0"	"Related"	"Hurthle cell tumor"	"(C73.9)"						
"8290/0"	"Related"	"Spindle cell oncocytoma"	"(C75.1)"						
"8290/0"	"Related"	"Oncocytic papillary cystadenoma"							
"8290/3"	"Preferred"	"Oxyphilic adenocarcinoma"							
"8290/3"	"Synonym"	"Oncocytic adenocarcinoma"							
"8290/3"	"Synonym"	"Oncocytic carcinoma"							
"8290/3"	"Related"	"Hurthle cell carcinoma"	"(C73.9)"						
"8290/3"	"Related"	"Hurthle cell adenocarcinoma"	"(C73.9)"						
"8290/3"	"Related"	"Follicular carcinoma, oxyphilic cell"	"(C73.9)"						
"8300/0"	"Preferred"	"Basophil adenoma"	"(C75.1)"	"[obs]"					
"8300/0"	"Synonym"	"Mucoid cell adenoma"	"(C75.1)"	"[obs]"					
"8300/3"	"Preferred"	"Basophil carcinoma"	"(C75.1)"	"[obs]"					
"8300/3"	"Synonym"	"Basophil adenocarcinoma"	"(C75.1)"	"[obs]"					
"8300/3"	"Synonym"	"Mucoid cell adenocarcinoma"	"(C75.1)"	"[obs]"					
"8310/0"	"Preferred"	"Clear cell adenoma"							
"8310/3"	"Preferred"	"Clear cell adenocarcinoma, NOS"							
"8310/3"	"Synonym"	"Clear cell carcinoma, NOS"							
"8310/3"	"Related"	"Clear cell adenocarcinoma, mesonephroid"							
"8310/3"	"Related"	"Clear cell renal cell carcinoma, NOS"							
"8311/1"	"Preferred"	"Hypernephroid tumor"		"[obs]"					
"8311/3"	"Preferred"	"Hereditary leiomyomatosis and renal cell carcinoma (HLRCC) syndrome-associated renal cell carcinoma"	"(C64.9)"						
"8311/3"	"Related"	"MiT family translocation carcinoma"	"(C64.9)"						
"8311/3"	"Related"	"Succinate dehydrogenase deficient renal cell carcinoma"	"(C64.9)"						
"8312/3"	"Preferred"	"Renal cell carcinoma, NOS"	"(C64.9)"						
"8312/3"	"Synonym"	"Renal cell adenocarcinoma"	"(C64.9)"						
"8312/3"	"Related"	"Renal cell carcinoma, unclassified"	"(C64.9)"						
"8312/3"	"Synonym"	"Grawitz tumor"	"(C64.9)"	"[obs]"					
"8312/3"	"Synonym"	"Hypernephroma"	"(C64.9)"	"[obs]"					
"8313/0"	"Preferred"	"Clear cell adenofibroma"	"(C56.9)"						
"8313/0"	"Synonym"	"Clear cell cystadenofibroma"	"(C56.9)"						
"8313/1"	"Preferred"	"Clear cell borderline tumor"	"(C56.9)"						
"8313/1"	"Synonym"	"Clear cell tumor, atypical proliferative"	"(C56.9)"						
"8313/1"	"Synonym"	"Clear cell cystic tumor of borderline malignancy"	"(C56.9)"						
"8313/1"	"Related"	"Clear cell adenofibroma of borderline malignancy"	"(C56.9)"						
"8313/1"	"Synonym"	"Clear cell cystadenofibroma of borderline malignancy"	"(C56.9)"						
"8313/3"	"Preferred"	"Clear cell adenocarcinofibroma"	"(C56.9)"						
"8313/3"	"Synonym"	"Clear cell cystadenocarcinofibroma"	"(C56.9)"						
"8314/3"	"Preferred"	"Lipid-rich carcinoma"	"(C50._)"						
"8315/3"	"Preferred"	"Glycogen-rich carcinoma"							
"8315/3"	"Synonym"	"Glycogen-rich clear cell carcinoma"	"(C64.9)"						
"8316/1"	"Preferred"	"Multilocular cystic renal neoplasm of low malignant potential "							
"8316/3"	"Preferred"	"Cyst-associated renal cell carcinoma"	"(C64.9)"						
"8316/3"	"Related"	"Acquired cystic disease-associated renal cell carcinoma"	"(C64.9)"						
"8316/3"	"Related"	"Tubulocystic renal cell carcinoma"	"(C64.9)"						
"8317/3"	"Preferred"	"Renal cell carcinoma, chromophobe type"	"(C64.9)"						
"8317/3"	"Synonym"	"Chromophobe cell renal carcinoma"	"(C64.9)"						
"8317/3"	"Related"	"Hybrid oncocytic chromophobe tumor"							
"8318/3"	"Preferred"	"Renal cell carcinoma, sarcomatoid"	"(C64.9)"						
"8318/3"	"Synonym"	"Renal cell carcinoma, spindle cell"	"(C64.9)"						
"8319/3"	"Preferred"	"Collecting duct carcinoma"	"(C64.9)"						
"8319/3"	"Synonym"	"Bellini duct carcinoma"	"(C64.9)"						
"8319/3"	"Synonym"	"Renal carcinoma, collecting duct type"	"(C64.9)"						
"8320/3"	"Preferred"	"Granular cell carcinoma"							
"8320/3"	"Synonym"	"Granular cell adenocarcinoma"							
"8321/0"	"Preferred"	"Chief cell adenoma"	"(C75.0)"						
"8322/0"	"Preferred"	"Water-clear cell adenoma"	"(C75.0)"						
"8322/3"	"Preferred"	"Water-clear cell adenocarcinoma"	"(C75.0)"						
"8322/3"	"Synonym"	"Water-clear cell carcinoma"	"(C75.0)"						
"8323/0"	"Preferred"	"Mixed cell adenoma"							
"8323/1"	"Preferred"	"Clear cell papillary renal cell carcinoma"	"(C64.9)"						
"8323/3"	"Preferred"	"Mixed cell adenocarcinoma"							
"8324/0"	"Preferred"	"Lipoadenoma"							
"8324/0"	"Synonym"	"Adenolipoma"							
"8325/0"	"Preferred"	"Metanephric adenoma"	"(C64.9)"						
"8330/0"	"Preferred"	"Follicular adenoma, NOS"	"(C73.9)"						
"8330/1"	"Preferred"	"Atypical follicular adenoma"	"(C73.9)"	"[obs]"					
"8330/3"	"Preferred"	"Follicular carcinoma, NOS"	"(C73.9)"						
"8330/3"	"Synonym"	"Follicular adenocarcinoma, NOS"	"(C73.9)"						
"8331/3"	"Preferred"	"Follicular adenocarcinoma, well differentiated"	"(C73.9)"						
"8331/3"	"Synonym"	"Follicular carcinoma, well differentiated"	"(C73.9)"						
"8332/3"	"Preferred"	"Follicular adenocarcinoma, trabecular"	"(C73.9)"						
"8332/3"	"Synonym"	"Follicular carcinoma, trabecular"	"(C73.9)"						
"8332/3"	"Related"	"Follicular adenocarcinoma, moderately differentiated"	"(C73.9)"						
"8332/3"	"Synonym"	"Follicular carcinoma, moderately differentiated"	"(C73.9)"						
"8333/0"	"Preferred"	"Microfollicular adenoma, NOS"	"(C73.9)"						
"8333/0"	"Synonym"	"Fetal adenoma"	"(C73.9)"						
"8333/3"	"Preferred"	"Fetal adenocarcinoma"							
"8334/0"	"Preferred"	"Macrofollicular adenoma"	"(C73.9)"						
"8334/0"	"Synonym"	"Colloid adenoma"	"(C73.9)"						
"8335/1"	"Preferred"	"Follicular tumor of uncertain malignant potential"	"(C73.9)"						
"8335/1"	"Synonym"	"Follicular carcinoma, encapsulated, NOS"	"(C73.9)"						
"8335/3"	"Preferred"	"Follicular carcinoma, minimally invasive"	"(C73.9)"						
"8336/1"	"Preferred"	"Hyalinizing trabecular tumor"	"(C73.9)"						
"8336/1"	"Synonym"	"Hyalinizing trabecular adenoma"	"(C73.9)"						
"8337/3"	"Preferred"	"Poorly differentiated thyroid carcinoma"	"(C73.9)"						
"8337/3"	"Synonym"	"Insular carcinoma"	"(C73.9)"						
"8339/3"	"Preferred"	"Follicular carcinoma, encapsulated, angioinvasive"	"(C73.9)"						
"8340/3"	"Preferred"	"Papillary carcinoma, follicular variant"	"(C73.9)"						
"8340/3"	"Synonym"	"Papillary adenocarcinoma, follicular variant"	"(C73.9)"						
"8340/3"	"Related"	"Papillary and follicular adenocarcinoma"	"(C73.9)"						
"8340/3"	"Related"	"Papillary and follicular carcinoma"	"(C73.9)"						
"8341/3"	"Preferred"	"Papillary microcarcinoma"	"(C73.9)"						
"8342/3"	"Preferred"	"Papillary carcinoma, oncocytic variant"	"(C73.9)"						
"8342/3"	"Synonym"	"Papillary carcinoma, oxyphilic cell"	"(C73.9)"						
"8343/3"	"Preferred"	"Papillary carcinoma, encapsulated, of thyroid"	"(C73.9)"						
"8344/3"	"Preferred"	"Papillary carcinoma, columnar cell"	"(C73.9)"						
"8344/3"	"Synonym"	"Papillary carcinoma, tall cell"	"(C73.9)"						
"8345/3"	"Preferred"	"Medullary thyroid carcinoma"	"(C73.9)"						
"8345/3"	"Synonym"	"C cell carcinoma"	"(C73.9)"						
"8345/3"	"Synonym"	"Parafollicular cell carcinoma"	"(C73.9)"	"[obs]"					
"8345/3"	"Related"	"Medullary carcinoma with amyloid stroma"	"(C73.9)"						
"8346/3"	"Preferred"	"Mixed medullary-follicular carcinoma"	"(C73.9)"						
"8347/3"	"Preferred"	"Mixed medullary-papillary carcinoma"	"(C73.9)"						
"8348/1"	"Preferred"	"Well differentiated tumor of uncertain malignant potential"	"(C73.9)"						
"8349/1"	"Preferred"	"Non-invasive follicular thyroid neoplasm with papillary-like nuclear features (NIFTP)"	"(C73.9)"						
"8350/3"	"Preferred"	"Nonencapsulated sclerosing carcinoma"	"(C73.9)"	"[obs]"					
