DOSAGE	VOLUME	THIN_NAME	GEMSCRIPT_NAME	INGREDIENT_ID	THIN_CODE	GEMSCRIPT_CODE	INGREDIENT_CONCEPT_CODE	DOMAIN_ID
		Rite-diet processed soya bran g/f	RITE-DIET PROCESSED SOYA BRAN G/F		98893992	1106007		Device
		Gf baking pwdr	GF BAKING pwdr		98887992	1112007		Device
		Dansac mini cap 30mm	DANSAC MINI CAP 30MM		98886992	1113007		Device
		Dansac mini capsule	DANSAC MINI CAP		98885992	1114007		Device
		Kanga pants	KANGA PANTS		98876992	1123007		Device
		Kanga pads	KANGA PADS		98874992	1125007		Device
		Vitafibre	VITAFIBRE		98859992	1140007		Device
		Uriplan collection syst 12 inlet tube	URIPLAN COLLECTION SYST 12 INLET TUBE		98857992	1142007		Device
		Uriplan collection syst 4 inlet tube	URIPLAN COLLECTION SYST 4 INLET TUBE		98856992	1143007		Device
		Peak flow meter	PEAK FLOW METER		98855992	1144007		Device
		Biocath-hydrogel coated prefilled	BIOCATH-HYDROGEL COATED PREFILLED		98854992	1145007		Device
		Sutures vicryl 3/75cm 60mm straight	SUTURES VICRYL 3/75CM 60MM STRAIGHT		98848992	1151007		Device
		Suture ethilon 0.7/45cm 15mm slimblade	SUTURE ETHILON 0.7/45CM 15MM SLIMBLADE		98847992	1152007		Device
		Suture prolene 1.5/45cm slimblade curved	SUTURE PROLENE 1.5/45CM SLIMBLADE CURVED		98846992	1153007		Device
		Suture nurolon 3.5/1m 50mm half circle	SUTURE NUROLON 3.5/1M 50MM HALF CIRCLE		98845992	1154007		Device
		Suture mersilk 2/45cm super curved	SUTURE MERSILK 2/45CM SUPER CURVED		98844992	1155007		Device
		Suture mersilk 2/45cm 26mm curved revers	SUTURE MERSILK 2/45CM 26MM CURVED REVERS		98843992	1156007		Device
		Sutures vicryl 3/75cm 25mm half circle	SUTURES VICRYL 3/75CM 25MM HALF CIRCLE		98831992	1168007		Device
		Juvela gf crm wafers gm	JUVELA GF crm WAFERS GM		98830992	1169007		Device
		Uvistat facial (spf22) cream	UVISTAT FACIAL (SPF22) CRE		98824992	1175007		Device
		Fresubin high energy-strawberry liquid	FRESUBIN HIGH ENERGY-STRAWBERRY LIQ		98822992	1177007		Device
		Clinifeed select powder	CLINIFEED SELECT POW		98820992	1179007		Device
		Clip mohr's	CLIP MOHR'S		98806992	1193007		Device
		Uro-sheath	URO-SHEATH		98797992	1202007		Device
		Sheath unodrop	SHEATH UNODROP		98795992	1204007		Device
		Sheath 2.5cm polymed	SHEATH 2.5CM POLYMED		98773992	1226007		Device
		Wafer surgicare system 2 stomahesive	WAFER SURGICARE SYSTEM 2 STOMAHESIVE		98760992	1239007		Device
		Surgicare accuseal system size 1 small	SURGICARE ACCUSEAL SYSTEM SIZE 1 SMALL		98759992	1240007		Device
			FRAME PRESSURE CHIRON			1250007		Device
		Seal foam as in small twin pack	SEAL FOAM AS IN SMALL TWIN PACK		98736992	1263007		Device
		Ileal bladder appliance white one-piece	ILEAL BLADDER APPLIANCE WHITE ONE-PIECE		98735992	1264007		Device
		Ring retaining s.s. wire medium	RING RETAINING S.S. WIRE MEDIUM		98734992	1265007		Device
		Tape (closing)	TAPE (CLOSING)		98726992	1273007		Device
		Urinal male adole.pubic pressure aquadry	URINAL MALE ADOLE.PUBIC PRESSURE AQUADRY		98697992	1302007		Device
		Sheath penile polymed	SHEATH PENILE POLYMED		98690992	1309007		Device
		Sheath penile aquadry	SHEATH PENILE AQUADRY		98687992	1312007		Device
		Urinal male stoke mandeville pattern	URINAL MALE STOKE MANDEVILLE PATTERN		98685992	1314007		Device
		Band for male urinal	BAND FOR MALE URINAL		98661992	1338007		Device
		Hollihesive skin barrier 10cm x 10cm	HOLLIHESIVE SKIN BARRIER 10CM X 10CM		98655992	1344007		Device
		Leg band adjustable henley	LEG BAND ADJUSTABLE HENLEY		98646992	1353007		Device
		Sheath (allergy)	SHEATH (ALLERGY)		98634992	1365007		Device
			CONNECTOR LATEX BARD	42898339		1367007	Antimony	Device
		Urinal male	URINAL MALE		98623992	1376007		Device
		Incontinence sheath	INCONTINENCE SHEATH		98620992	1379007		Device
			BODY PLATE CARSHALTON	714785		1382007	Amphetamine	Device
		Support elastic	SUPPORT ELASTIC		98605992	1394007		Device
		Pad foam white	PAD FOAM WHITE		98603992	1396007		Device
		Set complete eschmann	SET COMPLETE ESCHMANN		98562992	1437007		Device
		Urinal leyland '55'	URINAL LEYLAND '55'		98561992	1438007		Device
		Strap foam 1	STRAP FOAM 1		98547992	1452007		Device
		Sutures polyamide braided 1m 50mm	SUTURES POLYAMIDE BRAIDED 1M 50MM		98530992	1469007		Device
		Suture braid. silk 75cm 35mm reverse cut	SUTURE BRAID. SILK 75CM 35MM REVERSE CUT		98529992	1470007		Device
		Truss spring inguinal special single	TRUSS SPRING INGUINAL SPECIAL SINGLE		98525992	1474007		Device
		Truss spring srotal special double	TRUSS SPRING SROTAL SPECIAL DOUBLE		98524992	1475007		Device
		Vaporizer set;spare vaporizer lights	VAPORIZER SET;SPARE VAPORIZER LIGHTS		98522992	1477007		Device
		Sutures chromic 75cm 35mm half-circle	SUTURES CHROMIC 75CM 35MM HALF-CIRCLE		98520992	1479007		Device
		Syringe ordinary purpose 2ml	SYRINGE ORDINARY PURPOSE 2ML		98503992	1496007		Device
		Anklet seamless stout thread	ANKLET SEAMLESS STOUT THREAD		98499992	1500007		Device
		Legging seamless fine thread	LEGGING SEAMLESS FINE THREAD		98498992	1501007		Device
		Anklets class i standard flatbed	ANKLETS CLASS I STANDARD FLATBED		98496992	1503007		Device
		Coil gravigard	COIL GRAVIGARD		98494992	1505007		Device
		Nebulizer dritax inhalation	NEBULIZER DRITAX inh		98490992	1509007		Drug
			NEBULIZER SINCLAIR BULB ATOM. inh	1741309		1512007	terbinafine	Device
		Washer karaya gum	WASHER KARAYA GUM		98478992	1521007		Device
		Urinal male portable chiron	URINAL MALE PORTABLE CHIRON		98460992	1539007		Device
2 mg			Coversyl 2mg tablets (Dowelhurst Ltd)	1436678		1541020	Tamoxifen	Drug
		Penile sheath	PENILE SHEATH		98457992	1542007		Device
		Urinal female	URINAL FEMALE		98448992	1551007		Device
		Mask mix-o-mask (28%)	MASK MIX-O-MASK (28%)		98446992	1553007		Drug
		Pads-bed polyweb 60cm x 40cm	PADS-BED POLYWEB 60CM X 40CM		98440992	1559007		Device
		Rite-diet choc.chip cookies gf	RITE-DIET CHOC.CHIP COOKIES GF		98436992	1563007		Device
		Rite-diet butterscotch cookies g/f	RITE-DIET BUTTERSCOTCH COOKIES G/F		98433992	1566007		Device
		Neutradol air deodoriser spray	NEUTRADOL AIR DEODORISER SPRAY		98428992	1571007		Device
		Maxamaid xpxt	MAXAMAID XPXT		98427992	1572007		Device
		Gf flour mix	GF FLOUR MIX		98420992	1579007		Device
		G.f. brand gf pastry mix	G.F. BRAND GF PASTRY MIX		98418992	1581007		Device
			G.F. BRAND GINGER COOKIES			1582007		Drug
		Dansac mini cap 44mm	DANSAC MINI CAP 44MM		98410992	1589007		Device
			CANTASSIUM MAIZE FLOUR			1592007		Device
		Cantassium sago flour	CANTASSIUM SAGO FLOUR		98405992	1594007		Device
		Hollister stomacare	HOLLISTER STOMACARE		98393992	1606007		Device
		Uriplan collection syst direct inlet	URIPLAN COLLECTION SYST DIRECT INLET		98389992	1610007		Device
		Nilodor deodorising soln	NILODOR DEODORISING soln		98382992	1617007		Device
		Unichem paste	UNICHEM PAS		98381992	1618007		Drug
		Typhoid-paratyphoid a / b / cholera ml vac	TYPHOID-PARATYPHOID A / B / CHOLERA ML VAC		98380992	1619007		Drug
500 mg		Urolucosil 500 mg tablet	UROLUCOSIL 500 MG TAB	1036487	98379992	1620007	sulfathiazole	Drug
200 mg			UNITRIM 200 MG TAB	19010482		1621007	Cyclosporine	Drug
500 mg		Vitamin b 1 500 mg tablet	VITAMIN B 1 500 MG TAB	19137312	98370992	1629007	Thiamine	Drug
10 mg		Vitamin b 2 10 mg	VITAMIN B 2 10 MG	19062817	98369992	1630007	Riboflavin	Drug
		Zoff liquid	ZOFF LIQ		98367992	1632007		Device
250mg/ml		Zinc undecenoate 20% / Undecenoic acid 5% cream	ZINC UNDECENOATE 20% / UNDECENOIC ACID 5% CRE	914244	98362992	1637007	Undecylenate	Drug
		Washer karaya salts	WASHER KARAYA SALTS		98361992	1638007		Device
		Lotion saltair lotion	LOTION SALTAIR LOT		98359992	1640007		Drug
		Karaya pwdr powder	KARAYA pwdr POW		98358992	1641007		Device
		Washer karaya	WASHER KARAYA		98357992	1642007		Device
		10.10 15 ml solution	10.10 15 ML SOL		98356992	1643007		Drug
100 mg		Zimelidine hcl 100 mg tablet	ZIMELIDINE HCl 100 MG TAB		98327992	1672007	Zimelidine	Drug
		Generic Wysoy powder	WYSOY SOL		98322992	1677007		Device
1 mg		Vitamin b 6 1 mg injection	VITAMIN B 6 1 MG INJ	1353228	98321992	1678007	Vitamin B6	Drug
		Vitamin B compound strong tablets	VITAMIN B-100 COMPLEX TAB		98320992	1679007		Drug
500 mg		Vitamin c500 calcium ascorbate 500 mg tablet	VITAMIN C500 CALCIUM ASCORBATE 500 MG TAB	1319219	98318992	1681007	Calcium ascorbate	Drug
20 mg		Vitamin B compound strong tablets	VITAMIN B STRONG TAB	40231471	98309992	1690007	Nicotinamide adenine dinucleotide (NAD)	Drug
2 mg		Vitamin B compound strong tablets	VITAMIN B STRONG TAB	19005046	98309992	1690007	pyridoxine	Drug
2 mg		Vitamin B compound strong tablets	VITAMIN B STRONG TAB	19062817	98309992	1690007	Riboflavin	Drug
4.85 mg		Vitamin B compound strong tablets	VITAMIN B STRONG TAB	45775342	98309992	1690007	thiamine ion	Drug
		Vitamins A / D capsules BPC 1973	VITAMINS A / D TAB		98304992	1695007		Drug
		Vitamins a/b1/b2/b6/b12/c/d/e/ferr.fum/f tablet	VITAMINS A/B1/B2/B6/B12/C/D/E/FERR.FUM/F TAB		98303992	1696007		Drug
100 mg		Vitamin b 6 100 mg capsule	VITAMIN B 6 100 MG CAP	1353228	98302992	1697007	Vitamin B6	Drug
80 mg		Vitaminorum tablet	VITAMINORUM TAB	43013471	98291992	1708007	Ascorbate	Drug
10 mcg		Vitaminorum tablet	VITAMINORUM TAB	19024770	98291992	1708007	Biotin	Drug
71.5 mg		Vitaminorum tablet	VITAMINORUM TAB	19018544	98291992	1708007	Calcium	Drug
5 mcg		Vitaminorum tablet	VITAMINORUM TAB	19135931	98291992	1708007	Cyanocobalamin Co57	Drug
15.2 mg		Vitaminorum tablet	VITAMINORUM TAB	1595799	98291992	1708007	Ferrous fumarate	Drug
100 mcg		Vitaminorum tablet	VITAMINORUM TAB	19111620	98291992	1708007	Folic Acid	Drug
38 mg		Vitaminorum tablet	VITAMINORUM TAB	19124906	98291992	1708007	Magnesium	Drug
2 mg		Vitaminorum tablet	VITAMINORUM TAB	19008897	98291992	1708007	manganese sulfate	Drug
25 mg		Vitaminorum tablet	VITAMINORUM TAB	40231471	98291992	1708007	Nicotinamide adenine dinucleotide (NAD)	Drug
8.5 mg		Vitaminorum tablet	VITAMINORUM TAB	19026739	98291992	1708007	Pantothenic Acid	Drug
5 mg		Vitaminorum tablet	VITAMINORUM TAB	19049024	98291992	1708007	Potassium	Drug
4 mg		Vitaminorum tablet	VITAMINORUM TAB	19005046	98291992	1708007	pyridoxine	Drug
10 mg		Vitaminorum tablet	VITAMINORUM TAB	19062817	98291992	1708007	Riboflavin	Drug
10 mg		Vitaminorum tablet	VITAMINORUM TAB	19137312	98291992	1708007	Thiamine	Drug
8.6 mg		Vitaminorum tablet	VITAMINORUM TAB	19009540	98291992	1708007	Vitamin E	Drug
2 mg		Vitaminorum tablet	VITAMINORUM TAB	19044522	98291992	1708007	Zinc Sulfate	Drug
		Vitamins capsules	VITAMINS CAP		98290992	1709007	Vitamin Stuff	Drug
		Multivitamin tablets	VITAMINS TAB		98289992	1710007		Drug
		Vitamins A / D capsules BPC 1973	VITAMINS A / D 4500 I/U CAP		98284992	1715007		Drug
500 mg		Vitamin b 6 500 mg capsule	VITAMIN B 6 500 MG CAP	1353228	98283992	1716007	Vitamin B6	Drug
		Vitamin b 6 100 mg tablet	VITAMIN B 6 100 MG TAB	1353228	98282992	1717007	Vitamin B6	Drug
		Vitamin b 100 mg injection	VITAMIN B 100 MG INJ		98264992	1735007		Drug
		Vitamin b 3 mg tablet	VITAMIN B 3 MG TAB		98263992	1736007		Drug
		Vitamin b 10 mg tablet	VITAMIN B 10 MG TAB		98262992	1737007	Vitamin Stuff	Drug
		Vitamin b 50 mg tablet	VITAMIN B 50 MG TAB		98261992	1738007		Drug
250 mg		Vitamin b17 250 mg tablet	VITAMIN B17 250 MG TAB	43525788	98259992	1740007	Amygdalin	Drug
		Vitamin b 500 mg tablet	VITAMIN B 500 MG TAB		98257992	1742007		Drug
		Vitamin B compound strong tablets	VITAMIN B FORTE TAB		98256992	1743007		Drug
		Vitamin b 5 tablet	VITAMIN B 5 TAB		98255992	1744007	Vitamin Stuff	Drug
		Vitamin b/vitamin c weak ml injection	VITAMIN B/VITAMIN C WEAK ML INJ		98254992	1745007		Drug
		Vitamins B and C high potency intramuscular solution for injection 5ml and 2ml ampoules	VITAMIN B/VITAMIN C STRONG ML INJ		98253992	1746007	Vitamin Stuff	Drug
3 mg		Vitamin b 1 3 mg tablet	VITAMIN B 1 3 MG TAB	19137312	98252992	1747007	Thiamine	Drug
500 mg		Vitamin b 3 500 mg capsule	VITAMIN B 3 500 MG CAP	1517824	98251992	1748007	Niacin	Drug
25 mg		Vitamin b 2 25 mg	VITAMIN B 2 25 MG	19062817	98249992	1750007	Riboflavin	Drug
		Vit.a /vit.b1 /vit.b2 /vit.c /vit.d2 /ni oral tablet	VIT.A /VIT.B1 /VIT.B2 /VIT.C /VIT.D2 /NI ELI		98247992	1752007		Drug
60 iu		Vita-e gelucaps 60 i/u capsule	VITA-E GELUCAPS 60 I/U CAP	19009540	98244992	1755007	Vitamin E	Drug
		Vita fiber tablet	VITA FIBER TAB		98243992	1756007		Device
		Uvistat cream	UVISTAT CRE		98229992	1770007		Device
		Uvistat babysun (spf16) lotion	UVISTAT BABYSUN (SPF16) LOT		98228992	1771007		Device
		Uvistat facial (spf8) cream	UVISTAT FACIAL (SPF8) CRE		98227992	1772007		Device
500mg		Uriben 500 mg tablet	URIBEN 500 MG TAB	986864	98225992	1774007	Nalidixate	Drug
1%		Uniroid ointment	UNIROID OIN	923840	98222992	1777007	Dibucaine	Drug
0.50%		Uniroid ointment	UNIROID OIN	975125	98222992	1777007	Hydrocortisone	Drug
5 mg		Uniroid suppositories	UNIROID SUP	923840	98221992	1778007	Dibucaine	Drug
5 mg		Uniroid suppositories	UNIROID SUP	975125	98221992	1778007	Hydrocortisone	Drug
		Unichem cream	UNICHEM CRE		98217992	1782007		Device
		Typhoid-paratyphoid a / b / tetanus ml vac	TYPHOID-PARATYPHOID A / B / TETANUS ML VAC		98215992	1784007		Drug
		Tyrocane lozenges	TYROCANE LOZ	989301	98214992	1785007	Cetylpyridinium	Drug
		Triopaed syringe	TRIOPAED SYR		98210992	1789007		Device
		Triosorbon sachets 85 gm	TRIOSORBON SACHETS 85 GM		98209992	1790007		Device
		Trichloroethylene inhalation	TRICHLOROETHYLENE INH		98201992	1798007		Drug
		Transoak solution	TRANSOAK SOL		98197992	1802007		Device
		Transol solution	TRANSOL SOL	1303425	98196992	1803007	Tranexamic Acid	Drug
			TRANSDROP			1812007		Device
		Topiclens sach (25ml)	TOPICLENS sach (25ML)		98186992	1813007		Device
200 mg		Tocopheryl 200 mg capsule	TOCOPHERYL 200 MG CAP	42709318	98184992	1815007	Tocopherol	Drug
50 mg		Tofranil 50 mg tablet	TOFRANIL 50 MG TAB	778268	98183992	1816007	Imipramine	Drug
		Thovaline spray	THOVALINE SPR		98182992	1817007		Device
		Thovaline ointment	THOVALINE OIN		98181992	1818007		Device
15 mg		Tercolix 15 mg syringe	TERCOLIX 15 MG SYR	1201620	98159992	1840007	Codeine	Drug
8ml	100ml	Syrp of figs liquid	syrp OF FIGS LIQ	43525845	98153992	1846007	Cluster fig extract	Drug
10ml		Syrp of figs liquid	syrp OF FIGS LIQ	36878680	98153992	1846007	senne fruit extract	Drug
500 mg		Sulphathiazole 500 mg tablet	SULPHATHIAZOLE 500 MG TAB	1036487	98151992	1848007	sulfathiazole	Drug
0.185 g		Sulphatriad .5 gm tablet	SULPHATRIAD .5 GM TAB	1836391	98150992	1849007	Sulfadiazine	Drug
0.13 g		Sulphatriad .5 gm tablet	SULPHATRIAD .5 GM TAB	19136426	98150992	1849007	Sulfamerazine	Drug
0.185 g		Sulphatriad .5 gm tablet	SULPHATRIAD .5 GM TAB	1036487	98150992	1849007	sulfathiazole	Drug
		Sulphacetamide syringe	SULPHACETAMIDE SYR	1036252	98146992	1853007	Sulfacetamide	Drug
1g		Sulphadimidine 1 gm tablet	SULPHADIMIDINE 1 GM TAB	19136429	98144992	1855007	Sulfamethazine	Drug
500 mg		Sulphamethoxypyridazine 500 mg tablet	SULPHAMETHOXYPYRIDAZINE 500 MG TAB	19000820	98143992	1856007	Sulfamethoxypyridazine	Drug
500 mg		Sulphaphenazole 500 mg tablet	SULPHAPHENAZOLE 500 MG TAB		98142992	1857007	Sulfaphenazole	Drug
2 mg		Sulphapyridine 2 mg tablet	SULPHAPYRIDINE 2 MG TAB	19136493	98141992	1858007	Sulfapyridine	Drug
3.5 mg		Sulfasuxidine 3.5 mg suppositories	SULFASUXIDINE 3.5 MG SUP	19100415	98140992	1859007	succinylsulfathiazole	Drug
20%		Sulphacetamide sodium eye 20 % drops	SULPHACETAMIDE SODIUM EYE 20 % DRO	1036252	98139992	1860007	Sulfacetamide	Drug
500 mg		Succinylsulphathiazole 500 mg tablet	SUCCINYLSULPHATHIAZOLE 500 MG TAB	19100415	98134992	1865007	succinylsulfathiazole	Drug
			SUCRETS LOZ	723013		1868007	Diazepam	Drug
0.04%			STIBIUM .4 % OIN	19097479		1869007	Mandragora officinarum preparation	Drug
		Stramon / pot iod mix	STRAMON / POT IOD MIX	42898908	98129992	1870007	Datura stramonium extract	Drug
		Stramon / pot iod mix	STRAMON / POT IOD MIX	19049909	98129992	1870007	Potassium Iodide	Drug
			STERI-SOAK SOL	19132888		1876007	Oxyphenisatin	Device
		Sterispon gel	STERISPON GEL		98121992	1878007		Drug
300 mg			Tildiem LA 300 capsules (Mawdsley-Brooks / Company Ltd)	1328165		1878020	Diltiazem	Drug
		Spermicidal gel	SPERMICIDAL GEL		98114992	1885007		Device
		Spectralgen mixed grasses initial set	SPECTRALGEN MIXED GRASSES INITIAL SET		98112992	1887007		Device
		Sodium lauryl sulphate shampoo 14 % liquid	SODIUM LAURYL SULPHATE SHAMPOO 14 % LIQ		98101992	1898007		Device
		Phosphates enema (Formula B) 128ml long tube	PHOSPHATE ENEMA FORMULA B 128 ML ENE		98044992	1955007		Drug
		Slow phosphate 300 mg tablet	SLOW PHOSPHATE 300 MG TAB		98038992	1961007		Drug
600 mg		Slow phosphate 600 mg tablet	SLOW PHOSPHATE 600 MG TAB	19112944	98037992	1962007	phosphate ion	Drug
		Soaclens solution	SOACLENS SOL		98035992	1964007		Device
		Soap spirit methylated	SOAP SPIRIT SOL		98034992	1965007		Device
		Soap soft liquid	SOAP SOFT LIQ		98032992	1967007		Device
		Soap soft 10 % solution	SOAP SOFT 10 % SOL		98031992	1968007		Device
		Simple soap	SIMPLE SOAP		98030992	1969007		Device
		Simple lotion	SIMPLE LOT		98029992	1970007		Device
		Simple cream	SIMPLE CRE		98028992	1971007		Device
15 mg		Sinequan 15 mg tablet	SINEQUAN 15 MG TAB	738156	98027992	1972007	Doxepin	Drug
		Compression liner size vii	Compression liner size VII		79846994	1973021		Device
		Siloxyl suspension	SILOXYL SUS		98025992	1974007		Drug
0.45%		Savlon junior .45 % liquid	SAVLON JUNIOR .45 % LIQ	19007748	98014992	1985007	Cetrimide	Drug
		Sebamed cleansing bar	SEBAMED CLEANSING BAR		98012992	1987007		Drug
		Seba-med crm cream	SEBA-MED crm CRE		98011992	1988007		Drug
		Seba-med lotion lotion	SEBA-MED LOTION LOT		98010992	1989007		Device
		Sanatogen childrens vitamins/minerals tablet	SANATOGEN CHILDRENS VITAMINS/MINERALS TAB		98009992	1990007		Drug
			SARPEN V 125 MG SYR			1992007		Drug
		Salicylic acid/zinc chloride 14.41 %	SALICYLIC ACID/ZINC CHLORIDE 14.41 %		98002992	1997007		Device
		Artificial saliva pastilles	SALIVIX PASTILLES		97999992	2000007		Drug
		Salette sach ml	SALETTE sach ML		97998992	2001007		Drug
		Xxx	XXX		97995992	2004007		Device
250 mg			ROVAMYCIN 250 MG TAB	916751		2005007	Lindane	Drug
		Rhus tox. 30 tablet	RHUS TOX. 30 TAB		97990992	2009007		Drug
		Rhus tox ointment	RHUS TOX OIN		97989992	2010007		Drug
1000mg		Redoxon multivitamin tablet	REDOXON MULTIVITAMIN TAB	19011773	97987992	2012007	Ascorbic Acid	Drug
0.9 mg		Redoxon multivitamin tablet	REDOXON MULTIVITAMIN TAB	19071128	97987992	2012007	Copper	Drug
9.6 mcg		Redoxon multivitamin tablet	REDOXON MULTIVITAMIN TAB	19111620	97987992	2012007	Folic Acid	Drug
5 mg		Redoxon multivitamin tablet	REDOXON MULTIVITAMIN TAB	1360067	97987992	2012007	Iron	Drug
110 mcg		Redoxon multivitamin tablet	REDOXON MULTIVITAMIN TAB	966282	97987992	2012007	Selenium	Drug
700 mcg re		Redoxon multivitamin tablet	REDOXON MULTIVITAMIN TAB	19008339	97987992	2012007	Vitamin A	Drug
400 mcg		Redoxon multivitamin tablet	REDOXON MULTIVITAMIN TAB	1308738	97987992	2012007	Vitamin B 12	Drug
6.5 mg		Redoxon multivitamin tablet	REDOXON MULTIVITAMIN TAB	1353228	97987992	2012007	Vitamin B6	Drug
10 mcg		Redoxon multivitamin tablet	REDOXON MULTIVITAMIN TAB	19009405	97987992	2012007	Vitamin D	Drug
45 mg a-te		Redoxon multivitamin tablet	REDOXON MULTIVITAMIN TAB	19009540	97987992	2012007	Vitamin E	Drug
10 mg		Redoxon multivitamin tablet	REDOXON MULTIVITAMIN TAB	19010696	97987992	2012007	Zinc	Drug
		Generic Radian B Muscle rub	RADIAN CRE		97983992	2016007		Drug
		Ralgex balm ointment	RALGEX BALM OIN		97981992	2018007		Drug
6%		Ralgex spray	RALGEX SPR	19068028	97980992	2019007	glycol salicylate	Drug
1.60%		Ralgex spray	RALGEX SPR	19009874	97980992	2019007	methylnicotinate	Drug
		Pulsatilla 30 tablet	PULSATILLA 30 TAB		97967992	2032007		Drug
		Presept 2.5 gm tablet	PRESEPT 2.5 GM TAB		97954992	2045007		Device
		Presept 5 gm tablet	PRESEPT 5 GM TAB		97953992	2046007	Sodium Dichloroisocyanurate	Drug
800 mg		Priadel 800 mg tablet	PRIADEL 800 MG TAB	751246	97951992	2048007	Lithium Carbonate	Drug
		Compression liner xl	Compression liner XL		79770994	2049021		Device
		Generic Pregestimil LIPIL powder	PREGESTIMIL POW		97948992	2051007		Device
0.15 mg		Premarin 0.625mg/norgestrel 0.15mg mg tablet	PREMARIN 0.625MG/NORGESTREL 0.15MG MG TAB	1521592	97947992	2052007	Norgestrel	Drug
0.625 mg		Premarin 0.625mg/norgestrel 0.15mg mg tablet	PREMARIN 0.625MG/NORGESTREL 0.15MG MG TAB	1596779	97947992	2052007	"synthetic conjugated estrogens, A"	Drug
		Prenatol cream	PRENATOL CRE		97946992	2053007		Drug
		Portagen powder	PORTAGEN POW		97929992	2070007		Device
500 iu		"Polymixin b 10,000u/bacitracin 500u eye ointment"	"POLYMIXIN B 10,000U/BACITRACIN 500U EYE OIN"	915175	97920992	2079007	Bacitracin	Drug
10 000 iu		"Polymixin b 10,000u/bacitracin 500u eye ointment"	"POLYMIXIN B 10,000U/BACITRACIN 500U EYE OIN"	948582	97920992	2079007	Polymyxin B	Drug
10000 iu		"Polymixin b 10,000u/bacitracin 500u eye ointment"	"POLYMIXIN B 10,000U/BACITRACIN 500U EYE OIN"	948582	97920992	2079007	Polymyxin B	Drug
		Polycrol gel	POLYCROL GEL		97916992	2083007		Device
275 mg		Polycrol forte tablet	POLYCROL FORTE TAB		97915992	2084007	Aluminum Hydroxide / Magnesium Carbonate Complex	Drug
100 mg		Polycrol forte tablet	POLYCROL FORTE TAB	992956	97915992	2084007	Magnesium Hydroxide	Drug
125 mg		Polycrol forte tablet	POLYCROL FORTE TAB	966991	97915992	2084007	Simethicone	Drug
		Piz buin lotion	PIZ BUIN LOT		97904992	2095007		Device
		Pliagel solution	PLIAGEL SOL		97902992	2097007		Device
		Pine inhalation liquid	PINE INHALATION LIQ		97901992	2098007		Drug
			PHORTINEA PAINT LIQ	987406		2101007	Ethacrynate	Device
		Phiso-clear lotion	PHISO-CLEAR LOT		97894992	2105007		Device
