"CONCEPT_CODE"	"concept_name_fr"	"concept_name_nl "	"MAPPED_ID"	"MAPPED_NAME"	"PRECEDENCE"
"gal00769"	"sol. inj./perf. (pdr + solv.) i.v./s.c. [flac. + ser. préremplie]"	"inj./inf. oploss. (pdr. + solv.) i.v./s.c. [flac. + voorgev. spuit]"	"19082103"	"Injectable Solution"	
"gal00076"	"sol. inj./perf. (pdr) i.m./i.v. [flac.]"	"inj./inf. oploss. (pdr.) i.m./i.v. [flac.]"	"46234469"	"Injection"	"2"
"gal00076"	"sol. inj./perf. (pdr) i.m./i.v. [flac.]"	"inj./inf. oploss. (pdr.) i.m./i.v. [flac.]"	"19082103"	"Injectable Solution"	
"gal00160"	"sol. inj./perf. (pdr) i.m./i.v./i.artic./i.burs. [flac.]"	"inj./inf. oploss. (pdr.) i.m./i.v./i.artic./i.burs. [flac.]"	"46234469"	"Injection"	"2"
"gal00160"	"sol. inj./perf. (pdr) i.m./i.v./i.artic./i.burs. [flac.]"	"inj./inf. oploss. (pdr.) i.m./i.v./i.artic./i.burs. [flac.]"	"19082103"	"Injectable Solution"	
"gal00739"	"sol. inj./perf. (pdr) i.m./i.v./i.périt. [flac.]"	"inj./inf. oploss. (pdr.) i.m./i.v./i.perit. [flac.]"	"46234469"	"Injection"	"2"
"gal00739"	"sol. inj./perf. (pdr) i.m./i.v./i.périt. [flac.]"	"inj./inf. oploss. (pdr.) i.m./i.v./i.perit. [flac.]"	"19082103"	"Injectable Solution"	
"gal00767"	"sol. inj./perf. (pdr) i.m./i.v./s.c. [flac.]"	"inj./inf. oploss. (pdr.) i.m./i.v./s.c. [flac.]"	"46234469"	"Injection"	"2"
"gal00767"	"sol. inj./perf. (pdr) i.m./i.v./s.c. [flac.]"	"inj./inf. oploss. (pdr.) i.m./i.v./s.c. [flac.]"	"19082103"	"Injectable Solution"	
"gal00665"	"sol. inj./perf. (pdr) i.m./i.v./s.c./i.artér./i.périt./i.pleur./i.tumor. [flac.]"	"inj./inf. oploss. (pdr.) i.m./i.v./s.c./i.arter./i.perit./i.pleur./i.tumor. [flac.]"	"46234469"	"Injection"	"2"
"gal00665"	"sol. inj./perf. (pdr) i.m./i.v./s.c./i.artér./i.périt./i.pleur./i.tumor. [flac.]"	"inj./inf. oploss. (pdr.) i.m./i.v./s.c./i.arter./i.perit./i.pleur./i.tumor. [flac.]"	"19082103"	"Injectable Solution"	
"gal00087"	"sol. inj./perf. (pdr) i.v. [flac.]"	"inj./inf. oploss. (pdr.) i.v. [flac.]"	"46234469"	"Injection"	"2"
"gal00087"	"sol. inj./perf. (pdr) i.v. [flac.]"	"inj./inf. oploss. (pdr.) i.v. [flac.]"	"19082103"	"Injectable Solution"	
"gal00274"	"sol. inj./perf. (pdr) i.v. P [flac.]"	"inj./inf. oploss. (pdr.) i.v. P [flac.]"	"46234469"	"Injection"	"2"
"gal00274"	"sol. inj./perf. (pdr) i.v. P [flac.]"	"inj./inf. oploss. (pdr.) i.v. P [flac.]"	"19082103"	"Injectable Solution"	
"gal00712"	"sol. inj./perf. (pdr) i.v./i.artér. [flac.]"	"inj./inf. oploss. (pdr.) i.v./i.arter. [flac.]"	"46234469"	"Injection"	"2"
"gal00712"	"sol. inj./perf. (pdr) i.v./i.artér. [flac.]"	"inj./inf. oploss. (pdr.) i.v./i.arter. [flac.]"	"19082103"	"Injectable Solution"	
"gal00624"	"sol. inj./perf. (pdr) i.v./s.c. [flac.]"	"inj./inf. oploss. (pdr.) i.v./s.c. [flac.]"	"46234469"	"Injection"	"2"
"gal00624"	"sol. inj./perf. (pdr) i.v./s.c. [flac.]"	"inj./inf. oploss. (pdr.) i.v./s.c. [flac.]"	"19082103"	"Injectable Solution"	
"gal00483"	"sol. inj./perf. à diluer (pdr) i.v. [flac.]"	"inj./inf. oploss. conc. (pdr.) i.v. [flac.]"	"46234469"	"Injection"	"2"
"gal00483"	"sol. inj./perf. à diluer (pdr) i.v. [flac.]"	"inj./inf. oploss. conc. (pdr.) i.v. [flac.]"	"19082103"	"Injectable Solution"	
"gal00099"	"sol. inj./perf. p.dural/p.neur. [amp., infiltr. locorégionale]"	"inj./inf. oploss. epidur./p.neur. [amp., locoregionale infiltr.]"	"46234469"	"Injection"	"2"
"gal00099"	"sol. inj./perf. p.dural/p.neur. [amp., infiltr. locorégionale]"	"inj./inf. oploss. epidur./p.neur. [amp., locoregionale infiltr.]"	"19082104"	"Injectable Suspension"	
"gal00496"	"sol. inj./perf. p.dural/p.neur. [flac., infiltr. locorégionale]"	"inj./inf. oploss. epidur./p.neur. [flac., locoregionale infiltr.]"	"46234469"	"Injection"	"2"
"gal00496"	"sol. inj./perf. p.dural/p.neur. [flac., infiltr. locorégionale]"	"inj./inf. oploss. epidur./p.neur. [flac., locoregionale infiltr.]"	"19082104"	"Injectable Suspension"	
"gal00061"	"sol. inj./perf. i.m./i.v. [amp.]"	"inj./inf. oploss. i.m./i.v. [amp.]"	"46234469"	"Injection"	"2"
"gal00061"	"sol. inj./perf. i.m./i.v. [amp.]"	"inj./inf. oploss. i.m./i.v. [amp.]"	"19082103"	"Injectable Solution"	
"gal00210"	"sol. inj./perf. i.m./i.v. [flac.]"	"inj./inf. oploss. i.m./i.v. [flac.]"	"46234469"	"Injection"	"2"
"gal00210"	"sol. inj./perf. i.m./i.v. [flac.]"	"inj./inf. oploss. i.m./i.v. [flac.]"	"19082103"	"Injectable Solution"	
"gal00199"	"sol. inj./perf. i.m./i.v./i.artic./i.burs./s.conj. [amp.]"	"inj./inf. oploss. i.m./i.v./i.artic./i.burs./s.conj. [amp.]"	"46234469"	"Injection"	"2"
"gal00199"	"sol. inj./perf. i.m./i.v./i.artic./i.burs./s.conj. [amp.]"	"inj./inf. oploss. i.m./i.v./i.artic./i.burs./s.conj. [amp.]"	"19082103"	"Injectable Solution"	
"gal00689"	"sol. inj./perf. i.m./i.v./i.théc./i.artér. [flac.]"	"inj./inf. oploss. i.m./i.v./i.thec./i.arter. [flac.]"	"46234469"	"Injection"	"2"
"gal00689"	"sol. inj./perf. i.m./i.v./i.théc./i.artér. [flac.]"	"inj./inf. oploss. i.m./i.v./i.thec./i.arter. [flac.]"	"19082103"	"Injectable Solution"	
"gal00396"	"sol. inj./perf. i.m./i.v./i.théc./i.artér./i.ventr. [flac.]"	"inj./inf. oploss. i.m./i.v./i.thec./i.arter./i.ventr. [flac.]"	"46234469"	"Injection"	"2"
"gal00396"	"sol. inj./perf. i.m./i.v./i.théc./i.artér./i.ventr. [flac.]"	"inj./inf. oploss. i.m./i.v./i.thec./i.arter./i.ventr. [flac.]"	"19082103"	"Injectable Solution"	
"gal00276"	"sol. inj./perf. i.m./i.v./s.c. [amp.]"	"inj./inf. oploss. i.m./i.v./s.c. [amp.]"	"46234469"	"Injection"	"2"
"gal00276"	"sol. inj./perf. i.m./i.v./s.c. [amp.]"	"inj./inf. oploss. i.m./i.v./s.c. [amp.]"	"19082103"	"Injectable Solution"	
"gal00359"	"sol. inj./perf. i.m./i.v./s.c. [flac.]"	"inj./inf. oploss. i.m./i.v./s.c. [flac.]"	"46234469"	"Injection"	"2"
"gal00359"	"sol. inj./perf. i.m./i.v./s.c. [flac.]"	"inj./inf. oploss. i.m./i.v./s.c. [flac.]"	"19082103"	"Injectable Solution"	
"gal00622"	"sol. inj./perf. i.m./i.v./s.c. [ser. préremplie]"	"inj./inf. oploss. i.m./i.v./s.c. [voorgev. spuit]"	"46234469"	"Injection"	"2"
"gal00622"	"sol. inj./perf. i.m./i.v./s.c. [ser. préremplie]"	"inj./inf. oploss. i.m./i.v./s.c. [voorgev. spuit]"	"19082103"	"Injectable Solution"	
"gal00519"	"sol. inj./perf. i.m./i.v./s.c./i.théc./p.dural [amp.]"	"inj./inf. oploss. i.m./i.v./s.c./i.thec./epidur. [amp.]"	"46234469"	"Injection"	"2"
"gal00519"	"sol. inj./perf. i.m./i.v./s.c./i.théc./p.dural [amp.]"	"inj./inf. oploss. i.m./i.v./s.c./i.thec./epidur. [amp.]"	"19082103"	"Injectable Solution"	
"gal00326"	"sol. inj./perf. i.théc. [amp.]"	"inj./inf. oploss. i.thec. [amp.]"	"46234469"	"Injection"	"2"
"gal00326"	"sol. inj./perf. i.théc. [amp.]"	"inj./inf. oploss. i.thec. [amp.]"	"19082104"	"Injectable Suspension"	
"gal00052"	"sol. inj./perf. i.v. [amp.]"	"inj./inf. oploss. i.v. [amp.]"	"46234469"	"Injection"	"2"
"gal00052"	"sol. inj./perf. i.v. [amp.]"	"inj./inf. oploss. i.v. [amp.]"	"19082103"	"Injectable Solution"	
"gal00048"	"sol. inj./perf. i.v. [flac.]"	"inj./inf. oploss. i.v. [flac.]"	"46234469"	"Injection"	"2"
"gal00048"	"sol. inj./perf. i.v. [flac.]"	"inj./inf. oploss. i.v. [flac.]"	"19082103"	"Injectable Solution"	
"gal00542"	"sol. inj./perf. i.v. [ser. préremplie]"	"inj./inf. oploss. i.v. [voorgev. spuit]"	"46234469"	"Injection"	"2"
"gal00542"	"sol. inj./perf. i.v. [ser. préremplie]"	"inj./inf. oploss. i.v. [voorgev. spuit]"	"19082103"	"Injectable Solution"	
"gal00068"	"sol. inj./perf. i.v. Onco-Tain [flac.]"	"inj./inf. oploss. i.v. Onco-Tain [flac.]"	"46234469"	"Injection"	"2"
"gal00068"	"sol. inj./perf. i.v. Onco-Tain [flac.]"	"inj./inf. oploss. i.v. Onco-Tain [flac.]"	"19082103"	"Injectable Solution"	
"gal00301"	"sol. inj./perf. i.v./p.dural [amp.]"	"inj./inf. oploss. i.v./epidur. [amp.]"	"46234469"	"Injection"	"2"
"gal00301"	"sol. inj./perf. i.v./p.dural [amp.]"	"inj./inf. oploss. i.v./epidur. [amp.]"	"19082103"	"Injectable Solution"	
"gal00672"	"sol. inj./perf. i.v./p.dural Forte [amp.]"	"inj./inf. oploss. i.v./epidur. Forte [amp.]"	"46234469"	"Injection"	"2"
"gal00672"	"sol. inj./perf. i.v./p.dural Forte [amp.]"	"inj./inf. oploss. i.v./epidur. Forte [amp.]"	"19082103"	"Injectable Solution"	
"gal00094"	"sol. inj./perf. i.v./i.artér. [amp.]"	"inj./inf. oploss. i.v./i.arter. [amp.]"	"46234469"	"Injection"	"2"
"gal00094"	"sol. inj./perf. i.v./i.artér. [amp.]"	"inj./inf. oploss. i.v./i.arter. [amp.]"	"19082103"	"Injectable Solution"	
"gal00640"	"sol. inj./perf. i.v./i.artér. [flac.]"	"inj./inf. oploss. i.v./i.arter. [flac.]"	"46234469"	"Injection"	"2"
"gal00640"	"sol. inj./perf. i.v./i.artér. [flac.]"	"inj./inf. oploss. i.v./i.arter. [flac.]"	"19082103"	"Injectable Solution"	
"gal00759"	"sol. inj./perf. i.v./i.canal. Meglumine [flac.]"	"inj./inf. oploss. i.v./i.duct. Meglumine [flac.]"	"46234469"	"Injection"	"2"
"gal00759"	"sol. inj./perf. i.v./i.canal. Meglumine [flac.]"	"inj./inf. oploss. i.v./i.duct. Meglumine [flac.]"	"19082103"	"Injectable Solution"	
"gal00248"	"sol. inj./perf. i.v./s.c. [amp.]"	"inj./inf. oploss. i.v./s.c. [amp.]"	"46234469"	"Injection"	"2"
"gal00248"	"sol. inj./perf. i.v./s.c. [amp.]"	"inj./inf. oploss. i.v./s.c. [amp.]"	"19082103"	"Injectable Solution"	
"gal00349"	"sol. inj./perf. i.v./s.c. [flac.]"	"inj./inf. oploss. i.v./s.c. [flac.]"	"46234469"	"Injection"	"2"
"gal00349"	"sol. inj./perf. i.v./s.c. [flac.]"	"inj./inf. oploss. i.v./s.c. [flac.]"	"19082103"	"Injectable Solution"	
"gal00401"	"sol. inj./perf. i.v./s.c./i.théc. Cytosafe [flac.]"	"inj./inf. oploss. i.v./s.c./i.thec. Cytosafe [flac.]"	"46234469"	"Injection"	"2"
"gal00401"	"sol. inj./perf. i.v./s.c./i.théc. Cytosafe [flac.]"	"inj./inf. oploss. i.v./s.c./i.thec. Cytosafe [flac.]"	"19082103"	"Injectable Solution"	
"gal00284"	"sol. inj./perf. s.c. [amp.]"	"inj./inf. oploss. s.c. [amp.]"	"46234469"	"Injection"	"2"
"gal00284"	"sol. inj./perf. s.c. [amp.]"	"inj./inf. oploss. s.c. [amp.]"	"19082103"	"Injectable Solution"	
"gal00423"	"sol. inj./perf. s.c. [flac.]"	"inj./inf. oploss. s.c. [flac.]"	"46234469"	"Injection"	"2"
"gal00423"	"sol. inj./perf. s.c. [flac.]"	"inj./inf. oploss. s.c. [flac.]"	"19082103"	"Injectable Solution"	
"gal00684"	"sol. inj./perf./buv. (pdr + solv.) i.m./i.v./or. [flac. + amp.]"	"inj./inf./drinkb. oploss. (pdr. + solv.) i.m./i.v./or. [flac. + amp.]"	"19082170"	"Oral Solution"	"1"
"gal00684"	"sol. inj./perf./buv. (pdr + solv.) i.m./i.v./or. [flac. + amp.]"	"inj./inf./drinkb. oploss. (pdr. + solv.) i.m./i.v./or. [flac. + amp.]"	"19082103"	"Injectable Solution"	"2"
"gal00684"	"sol. inj./perf./buv. (pdr + solv.) i.m./i.v./or. [flac. + amp.]"	"inj./inf./drinkb. oploss. (pdr. + solv.) i.m./i.v./or. [flac. + amp.]"	"46234469"	"Injection"	"3"
"gal00684"	"sol. inj./perf./buv. (pdr + solv.) i.m./i.v./or. [flac. + amp.]"	"inj./inf./drinkb. oploss. (pdr. + solv.) i.m./i.v./or. [flac. + amp.]"	"46234469"	"Injection"	"3"
"gal00815"	"sol. inj./perf./buv. i.m./i.v./or. [amp.]"	"inj./inf./drinkb. oploss. i.m./i.v./or. [amp.]"	"19082170"	"Oral Solution"	"1"
"gal00815"	"sol. inj./perf./buv. i.m./i.v./or. [amp.]"	"inj./inf./drinkb. oploss. i.m./i.v./or. [amp.]"	"19082103"	"Injectable Solution"	"2"
"gal00815"	"sol. inj./perf./buv. i.m./i.v./or. [amp.]"	"inj./inf./drinkb. oploss. i.m./i.v./or. [amp.]"	"46234469"	"Injection"	"3"
"gal00815"	"sol. inj./perf./buv. i.m./i.v./or. [amp.]"	"inj./inf./drinkb. oploss. i.m./i.v./or. [amp.]"	"46234469"	"Injection"	"3"
"gal00504"	"sol. inj./perf./instill. i.m./i.v./rect. [amp.]"	"inj./inf./instill. oploss. i.m./i.v./rect. [amp.]"	"46234469"	"Injection"	"2"
"gal00504"	"sol. inj./perf./instill. i.m./i.v./rect. [amp.]"	"inj./inf./instill. oploss. i.m./i.v./rect. [amp.]"	"19082103"	"Injectable Solution"	
"gal00296"	"sol. inj./perf./instill. i.v./i.artér./i.card. [flac.]"	"inj./inf./instill. oploss. i.v./i.arter./i.card. [flac.]"	"46234469"	"Injection"	"2"
"gal00296"	"sol. inj./perf./instill. i.v./i.artér./i.card. [flac.]"	"inj./inf./instill. oploss. i.v./i.arter./i.card. [flac.]"	"19082103"	"Injectable Solution"	
"gal00228"	"sol. inj./perf./instill. i.v./i.artér./i.utér. [flac.]"	"inj./inf./instill. oploss. i.v./i.arter./i.uter. [flac.]"	"46234469"	"Injection"	"2"
"gal00228"	"sol. inj./perf./instill. i.v./i.artér./i.utér. [flac.]"	"inj./inf./instill. oploss. i.v./i.arter./i.uter. [flac.]"	"19082103"	"Injectable Solution"	
"gal00816"	"sol. inj./perf./instill. i.v./i.artic./i.lés./cut./i.oss./i.périt./i.pleur. [amp.]"	"inj./inf./instill. oploss. i.v./i.artic./i.laes./cut./i.oss./i.perit./i.pleur. [amp.]"	"46234469"	"Injection"	"2"
"gal00816"	"sol. inj./perf./instill. i.v./i.artic./i.lés./cut./i.oss./i.périt./i.pleur. [amp.]"	"inj./inf./instill. oploss. i.v./i.artic./i.laes./cut./i.oss./i.perit./i.pleur. [amp.]"	"19082103"	"Injectable Solution"	
"gal00377"	"sol. inj./perf./instill. i.v./i.utér. [flac.]"	"inj./inf./instill. oploss. i.v./i.uter. [flac.]"	"46234469"	"Injection"	"2"
"gal00377"	"sol. inj./perf./instill. i.v./i.utér. [flac.]"	"inj./inf./instill. oploss. i.v./i.uter. [flac.]"	"19082103"	"Injectable Solution"	
"gal00439"	"sol. inj./perf./instill./inhal. nébul. i.m./i.v./auric./endotrach./inhal./nas. [amp.]"	"inj./inf./instill./verneveloploss. i.m./i.v./auric./endotrach./inhal./nas. [amp.]"	"19082103"	"Injectable Solution"	"1"
"gal00439"	"sol. inj./perf./instill./inhal. nébul. i.m./i.v./auric./endotrach./inhal./nas. [amp.]"	"inj./inf./instill./verneveloploss. i.m./i.v./auric./endotrach./inhal./nas. [amp.]"	"19095898"	"Inhalant Solution"	"2"
"gal00439"	"sol. inj./perf./instill./inhal. nébul. i.m./i.v./auric./endotrach./inhal./nas. [amp.]"	"inj./inf./instill./verneveloploss. i.m./i.v./auric./endotrach./inhal./nas. [amp.]"	"46234469"	"Injection"	"3"
"gal00439"	"sol. inj./perf./instill./inhal. nébul. i.m./i.v./auric./endotrach./inhal./nas. [amp.]"	"inj./inf./instill./verneveloploss. i.m./i.v./auric./endotrach./inhal./nas. [amp.]"	"46234469"	"Injection"	"3"
"gal00805"	"sol. inj./perf./inhal. nébul. (pdr) i.m./i.v./inhal. [flac.]"	"inj./inf./verneveloploss. (pdr.) i.m./i.v./inhal. [flac.]"	"19082103"	"Injectable Solution"	"1"
"gal00805"	"sol. inj./perf./inhal. nébul. (pdr) i.m./i.v./inhal. [flac.]"	"inj./inf./verneveloploss. (pdr.) i.m./i.v./inhal. [flac.]"	"19095898"	"Inhalant Solution"	"2"
"gal00805"	"sol. inj./perf./inhal. nébul. (pdr) i.m./i.v./inhal. [flac.]"	"inj./inf./verneveloploss. (pdr.) i.m./i.v./inhal. [flac.]"	"46234469"	"Injection"	"3"
"gal00805"	"sol. inj./perf./inhal. nébul. (pdr) i.m./i.v./inhal. [flac.]"	"inj./inf./verneveloploss. (pdr.) i.m./i.v./inhal. [flac.]"	"46234469"	"Injection"	"3"
"gal00309"	"sol. inj./perf./inhal. nébul. (pdr) i.v./inhal. [flac.]"	"inj./inf./verneveloploss. (pdr.) i.v./inhal. [flac.]"	"19082103"	"Injectable Solution"	"1"
"gal00309"	"sol. inj./perf./inhal. nébul. (pdr) i.v./inhal. [flac.]"	"inj./inf./verneveloploss. (pdr.) i.v./inhal. [flac.]"	"19095898"	"Inhalant Solution"	"2"
"gal00309"	"sol. inj./perf./inhal. nébul. (pdr) i.v./inhal. [flac.]"	"inj./inf./verneveloploss. (pdr.) i.v./inhal. [flac.]"	"46234469"	"Injection"	"3"
"gal00309"	"sol. inj./perf./inhal. nébul. (pdr) i.v./inhal. [flac.]"	"inj./inf./verneveloploss. (pdr.) i.v./inhal. [flac.]"	"46234469"	"Injection"	"3"
"gal00803"	"sol. inj./instill. (pdr + solv.) i.m./i.v./i.vésic./endotrach./i.périt./i.pleur. [flac. + amp.]"	"inj./instill. oploss. (pdr. + solv.) i.m./i.v./i.vesic./endotrach./i.perit./i.pleur. [flac. + amp.]"	"46234469"	"Injection"	"2"
"gal00803"	"sol. inj./instill. (pdr + solv.) i.m./i.v./i.vésic./endotrach./i.périt./i.pleur. [flac. + amp.]"	"inj./instill. oploss. (pdr. + solv.) i.m./i.v./i.vesic./endotrach./i.perit./i.pleur. [flac. + amp.]"	"19082103"	"Injectable Solution"	
"gal00783"	"sol. inj./instill. (pdr) i.v./i.vésic./i.artér. [flac.]"	"inj./instill. oploss. (pdr.) i.v./i.vesic./i.arter. [flac.]"	"46234469"	"Injection"	"2"
"gal00783"	"sol. inj./instill. (pdr) i.v./i.vésic./i.artér. [flac.]"	"inj./instill. oploss. (pdr.) i.v./i.vesic./i.arter. [flac.]"	"19082103"	"Injectable Solution"	
"gal00784"	"sol. inj./instill. (pdr) i.vésic. [flac.]"	"inj./instill. oploss. (pdr.) i.vesic. [flac.]"	"46234469"	"Injection"	"2"
"gal00784"	"sol. inj./instill. (pdr) i.vésic. [flac.]"	"inj./instill. oploss. (pdr.) i.vesic. [flac.]"	"19082103"	"Injectable Solution"	
"gal00159"	"sol. inj./instill. i.m./i.v./i.artic./i.burs./rect. [amp.]"	"inj./instill. oploss. i.m./i.v./i.artic./i.burs./rect. [amp.]"	"46234469"	"Injection"	"2"
"gal00159"	"sol. inj./instill. i.m./i.v./i.artic./i.burs./rect. [amp.]"	"inj./instill. oploss. i.m./i.v./i.artic./i.burs./rect. [amp.]"	"19082103"	"Injectable Solution"	
"gal00267"	"sol. inj./instill. i.v./i.artér./i.canal./i.card./i.cavern./i.utér./urétr. [flac.]"	"inj./instill. oploss. i.v./i.arter./i.card./i.cavern./i.duct./i.uter./urethr. [flac.]"	"46234469"	"Injection"	"2"
"gal00267"	"sol. inj./instill. i.v./i.artér./i.canal./i.card./i.cavern./i.utér./urétr. [flac.]"	"inj./instill. oploss. i.v./i.arter./i.card./i.cavern./i.duct./i.uter./urethr. [flac.]"	"19082103"	"Injectable Solution"	
"gal00285"	"sol. inj./instill. i.v./i.artér./i.canal./i.card. [flac.]"	"inj./instill. oploss. i.v./i.arter./i.card./i.duct. [flac.]"	"46234469"	"Injection"	"2"
"gal00285"	"sol. inj./instill. i.v./i.artér./i.canal./i.card. [flac.]"	"inj./instill. oploss. i.v./i.arter./i.card./i.duct. [flac.]"	"19082103"	"Injectable Solution"	
"gal00283"	"sol. inj./instill. i.v./i.artér./i.canal./i.card./i.utér. [flac.]"	"inj./instill. oploss. i.v./i.arter./i.card./i.duct./i.uter. [flac.]"	"46234469"	"Injection"	"2"
"gal00283"	"sol. inj./instill. i.v./i.artér./i.canal./i.card./i.utér. [flac.]"	"inj./instill. oploss. i.v./i.arter./i.card./i.duct./i.uter. [flac.]"	"19082103"	"Injectable Solution"	
"gal00299"	"sol. inj./instill. i.v./i.artic./i.artér./i.card./i.utér. [flac.]"	"inj./instill. oploss. i.v./i.artic./i.arter./i.card./i.uter. [flac.]"	"46234469"	"Injection"	"2"
"gal00299"	"sol. inj./instill. i.v./i.artic./i.artér./i.card./i.utér. [flac.]"	"inj./instill. oploss. i.v./i.artic./i.arter./i.card./i.uter. [flac.]"	"19082103"	"Injectable Solution"	
"gal00311"	"sol. inj./instill. i.v./i.artic./i.théc./i.artér./i.utér./or./rect. [flac.]"	"inj./instill. oploss. i.v./i.artic./i.thec./i.arter./i.uter./or./rect. [flac.]"	"46234469"	"Injection"	"2"
"gal00311"	"sol. inj./instill. i.v./i.artic./i.théc./i.artér./i.utér./or./rect. [flac.]"	"inj./instill. oploss. i.v./i.artic./i.thec./i.arter./i.uter./or./rect. [flac.]"	"19082103"	"Injectable Solution"	
"gal00288"	"sol. inj./instill. i.v./i.théc./i.artér./i.canal. [flac.]"	"inj./instill. oploss. i.v./i.thec./i.arter./i.duct. [flac.]"	"46234469"	"Injection"	"2"
"gal00288"	"sol. inj./instill. i.v./i.théc./i.artér./i.canal. [flac.]"	"inj./instill. oploss. i.v./i.thec./i.arter./i.duct. [flac.]"	"19082103"	"Injectable Solution"	
"gal00418"	"susp. inj./instill. lib. prol. i.m./i.artic./i.lés./i.burs./p.artic./rect. [flac.]"	"inj./instill. susp. verl. afgifte i.m./i.artic./i.laes./i.burs./p.artic./rect. [flac.]"	"46234469"	"Injection"	"2"
"gal00418"	"susp. inj./instill. lib. prol. i.m./i.artic./i.lés./i.burs./p.artic./rect. [flac.]"	"inj./instill. susp. verl. afgifte i.m./i.artic./i.laes./i.burs./p.artic./rect. [flac.]"	"19082104"	"Injectable Suspension"	
"gal00571"	"susp. inj./instill. lib. prol. i.m./i.artic./i.lés./i.burs./p.artic./rect. [ser. préremplie]"	"inj./instill. susp. verl. afgifte i.m./i.artic./i.laes./i.burs./p.artic./rect. [voorgev. spuit]"	"19082104"	"Injectable Suspension"	"1"
"gal00571"	"susp. inj./instill. lib. prol. i.m./i.artic./i.lés./i.burs./p.artic./rect. [ser. préremplie]"	"inj./instill. susp. verl. afgifte i.m./i.artic./i.laes./i.burs./p.artic./rect. [voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00571"	"susp. inj./instill. lib. prol. i.m./i.artic./i.lés./i.burs./p.artic./rect. [ser. préremplie]"	"inj./instill. susp. verl. afgifte i.m./i.artic./i.laes./i.burs./p.artic./rect. [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00681"	"susp. instill. endotrach."	"instill. susp. endotrach."	"35606051"	"Intratracheal Suspension"	
"gal00395"	"compr. à croquer/disp."	"kauw-/disp. tabl."	"19082076"	"Disintegrating Oral Tablet"	
"gal00430"	"compr. à croquer/disp. Starter-Pack"	"kauw-/disp. tabl. Starter-Pack"	"19082076"	"Disintegrating Oral Tablet"	
"gal00074"	"compr. à croquer"	"kauwtabl."	"19135866"	"Chewable Tablet"	
"gal00656"	"compr. à croquer (séc.)"	"kauwtabl. (deelb.)"	"19135866"	"Chewable Tablet"	
"gal00569"	"compr. à croquer (séc.) Orange"	"kauwtabl. (deelb.) Orange"	"19135866"	"Chewable Tablet"	
"gal00525"	"compr. à croquer (sans sucre) Sans Sucre"	"kauwtabl. (zonder suiker) Suikervrij"	"19135866"	"Chewable Tablet"	
"gal00675"	"compr. à croquer Antiacide-Antireflux"	"kauwtabl. Antizuur-Antireflux"	"19135866"	"Chewable Tablet"	
"gal00500"	"compr. à croquer D3"	"kauwtabl. D3"	"19135866"	"Chewable Tablet"	
"gal00544"	"compr. à croquer D3 Citron"	"kauwtabl. D3 Citroen"	"19135866"	"Chewable Tablet"	
"gal00498"	"compr. à croquer D3 Orange"	"kauwtabl. D3 Sinaasappel"	"19135866"	"Chewable Tablet"	
"gal00102"	"compr. à croquer Forte Citron"	"kauwtabl. Forte Citroen"	"19135866"	"Chewable Tablet"	
"gal00502"	"compr. à croquer Menthe"	"kauwtabl. Munt"	"19135866"	"Chewable Tablet"	
"gal00528"	"sol. spray laryngophar./oromuq."	"laryngofar./oromuc. spray oploss."	"19095911"	"Oral Spray"	"1"
"gal00528"	"sol. spray laryngophar./oromuq."	"laryngofar./oromuc. spray oploss."	"19082170"	"Oral Solution"	"2"
"gal00528"	"sol. spray laryngophar./oromuq."	"laryngofar./oromuc. spray oploss."	"19082228"	"Topical Solution"	"3"
"gal00818"	"lyophilisat Expidet"	"lyofilisaat Expidet"	"19082573"	"Oral Tablet"	
"gal00547"	"lyophilisat Lyo"	"lyofilisaat Lyo"	"19082573"	"Oral Tablet"	
"gal00740"	"lyophilisat Zydis"	"lyofilisaat Zydis"	"19082573"	"Oral Tablet"	
"gal00304"	"gran. gastro-résist."	"maagsapresist. gran."	"19082651"	"Oral Granules"	
"gal00677"	"gran. gastro-résist. (sachet)"	"maagsapresist. gran. (zakjes)"	"19082651"	"Oral Granules"	
"gal00718"	"gran. gastro-résist. lib. prol. (sachet)"	"maagsapresist. gran. verl. afgifte (zakjes)"	"19082651"	"Oral Granules"	
"gal00085"	"compr. gastro-résist."	"maagsapresist. tabl."	"19082077"	"Extended Release Oral Capsule"	"1"
"gal00085"	"compr. gastro-résist."	"maagsapresist. tabl."	"19082255"	"Delayed Release Oral Capsule"	"2"
"gal00671"	"compr. gastro-résist. E.C."	"maagsapresist. tabl. E.C."	"19082077"	"Extended Release Oral Capsule"	"1"
"gal00671"	"compr. gastro-résist. E.C."	"maagsapresist. tabl. E.C."	"19082255"	"Delayed Release Oral Capsule"	"2"
"gal00012"	"compr. gastro-résist. Enteric"	"maagsapresist. tabl. Enteric"	"19082077"	"Extended Release Oral Capsule"	"1"
"gal00012"	"compr. gastro-résist. Enteric"	"maagsapresist. tabl. Enteric"	"19082255"	"Delayed Release Oral Capsule"	"2"
"gal00605"	"compr. gastro-résist. Enteric Coated"	"maagsapresist. tabl. Enteric Coated"	"19082077"	"Extended Release Oral Capsule"	"1"
