invalid_reason,id,code,name,concept_class,secondary_domain,concept_domain
,2212215,82160,Androsterone,Measurement,,Measurement
,2101838,0516F,Anemia plan of care documented (ESRD),Quality Metric,,Observation
,2101838,0516F,Anemia plan of care documented (ESRD),Quality Metric,,Observation
D,42739578,47,Anesthesia by Surgeon,Procedure,,Procedure
,2414368,99140,Anesthesia complicated by emergency conditions (specify) (List separately in addition to code for primary anesthesia procedure),Procedure,,Procedure
,2414367,99135,Anesthesia complicated by utilization of controlled hypotension (List separately in addition to code for primary anesthesia procedure),Procedure,,Procedure
,2414366,99116,Anesthesia complicated by utilization of total body hypothermia (List separately in addition to code for primary anesthesia procedure),Procedure,,Procedure
D,42739743,01964,Anesthesia for abortion procedures,Procedure,,Procedure
,2100824,00532,Anesthesia for access to central venous circulation,Procedure,,Procedure
,2101664,01420,"Anesthesia for all cast applications, removal, or repair involving knee joint",Procedure,,Procedure
,2101629,01200,Anesthesia for all closed procedures involving hip joint,Procedure,,Procedure
,2101636,01220,Anesthesia for all closed procedures involving upper 2/3 of femur,Procedure,,Procedure
,2101705,01620,"Anesthesia for all closed procedures on humeral head and neck, sternoclavicular joint, acromioclavicular joint, and shoulder joint",Procedure,,Procedure
,2101734,01730,Anesthesia for all closed procedures on humerus and elbow,Procedure,,Procedure
,2101655,01380,Anesthesia for all closed procedures on knee joint,Procedure,,Procedure
,2101651,01340,Anesthesia for all closed procedures on lower 1/3 of femur,Procedure,,Procedure
,2101674,01462,"Anesthesia for all closed procedures on lower leg, ankle, and foot",Procedure,,Procedure
,2101757,01820,"Anesthesia for all closed procedures on radius, ulna, wrist, or hand bones",Procedure,,Procedure
,2101657,01390,"Anesthesia for all closed procedures on upper ends of tibia, fibula, and/or patella",Procedure,,Procedure
,2101653,01360,Anesthesia for all open procedures on lower 1/3 of femur,Procedure,,Procedure
,2101658,01392,"Anesthesia for all open procedures on upper ends of tibia, fibula, and/or patella",Procedure,,Procedure
,2101643,01260,"Anesthesia for all procedures involving veins of upper leg, including exploration",Procedure,,Procedure
,2100814,00500,Anesthesia for all procedures on esophagus,Procedure,,Procedure
,2100741,00322,"Anesthesia for all procedures on esophagus, thyroid, larynx, trachea and lymphatic system of neck; needle biopsy of thyroid",Procedure,,Procedure
,2100740,00320,"Anesthesia for all procedures on esophagus, thyroid, larynx, trachea and lymphatic system of neck; not otherwise specified",Procedure,,Procedure
D,2722192,01800,"Anesthesia for all procedures on integumentary system of forearm, wrist, and hand.",Procedure,,Procedure
D,2722188,01300,Anesthesia for all procedures on integumentary system of knee and/or popliteal area.,Procedure,,Procedure
D,2722189,01460,"Anesthesia for all procedures on integumentary system of lower leg, ankle, and foot.",Procedure,,Procedure
D,2722190,01600,Anesthesia for all procedures on integumentary system of shoulder and axilla.,Procedure,,Procedure
D,2722191,01700,Anesthesia for all procedures on integumentary system of upper arm and elbow.,Procedure,,Procedure
D,2722187,01240,Anesthesia for all procedures on integumentary system of upper leg.,Procedure,,Procedure
,2100956,00770,Anesthesia for all procedures on major abdominal blood vessels,Procedure,,Procedure
,2101755,01810,"Anesthesia for all procedures on nerves, muscles, tendons, fascia, and bursae of forearm, wrist, and hand",Procedure,,Procedure
,2101649,01320,"Anesthesia for all procedures on nerves, muscles, tendons, fascia, and bursae of knee and/or popliteal area",Procedure,,Procedure
,2101703,01610,"Anesthesia for all procedures on nerves, muscles, tendons, fascia, and bursae of shoulder and axilla",Procedure,,Procedure
,2101642,01250,"Anesthesia for all procedures on nerves, muscles, tendons, fascia, and bursae of upper leg",Procedure,,Procedure
,2100737,00300,"Anesthesia for all procedures on the integumentary system, muscles and nerves of head, neck, and posterior trunk, not otherwise specified",Procedure,,Procedure
,2100752,00326,Anesthesia for all procedures on the larynx and trachea in children less than 1 year of age,Procedure,,Procedure
,2101721,01670,Anesthesia for all procedures on veins of shoulder and axilla,Procedure,,Procedure
D,2101787,01921,Anesthesia for angioplasty,Procedure,,Procedure
,2101056,00902,Anesthesia for anorectal procedure,Procedure,,Procedure
D,2101784,01918,"Anesthesia for arteriograms, needle; retrograde, brachial or femoral",Procedure,,Procedure
,2101675,01464,Anesthesia for arthroscopic procedures of ankle joint,Procedure,,Procedure
,2101735,01732,Anesthesia for arthroscopic procedures of elbow joint,Procedure,,Procedure
,2101630,01202,Anesthesia for arthroscopic procedures of hip joint,Procedure,,Procedure
,2101656,01382,Anesthesia for arthroscopic procedures of knee joint,Procedure,,Procedure
,2101706,01622,Anesthesia for arthroscopic procedures of shoulder joint,Procedure,,Procedure
,2101618,01130,Anesthesia for body cast application or revision,Procedure,,Procedure
,2101615,01112,"Anesthesia for bone marrow aspiration and/or biopsy, anterior or posterior iliac crest",Procedure,,Procedure
,2101786,01920,Anesthesia for cardiac catheterization including coronary angiography and ventriculography (not to include Swan-Ganz catheter),Procedure,,Procedure
,2100826,00537,Anesthesia for cardiac electrophysiologic procedures including radiofrequency ablation,Procedure,,Procedure
,2101807,01961,Anesthesia for cesarean delivery only,Procedure,,Procedure
,2101809,01963,Anesthesia for cesarean hysterectomy without any labor analgesia/anesthesia care,Procedure,,Procedure
,2100817,00520,Anesthesia for closed chest procedures; (including bronchoscopy) not otherwise specified,Procedure,,Procedure
,2100820,00528,Anesthesia for closed chest procedures; mediastinoscopy and diagnostic thoracoscopy,Procedure,,Procedure
,2100821,00529,Anesthesia for closed chest procedures; mediastinoscopy and diagnostic thoracoscopy utilizing one lung ventilation,Procedure,,Procedure
,2100818,00522,Anesthesia for closed chest procedures; needle biopsy of pleura,Procedure,,Procedure
,2100819,00524,Anesthesia for closed chest procedures; pneumocentesis,Procedure,,Procedure
,2101622,01160,Anesthesia for closed procedures involving symphysis pubis or sacroiliac joint,Procedure,,Procedure
,2101783,01916,Anesthesia for diagnostic arteriography/venography,Procedure,,Procedure
,2101758,01829,Anesthesia for diagnostic arthroscopic procedures on the wrist,Procedure,,Procedure
,2101820,01991,Anesthesia for diagnostic or therapeutic nerve blocks and injections (when block or injection is performed by a different provider); other than the prone position,Procedure Drug,,Procedure
,2101821,01992,Anesthesia for diagnostic or therapeutic nerve blocks and injections (when block or injection is performed by a different provider); prone position,Procedure Drug,,Procedure
,2100872,00566,Anesthesia for direct coronary artery bypass grafting without pump oxygenator,Procedure,,Procedure
,2100873,00567,Anesthesia for direct coronary artery bypass grafting; with pump oxygenator,Procedure,,Procedure
,2100627,00104,Anesthesia for electroconvulsive therapy,Procedure,,Procedure
,2100917,00670,"Anesthesia for extensive spine and spinal cord procedures (eg, spinal instrumentation or vascular procedures)",Procedure,,Procedure
,2101804,01958,Anesthesia for external cephalic version procedure,Procedure,,Procedure
,2101032,00866,"Anesthesia for extraperitoneal procedures in lower abdomen, including urinary tract; adrenalectomy",Procedure,,Procedure
,2101036,00870,"Anesthesia for extraperitoneal procedures in lower abdomen, including urinary tract; cystolithotomy",Procedure,,Procedure
,2101018,00860,"Anesthesia for extraperitoneal procedures in lower abdomen, including urinary tract; not otherwise specified",Procedure,,Procedure
,2101021,00865,"Anesthesia for extraperitoneal procedures in lower abdomen, including urinary tract; radical prostatectomy (suprapubic, retropubic)",Procedure,,Procedure
,2101019,00862,"Anesthesia for extraperitoneal procedures in lower abdomen, including urinary tract; renal procedures, including upper 1/3 of ureter, or donor nephrectomy",Procedure,,Procedure
,2101033,00868,"Anesthesia for extraperitoneal procedures in lower abdomen, including urinary tract; renal transplant (recipient)",Procedure,,Procedure
,2101020,00864,"Anesthesia for extraperitoneal procedures in lower abdomen, including urinary tract; total cystectomy",Procedure,,Procedure
D,42739731,00869,"Anesthesia for extraperitoneal procedures in lower abdomen, including urinary tract; vasectomy, unilateral/bilateral",Procedure,,Procedure
,2101770,01860,"Anesthesia for forearm, wrist, or hand cast application, removal, or repair",Procedure,,Procedure
,2100876,00580,Anesthesia for heart transplant or heart/lung transplant,Procedure,,Procedure
,2100992,00830,Anesthesia for hernia repairs in lower abdomen; not otherwise specified,Procedure,,Procedure
,2100993,00832,Anesthesia for hernia repairs in lower abdomen; ventral and incisional hernias,Procedure,,Procedure
,2100995,00836,"Anesthesia for hernia repairs in the lower abdomen not otherwise specified, infants less than 37 weeks gestational age at birth and less than 50 weeks gestational age at time of surgery",Procedure,,Procedure
,2100994,00834,"Anesthesia for hernia repairs in the lower abdomen not otherwise specified, under 1 year of age",Procedure,,Procedure
,2100941,00752,Anesthesia for hernia repairs in upper abdomen; lumbar and ventral (incisional) hernias and/or wound dehiscence,Procedure,,Procedure
,2100940,00750,Anesthesia for hernia repairs in upper abdomen; not otherwise specified,Procedure,,Procedure
,2100952,00754,Anesthesia for hernia repairs in upper abdomen; omphalocele,Procedure,,Procedure
,2100953,00756,Anesthesia for hernia repairs in upper abdomen; transabdominal repair of diaphragmatic hernia,Procedure,,Procedure
,2101811,01965,Anesthesia for incomplete or missed abortion procedures,Procedure,,Procedure
,2101812,01966,Anesthesia for induced abortion procedures,Procedure,,Procedure
D,2101782,01914,Anesthesia for injection procedure for diskography; cervical,Procedure Drug,,Procedure
D,2101781,01912,Anesthesia for injection procedure for diskography; lumbar,Procedure Drug,,Procedure
D,2101778,01908,Anesthesia for injection procedure for myelography; cervical,Procedure Drug,,Procedure
D,2101777,01906,Anesthesia for injection procedure for myelography; lumbar,Procedure Drug,,Procedure
D,2101780,01910,Anesthesia for injection procedure for myelography; posterior fossa,Procedure Drug,,Procedure
D,2101775,01904,Anesthesia for injection procedure for pneumoencephalography,Procedure Drug,,Procedure
,2101619,01140,Anesthesia for interpelviabdominal (hindquarter) amputation,Procedure,,Procedure
,2100713,00214,"Anesthesia for intracranial procedures; burr holes, including ventriculography",Procedure,,Procedure
,2100718,00220,Anesthesia for intracranial procedures; cerebrospinal fluid shunting procedures,Procedure,,Procedure
,2100714,00215,"Anesthesia for intracranial procedures; cranioplasty or elevation of depressed skull fracture, extradural (simple or compound)",Procedure,,Procedure
,2100701,00211,Anesthesia for intracranial procedures; craniotomy or craniectomy for evacuation of hematoma,Procedure,,Procedure
,2100719,00222,Anesthesia for intracranial procedures; electrocoagulation of intracranial nerve,Procedure,,Procedure
,2100700,00210,Anesthesia for intracranial procedures; not otherwise specified,Procedure,,Procedure
,2100716,00218,Anesthesia for intracranial procedures; procedures in sitting position,Procedure,,Procedure
,2100712,00212,Anesthesia for intracranial procedures; subdural taps,Procedure,,Procedure
,2100715,00216,Anesthesia for intracranial procedures; vascular procedures,Procedure,,Procedure
,2100692,00174,"Anesthesia for intraoral procedures, including biopsy; excision of retropharyngeal tumor",Procedure,,Procedure
