FDA preferred term	UNII	Drugbank Name	Drugbank Id	Rxcui	RxTerm
INAMRINONE	JUT23379TN	AMRINONE	DB01427	738	IN
INCADRONATE DISODIUM	7L16W0096A	INCADRONATE	DB06255		
INDACATEROL	8OR09251MQ	INDACATEROL	DB05039	1114326	IN
INDECAINIDE	3AZF20DM1T	INDECAINIDE	DB00192		
INDEGLITAZAR	JMC809G4ZH	3-{5-METHOXY-1-[(4-METHOXYPHENYL)SULFONYL]-1H-INDOL-3-YL}PROPANOIC ACID	DB07724		
INDENE	67H8Y6LB8A	INDENE	DB02815		
INDINAVIR	5W6YA9PKKH	INDINAVIR	DB00224	114289	IN
INDINAVIR ANHYDROUS	9MG78X43ZT	INDINAVIR	DB00224	1546024	PIN
INDOLE	8724FJW4M5	INDOLE	DB04532	1311224	IN
INDOLEACETIC ACID	6U1S09C61L	1H-INDOL-3-YLACETIC ACID	DB07950		
INDOLEBUTYRIC ACID	061SKE27JP	3-INDOLEBUTYRIC ACID	DB02740		
INDOMETHACIN	XXE1CET956	INDOMETHACIN	DB00328	5781	IN
INDOXYL SULFATE	KT0QA88913	3-SULFOOXY-1H-INDOLE	DB07992		
INECALCITOL	05FZV98342	INECALCITOL	DB04796		
INGENOL MEBUTATE	7686S50JAH	INGENOL MEBUTATE	DB05013	1242806	IN
INOSINE	5A614L51CT	INOSINE	DB04335	1483575	IN
INOSINIC ACID	TAO7US05G5	IMIPENEM	DB01598	5832	IN
INOSINIC ACID	TAO7US05G5	INOSINIC ACID	DB04566	5832	IN
INOSITOL	4L6452S749	MYO-INOSITOL	DB03106	5833	IN
INSULIN ASPART	D933668QVX	INSULIN ASPART	DB01306	51428	IN
INSULIN GLARGINE	2ZM8CX04RZ	INSULIN GLARGINE	DB00047	274783	IN
IOBENGUANE	35MRW7B4AD	IOBENGUANE	DB06704	14448	IN
IODINE	9679TC07X4	MOLECULAR IODINE	DB05382	5933	IN
IODIPAMIDE	TKQ858A3VW	IODIPAMIDE	DB04711	5936	IN
IODOBENZENE	9HK5L7YBBR	IODOPHENYL	DB02252		
IOFLUPANE I-123	3MM99T8R5Q	IOFLUPANE I 123	DB08824	1426874	IN
IPRONIAZID	D892HFI3XA	IPRONIAZID	DB04818	5981	IN
IRBESARTAN	J0E2756Z7N	IRBESARTAN	DB01029	83818	IN
IRINOTECAN	7673326042	IRINOTECAN	DB00762	51499	IN
IROFULVEN	6B799IH05A	MGI-114	DB05786		
IRON	E1UOL152H7	IRON	DB01592	90176	IN
IROSUSTAT	366037O6O7	6-OXO-8,9,10,11-TETRAHYDRO-7H-CYCLOHEPTA[C][1]BENZOPYRAN-3-O-SULFAMATE	DB02292		
ISATIN	82X95S7M06	ISATIN	DB02095		
ISATOIC ANHYDRIDE	R8TFA74Y4U	ISATOIC ANHYDRIDE	DB03058		
ISATORIBINE	85141ONN7O	ISATORIBINE	DB04860		
ISATORIBINE ANHYDROUS	2DNT962H92	ISATORIBINE	DB04860		
ISOAMYL ALCOHOL	DEM9NIT1J4	1-HYDROXY-3-METHYLBUTANE	DB02296		
ISOBUTYLBENZENE	FI94T26KGB	ISOBUTYLBENZENE	DB04078		
ISOBUTYLMETHYLXANTHINE	TBT296U68M	3-ISOBUTYL-1-METHYLXANTHINE	DB07954		
ISOBUTYRIC ACID	8LL210O1U0	ISOBUTYRIC ACID	DB02531		
ISOCAPROIC ACID	4G4U8JA28T	4-METHYL VALERIC ACID	DB03993		
ISOCARBOXAZID	34237V843T	ISOCARBOXAZID	DB01247	6011	IN
ISOFERULIC ACID	XSQ2K2G7MC	(2E)-3-(3-HYDROXY-4-METHOXYPHENYL)PROP-2-ENOIC ACID	DB07109		
ISOFLUROPHATE	12UHW9R67N	ISOFLUROPHATE	DB00677	6027	IN
ISOGLUTAMINE	WL74QNU57B	4-AMIDO-4-CARBAMOYL-BUTYRIC ACID	DB03091		
ISOLEUCINE	04Y7590D77	L-ISOLEUCINE	DB00167	6033	IN
ISONIAZID	V83O1VOZ8L	ISONIAZID	DB00951	6038	IN
ISOPENTYL NITRITE	5N0U5TUC9Z	AMYL NITRITE	DB01612		
ISOPROPAMIDE	8B9I31H724	ISOPROPAMIDE	DB01625	89784	IN
ISOQUINOLINE	JGX76Y85M6	ISOQUINOLINE	DB04329		
ISOSORBIDE DINITRATE	IA7306519N	ISOSORBIDE DINITRATE	DB00883	6058	IN
ISOSORBIDE MONONITRATE	LX1OH63030	ISOSORBIDE MONONITRATE	DB01020	28004	PIN
ISOTRETINOIN	EH28UP18IF	ISOTRETINOIN	DB00982	6064	IN
ISOVALERIC ACID	1BR7X184L5	ISOVALERIC ACID	DB03750		
ISOVALINE, D-	IF7U5GXQ28	D-ISOVALINE	DB04171		
ITOPRIDE	81BMQ80QRL	ITOPRIDE	DB04924		
IVACAFTOR	1Y740ILL1Z	IVACAFTOR	DB08820	1243041	IN
IXABEPILONE	K27005NP0A	IXABEPILONE	DB04845	337523	IN
JNJ-27390467 FREE BASE	B700BD3K5Y	(5-(AMINOMETHYL)-2H-SPIRO[BENZOFURAN-3,4'-PIPERIDINE]-1'-YL)(5-(PHENYLETHYNYL)FURAN-2-YL)METHANONE	DB06962		
JOSAMYCIN	HV13HFS217	JOSAMYCIN	DB01321	6084	IN
K201	0I621Y6R4Q	K201	DB02929		
K201 FREE BASE	EBY0ENK2GQ	K201	DB02929		
K252A	IV7H45AM5B	K-252A	DB02152		
KAEMPFEROL	731P2LE49E	KAEMPHEROL	DB01852		
KAOLIN	24H4NWX5CO	KAOLIN	DB01575	6102	IN
KB-141	M5P363AFVC	3,5-DICHLORO-4-[(4-HYDROXY-3-ISOPROPYLPHENOXY)PHENYLACETIC ACID	DB03176		
KELATORPHAN	46BBW2U5D6	N-[(2R)-2-BENZYL-4-(HYDROXYAMINO)-4-OXOBUTANOYL]-L-ALANINE	DB08040		
KETOBEMIDONE HYDROCHLORIDE	U9U6LTV80K	KETOBEMIDONE	DB06738		
KETOBEMIDONE	PQS1L514CF	KETOBEMIDONE	DB06738		
KETOTIFEN FUMARATE	HBD503WORO	KETOTIFEN	DB00920	11404	PIN
KETOTIFEN	X49220T18G	KETOTIFEN	DB00920	6146	IN
KOJIC ACID	6K23F1TT52	5-HYDROXY-2-(HYDROXYMETHYL)-4H-PYRAN-4-ONE	DB01759	1426451	IN
KW-7158	S2T07V1P1G	KW-7158	DB05498		
L-2,4-DIAMINOBUTYRIC ACID	61HPH2F0W7	2,4-DIAMINOBUTYRIC ACID	DB03817		
LACOSAMIDE	563KS2PQY5	LACOSAMIDE	DB06218	623400	IN
LACTIC ACID, D-	3Q6M5SET7W	LACTIC ACID	DB04398		
LAMIVUDINE	2T8Q726O95	LAMIVUDINE	DB00709	68244	IN
LAMOTRIGINE	U3H27498KS	LAMOTRIGINE	DB00555	28439	IN
LANCOVUTIDE	BPR0F3X56H	DURAMYCIN	DB05029		
LANOSTEROL	1J05Z83K3M	LANOSTEROL	DB03696	1442199	IN
LAPATINIB	0VUA21238F	LAPATINIB	DB01259	480167	IN
LAPATINIB DITOSYLATE	G873GX646R	LAPATINIB	DB01259	481474	PIN
LAROMUSTINE	14J2G0U3NQ	VNP 40101M	DB05817		
LATANOPROST	6Z5B6HVF6O	LATANOPROST	DB00654	43611	IN
LATRUNCULIN A	SRQ9WWM084	LATRUNCULIN A	DB02621		
LATRUNCULIN B	LW7U308U7U	LATRUNCULIN B	DB08080		
LAURAMINE OXIDE	4F6FC4MI8W	LAURYL DIMETHYLAMINE-N-OXIDE	DB04147	1364388	IN
LAURIC ACID	1160N9NU9U	LAURIC ACID	DB03017	1363435	PIN
LAURTRIMONIUM	GT3793XV5S	DODECANE-TRIMETHYLAMINE	DB02779	1427083	IN
LAURYL ALCOHOL	178A96NLP2	1-DODECANOL	DB06894	1362875	IN
LAURYL ALCOHOL DIPHOSPHONIC ACID	S888WM4024	(1-HYDROXYDODECANE-1,1-DIYL)BIS(PHOSPHONIC ACID)	DB07873		
LAURYL BETAINE	Y4P927Q133	N-DODECYL-N,N-DIMETHYLGLYCINATE	DB07631	1314211	IN
LAURYL SULFATE	DIQ16UC154	DODECYL SULFATE	DB03967	1362927	IN
LEFLUNOMIDE	G162GK9U4W	LEFLUNOMIDE	DB01097	27169	IN
LEFRADAFIBAN	0R4888YXR5	LEFRADAFIBAN	DB04863		
LEPIRUDIN	Y43GF64R34	LEPIRUDIN	DB00001	237057	IN
LESOPITRON	H1CGM4755H	LESOPITRON	DB04970		
LETROZOLE	7LKK855W8I	LETROZOLE	DB01006	72965	IN
LEUCINE	GMW67QNF9C	D-LEUCINE	DB01746	6308	IN
LEUPROLIDE	EFY6W0M8TG	LEUPROLIDE	DB00007	42375	IN
LEVALBUTEROL	EDN2NBH5SS	SALBUTAMOL	DB01001	237159	IN
LEVALLORPHAN	353613BU4U	LEVALLORPHAN	DB00504	6370	IN
LEVAMISOLE	2880D3468G	LEVAMISOLE	DB00848	6371	IN
LEVETIRACETAM	44YRR34555	LEVETIRACETAM	DB01202	114477	IN
LEVOBUNOLOL	G6317AOI7K	LEVOBUNOLOL	DB01210	1813	IN
LEVOBUPIVACAINE	A5H73K9U3W	LEVOBUPIVACAINE	DB01002	259453	IN
LEVOCABASTINE	H68BP06S81	LEVOCABASTINE	DB01106	28627	IN
LEVOCARNITINE	0G389FZZ9M	L-CARNITINE	DB00583	2106	IN
LEVODOPA	46627O600J	L-DOPA	DB01235	6375	IN
LEVOFLOXACIN	6GNT3Y5LMF	LEVOFLOXACIN	DB01137	82122	IN
LEVOFLOXACIN ANHYDROUS	RIX4E89Y14	LEVOFLOXACIN	DB01137	1546009	PIN
LEVOMEFOLIC ACID	8S95DH25XC	5-METHYLTETRAHYDROFOLATE	DB04789	1025342	IN
LEVOMENTHOL	BZ1R15MTK7	MENTHOL	DB00825	236388	IN
LEVOMEPROMAZINE	9G0LAW7ATQ	METHOTRIMEPRAZINE	DB01403	6852	IN
LEVOMETHADYL ACETATE	R3B637Y991	LEVOMETHADYL ACETATE	DB01227		
LEVOMILNACIPRAN	UGM0326TXX	LEVOMILNACIPRAN	DB08918	1433212	IN
LEVONORDEFRIN	V008L6478D	LEVONORDEFRIN	DB06707	132889	IN
LEVONORGESTREL	5W7SIA7YZW	LEVONORGESTREL	DB00367	6373	IN
LEVORPHANOL	27618J1N2X	LEVORPHANOL	DB00854	6378	IN
LEVOSIMENDAN	C6T4514L4E	LEVOSIMENDAN	DB00922	73107	IN
LEVOSULPIRIDE	JTG7R315LK	SULPIRIDE	DB00391		
LEVOTHYROXINE	Q51BO43MG4	LEVOTHYROXINE	DB00451	10582	IN
LEVULINIC ACID	RYX5QG61EI	LAEVULINIC ACID	DB02239	6379	IN
LG 100268	UVU4X1103P	6-[1-(3,5,5,8,8-PENTAMETHYL-5,6,7,8-TETRAHYDRONAPHTHALEN-2-YL)CYCLOPROPYL]PYRIDINE-3-CARBOXYLIC ACID	DB01941		
LGD-2226	RI376RM5MT	6-[BIS(2,2,2-TRIFLUOROETHYL)AMINO]-4-(TRIFLUOROMETHYL)QUINOLIN-2(1H)-ONE	DB08089		
LICOFELONE	P5T6BYS22Y	LICOFELONE	DB04725		
LIDOCAINE	98PI200987	LIDOCAINE PATCH	DB05291	6387	IN
LIDORESTAT ANHYDROUS	R3734K0M7L	{3-[(4,5,7-TRIFLUORO-1,3-BENZOTHIAZOL-2-YL)METHYL]-1H-INDOL-1-YL}ACETIC ACID	DB07063		
LIMONENE OXIDE, CIS-(+)-	KBX06MQJ5Y	D-LIMONENE 1,2-EPOXIDE	DB02924		
LINAGLIPTIN	3X29ZEJ4R2	LINAGLIPTIN	DB08882	1100699	IN
LINCOMYCIN	BOD072YW0F	LINCOMYCIN	DB01627	6398	IN
LINDANE	59NEE7PCAB	LINDANE	DB00431	1388	IN
LINEZOLID	ISQ9I6J12J	LINEZOLID	DB00601	190376	IN
LINOLENIC ACID	0RBV727H71	ALPHA-LINOLENIC ACID	DB00132	52071	PIN
LINOLENIC ACID	0RBV727H71	AMINOLEVULINIC ACID	DB00855	52071	PIN
LINTITRIPT	3YFV00531K	LINTITRIPT	DB04867		
LIOTHYRONINE	06LU7C9H1V	LIOTHYRONINE	DB00279	10814	IN
LIQUIRITIGENIN	T194LKP9W6	5-DEOXYFLAVANONE	DB03601		
LISDEXAMFETAMINE DIMESYLATE	SJT761GEGS	LISDEXAMFETAMINE	DB01255	673579	PIN
LISDEXAMFETAMINE	H645GUL8KJ	LISDEXAMFETAMINE	DB01255	700810	IN
LISINOPRIL ANHYDROUS	7Q3P4BS2FD	LISINOPRIL	DB00722	1546022	PIN
LISINOPRIL	E7199S1YWR	LISINOPRIL	DB00722	29046	IN
LISURIDE	E0QN3D755O	LISURIDE	DB00589	6446	IN
LITHIUM	9FN79X2M3F	LITHIUM	DB01356	6448	IN
LITHIUM CATION	8H8Z5UER66	LITHIUM	DB01356	1546265	IN
LIVIDOMYCIN	A606AJ494W	LIVIDOMYCIN A	DB04728		
LOBELINE	D0P25S3P81	LOBELINE	DB05137	6464	IN
LOMITAPIDE	82KUB0583F	LOMITAPIDE	DB08827	1364479	IN
LOMUSTINE	7BRF0Z81KG	LOMUSTINE	DB01206	6466	IN
LOPERAMIDE	6X9OC3H4II	LOPERAMIDE	DB00836	6468	IN
LOPINAVIR	2494G1JF75	LOPINAVIR	DB01601	195088	IN
LORACARBEF	3X11EVM5SU	LORACARBEF	DB00447	28981	IN
LORACARBEF ANHYDROUS	W72I5ZT78Z	LORACARBEF	DB00447		
LORATADINE	7AJO3BO7QN	LORATADINE	DB00455	28889	IN
LORCASERIN	637E494O0Z	LORCASERIN	DB04871	1300701	IN
LORNOXICAM	ER09126G7A	LORNOXICAM	DB06725	20890	IN
LOSARTAN	JMS50MPO89	LOSARTAN	DB00678	52175	IN
LOTEPREDNOL	Z8CBU6KR16	LOTEPREDNOL	DB00873	237027	IN
LOVASTATIN	9LHU78OQFD	LOVASTATIN	DB00227	6472	IN
LOVASTATIN ACID	5CLV35Y90C	(3R,5R)-7-((1R,2R,6S,8R,8AS)-2,6-DIMETHYL-8-{[(2R)-2-METHYLBUTANOYL]OXY}-1,2,6,7,8,8A-HEXAHYDRONAPHTHALEN-1-YL)-3,5-DIHYDROXYHEPTANOIC ACID	DB03785		
LOXAPINE	LER583670J	LOXAPINE	DB00408	6475	IN
LUBIPROSTONE	7662KG2R6K	LUBIPROSTONE	DB01046	623033	IN
LUCANTHONE	FC6D57000M	LUCANTHONE	DB04967		
LULICONAZOLE	RE91AN4S8G	LULICONAZOLE	DB08933	1482680	IN
LUMICHROME	99U1UDJ2HM	7,8-DIMETHYLALLOXAZINE	DB04345		
LUMIFLAVINE	4M2669414M	7,8,10-TRIMETHYLBENZO[G]PTERIDINE-2,4(3H,10H)-DIONE	DB04726		
LUMIRACOXIB	V91T9204HU	LUMIRACOXIB	DB01283		
LURASIDONE	22IC88528T	LURASIDONE	DB08815	1040028	IN
LUTEIN	X72A60C9MT	XANTHOPHYLL	DB00137	11359	IN
LY-294002	31M2U1DVID	2-(4-MORPHOLINYL)-8-PHENYL-4H-1-BENZOPYRAN-4-ONE	DB02656		
LYMECYCLINE	7D6EM3S13P	LYMECYCLINE	DB00256	6513	IN
LYSERGAMIDE	073830XH10	LYSERGIC ACID DIETHYLAMIDE	DB04829		
LYSERGIDE	8NA5SWF92O	LYSERGIC ACID DIETHYLAMIDE	DB04829		
LYSINE, D-	3HQ6U6424Q	D-LYSINE	DB03252		
LYSINE	K3Z4F929H6	D-LYSINE	DB03252	6536	IN
MACITENTAN	Z9K9Y9WMVL	MACITENTAN	DB08932	1442132	IN
MAFENIDE	58447S8P4L	MAFENIDE	DB06795	6572	IN
MAGALDRATE	6V88E24N5T	MAGALDRATE	DB08938	29151	IN
MAGNESIUM CATION	T6V3LHY838	MAGNESIUM	DB01378	1426853	IN
MAGNESIUM	I38ZP9992A	MAGNESIUM	DB01378	6574	IN
MAGNESIUM OXIDE	3A3U0GI71G	MAGNESIUM OXIDE	DB01377	6582	IN
MAGNESIUM SALICYLATE	41728CY7UX	MAGNESIUM SALICYLATE	DB01397	52364	IN
MAGNESIUM SALICYLATE ANHYDROUS	JQ69D454N1	MAGNESIUM SALICYLATE	DB01397		
MAGNESIUM SULFATE ANHYDROUS	ML30MJ2U7I	MAGNESIUM SULFATE	DB00653	1311625	PIN
MALACHITE GREEN	12058M7ORO	MALACHITE GREEN	DB03895	896038	IN
MALACHITE GREEN CATION	AWT9R95TV1	MALACHITE GREEN	DB03895	1547770	PIN
MALEIC ACID	91XW058U2C	MALEIC ACID	DB04299	1426330	PIN
MALONDIALDEHYDE	4Y8F71G49Q	MALONALDEHYDE	DB03057		
MALONIC ACID	9KX7ZMG0MK	MALONIC ACID	DB02175		
M-AMINOBENZOIC ACID	G2X3B3O37U	GABACULINE	DB02054		
MANDELIC ACID, (R)-	PPL7YW1M9W	(R)-MANDELIC ACID	DB02280		
MANDELIC ACID, (S)-	L0UMW58G3T	(R)-MANDELIC ACID	DB02280		
MANNITOL	3OWL53L36A	MANNITOL	DB00742	6628	IN
MAPROTILINE	2U1W68TROF	MAPROTILINE	DB00934	6646	IN
MARAVIROC	MD6P741W8A	MARAVIROC	DB04835	620216	IN
MARIMASTAT	D5EQV23TDS	MARIMASTAT	DB00786		
MASOPROCOL	7BO8G1BYQU	INSM-18	DB05900	227239	IN
MASOPROCOL	7BO8G1BYQU	MASOPROCOL	DB00179	227239	IN
MB-07803	GG81XF45C2	MB07803	DB05053		
M-CHLOROPHENOL	Z2Z7M2FTAD	3-CHLOROPHENOL	DB01957		
M-DINITROBENZENE	DK8B627BU0	DINITROPHENYLENE	DB02680		
MDL-72527 FREE BASE	G28L05X0YB	MDL72527	DB04188		
MEBENDAZOLE	81G6I5V05I	MEBENDAZOLE	DB00643	6672	IN
MECHLORETHAMINE	50D9XSG0VR	MECHLORETHAMINE	DB00888	6674	IN
MECHLORETHAMINE HYDROCHLORIDE	L0MR697HHI	MECHLORETHAMINE	DB00888	155036	PIN
MECLOFENAMIC ACID	48I5LU4ZWD	MECLOFENAMIC ACID	DB00939	6678	IN
MEDROXYPROGESTERONE ACETATE	C2QI4IOI2G	MEDROXYPROGESTERONE ACETATE	DB00603	1000112	PIN
MEDRYSONE	D2UFC189XF	MEDRYSONE	DB00253	29439	IN
MEFENAMIC ACID	367589PJ2C	MEFENAMIC ACID	DB00784	6693	PIN
MEGESTROL ACETATE	TJ2M0FR8ES	MEGESTROL ACETATE	DB00351	29451	PIN
MEGLUTOL	CLA99KCD53	3-HYDROXY-3-METHYL-GLUTARIC ACID	DB04377		
MELATONIN	JL5DK93RCL	MELATONIN	DB01065	6711	IN
MELLITIC ACID	P80QSP14DM	BENZENE HEXACARBOXYLIC ACID	DB01681		
MELOXICAM	VG2QF83CGL	MELOXICAM	DB00814	41493	IN
MELPHALAN	Q41OR9510P	MELPHALAN	DB01042	6718	IN
MEMANTINE	W8O17SJF3T	MEMANTINE	DB01043	6719	IN
MENADIONE	723JX6CXY5	MENADIONE	DB00170	6728	IN
MEPERIDINE	9E338QE28F	PETHIDINE	DB00454	6754	IN
MEPHENTERMINE	TEZ91L71V4	MEPHENTERMINE	DB01365	6756	IN
MEPROBAMATE	9I7LNY769Q	MEPROBAMATE	DB00371	6760	IN
MERCAPTOPURINE	E7WED276I5	MERCAPTOPURINE	DB01033	103	IN
MERCURIC IODIDE	R03O05RB0P	MERCURY DIIODIDE	DB04445	1426941	IN
MERIMEPODIB	2ZL2BA06FU	MERIMEPODIB	DB04862		
MEROPENEM ANHYDROUS	YOP6PX0BAO	MEROPENEM	DB00760	1546029	PIN
MEROPENEM	FV9J3JU8B1	MEROPENEM	DB00760	29561	IN
MESACONIC ACID	90UTM639KK	CITRACONIC ACID	DB04734		
MESALAMINE	4Q81I59GXC	MESALAZINE	DB00244	52582	IN
MESOXALIC ACID	62R514HE48	ALPHA-KETOMALONIC ACID	DB03589		
MESTRANOL	B2V233XGE7	MESTRANOL	DB01357	6782	IN
METACRESOL	GGO4Y809LO	M-CRESOL	DB01776	1367170	IN
METAMIZOLE	934T64RMNJ	METAMIZOLE	DB04817	3523	IN
METAMIZOLE SODIUM	VSU62Z74ON	METAMIZOLE	DB04817	1537943	PIN
METARAMINOL	818U2PZ2EH	METARAMINOL	DB00610	6805	IN
METFORMIN	9100L32L2N	METFORMIN	DB00331	6809	IN
METHACYCLINE	IR235I7C5P	METHACYCLINE	DB00931	6812	IN
METHAMPHETAMINE	44RAL3456C	METHAMPHETAMINE	DB01577	6816	IN
METHANTHELINE	36EI79TX7I	METHANTHELINE	DB00940	6821	IN
METHAPYRILENE	A01LX40298	METHAPYRILENE	DB04819	6822	IN
METHAPYRILENE HYDROCHLORIDE	00S42N58OM	METHAPYRILENE	DB04819	235721	PIN
METHAQUALONE	7ZKH8MQW6T	METHAQUALONE	DB04833	6823	IN
METHARBITAL	02OS7K758T	METHARBITAL	DB00463	6825	IN
METHAZOLAMIDE	W733B0S9SD	METHAZOLAMIDE	DB00703	6826	IN
METHICILLIN	Q91FH1328A	METICILLIN	DB01603		
METHIMAZOLE	554Z48XN5E	METHIMAZOLE	DB00763	6835	IN
METHIONINE	AE28F7PNPL	L-METHIONINE	DB00134	6837	IN
METHIONINE, D-	868496F25R	D-METHIONINE	DB02893		
METHOTREXATE	YL5FZ2Y5U1	METHOTREXATE	DB00563	6851	IN
METHOXSALEN	U4VJ29L7BQ	METHOXSALEN	DB00553	6854	IN
METHOXYFLURANE	30905R8O7B	METHOXYFLURANE	DB01028	6857	IN
METHSCOPOLAMINE BROMIDE	RTN51LK7WL	METHYLSCOPOLAMINE BROMIDE	DB00462	56092	PIN
METHYLAMINE	BSF23SJ79E	METHYLAMINE	DB01828		
METHYL AMINOLEVULINATE	585NM85KYM	METHYL AMINOLEVULINATE	DB00992	337068	IN
METHYL .BETA.-D-GALACTOPYRANOSIDE	64RYD088RJ	METHYL BETA-GALACTOSIDE	DB04046		
METHYLDOPA	56LH93261Y	METHYLDOPA	DB00968	6876	IN
METHYLENE BLUE CATION	ZMZ79891ZH	3,7-BIS(DIMETHYLAMINO)PHENOTHIAZIN-5-IUM	DB08167	1546414	PIN
METHYLERGONOVINE	W53L6FE61V	METHYLERGOMETRINE	DB00353	6883	IN
METHYLHYDRAZINE	UWA30B5Z1J	METHYLHYDRAZINE	DB04361		
METHYLMALONIC ACID	8LL8S712J7	METHYLMALONIC ACID	DB04183		
METHYL NONANOATE	7XKD6QOH68	METHYL NONANOATE (ESTER)	DB01631		
METHYLPREDNISOLONE	X4W7ZR7023	METHYLPREDNISOLONE	DB00959	6902	IN
METHYL RED	69083AX1ZX	2-(4-DIMETHYLAMINOPHENYL)DIAZENYLBENZOIC ACID	DB08209		
METHYLTESTOSTERONE	V9EFU16ZIF	METHYLTESTOSTERONE	DB06710	6904	IN
METHYLTHIOINOSINE	Y5G39SHR0V	METHYLTHIOINOSINE	DB02896		
METHYSERGIDE	XZA9HY6Z98	METHYSERGIDE	DB00247	6911	IN
METIAMIDE	3K7670861M	METIAMIDE	DB08805		
METOCLOPRAMIDE	L4YEB44I46	METOCLOPRAMIDE	DB01233	6915	IN
METOCURINE IODIDE	O0U0E87X7F	METOCURINE IODIDE	DB00416	203206	PIN
METOCURINE	V0M92G2U26	METOCURINE	DB01336	29950	IN
METOPRINE	2L9RKX796Q	METOPRINE, METHODICHLOROPHEN	DB04655		
METRIBOLONE	2C323EGI97	METHYLTRIENOLONE	DB02998		
METRIZAMIDE	RHH3W8F1CO	METRIZAMIDE	DB01578	6920	IN
METRONIDAZOLE	140QMO216E	METRONIDAZOLE	DB00916	6922	IN
METYRAPONE	ZS9KD92H6V	METYRAPONE	DB01011	6923	IN
METYROSINE	DOQ0J0TPF7	METYROSINE	DB00765	266604	IN
MEVASTATIN	1UQM1K0W9X	MEVASTATIN	DB06693		
MEZLOCILLIN	OH2O403D1G	MEZLOCILLIN	DB00948	6927	IN
M-HYDROXYHIPPURIC ACID	17HCX0HNRT	3-HYDROXYHIPPURIC ACID	DB07069		
MIBEFRADIL	27B90X776A	MIBEFRADIL	DB01388	83213	IN
MICAFUNGIN	R10H71BSWG	MICAFUNGIN	DB01141	325887	IN
MIDAZOLAM	R60L0SM5BC	MIDAZOLAM	DB00683	6960	IN
MIFEPRISTONE	320T6RNW1F	MIFEPRISTONE	DB00834	6964	IN
MIGALASTAT	C4XNY919FW	MIGALASTAT	DB05018		
MIGLITOL	0V5436JAQW	MIGLITOL	DB00491	30009	IN
MIGLUSTAT	ADN3S497AZ	MIGLUSTAT	DB00419	402316	IN
MILRINONE	JU9YAX04C7	MILRINONE	DB00235	52769	IN
MINAPRINE	00U7GX0NLM	MINAPRINE	DB00805	30031	IN
MINOCYCLINE	FYY3R43WGO	MINOCYCLINE	DB01017	6980	IN
MINOXIDIL	5965120SH1	MINOXIDIL	DB00350	6984	IN
MIPOMERSEN	9GJ8S4GU0M	MIPOMERSEN	DB05528	1367839	IN
MIRABEGRON	MVR3JL3B2V	MIRABEGRON	DB08893	1300786	IN
MITIGLINIDE CALCIUM DIHYDRATE	9651C21W3Z	MITIGLINIDE	DB01252		
MITIGLINIDE	D86I0XLB13	MITIGLINIDE	DB01252		
MITOMYCIN	50SG953SK6	MITOMYCIN	DB00305	632	IN
MITOXANTRONE	BZ114NVM5P	MITOXANTRONE	DB01204	7005	IN
MOCLOBEMIDE	PJ0Y7AZB63	MOCLOBEMIDE	DB01171	30121	IN
MOEXIPRIL	WT87C52TJZ	MOEXIPRIL	DB00691	30131	IN
MOMETASONE	8HR4QJ6DW8	MOMETASONE	DB00764	108118	IN
MOMETASONE FUROATE	04201GDN4R	MOMETASONE	DB00764	30145	PIN
MOMETASONE FUROATE MONOHYDRATE	MTW0WEG809	MOMETASONE	DB00764	153374	PIN
MONOBENZONE	9L2KA76MG5	MONOBENZONE	DB00600	17145	IN
MONOETHANOLAMINE	5KV86114PT	ETHANOLAMINE	DB03994	24457	IN
MONOETHYL PHOSPHATE	BMH1WT204A	ETHYL DIHYDROGEN PHOSPHATE	DB03822		
MONOFLUOROPHOSPHATE ION	4964UZ79MI	FLUORO-PHOSPHITE ION	DB02348	1546445	PIN
MONOPHENYL PHOSPHATE	75M88J863E	PHENYLPHOSPHATE	DB03298		
MONOTHIOGLYCEROL	AAO1P0WSXJ	MONOTHIOGLYCEROL	DB03864	1363062	IN
MONTELUKAST	MHM278SD3E	MONTELUKAST	DB00471	88249	IN
MORICIZINE	2GT1D0TMX1	MORICIZINE	DB00680	40169	IN
MORPHINE	76I7G6D29C	MORPHINE	DB00295	7052	IN
MOTEXAFIN GADOLINIUM	6433A42F4F	MOTEXAFIN GADOLINIUM	DB05428		
MOTEXAFIN LUTETIUM	0A85BJ22L6	MOTEXAFIN LUTETIUM	DB05296		
MOXIFLOXACIN	U188XYD42P	MOXIFLOXACIN	DB00218	139462	IN
MUPIROCIN	D0GX863OA5	MUPIROCIN	DB00410	42372	IN
MYCOPHENOLATE MOFETIL	9242ECW6R0	MYCOPHENOLATE MOFETIL	DB00688	68149	IN
MYCOPHENOLIC ACID	HU9DX48N0T	MYCOPHENOLIC ACID	DB01024	7145	IN
MYRICETIN	76XC01FTOJ	MYRICETIN	DB02375	1368374	IN
MYRISTIC ACID	0I3V7S25AW	MYRISTIC ACID	DB08231	1356758	PIN
MYRISTYL SULFATE	6VOC18EIBH	SODIUM TETRADECYL SULFATE	DB00464		
N-(2-ACETAMIDO)IMINODIACETIC ACID	5C4R3O704E	N-(2-ACETAMIDO)IMINODIACETIC ACID	DB02810		
N-(4-CHLORO-3-((3-METHYL-2-BUTENYL)OXY)PHENYL)-2-METHYL-3-FURANCARBOTHIOAMIDE	L7K247H29H	UC-781	DB05871		
