CONCEPT_NAME	CONCEPT_ID	CONCEPT_NAME_2	PRECEDENCE
Valsartan	1308842	valsartan	1
Valsartan Aaa	43576261	Valsartan Aaa	1
Valsartan Abz	43576262	Valsartan Abz	1
Valsartan Al	43576321	Valsartan Al	1
Valsartan Aurobindo	43576322	Valsartan Aurobindo	1
Valsartan Basics	43576324	Valsartan Basics	1
Valsartan Denk	43576328	Valsartan Denk	1
Valsartan Dexcel	43576329	Valsartan Dexcel	1
Valsartan Dura	43576330	Valsartan Dura	1
Valsartan Hct Aaa	43576332	Valsartan Hct Aaa	1
Valsartan Hennig	43576333	Valsartan Hennig	1
Valsartan Hennig Plus Hct	43576334	Valsartan Hennig Plus Hct	1
Valsartan Heumann	43576335	Valsartan Heumann	1
Valsartan Hexal	43576336	Valsartan Hexal	1
Valsartan Ratiopharm	43129163	VALSARTAN RATIOPHARM	1
Valsartan Stada	43576340	Valsartan Stada	1
Valsartan Zentiva	43129166	VALSARTAN ZENTIVA	1
Valtrex	19022912	Valtrex	1
Valverde Efeu	43576503	Valverde Erkaeltung	1
Valverde Verdauung	43576505	Valverde Verdauung	1
Valverde Wechseljahre	43576506	Valverde Wechseljahre	1
Vanadium	19007693	Vanadium	1
Vancomycin	1707687	Vancomycin	1
Vancomycin Enterocaps	43576515	Vancomycin Enterocaps	1
Vancomycin Hexal	43576516	Vancomycin Hexal	1
Vancomycin Kabi	43576518	Vancomycin Kabi	1
Vancomycin Lyomark	43576520	Vancomycin Lyomark	1
Vancomycin Noridem	43576522	Vancomycin Noridem	1
Vancosan	43575540	Vancosan	1
Vancosan Oral	43575541	Vancosan Oral	1
Vandetanib	40238052	Vandetanib	1
Vanillin	43014262	vanillin	1
Vaniqa	19006252	Vaniqa	1
Vantas	19084190	Vantas	1
Vaprino	43560684	Vaprino	1
Vaqta	19012553	Vaqta	1
Vardenafil	1311276	vardenafil	1
Varenicline	780442	varenicline	1
Vargatef	21018600	Vargatef	1
Varicellon	43575545	Varicellon	1
Varidase	21015264	Varidase Topical	1
Varilrix	21015693	Varilrix	1
Varivax	19007678	Varivax	1
Vasomotal	43575551	Vasomotal	1
Vasopos	43575553	Vasopos N	1
Vasopos N	43575553	Vasopos N	1
Vasopressin	1507835	Vasopressin (USP)	1
Vasosan P	43575554	Vasosan P	1
Vasosan S	43575555	Vasosan S	1
Vaxigrip	43129444	VAXIGRIP	1
Vectarion	43129445	VECTARION	1
Vectavir	43254473	Vectavir	1
Vectibix	19002871	Vectibix	1
Vecuronium Bromide	19012598	Vecuronium	1
Vecuronium Hikma	43575557	Vecuronium Hikma	1
Vecuronium Inresa	43575558	Vecuronium Inresa	1
Vedolizumab	45774639	vedolizumab	1
Vedrop	21014341	Vedrop	1
Vegetable Fibre	986517	Cellulose	1
Vegetable Oil	42899093	Hydrogenated Vegetable Oil	1
Velafee	43575559	Velafee	1
Velaglucerase Alfa	40174604	Velaglucerase Alfa	1
Velbe	21015863	Velbe	1
Velbienne	43575561	Velbienne	1
Velcade	19036262	Velcade	1
Velmari	43575562	Velmari	1
Velmetia	43129451	VELMETIA	1
Velosulin	19007850	Velosulin	1
Velpatasvir	36249204	Velpatasvir	1
Velphoro	44784988	Velphoro	1
Vemurafenib	40241937	Vemurafenib	1
Venalot	43575566	Venalot	1
Venalot A	43575566	Venalot	1
Venastat	19035004	Venastat	1
Venelbin	43575568	Venelbin Ruscus Neu	1
Venen Aktiv	43575569	Venen Aktiv	1
Venensalbe	43575577	Venensalbe B	1
Venice Turpentine	1106647	Turpentine	1
Venla q	43254490	Venla	1
Venla Teva	43575579	Venla Teva	1
Venlafaxin	43575674	Venlafaxin Al	1
Venlafaxin Aaa	43575671	Venlafaxin Aaa	1
Venlafaxin Abz	43575672	Venlafaxin Abz	1
Venlafaxin Acis	43575673	Venlafaxin Acis	1
Venlafaxin Al	43575674	Venlafaxin Al	1
Venlafaxin Atid	43575675	Venlafaxin Atid	1
Venlafaxin Beta	43575677	Venlafaxin Beta	1
Venlafaxin Bluefish	43575679	Venlafaxin Bluefish	1
Venlafaxin Farmaprojects	43575681	Venlafaxin Farmaprojects	1
Venlafaxin Hennig	43575682	Venlafaxin Hennig	1
Venlafaxin Heumann	43575683	Venlafaxin Heumann	1
Venlafaxin Hexal	43575684	Venlafaxin Hexal	1
Venlafaxin Stada	43576074	Venlafaxin Stada	1
Venlafaxin Sun	43576075	Venlafaxin Sun	1
Venlafaxin Tad	43576076	Venlafaxin Tad	1
Venlafaxin Teva	43576077	Venlafaxin Teva	1
Venlafaxin Winthro	43576079	Venlafaxin Winthrop Osmo	1
Venlafaxine	743670	venlafaxine	1
Venlasan	43576155	Venlasan	1
Venofer	19016246	Venofer	1
Venofundin	21015343	Venofundin	1
Venomil	19121337	Venomil	1
Venoplant	43576165	Venoplant Retard S	1
Venoplant A	43576165	Venoplant Retard S	1
Venoruton	43576166	Venoruton 300	1
Venoruton	43576167	Venoruton Emulgel	3
Venoruton	43576168	Venoruton Intens	2
Venosin	43576169	Venosin	1
Venosin Gel	43576169	Venosin	1
Venostasin	43576170	Venostasin	1
Ventavis	19080429	Ventavis	1
Ventolair	43576174	Ventolair	1
Vepesid	19045224	Vepesid	1
Vera Heumann	43576177	Vera 120 Heumann	1
Vera Heumann	43576178	Vera 240 Retard Heumann	2
Vera Heumann	43576179	Vera 40 Heumann	3
Vera Heumann	43576180	Vera 80 Heumann	4
Vera Lich	43576181	Vera Lich	1
Veragamma	43576185	Veragamma 80	1
Veragamma	43576184	Veragamma 40	2
Verahexal	43576186	Verahexal	1
Veramex	43576269	Veramex	1
Verapamil	1307863	Verapamil	1
Verapamil Abz	43576276	Verapamil Abz	1
Verapamil Al	43576278	Verapamil Al 120	1
Verapamil Atid	43576282	Verapamil Atid	1
Verapamil Dura	43576283	Verapamil Dura	1
Verapamil Sandoz	43129488	VERAPAMIL SANDOZ	1
Verapamil Teva	43129490	VERAPAMIL TEVA	1
Veratide	43576288	Veratide	1
Veratrum Album	19071831	VERATRUM ALBUM Preparation	1
Veratrum Viride	19007200	Veratrum Viride Preparation	1
Veratrum Viride	42899988	Veratrum viride root extract	2
Verbascum Densiflorum	42899989	Verbascum densiflorum leaf extract	2
Verbascum Densiflorum	45775378	Verbascum densiflorum whole extract	1
Verbascum Densiflorum	43013846	Verbascum densiflorum flowering top extract	3
Verbascum Densiflorum	44816325	Verbascum densiflorum flower extract	4
Verbascum Injeel	43576293	Verbascum Comp	1
Verbascum Thapsus	42904026	Verbascum thapsus extract	1
Verbena Officinalis	43532249	Verbena officinalis extract	1
Veregen	19001661	Veregen	1
Vergentan	43576345	Vergentan	1
Verla Pharm	21019391	Verla Pharm	1
Vermox	19044549	Vermox	1
Vermox	43576346	Vermox Forte	2
Veronica Officinalis	42899993	Veronica officinalis flowering top extract	1
Veronicastrum	42904295	Veronicastrum virginicum root extract	1
Veroptinstada	43576347	Veroptinstada	1
Verrucid	43576348	Verrucid	1
Verrulyse	43129497	VERRULYSE-METHIONINE	1
Verrumal	43576349	Verrumal	1
Versatis	21018095	Versatis	1
Verteporfin	912803	Verteporfin	1
Vertigopas	44022048	Vertigopas	1
Vertigo-Vomex N	43576354	Vertigo-Vomex S	1
Vertigo-Vomex N	43576355	Vertigo-Vomex Sr Retardkapseln	2
Vesanoid	19023588	Vesanoid	1
Vesdil	43576356	Vesdil	1
Vesicare	19069986	Vesicare	1
Vesiherb	43576360	Vesiherb	1
Vesikur	43576361	Vesikur	1
Vespa Crabo	43532250	Vespa crabro preparation	1
Vespula Ssp	19011001	Wasp Venoms	1
Vexol	19085202	Vexol	1
Vfend	19025654	Vfend	1
Viacoram	43576367	Viacoram	1
Viagra	19036976	Viagra	1
Viani	43576368	Viani	1
Viatim	21018808	ViATIM	1
Vibramycin	19044576	Vibramycin	1
Viburcol	44022062	Viburcol	1
Viburnum Opulum	42900007	VIBURNUM OPULUS ROOT	1
Viburnum Prunifolium	42900008	Viburnum prunifolium bark extract	1
Vichy	44024964	Vichy	1
Vicia Faba	44012626	Common Bean Garden	1
Victoza	40170305	Victoza	1
Victrelis	40239065	Victrelis	1
Vidarabine	908126	Vidarabine	1
Vidaza	19073043	Vidaza	1
Videx	19022915	Videx	1
Vidisept	43576435	Vidisept	1
Vidisept Ophtiole	43576435	Vidisept	1
Vidisic	43576437	Vidisic	1
Viekirax	21017714	Viekirax	1
Vifor	21019774	Vifor Pharma UK Ltd	1
Vigabatrin	19020002	Vigabatrin	1
Vigamox	19047816	Vigamox	1
Vigantol	21014800	Vigantol	1
Vigantoletten	21015519	Vigantoletten	1
Vigil	43576441	Vigil	1
Viiv	44024965	Viiv Healthcare Ulc	1
Vilanterol	43532539	vilanterol	1
Vildagliptin	19122137	vildagliptin	1
Viloxazine	19008261	Viloxazine	1
Vimovo	43525491	Vimovo	1
Vimpat	19033650	Vimpat	1
Vinblastine	19008264	Vinblastine	1
Vinca Minor	42903949	Vinca minor extract	1
Vincamine	19008269	Vincamine	1
Vincetoxicum Officinale	44012526	Asclepias Vincetoxicum	1
Vincetoxicum Officinale	44012527	"Asclepias Vincetoxicum, Folia"	2
Vincristine	1308290	Vincristine	1
Vindesine	19008336	Vindesine	1
Vinflunine	36878852	Vinflunine	1
Vinorelbin Hospira	43576451	Vinorelbin Hospira	1
Vinorelbin Nc	43576453	Vinorelbin Nc	1
Vinorelbine	1343346	vinorelbine	1
Vinpocetine	19095462	vinpocetine	1
Vinylbital	19021512	butylvinal	1
Vioform	21017347	Vioform-Hydrocortisone	1
Vioform 1900	21017347	Vioform-Hydrocortisone	1
Viola Odorata	43013852	Viola odorata extract	1
Viola Tricolor Arvensis	43525829	Viola tricolor extract	1
Violette	43576459	Violette	1
Vioxx	19100501	Vioxx	1
Vipera Ammodytes	36878794	Vipera Ammodytes Venom equine immunoglobulin	1
Vipera Berus	42900018	Vipera Berus Venom	1
Vipharm	43578075	Vipharm GmbH	1
Viquidil	19102101	viquidil	1
Viracept	19015457	Viracept	1
Viramune	19086917	Viramune	1
Viread	19016196	Viread	1
Virgan	21015630	Virgan	1
Viridal	21014582	Viridal	1
Viroflu	21016552	Viroflu	1
Virola Sebifera	42900019	Virola sebifera resin extract	1
Virudermin	43576461	Virudermin	1
Viru-Merz	43576460	Viru-Merz Serol	1
Virupos	43576462	Virupos	1
Virzin	43575580	Virzin	1
Visanne	43130248	VISANNE	1
Viscum Album	1330974	Viscum album preparation	1
Viscum P	43575585	Viscum Comp	1
Visine Yxin	19088883	Visine	1
Visipaque	19011063	Visipaque	1
Viskaldix	21017680	Viskaldix	1
Visken	19044627	Visken	1
Visken	43130251	VISKEN QUINZE	2
Vismodegib	42709321	vismodegib	1
Vistabel	21018344	Vistabel	1
Vistaprep	43575591	Vistaprep	1
Vistide	19045055	Vistide	1
Visudyne	19100283	Visudyne	1
Vita Gerin	43575594	Vita Gerin	1
Vitaferro	43575599	Vitaferro Brause	1
Vitaflo	21019859	Vitaflo International Ltd	1
Vitafluid	43575601	Vitafluid	1
Vitagamma Vitamin D3	43575602	Vitagamma Vitamin D3	1
Vitagel	43575603	Vitagel	1
Vitagutt Knoblauch	43575604	Vitagutt Vitamin E	1
Vitagutt Lt	43575604	Vitagutt Vitamin E	1
Vitalia	43580094	VITALIA Vertriebs GmbH	1
Vitalipid	43254463	Vitalipid N Adult	1
Vitalo	21020552	Vitalograph Ltd	1
Vitamin B Complex	19010970	Vitamin B Complex	1
Vitamin B Duo	43575612	Vitamin B Duo	1
Vitamin B12 Rotexmedica	43575690	Vitamin B12 Rotexmedica	1
Vitamin B12-Ratiop	43575698	Vitamin B12-Ratiopharm N	3
Vitamin E	19009540	Vitamin E	1
Vitamin F	19011795	linoleate	1
Vitamin K	19010128	Vitamin K	1
Vitamin K2	19106287	Vitamin K 2	1
Vitane Pharma	43578318	Vitane Pharma GmbH	1
Vitango	43575735	Vitango	1
Vitaros Hexal	43575736	Vitaros Hexal	1
Vitasprint	43575737	Vitasprint B12	1
Vitasprint	43575738	Vitasprint B12 Trinkflaeschchen	2
Vitasprint B12	43575737	Vitasprint B12	1
Vitazink	43575740	Vitazink	1
Vitex Agnus-Castus	44506796	Vitex agnus-castus whole extract	1
Vitis Vinifera	1392182	Grape Seed Extract	1
Vitorgan	43579185	vitOrgan Arzneimittel GmbH	1
Vitreous Body	36878750	bovine vitreous body extract	1
Viva	44024983	Viva Life Science	2
Viva	44024984	Viva Pharmaceutical	1
Vivace	43575742	Vivace	1
Vivaglobin	19086409	Vivaglobin	1
Vivalan	19126911	Vivalan	1
Viveo	43575743	Viveo	1
Vividrin	21017552	Vividrin	1
Vividrin Akut	21017552	Vividrin	1
Vividrin M.Lorata.	21017552	Vividrin	1
Vividrin M.Terfen.	21017552	Vividrin	1
Vivinox	43575752	Vivinox Day Beruhigungsdragees Baldrian + Melisse +Passionsblume	1
Vivinox	43575753	Vivinox Night Einschlafdragees	2
Vivinox	43575754	Vivinox Sleep Schlafdragees	3
Vivinox	43575755	Vivinox Sleep Schlaftabletten Stark	4
Vobaderm	43575756	Vobaderm	1
Vobaderm A	43575756	Vobaderm	1
Vobaderm Plus	43575756	Vobaderm	1
Vobaderm Plus Tink	43575756	Vobaderm	1
Vobamyk	43575757	Vobamyk	1
Vocado	43575758	Vocado	1
Vocado Hct	43575759	Vocado Hct	1
Voco	43132592	VOCO	1
Vokanamet	21018433	Vokanamet	1
Volibris	21018669	Volibris	1
Vollmers Hafertee	43575760	Vollmers Praeparierter Gruener Hafertee	1
Vollmers Hafertee	43575761	Vollmers Praeparierter Gruener Hafertee N	2
Volmac	43575762	Volmac	1
Volon	43575763	Volon	1
Volon A	43575764	Volon A	1
Volon A Rhin	43575763	Volon	1
Volon A Rhin	43575764	Volon A	2
Volonimat	43575772	Volonimat	1
Voltaflex	43130277	VOLTAFLEX	1
Voltaren	19044580	Voltaren	1
Voltaren Nvr	43575776	Voltaren Dolo	1
Voltaren Nvr	43575781	Voltaren Plus	2
Voltaren Nvr	43575785	Voltaren Spray	3
Voltax	43575787	Voltax	1
Volulyte	21017561	Volulyte	1
Voluven	19058060	Voluven	1
Vomacur	43575789	Vomacur	1
Vomex A	43575790	Vomex A	1
Voriconazole	1714277	voriconazole	1
Vorina	43575815	Vorina	1
Vortioxetine	44507700	vortioxetine	1
Votrient	40167395	Votrient	1
Votubia	21016782	Votubia	1
Votum	43575816	Votum	1
Votum Plus	43575817	Votum Plus	1
Vulnostimulin	43575819	Vulnostimulin	1
Vytorin	19063331	Vytorin	1
Wachendorff	43579209	Wachendorff-Chemie GmbH	1
Wagner Gewuerze	43254538	Wagner	1
Wala	43578967	WALA Heilmittel GmbH	1
Warfarin	1310149	Warfarin	1
Warimazol Derm	43575823	Warimazol Derm	1
Warimazol Vag	43575824	Warimazol Vag	1
Warner Chilcott	21019424	Warner Chilcott UK Ltd	1
Wartec	19015925	Wartec	1
Wasabia Japonica	40227434	wasabi preparation	1
Wasabia Japonica	42899973	Wasabi root extract	2
Water	19010309	Water	1
Water For Injection/Infusion	19010309	Water	1
Water For Irrigation	19010309	Water	1
Water Jel	44024876	"Water-Jel Technologies,Llc"	1
Wecesin	43575856	Wecesin	1
Weimer	43579045	Weimer Pharma GmbH	1
Weissdorn	43575949	Weissdorn	1
Weissdorn Ct	43575949	Weissdorn	1
Weissdornoel	43575949	Weissdorn	1
Weleda	43132632	WELEDA	1
Weleda Calendula	43575899	Weleda Calendula-Essenz	1
Weleda Flechtenhonig	43575902	Weleda Flechtenhonig	1
Wellbutrin	19052186	Wellbutrin	1
Wellnara	43575911	Wellnara	1
Wellvone	43130286	WELLVONE	1
Wepa	43578916	Wepa	1
Wero	43579219	Wero-medical Werner Michallik GmbH & Co.KG	1
Whiteh.Much/Pfizer	43132662	PFIZER	1
Whiteh.Much/Pfizer	21019253	Pfizer Ltd	2
Wick	43575980	Wick Duospray	1
Wick Duogrippal	43575979	Wick Duogrippal	1
Wick Formel 44 L	43575992	Wick Vaporub Erkaeltungssalbe	1
Wick Schleimloeser	43575988	Wick Schleimloeser	1
Wick Sinex	43575989	Wick Sinex Avera Nasenspray	1
Wick Sinex	43575990	Wick Sinex Schnupfenspray	2
Wick Vaporub	43575992	Wick Vaporub Erkaeltungssalbe	1
Wieb Pharm	43578404	WIEB Pharm Vertriebs GmbH & Co. KG	1
Wiedemann	43579532	Wiedemann Pharma GmbH Biologisch-Pharmazeutische Praeparate	1
Wigopharm	43579602	Wigopharm GmbH	1
Wilate	40168866	Wilate	1
Willfact	21014921	Willfact	1
Will-Pharma	43578843	Will - Pharma	1
Wilzin	21014363	Wilzin	1
Windsalbe	43575841	Windsalbe	1
Withania Somnifera	42899998	Withania somnifera flower extract	1
Withania Somnifera	42899999	Withania somnifera leaf extract	2
Withania Somnifera	42900000	Withania somnifera root extract	3
Woerwag	43579716	Woerwag Pharma GmbH & Co. KG	1
Woerwag	43579716	Woerwag Pharma GmbH & Co. KG	1
Wolfiporia Extensa	40220850	Wolfiporia extensa whole extract	1
Wool Alcohols	43531973	LANOLIN ALCOHOLS	1
Wool Alcohols	45776002	sheep wool preparation	3
Wool Alcohols	977949	ichthammol	2
Wool Fat	977949	ichthammol	2
Wool Fat	19087317	Lanolin	1
Wrigley	44024905	Wrigley Canadna	1
X Prep	19043831	X-prep	1
Xagrid	21014994	Xagrid	1
Xalacom	21017926	Xalacom	1
Xalatan	19023349	Xalatan	1
Xaluprine	21017443	Xaluprine	1
Xamiol	21014985	Xamiol	1
Xanaflu	43575861	Xanaflu	1
Xanax	19041942	Xanax	1
Xanef	43575862	Xanef	1
Xanef Cor	43575863	Xanef Cor	1
Xanthan Gum	42900551	Xanthan Gum	1
Xanthium Spinosum	42903953	Xanthium extract	1
Xantinol Nicotinate	19059142	Xanthinol	1
Xapro	43575864	Xapro	1
Xarelto	40241222	Xarelto	1
Xatral	21019006	Xatral	1
Xefo	21018210	Xefo	1
Xelevia	43130976	XELEVIA	1
Xeloda	19085739	Xeloda	1
Xenazine	19080961	Xenazine	1
Xenbilox	21016914	Xenbilox	1
Xenetix	43130977	XENETIX	1
Xenical	19088039	Xenical	1
Xeomin	40225701	Xeomin	1
Xeplion	21018230	Xeplion	1
Xgeva	40230509	Xgeva	1
Xiapex	21017568	Xiapex	1
Xifaxan	19069917	XIFAXAN	1
Xigduo	45775387	Xigduo	1
Ximovan	43575869	Ximovan	1
Xipagamma	43575870	Xipagamma	1
Xipamid Abz	43575875	Xipamid Abz	1
Xipamid Al	43575876	Xipamid Al	1
Xipamid Heumann	43575877	Xipamid Heumann	1
Xipamid Hexal	43575878	Xipamid Hexal	1
Xipamid Stada	43575879	Xipamid Stada	1
Xipamide	19010493	Xipamide	1
Xitix	43575882	Xitix	1
Xolair	19036317	Xolair	1
Xomolix	21016705	Xomolix	1
Xtandi	42900005	Xtandi	1
Xultophy	1718707	Xultophy	1
Xusal	43575884	Xusal	1
Xylit	43575889	Xylit	1
Xylitol	19010496	Xylitol	1
Xylocain	19042223	Xylocaine	1
Xylocain	43575918	Xylocain Gel	3
Xylocain	43575919	Xylocain Pumpspray	2
Xylocitin	43575921	Xylocitin	1
Xylometazolin	43575929	Xylometazolin-Nasenspray	1
Xylometazoline	943852	xylometazoline	1
Xylonest	43575930	Xylonest	1
Xylonest Adrenalin	43575930	Xylonest	1
Xyloneural	43575932	Xyloneural	1
Xylose	19010499	Xylose	1
Xylose Isomerase	19010499		1
Xyrem	19035069	Xyrem	1
Xyzal	19043838	Xyzal	1
Xyzall	19043838	Xyzal	1
Yaluvea	43575937	Yaluvea	1
Yantil	43575939	Yantil	1
Yara Hexal	43575941	Yara Hexal	1
Yasmin	19071676	Yasmin	1
Yasminelle	43575944	Yasminelle	1
Yasnal	43575945	Yasnal	1
Yellow Beeswax	40161546	beeswax	1
Yellox	21016232	Yellox	1
Yentreve	21017334	Yentreve	1
Yervoy	40238070	Yervoy	1
Yocon Glenwood	43575964	Yocon-Glenwood Tabletten	1
Yohimbic Acid	1385800	yohimbine	1
Yohimbine	1385800	yohimbine	1
Yomesan	21016837	Yomesan	1
Yomogi	43575966	Yomogi	1
Yomogi 500	43575966	Yomogi	1
Yucca	43532253	Yucca Schidigera extract	3
Yucca	42900041	Yucca schidigera root extract	2
Yucca	42903423	Yucca glauca root extract	5
Yucca	19098563	Yucca extract	1
Yucca	42904060	Yucca filamentosa extract	6
Yucca	19004388	YUCCA ROOT	4
Zacpac	43575969	Zacpac	1
Zaditen	19068865	Zaditen	1
Zalain	43577671	Zalain	1
Zalasta	21018211	Zalasta	1
Zalcitabine	1724827	Zalcitabine	1
Zaldiar	43130996	ZALDIAR	1
Zaleplon	720727	zaleplon	1
Zaltrap	42874109	Zaltrap	1
Zambon	21020290	Zambon GmbH	1
Zanamivir	1708748	Zanamivir	1
Zaneril	43577676	Zaneril	1
Zanipress	43577677	Zanipress	1
Zanthoxylum	42900035	Zanthoxylum americanum bark extract	1
Zanthoxylum	42900036	Zanthoxylum armatum var. armatum fruit extract	2
Zanthoxylum	43012159	Zanthoxylum bungeanum fruit extract	3
Zanthoxylum	43013875	Zanthoxylum bungeanum fruit rind extract	4
Zanthoxylum	43013876	Zanthoxylum bungeanum whole extract	5
Zanthoxylum	43013018	Zanthoxylum nitidum root extract	6
Zanthoxylum	42900037	Zanthoxylum piperitum fruit pulp extract	7
Zanthoxylum	43560349	Zanthoxylum piperitum fruit rind extract	8
Zanthoxylum	44814454	Zanthoxylum piperitum whole extract	9
Zanthoxylum	42904244	Zanthoxylum schinifolium whole extract	10
Zanthoxylum	45892609	Zanthoxylum zanthoxyloides bark extract	11
Zantic	43577678	Zantic	1
Zaroxolyn	19048218	Zaroxolyn	1
Zarzio	21017763	Zarzio	1
Zavedos	19015930	Zavedos	1
Zavesca	19036314	Zavesca	1
Zea Mais	44784985	Zea mays subsp. mays whole extract	1
Zeaxanthin	1343914	Zeaxanthin	1
Zebinix	21018704	Zebinix	1
Zeel	43131004	ZEEL	1
Zeel Comp	43131004	ZEEL	1
Zeel P	43131004	ZEEL	1
Zeffix	21018849	Zeffix	1
Zelboraf	40241911	Zelboraf	1
Zeldox	21018130	Zeldox	1
Zemplar	19086025	Zemplar	1
Zentiva Pharma	21019194	Zentiva	1
Zentropil	43577685	Zentropil	1
Zeppenfeldt	43578117	Zeppenfeldt Pharma GmbH	1
Zerit	19047923	Zerit	1
Zestoretic	19135784	Zestoretic	1
Zestril	19038723	Zestril	1
Ziagen	19086089	Ziagen	1
Ziconotide	19005061	ziconotide	1
Zidovudin Aurobindo	43577715	Zidovudin Aurobindo	1
Zidovudine	1710612	Zidovudine	1
Zienam	43577716	Zienam	1
Zimmermann	43580216	Zimmermann-Apotheke Brigitte Zimmermann	1
Zinacef	19010670	Zinacef	1
Zinc	19079204	Zinc	1
Zinc	911064	Zinc	2
Zinc	19044522	Zinc	3
Zinc	44012742	Zinc	4
Zinc	979096	Zinc	5
Zinc	36878603	Zinc	6
Zinc	19010696	Zinc	7
Zindaclin	43254419	Zindaclin	1
Zineryt	21016806	Zineryt	1
Zingiber Officinale	43525873	Zingiber officinale whole extract	1
Zink Aaa	43577751	Zink Aaa	1
Zink Al	43577752	Zink Al	1
Zink Beta	43577753	Zink Beta	1
Zink Hexal	43577755	Zink Hexal	1
Zink Nch	43577756	Zink Nch	1
Zink Pos	43577761	Zink-Pos	1
Zink Verla	43577757	Zink Verla	1
Zinkaspart	43577766	Zinkaspart	1
Zinkit	43577774	Zinkit 3	1
Zinkoel	43577776	Zinkoel	1
Zinkoel Bw	43577777	Zinkoel Bw	1
Zinkotase	43577796	Zinkotase	1
Zinkpaste	43577802	Zinkpaste Bw	1
Zinksalbe	43577850	Zinksalbe Bw	1
Zinksalbe	43577858	Zinksalbe-Ct	2
Zinksalbe Bw	43577850	Zinksalbe Bw	1
Zinnat	19054806	Zinnat	1
Zinnkraut	43577859	Zinnkraut	1
Zintona	43577654	Zintona	1
Ziprasidon Abz	43577656	Ziprasidon Abz	1
Ziprasidon Al	43577657	Ziprasidon Al	1
Ziprasidon Beta	43577660	Ziprasidon Beta	1
Ziprasidon Hexal	43577661	Ziprasidon Hexal	1
Ziprasidon Mylan	43577662	Ziprasidon Mylan	1
Ziprasidon Pfizer	43577663	Ziprasidon Pfizer	1
Ziprasidon Stada	43577664	Ziprasidon Stada	1
Ziprasidone	712615	ziprasidone	1
Zipsilan	43577670	Zipsilan	1
Zirconium	44816339	Zirconium	1
Zirkulin Indische Flohsamen	43577688	Zirkulin Indische Flohsamen	1
Zispin	21016471	Zispin	1
Zithromax	19038730	Zithromax	1
Zithromax	43577690	Zithromax I.V	2
Zizia Aurea	35603204	Zizia aurea root extract	1
Zocor	19038966	Zocor	1
Zocor	43577692	Zocor Forte	2
Zocor	43577693	Zocor Forte Xl	3
Zocor	21015737	Zocor Ht-Pro	4
Zodin	43131016	ZODIN	1
Zoely	21016100	Zoely	1
Zofenil	43131017	ZOFENIL	1
Zofenil Plus	43577695	Zofenil Plus	1
Zofenopril	19102107	zofenopril	1
Zofran	19000633	Zofran	1
Zoladex	19079531	Zoladex	1
Zoladex Gyn	19079531	Zoladex	1
Zoledron Zentiva	43577700	Zoledron Zentiva	1
Zoledronat Medicopharm	43577702	Zoledronat Medicopharm	1
Zoledronic Acid	1524674	zoledronic acid	1
Zoledronsaeure Al	43577704	Zoledronsaeure Al	1
Zoledronsaeure Axios	43577705	Zoledronsaeure Axios	1
Zoledronsaeure Fresenius Kabi	43577711	Zoledronsaeure Fresenius Kabi	1
Zoledronsaeure Hexal	43577714	Zoledronsaeure Hexal	1
Zoledronsaeure Ibigen	43577719	Zoledronsaeure Ibigen	1
Zoledronsaeure Logenex	43577721	Zoledronsaeure Logenex	1
Zoledronsaeure Mylan	43577722	Zoledronsaeure Mylan	1
Zoledronsaeure Onkovis	43577726	Zoledronsaeure Onkovis	1
Zoledronsaeure Stada	43577733	Zoledronsaeure Stada	1
Zoledronsaeure Vipharm	43577736	Zoledronsaeure Vipharm	1
Zolim	43577742	Zolim	1
Zolmitriptan	1116031	zolmitriptan	1
Zolmitriptan Al	43577780	Zolmitriptan Al	1
Zolmitriptan Glenmark	43577782	Zolmitriptan Glenmark	1
Zolmitriptan Hexal	43577783	Zolmitriptan Hexal	1
Zolmitriptan Stada	43577784	Zolmitriptan Stada	1
Zoloft	19043820	Zoloft	1
Zolpidem	744740	zolpidem	1
Zolpidem Abz	43577806	Zolpidem Abz	1
Zolpidem Actavis	43131033	ZOLPIDEM ACTAVIS	1
Zolpidem Al	43577807	Zolpidem Al	1
Zolpidem Dura	43577809	Zolpidem Dura	1
Zolpidem Heumann	43577810	Zolpidem Heumann	1
Zolpidem Hexal	43577811	Zolpidem Hexal	1
