Drug_code	drug_form	form_code	ingredient	dosage	volume	ingr_nature	comp_number
60117855	solution	67602	PAMIDRONATE DE SODIUM	15 mg	1 ml	SA	1
60118715	comprimé	2171	PREDNISONE	1 mg	un comprimé	SA	1
60118971	comprimé	199	PINAVÉRIUM (BROMURE DE)	100 mg	un comprimé	SA	1
60120709	comprimé	1097	ALLOPURINOL	"200,00 mg"	un comprimé	SA	1
60120812	solution	20915	IRINOTÉCAN (CHLORHYDRATE D') TRIHYDRATÉ	20 mg	1 ml de solution	SA	1
60120812	solution	73952	IRINOTÉCAN	"17,33 mg"	1 ml de solution	FT	1
60121234	comprimé	84273	AMYLIUM NITROSUM POUR PRÉPARATIONS HOMÉOPATHIQUES	4CH à 30CH et 8DH à 60DH	1 ml de solution	SA	18
60121234	granules	84273	AMYLIUM NITROSUM POUR PRÉPARATIONS HOMÉOPATHIQUES	4CH à 30CH et 8DH à 60DH	1 ml de solution	SA	17
60121234	pommade	84273	AMYLIUM NITROSUM POUR PRÉPARATIONS HOMÉOPATHIQUES	4CH à 30CH et 8DH à 60DH (pommade à 4 %)	1 ml de solution	SA	24
60121234	poudre orale	84273	AMYLIUM NITROSUM POUR PRÉPARATIONS HOMÉOPATHIQUES	4CH à 30CH et 8DH à 60DH	1 ml de solution	SA	23
60121234	solution buvable en ampoules	84273	AMYLIUM NITROSUM POUR PRÉPARATIONS HOMÉOPATHIQUES	4CH à 30CH et 8DH à 60DH	1 ml de solution	SA	25
60121234	solution buvable en gouttes	84273	AMYLIUM NITROSUM POUR PRÉPARATIONS HOMÉOPATHIQUES	4CH à 30CH et 8DH à 60DH	1 ml de solution	SA	19
60122101	solution	40628	CHLORHYDRATE D'ÉPIRUBICINE	2 mg	1ml	SA	1
60122628	comprimé	73594	CANDÉSARTAN CILEXÉTIL	8 mg	un comprimé	SA	1
60122980	solution	4962	HEPTAMINOL (CHLORHYDRATE D')	"30,5 g"	100 ml	SA	1
60123363	comprimé	32743	FINASTÉRIDE	5 mg	un comprimé	SA	1
60123979	gel	823	KÉTOPROFÈNE	"2,5 g"	100 g de gel	SA	1
60124020	solution	27179	EPTIFIBATIDE	2 mg	1 ml	SA	1
60124999	comprimé	52920	HYDROGÉNOSULFATE DE CLOPIDOGREL			SA	1
60124999	comprimé	54693	CLOPIDOGREL	75 mg	un comprimé	FT	1
60126167	solution	901	CHLORURE DE SODIUM	"0,09 g"	une ampoule	SA	1
60126377	crème	25715	ACICLOVIR	5 g	100 g de crème	SA	1
60126594	comprimé	17723	OLANZAPINE	5 mg	un comprimé	SA	1
60127671	capsule	2969	DIMÉTICONE	300 mg	une capsule	SA	1
60127671	capsule	4309	GUAÏAZULÈNE	4 mg	une capsule	SA	2
60129665	comprimé	2092	IBUPROFÈNE	400 mg	un comprimé	SA	1
60130062	solution	4179	DIPROPIONATE DE BÉCLOMÉTASONE	100 microgrammes	une dose mesurée	SA	2
60130062	solution	30613	FUMARATE DE FORMOTÉROL DIHYDRATÉ	6 microgrammes	une dose mesurée	SA	1
60130354	solution	19514	"HYDROGÈNE (PEROXYDE D'), SOLUTION DE, À 3 POUR CENT"	qsp 100 ml	une dose mesurée	SA	1
60130386	pommade	129	"BENJOIN DU LAOS, DIT DU SIAM"	"0,100 g"	100 g de pommade	SA	1
60130386	pommade	234	HAMAMÉLIS DE VIRGINIE (EXTRAIT D') (FLUIDE)	"0,984 g"	100 g de pommade	SA	10
60130386	pommade	663	DIOXYDE DE TITANE	"5,905 g"	100 g de pommade	SA	3
60130386	pommade	929	OXYDE DE ZINC	"14,763 g"	100 g de pommade	SA	5
60130386	pommade	5434	ICHTYOLAMMONIUM	"1,474 g"	100 g de pommade	SA	8
60130742	comprimé	3339	OXALATE ACIDE DE NAFTIDROFURYL	200 mg	un comprimé	SA	1
60130906	comprimé	48528	LOSARTAN POTASSIQUE	50 mg	un comprimé	SA	1
60131132	comprimé	20740	SITAGLIPTINE	50 mg	un comprimé	FT	1
60131132	comprimé	21050	PHOSPHATE DE SITAGLIPTINE MONOHYDRATÉ			SA	1
60131805	solution	83934	CHLORHYDRATE DE ROPIVACAÏNE	2 mg	1 ml de solution injectable	SA	1
60132330	solution	95609	LÉVÉTIRACÉTAM	100 mg	1 ml	SA	1
60132572	suppositoire	532	GLYCÉROL	"0,690 g"	un suppositoire	SA	1
60132743	solution	9122	ZIDOVUDINE	200 mg	un flacon	SA	1
60133432	comprimé	3229	BROMHYDRATE DE DEXTROMÉTHORPHANE	30 mg	un comprimé	SA	1
60133973	gélule	66494	CHLORHYDRATE DE TAMSULOSINE	"0,4 mg"	une gélule	SA	1
60135020	poudre	1316	CEFTAZIDIME PENTAHYDRATÉE			SA	1
60135020	poudre	49416	CEFTAZIDIME ANHYDRE	2 g	un flacon de poudre	FT	1
60135981	collyre	81904	BIMATOPROST	"0,3 mg"	1 ml	SA	1
60136439	comprimé	96835	ARIPIPRAZOLE	15 mg	un comprimé	SA	1
60139257	gélule	93657	RACÉCADOTRIL	100 mg	une gélule	SA	1
60140505	poudre	39476	ÉPOPROSTÉNOL	"1,500 mg"	un flacon de poudre	FT	1
60140505	poudre	92529	ÉPOPROSTÉNOL SODIQUE	"1,593 mg"	un flacon de poudre	SA	1
60142043	comprimé	2064	HYDROCHLOROTHIAZIDE	25 mg	un comprimé	SA	2
60142043	comprimé	48528	LOSARTAN POTASSIQUE	100 mg	un comprimé	SA	1
60144464	comprimé	35876	CHLORHYDRATE DE ROPINIROLE			SA	1
60144464	comprimé	62155	ROPINIROLE	4 mg	un comprimé	FT	1
60144966	gélule	7111	MONONITRATE D'ISOSORBIDE	60 mg	une gélule	SA	1
60145580	comprimé	10171	SIMVASTATINE	20 mg	un comprimé	SA	1
60145801	comprimé	38524	PANTOPRAZOLE	20 mg	un comprimé	FT	1
60145801	comprimé	67373	PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ	"22,55 mg"	un comprimé	SA	1
60148167	solution	85873	PLÉRIXAFOR	20 mg	1 ml	SA	1
60149276	solution	4278	CHLORHYDRATE D'ÉPHÉDRINE	3 mg	1 ml	SA	1
60150232	poudre	876	FOSFOMYCINE SODIQUE			SA	1
60150232	poudre	78578	FOSFOMYCINE	4 g	un flacon	FT	1
60150435	comprimé	900	BORAX	3CH à 30CH et 5DH à 60DH	un flacon	SA	17
60150435	granules	900	BORAX	3CH à 30CH et 5DH à 60DH	un flacon	SA	19
60150435	pommade	900	BORAX	"3CH à 30CH et 5DH à 60DH (pommade à 1 %, 4 % ou 10 %)"	un flacon	SA	25
60150435	poudre orale	900	BORAX	3CH à 30CH et 5DH à 60DH	un flacon	SA	18
60150435	solution buvable en ampoules	900	BORAX	3CH à 30CH et 5DH à 60DH	un flacon	SA	23
60150435	solution buvable en gouttes	900	BORAX	3CH à 30CH et 5DH à 60DH	un flacon	SA	20
60150467	comprimé	33803	CHLORHYDRATE DE DONÉPÉZIL	5 mg	un comprimé	SA	1
60150467	comprimé	70320	DONÉPÉZIL BASE	"4,56 mg"	un comprimé	FT	1
60150830	comprimé	527	GLICLAZIDE	60 mg	un comprimé	SA	1
60151697	comprimé	2754	OFLOXACINE	200 mg	un comprimé	SA	1
60152411	comprimé	2202	PARACÉTAMOL	325 mg	un comprimé	SA	1
60152411	comprimé	35415	TRAMADOL	"32,94 mg"	un comprimé	FT	2
60152411	comprimé	86571	CHLORHYDRATE DE TRAMADOL	"37,5 mg"	un comprimé	SA	2
60152436	suspension	17091	VIRUS DE L'HÉPATITE A SOUCHE HM175 INACTIVÉ ADSORBÉ 	720 U	"0,5 ml de suspension injectable"	SA	1
60152607	solution	1261	BÉTAMÉTHASONE	"4,0 mg"	"une ampoule de 1,0 ml"	FT	1
60152607	solution	4509	BÉTAMETHASONE (PHOSPHATE DE) ET DE DISODIUM	"5,3 mg"	"une ampoule de 1,0 ml"	SA	1
60152774	solution	5126	DODÉCLONIUM (BROMURE DE)	"0,1 g"	100 ml de solution pour application locale	SA	3
60152774	solution	5520	AMYLÉINE (CHLORHYDRATE D')	"1,0 g"	100 ml de solution pour application locale	SA	4
60152906	solution	901	CHLORURE DE SODIUM	2 g	une ampoule de 20 ml	SA	1
60153239	poudre	52951	ALPHA-1 ANTITRYPSINE HUMAINE 	"33,33 mg"	1 ml de solution reconstituée	SA	1
60154017	comprimé	55485	RÉPAGLINIDE	"0,5 mg"	un comprimé	SA	1
60154024	comprimé	338	DICHLORHYDRATE DE TRIMÉTAZIDINE	35 mg	un comprimé	SA	1
60154309	crème	4100	CALENDULA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES	"0,88 g (TM)"	un pot de 20 g de crème	SA	1
60155329	solution	2709	LACTULOSE	10 g	un sachet-dose de 15 ml	SA	1
60155667	solution	713	ÉTOPOSIDE	200 mg	10 ml	SA	1
60155788	gélule	42406	SERTRALINE BASE	25 mg	une gélule	FT	1
60155788	gélule	97603	CHLORHYDRATE DE SERTRALINE	"27,977 mg"	une gélule	SA	1
60156089	comprimé	17637	BICALUTAMIDE	"50,00 mg"	un comprimé	SA	1
60158147	gel	37	DICLOFÉNAC SODIQUE	1 g	100 g de gel	FT	1
60158147	gel	22364	DICLOFÉNAC DE DIÉTHYLAMINE	"1,16 g"	100 g de gel	SA	1
60158154	poudre	87746	CHLORHYDRATE DE TOPOTÉCANE			SA	1
60158154	poudre	93066	TOPOTÉCANE	4 mg	un flacon de poudre	FT	1
60159128	comprimé	3682	MALÉATE D'ÉNALAPRIL	5 mg	un comprimé	SA	1
60160707	comprimé	18265	CHLORHYDRATE DE PAROXÉTINE HÉMIHYDRATÉ			SA	1
60160707	comprimé	51891	PAROXÉTINE BASE	20 mg	un comprimé	FT	1
60161143	comprimé	11532	RAMIPRIL	10 mg	un comprimé	SA	1
60163226	poudre	19141	"VIRUS DE LA RAGE INACTIVÉ, SOUCHE FLURY LEP "	"supérieur ou égal à 2,5 UI"	une dose de 1 ml	SA	1
60164844	comprimé	984	DOMPÉRIDONE	20 mg	un comprimé	SA	1
60165024	comprimé	24982	ALENDRONATE MONOSODIQUE TRIHYDRATÉ	"91,37 mg"	un comprimé	SA	1
60165024	comprimé	35532	ACIDE ALENDRONIQUE	70 mg	un comprimé	FT	1
60165483	comprimé	79600	CÉFUROXIME AXÉTIL			SA	1
60165483	comprimé	82384	CÉFUROXIME	250 mg	un comprimé	FT	1
60165857	comprimé	53763	MANIDIPINE (DICHLORHYDRATE DE)	10 mg	un comprimé	SA	1
60166980	gélule	55705	FLUVASTATINE SODIQUE	"21,06 mg"	une gélule	SA	1
60166980	gélule	80889	FLUVASTATINE	20 mg	une gélule	FT	1
60168465	comprimé	11532	RAMIPRIL	5 mg	un comprimé	SA	1
60168515	solution	16860	ÉPOÉTINE BÊTA 	30000 UI	"une seringue préremplie de 0,6 ml"	SA	1
60170046	comprimé	2202	PARACÉTAMOL	500 mg	un comprimé	SA	1
60170224	comprimé	17723	OLANZAPINE	10 mg	un comprimé	SA	1
60170263	crème	25715	ACICLOVIR	5 g	100 g	SA	1
60172339	solution	4979	DINITRATE D'ISOSORBIDE	"0,20 g"	un flacon	SA	1
60173964	gélule	1691	DIMENHYDRINATE	50 mg	une gélule	SA	1
60174219	comprimé	60310	CHLORHYDRATE D'ALFUZOSINE	10 mg	un comprimé	SA	1
60175716	solution	49189	IPRATROPIUM (BROMURE D') MONOHYDRATÉ			SA	1
60175716	solution	80978	BROMURE D'IPRATROPIUM ANHYDRE	"0,5 mg"	un récipient unidose de 2 ml	FT	1
60175972	collyre	77	PILOCARPINE (NITRATE DE)	8 mg	"0,4 ml"	SA	1
60176113	comprimé	10171	SIMVASTATINE	10 mg	un comprimé	SA	1
60177044	comprimé	5386	CHLORHYDRATE D'AMIODARONE	200 mg	un comprimé	SA	1
60177724	poudre	2751	THIOTÉPA	15 mg	un flacon	SA	1
60178712	solution	101	CHLORHYDRATE DE PROCAÏNE	20 mg	1 ml	SA	1
60180720	comprimé	11532	RAMIPRIL	10 mg	un comprimé	SA	1
60181231	poudre	39476	ÉPOPROSTÉNOL	"1,5 mg"	un flacon	FT	1
60181231	poudre	92529	ÉPOPROSTÉNOL SODIQUE	"1,593 mg"	un flacon	SA	1
60181402	solution	2487	TARTRATE DE NORADRÉNALINE	"0,5 mg"	1 ml de solution	SA	1
60181562	gélule	15078	THÉOPHYLLINE	400 mg	une gélule	SA	1
60181733	solution	5432	CHLORHYDRATE DE LIDOCAÏNE	"10,66 mg"	1 ml	SA	1
60181733	solution	56635	CHLORHYDRATE DE LIDOCAÏNE ANHYDRE	10 mg	1 ml	FT	1
60182486	solution	899	BICARBONATE DE SODIUM	"1,4 g"	100 ml	SA	1
60182657	solution	24513	NADROPARINE CALCIQUE 	11400 UI anti-Xa	une seringue pré-remplie	SA	3
60183061	poudre	69020	MERCAPTOACÉTYLTRIGLYCINE	"0,2 mg"	un flacon	SA	1
60183339	sirop	467	CODÉINE	"1,0 mg"	1 ml	FT	1
60183339	sirop	74765	CODÉINE (PHOSPHATE DE) HÉMIHYDRATÉ			SA	1
60184188	comprimé	5562	SODIUM (VALPROATE DE)	"500,00 mg"	un comprimé	SA	1
60185201	comprimé	11532	RAMIPRIL	10 mg	un comprimé	SA	1
60186043	comprimé	28784	SAQUINAVIR	500 mg	1 comprimé	FT	1
60186043	comprimé	94741	SAQUINAVIR (MÉSILATE DE)			SA	1
60186552	solution	75145	GÉLATINE FLUIDE MODIFIÉE 	4 g	un flacon	SA	1
60186584	comprimé	79562	LORMÉTAZÉPAM	2 mg	un comprimé	SA	1
60187348	comprimé	39727	AMLODIPINE	5 mg	un comprimé	FT	2
60187348	comprimé	52431	PÉRINDOPRIL	"6,79 mg"	un comprimé	FT	1
60187348	comprimé	69916	PÉRINDOPRIL ARGININE	10 mg	un comprimé	SA	1
60187348	comprimé	93748	BÉSILATE D'AMLODIPINE	"6,935 mg"	un comprimé	SA	2
60187501	gélule	3902	FÉNOFIBRATE	200 mg	une gélule	SA	1
60188375	poudre	12566	PARAFFINE LIQUIDE LÉGÈRE	"28,73 g"	100 g de poudre	SA	6
60188375	poudre	65947	ISPAGHUL (TÉGUMENT DE LA GRAINE D') (POUDRE DE)	"33,33 g"	100 g de poudre	SA	3
60189609	comprimé	32743	FINASTÉRIDE	5 mg	un comprimé	SA	1
60192594	comprimé	1958	FUROSÉMIDE	40 mg	un comprimé	SA	1
60194175	gaz	75712	PROTOXYDE D'AZOTE	qs (gaz liquéfié sous une pression de 20 bar à -20°C)	un comprimé	SA	1
60194549	suspension	25754	MAGALDRATE ANHYDRE	800 mg	un sachet-dose de 10 ml	FT	11
60194549	suspension	45338	MAGALDRATE	"944,5 mg"	un sachet-dose de 10 ml	SA	11
60195010	comprimé	66431	CIPROFLOXACINE	500 mg	un comprimé	FT	1
60195010	comprimé	79482	CHLORHYDRATE DE CIPROFLOXACINE	582 mg	un comprimé	SA	1
60195398	comprimé	81	PIPOBROMAN	25 mg	un comprimé	SA	1
60196176	poudre	5248	AMOXICILLINE BASE	100 mg	1 ml de suspension reconstituée	FT	1
60196176	poudre	28165	AMOXICILLINE TRIHYDRATÉE			SA	1
60196176	poudre	29442	CLAVULANATE DE POTASSIUM			SA	2
60196176	poudre	93286	CLAVULANIQUE (ACIDE)	"12,5 mg"	1 ml de suspension reconstituée	FT	2
60196945	comprimé	37430	RISPÉRIDONE	3 mg	un comprimé	SA	1
60196977	solution	11279	FLUCONAZOLE	2 mg	1 ml de solution pour perfusion	SA	1
60197011	comprimé	78924	OXALATE D'ESCITALOPRAM	"19,155 mg"	un comprimé	SA	1
60197011	comprimé	89971	ESCITALOPRAM	15 mg	un comprimé	FT	1
60197246	solution	1080	ADRÉNALINE	1 mg	1 ml	FT	1
60197246	solution	4280	TARTRATE D'ADRÉNALINE	"1,82 mg"	1 ml	SA	1
60199158	comprimé	5	ACÉTYLSALICYLIQUE (ACIDE)	500 mg	un comprimé	SA	1
60200500	dispositif	55910	ROTIGOTINE	"13,5 mg"	un dispositif	SA	1
60200938	solution	60189	ÉPOÉTINE ZÊTA 	4000 UI	"une seringue préremplie de 0,4 ml"	SA	1
60201837	comprimé	17723	OLANZAPINE	10 mg	un comprimé	SA	1
60201844	comprimé	73208	PRAVASTATINE SODIQUE	20 mg	un comprimé	SA	1
60203546	gélule	39422	PRÉGABALINE	50 mg	une gélule	SA	1
60203795	comprimé	82922	RIOCIGUAT	2 mg	un comprimé	SA	1
60204573	comprimé	21888	CHLORHYDRATE DE BUPRÉNORPHINE			SA	1
60204573	comprimé	54459	BUPRÉNORPHINE	6 mg	un comprimé	FT	1
60205458	solution	30646	DEXKÉTOPROFÈNE	50 mg	une ampoule de 2 ml	FT	1
60205458	solution	93236	DEXKÉTOPROFÈNE TROMÉTAMOL	"73,8 mg"	une ampoule de 2 ml	SA	1
60206154	solution	467	CODÉINE	"0,0800 g"	100 ml de solution buvable	SA	1
60206154	solution	521	GAÏACOL	"0,5000 g"	100 ml de solution buvable	SA	2
60206332	comprimé blanc	2202	PARACÉTAMOL	500 mg	un comprimé	SA	1
60206332	comprimé blanc	2278	CHLORHYDRATE DE PSEUDOÉPHÉDRINE	60 mg	un comprimé	SA	2
60206332	comprimé bleu	2202	PARACÉTAMOL	500 mg	un comprimé	SA	11
60206332	comprimé bleu	2678	CHLORHYDRATE DE DIPHÉNHYDRAMINE	25 mg	un comprimé	SA	12
60207459	comprimé	39306	EXÉMESTANE	25 mg	un comprimé	SA	1
60207555	collyre	3085	PILOCARPINE (CHLORHYDRATE DE)	1 g	100 ml	SA	1
60208251	comprimé	1097	ALLOPURINOL	300 mg	un comprimé	SA	1
60208447	solution	6	ASPARTIQUE (ACIDE)	"1,26 g"	1000 ml	SA	3
60208447	solution	31	ALANINE	"1,94 g"	1000 ml	SA	1
60208447	solution	432	GLUCONATE DE CALCIUM	"4,03 g"	1000 ml	SA	23
60208447	solution	477	CYSTÉINE	"0,31 g"	1000 ml	SA	4
60208447	solution	529	GLUCOSE ANHYDRE	150 g	1000 ml	FT	19
60208447	solution	544	HISTIDINE	"0,65 g"	1000 ml	SA	7
60208447	solution	550	ISOLEUCINE	"0,95 g"	1000 ml	SA	8
60208447	solution	555	LEUCINE	"2,15 g"	1000 ml	SA	9
60208447	solution	563	LYSINE	"1,700 g"	1000 ml	FT	10
60208447	solution	610	PHÉNYLALANINE	"0,83 g"	1000 ml	SA	12
60208447	solution	629	SÉRINE	"1,17 g"	1000 ml	SA	14
60208447	solution	658	THRÉONINE	"1,11 g"	1000 ml	SA	16
60208447	solution	675	VALINE	"1,11 g"	1000 ml	SA	25
60208447	solution	901	CHLORURE DE SODIUM	"1,169 g"	1000 ml	SA	20
60208447	solution	1021	GLYCINE	"0,65 g"	1000 ml	SA	6
60208447	solution	1044	ACIDE GLUTAMIQUE	"2,18 g"	1000 ml	SA	5
60208447	solution	1178	ARGININE	"1,26 g"	1000 ml	SA	2
60208447	solution	1603	TAURINE	"0,12 g"	1000 ml	SA	15
60208447	solution	2666	MÉTHIONINE	"0,4 g"	1000 ml	SA	11
60208447	solution	3482	PROLINE	"1,72 g"	1000 ml	SA	13
60208447	solution	3605	TYROSINE	"0,15 g"	1000 ml	SA	18
60208447	solution	7301	LYSINE MONOHYDRATÉE			SA	10
60208447	solution	11506	TRYPTOPHANE	"0,43 g"	1000 ml	SA	17
60208447	solution	12155	PHOSPHATE DIPOTASSIQUE	"1,62 g"	1000 ml	SA	22
60208447	solution	17150	GLUCOSE MONOHYDRATÉ			SA	19
60208447	solution	20879	MAGNÉSIUM (LACTATE DE) DIHYDRATÉ	"0,461 g"	1000 ml	SA	24
60208447	solution	22650	PHOSPHATE MONOPOTASSIQUE	"0,184 g"	1000 ml	SA	21
60208810	comprimé	2092	IBUPROFÈNE	200 mg	un comprimé	SA	1
60209531	comprimé	55485	RÉPAGLINIDE	2 mg	un comprimé	SA	1
60209645	solution	5087	CHLORHYDRATE D'OXYCODONE	10 mg	1 ml de solution injectable	SA	1
60209645	solution	46704	OXYCODONE	9 mg	1 ml de solution injectable	FT	1
60209937	solution	9182	ZUCLOPENTHIXOL (DICHLORHYDRATE DE)	"2,38 g"	100 ml	SA	1
60209937	solution	91930	ZUCLOPENTHIXOL	2 g	100 ml	FT	1
60210697	comprimé	428	CARBONATE DE CALCIUM	"1250,00 mg"	un comprimé	SA	1
60210697	comprimé	72723	CALCIUM ÉLÉMENT	500 mg	un comprimé	FT	1
60210697	comprimé	85054	"CHOLÉCALCIFÉROL (CONCENTRAT DE), FORME PULVÉRULENTE"	400 UI	un comprimé	SA	2
60211183	comprimé	1200	AZATHIOPRINE	50 mg	un comprimé	SA	1
60212424	comprimé	935	JOSAMYCINE (PROPIONATE DE)			SA	1
60212424	comprimé	941	JOSAMYCINE BASE	"1000,00 mg"	un comprimé	FT	1
60212627	comprimé	66431	CIPROFLOXACINE	250 mg	un comprimé	FT	1
60212627	comprimé	79482	CHLORHYDRATE DE CIPROFLOXACINE			SA	1
60213704	comprimé	78950	IBERIS AMARA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	18
60213704	granules	78950	IBERIS AMARA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	17
60213704	pommade	78950	IBERIS AMARA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH (pommade à 4 %)	un comprimé	SA	24
60213704	poudre orale	78950	IBERIS AMARA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	23
60213704	solution buvable en ampoules	78950	IBERIS AMARA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	25
60213704	solution buvable en gouttes	78950	IBERIS AMARA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	20
60214350	comprimé	2064	HYDROCHLOROTHIAZIDE	25 mg	un comprimé	SA	2
60214350	comprimé	21053	CAPTOPRIL	50 mg	un comprimé	SA	1
60216725	granules	21799	OSCILLOCOCCINUM POUR PRÉPARATIONS HOMÉOPATHIQUES		une dose	SA	1
60216885	gélule	37973	RIVASTIGMINE BASE	"1,5 mg"	une gélule	FT	1
60216885	gélule	55512	HYDROGÉNOTARTRATE DE RIVASTIGMINE	"2,4 mg"	une gélule	SA	1
60219803	solution	5113	SULFATE DE VINCRISTINE	2 mg	un flacon	SA	1
60221042	comprimé	32743	FINASTÉRIDE	1 mg	un comprimé	SA	1
60221786	comprimé	2092	IBUPROFÈNE	400 mg	un comprimé	SA	1
60222137	comprimé	428	CALCIUM (CARBONATE DE)	1498 mg	un comprimé	SA	1
60222137	comprimé	72723	CALCIUM ÉLÉMENT	600 mg	un comprimé	FT	1
60222354	comprimé	22322	TAPENTADOL	100 mg	un comprimé	FT	1
60222354	comprimé	24583	CHLORHYDRATE DE TAPENTADOL			SA	1
60223278	comprimé	55410	FELBAMATE	600 mg	un comprimé	SA	1
60223417	comprimé	94553	ÉVÉROLIMUS	5 mg	un comprimé	SA	1
60224316	comprimé	2361	MÉTHYLPREDNISOLONE	"100,00 mg"	un comprimé	SA	1
60224437	comprimé	62004	OXCARBAZÉPINE	300 mg	un comprimé	SA	1
60224800	solution	53028	CISATRACURIUM	5 mg	1 ml	FT	1
60224800	solution	62835	BÉSILATE DE CISATRACURIUM	"6,70 mg"	1 ml	SA	1
60225681	gélule	86571	CHLORHYDRATE DE TRAMADOL	"200,00 mg"	une gélule	SA	1
60226897	solution	20394	MINOXIDIL	"2,0 g"	100 ml de solution pour application cutanée	SA	1
60226915	solution	3044	CARBOCISTÉINE	5 g	100 ml de solution buvable	SA	1
60226979	comprimé	17723	OLANZAPINE	5 mg	un comprimé	SA	1
60228656	solution	2754	OFLOXACINE	200 mg	40 ml	SA	1
60230550	comprimé	126	CITRATE DE TAMOXIFÈNE	"30,40 mg"	un comprimé	SA	1
60230550	comprimé	35166	TAMOXIFÈNE BASE	20 mg	un comprimé	FT	1
60231339	comprimé	38524	PANTOPRAZOLE	40 mg	un comprimé	FT	1
60231339	comprimé	67373	PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ	"45,1 mg"	un comprimé	SA	1
60231556	comprimé	1328	MOLSIDOMINE	2 mg	un comprimé	SA	1
60232074	poudre	4415	HYDROXYDE DE MAGNÉSIUM	90 g	100 g de poudre pour suspension buvable	SA	1
60232334	poudre	2074	HYDROXOCOBALAMINE	5 g	un flacon	SA	1
60232359	comprimé	15734	VALSARTAN	40 mg	un comprimé	SA	1
60233817	comprimé	527	GLICLAZIDE	30 mg	un comprimé	SA	1
60233913	gel	2092	IBUPROFÈNE	5 g	100 g	SA	1
60234100	comprimé	2202	PARACÉTAMOL	1000 mg	un comprimé	SA	1
60234221	gélule	7289	CICLÉTANINE (CHLORHYDRATE DE)	50 mg	une gélule	SA	1
60235330	poudre	30925	CEFTRIAXONE SODIQUE	"596,50 mg"	un flacon de poudre	SA	1
60235330	poudre	35232	CEFTRIAXONE BASE	500 mg	un flacon de poudre	FT	1
60235768	comprimé	28847	DARUNAVIR	400 mg	un comprimé	FT	1
60235768	comprimé	39005	ÉTHANOLATE DE DARUNAVIR	"433,64 mg"	un comprimé	SA	1
60236756	comprimé	26938	TÉLAPRÉVIR	375 mg	un comprimé	SA	1
60237790	comprimé	2114	CÉFIXIME TRIHYDRATÉE			SA	1
60237790	comprimé	33617	CÉFIXIME ANHYDRE	200 mg	un comprimé	FT	1
60237858	solution	4278	CHLORHYDRATE D'ÉPHÉDRINE	"30,0 mg"	10 ml de solution injectable	SA	1
60237986	comprimé	970	CHLORHYDRATE DE SOTALOL	80 mg	un comprimé	SA	1
60238376	comprimé	166	SOUFRE PRÉCIPITÉ	"11,00 mg"	un comprimé	SA	2
60238376	comprimé	622	RÉTINOL	1000 UI	un comprimé	FT	15
60238376	comprimé	4168	LEVURE	"38,70 mg"	un comprimé	SA	4
60238376	comprimé	4326	CYSTINE	"36,30 mg"	un comprimé	SA	1
60238376	comprimé	4548	VITAMINE A (ACÉTATE DE)			SA	15
60238853	comprimé	38524	PANTOPRAZOLE	40 mg	un comprimé	FT	1
60238853	comprimé	67373	PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ	"45,15 mg"	un comprimé	SA	1
60239706	ovule	1778	ESTRIOL	"0,5 mg"	"un ovule de  2,5 g"	SA	1
60239802	comprimé	1807	ÉTHINYLESTRADIOL	20 microgrammes	un comprimé	SA	2
60239802	comprimé	27380	DÉSOGESTREL	150 microgrammes	un comprimé	SA	1
60240181	solution	3984	CHLORHYDRATE DE PYRIDOXINE	"0,040 g"	une ampoule de 10 ml	SA	2
60240181	solution	40030	MAGNÉSIUM (GLYCÉROPHOSPHATE ACIDE DE)	"1,895 g"	une ampoule de 10 ml	SA	1
60242264	comprimé	52275	PRUNUS SPINOSA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	une ampoule de 10 ml	SA	4
60242264	granules	52275	PRUNUS SPINOSA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	une ampoule de 10 ml	SA	1
60242264	pommade	52275	PRUNUS SPINOSA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH (pommade à 4 %)	une ampoule de 10 ml	SA	20
60242264	poudre orale	52275	PRUNUS SPINOSA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	une ampoule de 10 ml	SA	18
60242264	solution buvable en ampoules	52275	PRUNUS SPINOSA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	une ampoule de 10 ml	SA	22
