generic_group	generic_desc	drug_code	generic_type	serial_number
28	"NIFUROXAZIDE 200 mg - NIFUROXAZIDE SANOFI-AVENTIS 200 mg, gélule - ERCEFURYL 200 mg, gelule"	61644675	1	11
28	"NIFUROXAZIDE 200 mg - NIFUROXAZIDE SANOFI-AVENTIS 200 mg, gélule - ERCEFURYL 200 mg, gelule"	60913980	1	12
28	"NIFUROXAZIDE 200 mg - NIFUROXAZIDE SANOFI-AVENTIS 200 mg, gélule - ERCEFURYL 200 mg, gelule"	62550684	1	13
28	"NIFUROXAZIDE 200 mg - NIFUROXAZIDE SANOFI-AVENTIS 200 mg, gélule - ERCEFURYL 200 mg, gelule"	68571144	1	14
28	"NIFUROXAZIDE 200 mg - NIFUROXAZIDE SANOFI-AVENTIS 200 mg, gélule - ERCEFURYL 200 mg, gelule"	62554490	1	15
28	"NIFUROXAZIDE 200 mg - NIFUROXAZIDE SANOFI-AVENTIS 200 mg, gélule - ERCEFURYL 200 mg, gelule"	67759759	1	16
28	"NIFUROXAZIDE 200 mg - NIFUROXAZIDE SANOFI-AVENTIS 200 mg, gélule - ERCEFURYL 200 mg, gelule"	66380934	1	17
28	"NIFUROXAZIDE 200 mg - NIFUROXAZIDE SANOFI-AVENTIS 200 mg, gélule - ERCEFURYL 200 mg, gelule"	68403755	1	18
28	"NIFUROXAZIDE 200 mg - NIFUROXAZIDE SANOFI-AVENTIS 200 mg, gélule - ERCEFURYL 200 mg, gelule"	60558682	1	19
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	61651634	0	1
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	61203061	0	2
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	61257269	1	3
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	61303791	1	4
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	63029111	1	5
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	61370480	1	6
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	69635176	1	7
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	68578473	1	8
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	69198513	1	9
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	63178870	1	10
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	68668013	1	11
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	63122081	1	12
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	67150352	1	13
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	63088070	1	14
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	66680020	1	15
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	63663368	1	16
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	69119195	1	17
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	62179122	1	18
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	64752147	1	19
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	64567839	1	20
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	65181566	1	21
29	"LOPERAMIDE (CHLORHYDRATE DE) 2 mg - IMODIUM 2 mg, gélule, IMODIUMCAPS 2 mg, gélule"	63276510	1	22
30	"CROMOGLICATE DE SODIUM 100 mg/5 ml - NALCRON, solution buvable en ampoule."	60049322	0	1
30	"CROMOGLICATE DE SODIUM 100 mg/5 ml - NALCRON, solution buvable en ampoule."	64433473	1	2
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	68583940	0	1
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	66538626	1	2
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	64750210	1	3
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	69448283	1	4
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	69916198	1	5
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	61027318	1	6
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	61182628	1	7
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	61850725	1	8
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	65501475	1	9
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	62575869	1	10
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	64947414	1	11
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	65937227	1	12
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	67212074	1	13
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	61639849	1	14
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	68196071	1	15
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	62942347	1	16
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	67030171	1	17
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	67235735	1	18
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	62531552	1	19
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	61137437	1	20
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	61073372	1	21
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	62844369	1	22
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	69662287	1	23
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	69022401	1	24
31	"METFORMINE (CHLORHYDRATE DE) 500 mg - GLUCOPHAGE 500 mg, comprimé pelliculé"	63701267	1	25
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	67547090	0	1
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	67816854	1	2
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	64012517	1	3
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	68305834	1	4
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	65646848	1	5
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	60754492	1	6
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	66336261	1	7
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	69046402	1	8
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	61037255	1	9
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	62818762	1	10
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	64627492	1	11
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	64754205	1	12
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	64053300	1	13
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	68117871	1	14
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	66775970	1	15
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	67335269	1	16
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	67945144	1	17
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	63432557	1	18
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	62009853	1	19
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	64873679	1	20
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	66895877	1	21
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	68466937	1	22
32	"METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé"	68319595	1	23
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	61052830	0	1
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	69939574	1	2
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	64366672	1	3
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	63146246	1	4
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	69448283	2	5
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	66627936	1	6
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	67346461	1	7
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	67495373	1	8
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	63424425	1	9
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	68347388	1	10
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	62319880	1	11
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	69294611	1	12
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	65127255	1	13
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	60915020	1	14
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	61507783	1	15
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	62578477	2	16
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	68631577	1	17
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	66319493	1	18
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	61182628	2	19
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	69143260	1	20
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	64373211	1	21
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	69816582	1	22
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	66238333	1	23
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	63119726	1	24
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	64217415	1	25
33	"METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable."	66082820	1	26
34	"GLIPIZIDE 5 mg - GLIBENESE 5 mg, comprimé sécable - MINIDIAB 5 mg, comprimé sécable"	69521265	0	1
34	"GLIPIZIDE 5 mg - GLIBENESE 5 mg, comprimé sécable - MINIDIAB 5 mg, comprimé sécable"	65529574	0	2
34	"GLIPIZIDE 5 mg - GLIBENESE 5 mg, comprimé sécable - MINIDIAB 5 mg, comprimé sécable"	67477432	1	3
35	"GLICLAZIDE 80 mg - DIAMICRON 80 mg, comprimé sécable"	66795019	0	1
35	"GLICLAZIDE 80 mg - DIAMICRON 80 mg, comprimé sécable"	69593058	1	2
35	"GLICLAZIDE 80 mg - DIAMICRON 80 mg, comprimé sécable"	60707699	1	3
35	"GLICLAZIDE 80 mg - DIAMICRON 80 mg, comprimé sécable"	66092490	1	4
35	"GLICLAZIDE 80 mg - DIAMICRON 80 mg, comprimé sécable"	69030106	1	5
35	"GLICLAZIDE 80 mg - DIAMICRON 80 mg, comprimé sécable"	63993490	1	6
35	"GLICLAZIDE 80 mg - DIAMICRON 80 mg, comprimé sécable"	62457550	1	7
35	"GLICLAZIDE 80 mg - DIAMICRON 80 mg, comprimé sécable"	60519875	1	8
35	"GLICLAZIDE 80 mg - DIAMICRON 80 mg, comprimé sécable"	63564797	1	9
35	"GLICLAZIDE 80 mg - DIAMICRON 80 mg, comprimé sécable"	62790462	1	10
35	"GLICLAZIDE 80 mg - DIAMICRON 80 mg, comprimé sécable"	62929912	1	11
35	"GLICLAZIDE 80 mg - DIAMICRON 80 mg, comprimé sécable"	69841895	1	12
36	"TICLOPIDINE (CHLORHYDRATE DE) 250 mg - TICLID 250 mg, comprimé pelliculé"	62734606	0	1
36	"TICLOPIDINE (CHLORHYDRATE DE) 250 mg - TICLID 250 mg, comprimé pelliculé"	67763864	1	2
36	"TICLOPIDINE (CHLORHYDRATE DE) 250 mg - TICLID 250 mg, comprimé pelliculé"	66387722	1	3
36	"TICLOPIDINE (CHLORHYDRATE DE) 250 mg - TICLID 250 mg, comprimé pelliculé"	68103010	1	4
36	"TICLOPIDINE (CHLORHYDRATE DE) 250 mg - TICLID 250 mg, comprimé pelliculé"	69490318	1	5
36	"TICLOPIDINE (CHLORHYDRATE DE) 250 mg - TICLID 250 mg, comprimé pelliculé"	61276643	1	6
38	"ACIDE TRANEXAMIQUE 500 mg - EXACYL 500 mg, comprimé pelliculé"	61224073	0	1
38	"ACIDE TRANEXAMIQUE 500 mg - EXACYL 500 mg, comprimé pelliculé"	60662019	1	2
39	"ACIDE TRANEXAMIQUE 1g/10 ml - EXACYL 1 g/10 ml, solution buvable."	60862443	0	1
39	"ACIDE TRANEXAMIQUE 1g/10 ml - EXACYL 1 g/10 ml, solution buvable."	61268422	1	2
40	"ACIDE FOLIQUE 5 mg - SPECIAFOLDINE 5 mg, comprimé."	69630186	0	1
40	"ACIDE FOLIQUE 5 mg - SPECIAFOLDINE 5 mg, comprimé."	67320915	1	2
40	"ACIDE FOLIQUE 5 mg - SPECIAFOLDINE 5 mg, comprimé."	69448600	1	3
40	"ACIDE FOLIQUE 5 mg - SPECIAFOLDINE 5 mg, comprimé."	69661235	1	4
40	"ACIDE FOLIQUE 5 mg - SPECIAFOLDINE 5 mg, comprimé."	63065730	1	5
42	"FLECAINIDE (ACETATE DE) 100 mg - FLECAINE 100 mg, comprimé sécable"	61264178	0	1
42	"FLECAINIDE (ACETATE DE) 100 mg - FLECAINE 100 mg, comprimé sécable"	61676413	1	2
42	"FLECAINIDE (ACETATE DE) 100 mg - FLECAINE 100 mg, comprimé sécable"	69087107	1	3
42	"FLECAINIDE (ACETATE DE) 100 mg - FLECAINE 100 mg, comprimé sécable"	61126992	1	4
42	"FLECAINIDE (ACETATE DE) 100 mg - FLECAINE 100 mg, comprimé sécable"	64197133	1	5
42	"FLECAINIDE (ACETATE DE) 100 mg - FLECAINE 100 mg, comprimé sécable"	68499990	1	6
42	"FLECAINIDE (ACETATE DE) 100 mg - FLECAINE 100 mg, comprimé sécable"	64032562	1	7
42	"FLECAINIDE (ACETATE DE) 100 mg - FLECAINE 100 mg, comprimé sécable"	63538400	1	8
42	"FLECAINIDE (ACETATE DE) 100 mg - FLECAINE 100 mg, comprimé sécable"	60774947	1	9
42	"FLECAINIDE (ACETATE DE) 100 mg - FLECAINE 100 mg, comprimé sécable"	64946508	1	10
42	"FLECAINIDE (ACETATE DE) 100 mg - FLECAINE 100 mg, comprimé sécable"	67258627	1	11
43	"AMIODARONE (CHLORHYDRATE D’) 200 mg - CORDARONE 200 mg, comprimé sécable"	64408662	0	1
43	"AMIODARONE (CHLORHYDRATE D’) 200 mg - CORDARONE 200 mg, comprimé sécable"	69078001	1	2
43	"AMIODARONE (CHLORHYDRATE D’) 200 mg - CORDARONE 200 mg, comprimé sécable"	69364999	1	3
43	"AMIODARONE (CHLORHYDRATE D’) 200 mg - CORDARONE 200 mg, comprimé sécable"	65089349	1	4
43	"AMIODARONE (CHLORHYDRATE D’) 200 mg - CORDARONE 200 mg, comprimé sécable"	60514006	1	5
43	"AMIODARONE (CHLORHYDRATE D’) 200 mg - CORDARONE 200 mg, comprimé sécable"	67745624	1	6
43	"AMIODARONE (CHLORHYDRATE D’) 200 mg - CORDARONE 200 mg, comprimé sécable"	65865831	1	7
43	"AMIODARONE (CHLORHYDRATE D’) 200 mg - CORDARONE 200 mg, comprimé sécable"	64820751	1	8
43	"AMIODARONE (CHLORHYDRATE D’) 200 mg - CORDARONE 200 mg, comprimé sécable"	65508053	1	9
43	"AMIODARONE (CHLORHYDRATE D’) 200 mg - CORDARONE 200 mg, comprimé sécable"	60441622	1	10
43	"AMIODARONE (CHLORHYDRATE D’) 200 mg - CORDARONE 200 mg, comprimé sécable"	60177044	1	11
43	"AMIODARONE (CHLORHYDRATE D’) 200 mg - CORDARONE 200 mg, comprimé sécable"	63060480	1	12
43	"AMIODARONE (CHLORHYDRATE D’) 200 mg - CORDARONE 200 mg, comprimé sécable"	62603432	1	13
43	"AMIODARONE (CHLORHYDRATE D’) 200 mg - CORDARONE 200 mg, comprimé sécable"	60932824	1	14
43	"AMIODARONE (CHLORHYDRATE D’) 200 mg - CORDARONE 200 mg, comprimé sécable"	62703614	1	15
43	"AMIODARONE (CHLORHYDRATE D’) 200 mg - CORDARONE 200 mg, comprimé sécable"	69458740	1	16
46	"ISOSORBIDE (DINITRATE D’) 20 mg - LANGORAN LP 20 mg, gélule à libération prolongée"	69131735	0	1
46	"ISOSORBIDE (DINITRATE D’) 20 mg - LANGORAN LP 20 mg, gélule à libération prolongée"	65256271	1	2
49	"MOLSIDOMINE 2 mg - CORVASAL 2 mg, comprimé sécable"	68131878	0	1
49	"MOLSIDOMINE 2 mg - CORVASAL 2 mg, comprimé sécable"	60740076	1	2
49	"MOLSIDOMINE 2 mg - CORVASAL 2 mg, comprimé sécable"	62011103	1	3
49	"MOLSIDOMINE 2 mg - CORVASAL 2 mg, comprimé sécable"	69413161	1	4
49	"MOLSIDOMINE 2 mg - CORVASAL 2 mg, comprimé sécable"	62439495	1	5
49	"MOLSIDOMINE 2 mg - CORVASAL 2 mg, comprimé sécable"	67105745	1	6
49	"MOLSIDOMINE 2 mg - CORVASAL 2 mg, comprimé sécable"	67277691	1	7
49	"MOLSIDOMINE 2 mg - CORVASAL 2 mg, comprimé sécable"	66890143	1	8
49	"MOLSIDOMINE 2 mg - CORVASAL 2 mg, comprimé sécable"	60231556	1	9
49	"MOLSIDOMINE 2 mg - CORVASAL 2 mg, comprimé sécable"	60718208	1	10
49	"MOLSIDOMINE 2 mg - CORVASAL 2 mg, comprimé sécable"	60693694	1	11
49	"MOLSIDOMINE 2 mg - CORVASAL 2 mg, comprimé sécable"	62920361	1	12
50	"MOLSIDOMINE 4 mg - CORVASAL 4 mg, comprimé"	67646277	0	1
50	"MOLSIDOMINE 4 mg - CORVASAL 4 mg, comprimé"	63967289	1	2
50	"MOLSIDOMINE 4 mg - CORVASAL 4 mg, comprimé"	65707219	1	3
50	"MOLSIDOMINE 4 mg - CORVASAL 4 mg, comprimé"	68683563	1	4
50	"MOLSIDOMINE 4 mg - CORVASAL 4 mg, comprimé"	61544116	1	5
50	"MOLSIDOMINE 4 mg - CORVASAL 4 mg, comprimé"	64674403	1	6
50	"MOLSIDOMINE 4 mg - CORVASAL 4 mg, comprimé"	64144700	1	7
50	"MOLSIDOMINE 4 mg - CORVASAL 4 mg, comprimé"	69636698	1	8
50	"MOLSIDOMINE 4 mg - CORVASAL 4 mg, comprimé"	63606552	1	9
50	"MOLSIDOMINE 4 mg - CORVASAL 4 mg, comprimé"	67398586	1	10
50	"MOLSIDOMINE 4 mg - CORVASAL 4 mg, comprimé"	63243713	1	11
50	"MOLSIDOMINE 4 mg - CORVASAL 4 mg, comprimé"	66207551	1	12
51	"TRIMETAZIDINE (DICHLORHYDRATE DE) 20 mg/ml - VASTAREL 20 mg/ml, solution buvable gouttes."	68299979	0	1
51	"TRIMETAZIDINE (DICHLORHYDRATE DE) 20 mg/ml - VASTAREL 20 mg/ml, solution buvable gouttes."	68934987	1	2
51	"TRIMETAZIDINE (DICHLORHYDRATE DE) 20 mg/ml - VASTAREL 20 mg/ml, solution buvable gouttes."	62384561	1	3
52	"TRIMETAZIDINE (DICHLORHYDRATE DE) 20 mg - VASTAREL 20 mg, comprimé pelliculé."	60269037	0	1
52	"TRIMETAZIDINE (DICHLORHYDRATE DE) 20 mg - VASTAREL 20 mg, comprimé pelliculé."	61020245	1	2
52	"TRIMETAZIDINE (DICHLORHYDRATE DE) 20 mg - VASTAREL 20 mg, comprimé pelliculé."	63429988	1	3
52	"TRIMETAZIDINE (DICHLORHYDRATE DE) 20 mg - VASTAREL 20 mg, comprimé pelliculé."	69672096	1	4
52	"TRIMETAZIDINE (DICHLORHYDRATE DE) 20 mg - VASTAREL 20 mg, comprimé pelliculé."	66888929	1	5
53	"RILMENIDINE (DIHYDROGENOPHOSPHATE DE) équivalant à RILMENIDINE 1 mg - HYPERIUM 1 mg, comprimé."	67541600	0	1
53	"RILMENIDINE (DIHYDROGENOPHOSPHATE DE) équivalant à RILMENIDINE 1 mg - HYPERIUM 1 mg, comprimé."	67869725	1	2
53	"RILMENIDINE (DIHYDROGENOPHOSPHATE DE) équivalant à RILMENIDINE 1 mg - HYPERIUM 1 mg, comprimé."	60661472	1	3
53	"RILMENIDINE (DIHYDROGENOPHOSPHATE DE) équivalant à RILMENIDINE 1 mg - HYPERIUM 1 mg, comprimé."	63961806	1	4
53	"RILMENIDINE (DIHYDROGENOPHOSPHATE DE) équivalant à RILMENIDINE 1 mg - HYPERIUM 1 mg, comprimé."	64542704	1	5
53	"RILMENIDINE (DIHYDROGENOPHOSPHATE DE) équivalant à RILMENIDINE 1 mg - HYPERIUM 1 mg, comprimé."	68343016	1	6
53	"RILMENIDINE (DIHYDROGENOPHOSPHATE DE) équivalant à RILMENIDINE 1 mg - HYPERIUM 1 mg, comprimé."	60774228	1	7
53	"RILMENIDINE (DIHYDROGENOPHOSPHATE DE) équivalant à RILMENIDINE 1 mg - HYPERIUM 1 mg, comprimé."	62883639	1	8
53	"RILMENIDINE (DIHYDROGENOPHOSPHATE DE) équivalant à RILMENIDINE 1 mg - HYPERIUM 1 mg, comprimé."	65757439	1	9
53	"RILMENIDINE (DIHYDROGENOPHOSPHATE DE) équivalant à RILMENIDINE 1 mg - HYPERIUM 1 mg, comprimé."	67617681	1	10
53	"RILMENIDINE (DIHYDROGENOPHOSPHATE DE) équivalant à RILMENIDINE 1 mg - HYPERIUM 1 mg, comprimé."	62883607	1	11
53	"RILMENIDINE (DIHYDROGENOPHOSPHATE DE) équivalant à RILMENIDINE 1 mg - HYPERIUM 1 mg, comprimé."	68195699	1	12
53	"RILMENIDINE (DIHYDROGENOPHOSPHATE DE) équivalant à RILMENIDINE 1 mg - HYPERIUM 1 mg, comprimé."	62746359	1	13
53	"RILMENIDINE (DIHYDROGENOPHOSPHATE DE) équivalant à RILMENIDINE 1 mg - HYPERIUM 1 mg, comprimé."	63354432	1	14
53	"RILMENIDINE (DIHYDROGENOPHOSPHATE DE) équivalant à RILMENIDINE 1 mg - HYPERIUM 1 mg, comprimé."	64650740	1	15
53	"RILMENIDINE (DIHYDROGENOPHOSPHATE DE) équivalant à RILMENIDINE 1 mg - HYPERIUM 1 mg, comprimé."	69070613	1	16
54	"INDAPAMIDE 2,5 mg - FLUDEX 2,5 mg, comprimé pelliculé"	69784540	0	1
54	"INDAPAMIDE 2,5 mg - FLUDEX 2,5 mg, comprimé pelliculé"	67031711	1	2
54	"INDAPAMIDE 2,5 mg - FLUDEX 2,5 mg, comprimé pelliculé"	64935974	1	3
55	"FUROSEMIDE 20 mg - LASILIX FAIBLE 20 mg, comprimé."	69304938	0	1
55	"FUROSEMIDE 20 mg - LASILIX FAIBLE 20 mg, comprimé."	68009803	1	2
55	"FUROSEMIDE 20 mg - LASILIX FAIBLE 20 mg, comprimé."	63921217	1	3
55	"FUROSEMIDE 20 mg - LASILIX FAIBLE 20 mg, comprimé."	69392443	1	4
