source_concept_code	source_concept_name	source_concept_desc	source_concept_class_id	target_concept_id	target_concept_name	precedence	conversion_factor	invalid_indicator
"gal00008"	"filmomh. tabl."	"compr. pellic."	"Dose Form"	"19082573"	"Oral Tablet"	"1"		
"gal00529"	"ocul. druppels susp. Forte"	"collyre susp. Forte"	"Dose Form"	"19082167"	"Ophthalmic Suspension"	"1"		
"gal00129"	"inj. oploss. i.m./i.v./endotrach./i.oss. [voorgev. spuit]"	"sol. inj. i.m./i.v./endotrach./i.oss. [ser. préremplie]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00532"	"cut. medic. pleister Patch"	"emplâtre médic. cut. Patch"	"Dose Form"	"19082229"	"Transdermal System"	"1"		
"gal00531"	"inj. oploss. i.v./i.artic./epidur./p.neur. [flac., locoregionale infiltr.]"	"sol. inj. i.v./i.artic./p.dural/p.neur. [flac., infiltr. locorégionale]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00156"	"orofar. zuigtabl."	"compr. à sucer orophar."	"Dose Form"	"19082253"	"Oral Lozenge"	"1"		
"gal00357"	"inj. oploss. i.v./s.c. Penfill [patr.]"	"sol. inj. i.v./s.c. Penfill [cart.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00199"	"inj./inf. oploss. i.m./i.v./i.artic./i.burs./s.conj. [amp.]"	"sol. inj./perf. i.m./i.v./i.artic./i.burs./s.conj. [amp.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00596"	"omh. tabl. Relax"	"compr. enr. Relax"	"Dose Form"	"19082168"	"Oral Capsule"	"3"		
"gal00771"	"druppels oploss. (druppelfl.)"	"gtts sol. (flac. compte-gouttes)"	"Dose Form"	"19082228"	"Topical Solution"	"1"		
"gal00560"	"filmomh. tabl. Conti"	"compr. pellic. Conti"	"Dose Form"	"19082077"	"Extended Release Oral Capsule"	"1"		
"gal00348"	"harde caps. Volw."	"gél. Adulte"	"Dose Form"	"19082077"	"Extended Release Oral Capsule"	"3"		
"gal00725"	"orofar. zuigtabl. Aardbei"	"compr. à sucer orophar. Fraise"	"Dose Form"	"19082253"	"Oral Lozenge"	"1"		
"gal00351"	"oploss. (pdr.)"	"sol. (pdr)"	"Dose Form"	"19082103"	"Injectable Solution"	"3"		
"gal00781"	"inj./inf. oploss. (conc.) i.m./i.v./i.thec./i.arter./i.ventr. Concentrate [flac.]"	"sol. inj./perf. à diluer i.m./i.v./i.théc./i.artér./i.ventr. Concentrate [flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00007"	"disp. maagsapresist. tabl. Mups"	"compr. gastro-résist. disp. Mups"	"Dose Form"	"19082255"	"Delayed Release Oral Capsule"	"2"		
"gal00466"	"inj. oploss. verl. afgifte i.m. Decanoas [amp.]"	"sol. inj. lib. prol. i.m. Decanoas [amp.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00463"	"inj. oploss. (pdr. + solv.) s.c. GoQuick [voorgev. pen]"	"sol. inj. (pdr + solv.) s.c. GoQuick [stylo prérempli]"	"Dose Form"	"19126920"	"Prefilled Syringe"	"2"		
"gal00405"	"inj. oploss. s.c. Autogel [voorgev. spuit]"	"sol. inj. s.c. Autogel [ser. préremplie]"	"Dose Form"	"46234469"	"Injection"	"3"		
"gal00347"	"zetpil Volw."	"supp. Adulte"	"Dose Form"	"19082575"	"Urethral Suppository"	"2"		
"gal00665"	"inj./inf. oploss. (pdr.) i.m./i.v./s.c./i.arter./i.perit./i.pleur./i.tumor. [flac.]"	"sol. inj./perf. (pdr) i.m./i.v./s.c./i.artér./i.périt./i.pleur./i.tumor. [flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00616"	"filmomh. tabl. (deelb.) Mitis"	"compr. pellic. (séc.) Mitis"	"Dose Form"	"19082168"	"Oral Capsule"	"1"		
"gal00117"	"inj. oploss. s.c. Sureclick [voorgev. pen]"	"sol. inj. s.c. Sureclick [stylo prérempli]"	"Dose Form"	"19126920"	"Prefilled Syringe"	"2"		
"gal00377"	"inj./inf./instill. oploss. i.v./i.uter. [flac.]"	"sol. inj./perf./instill. i.v./i.utér. [flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00716"	"oromuc. spray oploss. Fruit & Mint"	"sol. spray oromuq. Fruit & Mint"	"Dose Form"	"19082228"	"Topical Solution"	"3"		
"gal00338"	"ocul. spoeloploss. [zonder bew.]"	"sol. irrig. opht. [sans cons.]"	"Dose Form"	"19016586"	"Irrigation Solution"	"1"		
"gal00548"	"inf. oploss. (conc.) i.v. [voorgev. spuit]"	"sol. perf. à diluer i.v. [ser. préremplie]"	"Dose Form"	"19126920"	"Prefilled Syringe"	"2"		
"gal00284"	"inj./inf. oploss. s.c. [amp.]"	"sol. inj./perf. s.c. [amp.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00480"	"tabl. Besilate"	"compr. Besilate"	"Dose Form"	"19082573"	"Oral Tablet"	"1"		
"gal00781"	"inj./inf. oploss. (conc.) i.m./i.v./i.thec./i.arter./i.ventr. Concentrate [flac.]"	"sol. inj./perf. à diluer i.m./i.v./i.théc./i.artér./i.ventr. Concentrate [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00785"	"bruispdr. (zakjes)"	"poudre efferv. (sachet)"	"Dose Form"	"45775492"	"Powder for Oral Suspension"	"2"		
"gal00358"	"inj. oploss. i.v./s.c. [flac.]"	"sol. inj. i.v./s.c. [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00060"	"filmomh. tabl. (deelb.) Forte"	"compr. pellic. (séc.) Forte"	"Dose Form"	"19082168"	"Oral Capsule"	"1"		
"gal00097"	"inj./inf. emuls. i.v. [flac.]"	"émuls. inj./perf. i.v. [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00149"	"inj. oploss. i.v./s.c. [voorgev. spuit]"	"sol. inj. i.v./s.c. [ser. préremplie]"	"Dose Form"	"19126920"	"Prefilled Syringe"	"2"		
"gal00414"	"tabl. Minor"	"compr. Minor"	"Dose Form"	"19082079"	"Extended Release Oral Tablet"	"2"		
"gal00145"	"inj. oploss. s.c. [voorgev. spuit, kit Onpro]"	"sol. inj. s.c. [ser. préremplie, kit Onpro]"	"Dose Form"	"19126920"	"Prefilled Syringe"	"2"		
"gal00073"	"dosisaerosol oploss. Autohaler [ademgest.]"	"sol. inhal. (flacon press.) Autohaler [déclenché par la resp.]"	"Dose Form"	"19095898"	"Inhalation Solution"	"1"		
"gal00211"	"inj. oploss. i.v. [voorgev. spuit]"	"sol. inj. i.v. [ser. préremplie]"	"Dose Form"	"46234469"	"Injection"	"3"		
"gal00265"	"p.odont. gel [patr.]"	"gel p.odont. [cart.]"	"Dose Form"	"19095916"	"Oral Gel"	"1"		
"gal00572"	"tabl. (deelb.) Besilate"	"compr. (séc.) Besilate"	"Dose Form"	"19082573"	"Oral Tablet"	"1"		
"gal00516"	"siroop susp. (zakjes)"	"sirop susp. (sachet)"	"Dose Form"	"19082191"	"Oral Suspension"	"1"		
"gal00742"	"wiek Zink"	"mèche Zinc"	"Dose Form"	"19082228"	"Topical Solution"	"1"		
"gal00422"	"2/125 tabl."	"2/125 compr."	"Dose Form"	"19001949"	"Delayed Release Oral Tablet"	"3"		
"gal00596"	"omh. tabl. Relax"	"compr. enr. Relax"	"Dose Form"	"19082077"	"Extended Release Oral Capsule"	"2"		
"gal00617"	"inj. oploss. i.artic. [voorgev. spuit]"	"sol. inj. i.artic. [ser. préremplie]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00490"	"tabl. (deelb. in 4) PAK"	"compr. (séc. en 4) PAK"	"Dose Form"	"19001949"	"Delayed Release Oral Tablet"	"3"		
"gal00319"	"orofar. spray oploss."	"sol. spray orophar."	"Dose Form"	"19082228"	"Topical Solution"	"3"		
"gal00745"	"wiek T"	"mèche T"	"Dose Form"	"19082228"	"Topical Solution"	"1"		
"gal00239"	"verband Tracheo"	"pansement Trachéo-fenestré"	"Dose Form"	"46234410"	"Topical Suspension"	"1"		
"gal00514"	"inf. susp. (pdr.) i.v. [flac.]"	"susp. perf. (pdr) i.v. [flac.]"	"Dose Form"	"19095915"	"Intravenous Suspension"	"1"		
"gal00687"	"inj. susp. i.vitr. [flac.]"	"susp. inj. i.vitr. [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00257"	"cut./rect. zalf"	"pommade cut./rect."	"Dose Form"	"19082282"	"Rectal Ointment"	"1"		
"gal00610"	"verband Life Sacrum"	"pansement Life Sacrum"	"Dose Form"	"19082228"	"Topical Solution"	"2"		
"gal00830"	"siroop oploss. Menthol"	"sirop sol. Menthol"	"Dose Form"	"19082170"	"Oral Solution"	"1"		
"gal00705"	"gompastille"	"gomme"	"Dose Form"	"19102296"	"Chewing Gum"	"1"		
"gal00356"	"inj. susp. s.c. Solostar [voorgev. pen]"	"susp. inj. s.c. Solostar [stylo prérempli]"	"Dose Form"	"46234469"	"Injection"	"3"		
"gal00835"	"ocul. druppels oploss. (unidose) Unit Dose [zonder bew.]"	"collyre sol. (unidose) Unit Dose [sans cons.]"	"Dose Form"	"19129634"	"Ophthalmic Solution"	"1"		
"gal00653"	"verband Hydro"	"pansement Hydro"	"Dose Form"	"19082228"	"Topical Solution"	"2"		
"gal00715"	"gel Forte"	"gel Forte"	"Dose Form"	"19095973"	"Topical Gel"	"1"		
"gal00521"	"inhal. verneveloploss. (pdr. + solv.) [flac. + amp.]"	"sol. inhal. nébul. (pdr + solv.) inhal. [flac. + amp.]"	"Dose Form"	"19082259"	"Inhalation Powder"	"1"		
"gal00499"	"40 + 10 mg / 1 ml inj. susp. verl. afgifte i.artic./i.laes./i.burs./p.artic. [flac.]"	"40 + 10 mg / 1 ml susp. inj. lib. prol. i.artic./i.lés./i.burs./p.artic. [flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00128"	"verband Heel"	"pansement Heel"	"Dose Form"	"46234410"	"Topical Suspension"	"1"		
"gal00175"	"inj. susp. i.m./s.c. Junior [voorgev. spuit]"	"susp. inj. i.m./s.c. Junior [ser. préremplie]"	"Dose Form"	"46234469"	"Injection"	"3"		
"gal00622"	"inj./inf. oploss. i.m./i.v./s.c. [voorgev. spuit]"	"sol. inj./perf. i.m./i.v./s.c. [ser. préremplie]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00167"	"verband Life"	"pansement Life"	"Dose Form"	"46234410"	"Topical Suspension"	"1"		
"gal00191"	"inj. oploss. i.m./i.v./epidur./p.neur. [amp., locoregionale infiltr.]"	"sol. inj. i.m./i.v./p.dural/p.neur. [amp., infiltr. locorégionale]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00468"	"inj. susp. verl. afgifte s.c. Press [voorgev. spuit]"	"susp. inj. lib. prol. s.c. Press [ser. préremplie]"	"Dose Form"	"19082104"	"Injectable Suspension"	"1"		
"gal00813"	"verband Gentle Border Heel"	"pansement Gentle Border Heel"	"Dose Form"	"19082228"	"Topical Solution"	"2"		
"gal00695"	"inj. oploss. i.camer. [amp.]"	"sol. inj. i.camér. [amp.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00207"	"tabl. (deelb. in 4)"	"compr. (séc. en 4)"	"Dose Form"	"19082079"	"Extended Release Oral Tablet"	"2"		
"gal00001"	"verband [geïmpregneerd]"	"pansement [imprégné]"	"Dose Form"	"46234410"	"Topical Suspension"	"1"		
"gal00393"	"transderm. lok. gel (doseerpomp)"	"gel transderm. local (pompe doseuse)"	"Dose Form"	"19095973"	"Topical Gel"	"1"		
"gal00237"	"verband Rol"	"pansement Rouleau"	"Dose Form"	"46234410"	"Topical Suspension"	"1"		
"gal00385"	"inj./inf. oploss. (conc.) i.v. [amp.]"	"sol. inj./perf. à diluer i.v. [amp.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00572"	"tabl. (deelb.) Besilate"	"compr. (séc.) Besilate"	"Dose Form"	"19082079"	"Extended Release Oral Tablet"	"2"		
"gal00511"	"zuigtabl. Pastille"	"past. Pastille"	"Dose Form"	"19082253"	"Oral Lozenge"	"1"		
"gal00005"	"ocul. druppels oploss."	"collyre sol."	"Dose Form"	"19129634"	"Ophthalmic Solution"	"1"		
"gal00101"	"verband Non-adhesive"	"pansement Non-adhesive"	"Dose Form"	"46234410"	"Topical Suspension"	"1"		
"gal00653"	"verband Hydro"	"pansement Hydro"	"Dose Form"	"46234410"	"Topical Suspension"	"1"		
"gal00010"	"filmomh. tabl. (deelb.)"	"compr. pellic. (séc.)"	"Dose Form"	"19001949"	"Delayed Release Oral Tablet"	"3"		
"gal00449"	"susp. (susp. + bruisgran.)"	"susp. (susp. + gran. efferv.)"	"Dose Form"	"19082651"	"Oral Granules"	"2"		
"gal00482"	"inj. oploss. (pdr. + solv.) i.v. [flac. + amp.]"	"sol. inj. (pdr + solv.) i.v. [flac. + amp.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00185"	"verband Hiel"	"pansement Talon"	"Dose Form"	"19082228"	"Topical Solution"	"2"		
"gal00103"	"inj. oploss. (pdr. + solv.) i.m./i.v. [flac. + amp.]"	"sol. inj. (pdr + solv.) i.m./i.v. [flac. + amp.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00083"	"inf. oploss. (conc.) i.v. (alc.) [amp.]"	"sol. perf. à diluer i.v. (alc.) [amp.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00041"	"disp. tabl. (deelb.)"	"compr. disp. (séc.)"	"Dose Form"	"19082076"	"Disintegrating Oral Tablet"	"1"		
"gal00345"	"inf. oploss. epidur./p.neur. [zak, locoregionale infiltr.]"	"sol. perf. p.dural/p.neur. [sac, infiltr. locorégionale]"	"Dose Form"	"19082104"	"Injectable Suspension"	"1"		
"gal00198"	"inj. oploss. s.c. SmartJect [voorgev. pen]"	"sol. inj. s.c. SmartJect [stylo prérempli]"	"Dose Form"	"46234469"	"Injection"	"3"		
"gal00030"	"inj./inf. emuls. i.v. [amp.]"	"émuls. inj./perf. i.v. [amp.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00149"	"inj. oploss. i.v./s.c. [voorgev. spuit]"	"sol. inj. i.v./s.c. [ser. préremplie]"	"Dose Form"	"46234469"	"Injection"	"3"		
"gal00504"	"inj./inf./instill. oploss. i.m./i.v./rect. [amp.]"	"sol. inj./perf./instill. i.m./i.v./rect. [amp.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00228"	"inj./inf./instill. oploss. i.v./i.arter./i.uter. [flac.]"	"sol. inj./perf./instill. i.v./i.artér./i.utér. [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"ir00125"	"Alcon"		"Supplier"	"43132841"	"Alcon"			
"gal00383"	"gorgeldrank/mondspoeling Mondwater"	"gargarisme/bain de bouche Buccale"	"Dose Form"	"19126590"	"Mouthwash"	"1"		
"gal00076"	"inj./inf. oploss. (pdr.) i.m./i.v. [flac.]"	"sol. inj./perf. (pdr) i.m./i.v. [flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00054"	"siroop oploss. Forte"	"sirop sol. Forte"	"Dose Form"	"19082170"	"Oral Solution"	"1"		
"gal00250"	"inj. oploss. i.m. [voorgev. pen]"	"sol. inj. i.m. [stylo prérempli]"	"Dose Form"	"46234467"	"Pen Injector"	"2"		
"gal00143"	"inj. oploss. s.c. Solostar [voorgev. pen]"	"sol. inj. s.c. Solostar [stylo prérempli]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00287"	"inj./inf. oploss. (pdr. + solv.) i.v. [flac. + amp.]"	"sol. inj./perf. (pdr + solv.) i.v. [flac. + amp.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00758"	"inj. oploss. i.uter. Hystero [flac.]"	"sol. inj. i.utér. Hystero [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00024"	"siroop oploss. (zonder suiker) Kind"	"sirop sol. (sans sucre) Enfant"	"Dose Form"	"19082170"	"Oral Solution"	"1"		
"gal00445"	"dent./gingiv./oromuc. gel"	"gel dent./gingiv./oromuq."	"Dose Form"	"19095916"	"Oral Gel"	"1"		
"gal00132"	"inj. oploss. s.mucos. [patr.]"	"sol. inj. s.muq. [cart.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00597"	"inhalatiepdr. (harde caps.) Turbospin"	"poudre inhal. (gél.) Turbospin"	"Dose Form"	"19082259"	"Inhalation Powder"	"1"		
"gal00439"	"inj./inf./instill./verneveloploss. i.m./i.v./auric./endotrach./inhal./nas. [amp.]"	"sol. inj./perf./instill./inhal. nébul. i.m./i.v./auric./endotrach./inhal./nas. [amp.]"	"Dose Form"	"46234469"	"Injection"	"3"		
"gal00035"	"verband Border Lite"	"pansement Border Lite"	"Dose Form"	"19082228"	"Topical Solution"	"2"		
"gal00397"	"inj. susp. (pdr. + solv.) i.m. [flac. + voorgev. spuit]"	"susp. inj. (pdr + solv.) i.m. [flac. + ser. préremplie]"	"Dose Form"	"19126920"	"Prefilled Syringe"	"4"		
"gal00094"	"inj./inf. oploss. i.v./i.arter. [amp.]"	"sol. inj./perf. i.v./i.artér. [amp.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00413"	"oploss. (conc.) Vloeibaar Sinaasappelsmaak"	"sol. à diluer Liquide Goût orange"	"Dose Form"	"19082170"	"Oral Solution"	"1"		
"gal00518"	"susp. (gran., zakjes) Baby"	"susp. (gran., sachet) Baby"	"Dose Form"	"19082651"	"Oral Granules"	"1"		
"gal00286"	"omh. tabl. (deelb.)"	"compr. enr. (séc.)"	"Dose Form"	"19001949"	"Delayed Release Oral Tablet"	"2"		
"gal00682"	"tabl. D"	"compr. D"	"Dose Form"	"19082573"	"Oral Tablet"	"1"		
"gal00236"	"verband Adhesive hiel [Rond]"	"pansement Adhesive talon [Rond]"	"Dose Form"	"46234410"	"Topical Suspension"	"1"		
"gal00318"	"auric./cut./nas./ocul. druppels susp. (pdr. + solv.)"	"gtts susp. (pdr + solv.) auric./cut./nas./opht."	"Dose Form"	"46234410"	"Topical Suspension"	"1"		
"gal00223"	"cut. oploss. (pdr.)"	"sol. (pdr) cut."	"Dose Form"	"19082286"	"Topical Powder"	"1"		
"gal00348"	"harde caps. Volw."	"gél. Adulte"	"Dose Form"	"19082168"	"Oral Capsule"	"1"		
"gal00728"	"inhalatiepdr. (voorverdeeld) [Elpenhaler]"	"poudre inhal. (unidose) [Elpenhaler]"	"Dose Form"	"19082259"	"Inhalation Powder"	"1"		
"gal00218"	"verband Concave"	"pansement Concave"	"Dose Form"	"46234410"	"Topical Suspension"	"1"		
"gal00349"	"inj./inf. oploss. i.v./s.c. [flac.]"	"sol. inj./perf. i.v./s.c. [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00670"	"tabl. (deelb.) Forte"	"compr. (séc.) Forte"	"Dose Form"	"19082573"	"Oral Tablet"	"1"		
"gal00293"	"inj. oploss. i.m. [flac.]"	"sol. inj. i.m. [flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00752"	"verband Border [Driehoekig]"	"pansement Border [Triangle]"	"Dose Form"	"46234410"	"Topical Suspension"	"1"		
"gal00407"	"tabl. geregul. afgifte"	"compr. lib. modif."	"Dose Form"	"19082255"	"Delayed Release Oral Capsule"	"1"		
"gal00732"	"nas. spray oploss. Aloe"	"sol. spray nas. Aloe"	"Dose Form"	"19011167"	"Nasal Spray"	"1"		
"gal00228"	"inj./inf./instill. oploss. i.v./i.arter./i.uter. [flac.]"	"sol. inj./perf./instill. i.v./i.artér./i.utér. [flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00140"	"inf./instill. oploss. i.v./i.vesic. [flac.]"	"sol. perf./instill. i.v./i.vésic. [flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00499"	"40 + 10 mg / 1 ml inj. susp. verl. afgifte i.artic./i.laes./i.burs./p.artic. [flac.]"	"40 + 10 mg / 1 ml susp. inj. lib. prol. i.artic./i.lés./i.burs./p.artic. [flac.]"	"Dose Form"	"19082104"	"Injectable Suspension"	"3"		
"gal00360"	"inj. oploss. s.c. Kwikpen [voorgev. pen]"	"sol. inj. s.c. Kwikpen [stylo prérempli]"	"Dose Form"	"46234469"	"Injection"	"3"		
"gal00767"	"inj./inf. oploss. (pdr.) i.m./i.v./s.c. [flac.]"	"sol. inj./perf. (pdr) i.m./i.v./s.c. [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00448"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. Consta [flac. + voorgev. spuit]"	"susp. inj. lib. prol. (pdr + solv.) i.m. Consta [flac. + ser. préremplie]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00297"	"gran. (zakjes)"	"gran. (sachet)"	"Dose Form"	"19082651"	"Oral Granules"	"1"		
"gal00204"	"siroop susp. (gran.)"	"sirop susp. (gran.)"	"Dose Form"	"19082223"	"Syrup"	"2"		
"gal00694"	"inj. oploss. i.thec. Hyperbar [amp.]"	"sol. inj. i.théc. Hyperbar [amp.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00049"	"siroop oploss. Volw."	"sirop sol. Adulte"	"Dose Form"	"19082223"	"Syrup"	"2"		
"gal00598"	"susp. (conc.) Scanner"	"susp. à diluer Scanner"	"Dose Form"	"19082221"	"Rectal Suspension"	"1"		
"gal00398"	"2% - 1/200 000 inj. oploss. i.artic./epidur./p.neur. [flac., locoregionale infiltr.]"	"2% - 1/200 000 sol. inj. i.artic./p.dural/p.neur. [flac., infiltr. locorégionale]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00666"	"inj. oploss. (pdr. + solv.) i.m./i.v./s.c. Hypokit [flac. + voorgev. spuit]"	"sol. inj. (pdr + solv.) i.m./i.v./s.c. Hypokit [flac. + ser. préremplie]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00605"	"maagsapresist. tabl. Enteric Coated"	"compr. gastro-résist. Enteric Coated"	"Dose Form"	"19082077"	"Extended Release Oral Capsule"	"1"		
"gal00183"	"inj./inf. oploss. (pdr. + solv.) i.v. [2x flac.]"	"sol. inj./perf. (pdr + solv.) i.v. [2x flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00193"	"oploss. (conc.)"	"sol. à diluer"	"Dose Form"	"19082228"	"Topical Solution"	"2"		
"gal00640"	"inj./inf. oploss. i.v./i.arter. [flac.]"	"sol. inj./perf. i.v./i.artér. [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00211"	"inj. oploss. i.v. [voorgev. spuit]"	"sol. inj. i.v. [ser. préremplie]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00632"	"cut. schuim"	"mousse cut."	"Dose Form"	"19095972"	"Topical Foam"	"1"		
"gal00423"	"inj./inf. oploss. s.c. [flac.]"	"sol. inj./perf. s.c. [flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00278"	"inj. oploss. i.vitr. [flac.]"	"sol. inj. i.vitr. [flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00741"	"verband Zink"	"pansement Zinc"	"Dose Form"	"46234410"	"Topical Suspension"	"1"		
"gal00406"	"inj. oploss. i.m./s.c. [amp.]"	"sol. inj. i.m./s.c. [amp.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00517"	"susp. (gran., zakjes) Junior"	"susp. (gran., sachet) Junior"	"Dose Form"	"19082651"	"Oral Granules"	"1"		
"gal00734"	"inj. susp. (pdr.) i.m. [flac.] + inj. susp. i.m. [voorgev. spuit]"	"susp. inj. (pdr) i.m. [flac.] + susp. inj. i.m. [ser. préremplie]"	"Dose Form"	"19082104"	"Injectable Suspension"	"3"		
"gal00194"	"oploss. (gran.)"	"sol. (gran.)"	"Dose Form"	"19082103"	"Injectable Solution"	"4"		
"gal00180"	"inj. oploss. i.v./s.c. Cartridge [patr.]"	"sol. inj. i.v./s.c. Cartridge [cart.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00724"	"vernevelsusp. (unidose) Nebules"	"susp. inhal. nébul. (unidose) Nebules"	"Dose Form"	"19095898"	"Inhalation Solution"	"1"		
"gal00806"	"i.vitr. implantaat [implantaatinjector]"	"implant i.vitr. [pistolet pour implant]"	"Dose Form"	"19124968"	"Drug Implant"	"1"		
"gal00258"	"tabl. (deelb.) Besilaat"	"compr. (séc.) Besilaat"	"Dose Form"	"19001949"	"Delayed Release Oral Tablet"	"3"		
"gal00091"	"oploss. (pdr., zakjes) Neutral"	"sol. (pdr, sachet) Neutral"	"Dose Form"	"19095976"	"Oral Powder"	"1"		
"gal00424"	"inj. oploss. verl. afgifte i.m. Depot [amp.]"	"sol. inj. lib. prol. i.m. Depot [amp.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00280"	"inj. oploss. s.c. [patr.] voor SurePal Pen 10"	"sol. inj. s.c. [cart.] pour SurePal Pen 10"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00801"	"gran. (zakjes) Instant Aardbei/Vanille"	"gran. (sachet) Instant Fraise/Vanille"	"Dose Form"	"19082651"	"Oral Granules"	"1"		
"gal00082"	"gran. (zakjes) Instant Forte"	"gran. (sachet) Instant Forte"	"Dose Form"	"19082651"	"Oral Granules"	"1"		
"gal00204"	"siroop susp. (gran.)"	"sirop susp. (gran.)"	"Dose Form"	"19082191"	"Oral Suspension"	"1"		
"gal00568"	"bruistabl. Soluble"	"compr. efferv. Soluble"	"Dose Form"	"1592486"	"Tablet for Oral Suspension"	"1"		
"gal00068"	"inj./inf. oploss. i.v. Onco-Tain [flac.]"	"sol. inj./perf. i.v. Onco-Tain [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00689"	"inj./inf. oploss. i.m./i.v./i.thec./i.arter. [flac.]"	"sol. inj./perf. i.m./i.v./i.théc./i.artér. [flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00017"	"inj. oploss. (pdr. + solv.) i.cavern. [flac. + voorgev. spuit]"	"sol. inj. (pdr + solv.) i.cavern. [flac. + ser. préremplie]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00232"	"inj. oploss. (pdr. + solv.) i.m./s.c. [2x flac.]"	"sol. inj. (pdr + solv.) i.m./s.c. [2x flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00831"	"siroop oploss. Honing & Citroen"	"sirop sol. Miel & Citron"	"Dose Form"	"19082223"	"Syrup"	"2"		
"gal00549"	"rect. schuim Foam"	"mousse rect. Foam"	"Dose Form"	"19082574"	"Rectal Foam"	"1"		
"gal00584"	"omh. tabl. Bedtime"	"compr. enr. Bedtime"	"Dose Form"	"19082168"	"Oral Capsule"	"3"		
"gal00427"	"gran. verl. afgifte (zakjes)"	"gran. lib. prol. (sachet)"	"Dose Form"	"19082651"	"Oral Granules"	"1"		
"gal00100"	"tabl. verl. afgifte (deelb.) Retard"	"compr. lib. prol. (séc.) Retard"	"Dose Form"	"19082077"	"Extended Release Oral Capsule"	"1"		
"gal00176"	"inj. susp. i.m./s.c. [voorgev. spuit]"	"susp. inj. i.m./s.c. [ser. préremplie]"	"Dose Form"	"46234469"	"Injection"	"3"		
"gal00364"	"inj. susp. s.c. Kwikpen [voorgev. pen]"	"susp. inj. s.c. Kwikpen [stylo prérempli]"	"Dose Form"	"19082104"	"Injectable Suspension"	"1"		
"gal00212"	"verband Cavity"	"pansement Cavity"	"Dose Form"	"19082228"	"Topical Solution"	"2"		
