COUNT	PRD_ID	PRD_NAME	CONCEPT_ID	CONCEPT_NAME	amount_value	amount_unit	denominator_value	denominator_unit	box_size		
117	115176	PROTOPIC C 0 03 1 POMMADE	950637	Tacrolimus							
88	115175	PROTOPIC C 0 03 1 POMMADE	950637	Tacrolimus							
24	148007	PROTOPIC C 0 03 1 POMMADE	950637	Tacrolimus							
247	115178	PROTOPIC C 0 1 1 POMMADE	950637	Tacrolimus							
159	115177	PROTOPIC C 0 1 1 POMMADE	950637	Tacrolimus							
48	148009	PROTOPIC C 0 1 1 POMMADE	950637	Tacrolimus							
7	166527	QUINAPRIL TEVA C 20MG 56 COMPRIMES PELLICULES	1331235	quinapril	20	mg					
22	166531	QUINAPRIL TEVA C 40MG 100 COMPRIMES PELLICULES	1331235	quinapril	40	mg					
22	166530	QUINAPRIL TEVA C 40MG 56 COMPRIMES PELLICULES	1331235	quinapril	40	mg					
1	7806294	QUTENZA C 179 MG 1 CONDITIONNEMENT COMBINE	939881	Capsaicin	179	mg					
11	150711	RENNIE ALGIN LIQUID C 1 SUSPENSION	19030059	alginic acid							
2	2776	REUMATRIX C 2 EMPLATRES	939881	Capsaicin							
66	2897	SILOMAT C 20MG 2ML 5 AMPOULES	19050863	clobutinol	20	mg	2	ml			
1135	36105	SILOMAT C 20MG 5ML 1 SIROP	19050863	clobutinol	20	mg	5	ml			
3945	2893	SILOMAT C 40MG 40 DRAGEES	19050863	clobutinol	40	mg					
27	2898	SILOMAT C 60MG ML 1 GOUTTES	19050863	clobutinol	60	mg					
3	82792	SILYMAROL 140 C 60 GELULES	19066992	Silymarin							
1	43817	SOMATOSTATINE EUMEDICA C 250 MCG 1 POUDRE INJECTABLE AVEC SOLVANT	19136066	Somatostatin	250	mcg					
1	43818	SOMATOSTATINE EUMEDICA C 3MG 1 POUDRE INJECTABLE AVEC SOLVANT	19136066	Somatostatin	3	mg					
8	2952	SPASFON C 10 SUPPOSITOIRES	19041222	Phloroglucinol							
2953	5014	SPASFON C 30 COMPRIMES	19041222	Phloroglucinol							
1	173053	SUTENT C 12 5MG 30 GELULES	1336539	sunitinib	12.5	mg					
1	173055	SUTENT C 50 MG 30 GELULES	1336539	sunitinib	50	mg					
1	99948	TESLASCAN C 1 FLACON POUR PERFUSION	19092105	MANGAFODIPIR							
239	106023	TIMABAK C 0 25 1 GOUTTES OCULAIRES	902427	Timolol							
1451	106024	TIMABAK C 0 5 1 GOUTTES OCULAIRES	902427	Timolol							
81	103165	TIMO COMOD C 0 25 1 GOUTTES OCULAIRES	902427	Timolol							
478	107638	TIMO COMOD C 0 5 1 GOUTTES OCULAIRES	902427	Timolol							
7	156791	TIMOLOL BEXAL C 0 25 1 GOUTTES OCULAIRES	902427	Timolol							
27	156792	TIMOLOL BEXAL C 0 50 1 GOUTTES OCULAIRES	902427	Timolol							
14	98207	TIMOLOL CHAUVIN 0 25 C 1 GOUTTES OCULAIRES	902427	Timolol							
162	98208	TIMOLOL CHAUVIN 0 5 C 1 GOUTTES OCULAIRES	902427	Timolol							
301	79475	TIMOLOL FALCON C 0 25 1 GOUTTES OCULAIRES	902427	Timolol							
2194	79474	TIMOLOL FALCON C 0 50 1 GOUTTES OCULAIRES	902427	Timolol							
243	3266	TIMOPTOL 0 25 C 1 GOUTTES OCULAIRES	902427	Timolol							
601	110385	TIMOPTOL 0 25 C OCUMETER PLUS 1 GOUTTES OCULAIRES	902427	Timolol							
999	3265	TIMOPTOL 0 50 C 1 GOUTTES OCULAIRES	902427	Timolol							
2841	110384	TIMOPTOL C 5 0 MG ML 0 5 1 GOUTTES OCULAIRES	902427	Timolol							
195	173581	TIMOPTOL C 5 0 MG ML 0 5 3 GOUTTES OCULAIRES	902427	Timolol							
24	156007	TIMOPTOLGEL 0 25 C OCUMETER PLUS PL 1 GOUTTES OCULAIRES	902427	Timolol							
40	66582	TIMOPTOLGEL 0 25 C PL 1 GOUTTES OCULAIRES	902427	Timolol							
52	66583	TIMOPTOLGEL 0 50 C PL 1 GOUTTES OCULAIRES	902427	Timolol							
170	156006	TIMOPTOLGEL C 5 0 MG ML 0 5 1 GOUTTES OCULAIRES	902427	Timolol							
40	7559145	TOTALIP C 10 MG 28 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg					
160	8099984	TOTALIP C 10 MG 30 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg					
752	7559146	TOTALIP C 10 MG 84 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg					
46	7559147	TOTALIP C 20 MG 28 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
233	8120008	TOTALIP C 20 MG 30 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
1696	7559148	TOTALIP C 20 MG 84 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
726	7559149	TOTALIP C 40 MG 84 COMPRIMES PELLICULES	1545958	atorvastatin	40	mg					
3109	8080032	TOTALIP C 80 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	80	mg					
146	7559177	TOTALIP C 80 MG 98 COMPRIMES PELLICULES	1545958	atorvastatin	80	mg					
25	9092131	TOTALIP IMPEXECO C 10 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg					
12	9092130	TOTALIP IMPEXECO C 10 MG 84 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg					
53	9092133	TOTALIP IMPEXECO C 20 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
43	9092132	TOTALIP IMPEXECO C 20 MG 84 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
87	9092135	TOTALIP IMPEXECO C 40 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	40	mg					
2	9092134	TOTALIP IMPEXECO C 40 MG 84 COMPRIMES PELLICULES	1545958	atorvastatin	40	mg					
40	9092137	TOTALIP IMPEXECO C 80 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	80	mg					
15	9092136	TOTALIP IMPEXECO C 80 MG 98 COMPRIMES PELLICULES	1545958	atorvastatin	80	mg					
1	97195	TRACTOCILE C 6 75MG 0 9ML 1 FLACON POUR INJ I V PERF	19122136	Atosiban	6.75	mg	0.9	ml			
261	111124	TRAVATAN C 40 MCG ML 1 GOUTTES OCULAIRES	904501	travoprost	40	mcg	1	ml			
56	111123	TRAVATAN C 40 MCG ML 1 GOUTTES OCULAIRES	904501	travoprost	40	mcg	1	ml			
73	55538	TRICIDINE MUNT MENTHE C 25 COMPRIMES A SUCER	19006842	Tyrothricin							
41	55539	TRICIDINE MUNT MENTHE C 40 COMPRIMES A SUCER	19006842	Tyrothricin							
158	31274	TRICIDINE SINAASAPPEL ORANGE C 25 COMPRIMES A SUCER	19006842	Tyrothricin							
123	82653	TYRO DROPS C 36 COMPRIMES A SUCER	19006842	Tyrothricin							
98	2538701	VALSARTAN MYLAN C 160MG 100 GELULES	1308842	valsartan	160	mg					
2	8358779	VALSARTAN MYLAN C 160MG 28 COMPRIMES PELLICULES	1308842	valsartan	160	mg					
12	2538699	VALSARTAN MYLAN C 160MG 28 GELULES	1308842	valsartan	160	mg					
15	2538700	VALSARTAN MYLAN C 160MG 56 GELULES	1308842	valsartan	160	mg					
127	8358780	VALSARTAN MYLAN C 160MG 98 COMPRIMES PELLICULES	1308842	valsartan	160	mg					
1	8358781	VALSARTAN MYLAN C 320MG 28 COMPRIMES PELLICULES	1308842	valsartan	320	mg					
27	8358782	VALSARTAN MYLAN C 320MG 98 COMPRIMES PELLICULES	1308842	valsartan	320	mg					
96	2538698	VALSARTAN MYLAN C 80MG 100 GELULES	1308842	valsartan	80	mg					
4	8358778	VALSARTAN MYLAN C 80MG 28 COMPRIMES PELLICULES	1308842	valsartan	80	mg					
14	2538695	VALSARTAN MYLAN C 80MG 28 GELULES	1308842	valsartan	80	mg					
9	2538696	VALSARTAN MYLAN C 80MG 56 GELULES	1308842	valsartan	80	mg					
69	8338027	VALSARTAN MYLAN C 80MG 98 COMPRIMES PELLICULES	1308842	valsartan	80	mg					
68	3508044	VALSARTAN SANDOZ C 160MG 28 COMPRIMES PELLICULES	1308842	valsartan	160	mg					
80	3508045	VALSARTAN SANDOZ C 160MG 56 COMPRIMES PELLICULES	1308842	valsartan	160	mg					
1541	3508047	VALSARTAN SANDOZ C 160MG 98 COMPRIMES PELLICULES	1308842	valsartan	160	mg					
1	3508049	VALSARTAN SANDOZ C 320MG 28 COMPRIMES PELLICULES	1308842	valsartan	320	mg					
1	3508051	VALSARTAN SANDOZ C 320MG 56 COMPRIMES PELLICULES	1308842	valsartan	320	mg					
63	3508037	VALSARTAN SANDOZ C 320MG 98 COMPRIMES PELLICULES	1308842	valsartan	320	mg					
45	3508038	VALSARTAN SANDOZ C 80MG 28 COMPRIMES PELLICULES	1308842	valsartan	80	mg					
57	3508039	VALSARTAN SANDOZ C 80MG 56 COMPRIMES PELLICULES	1308842	valsartan	80	mg					
545	3508040	VALSARTAN SANDOZ C 80MG 98 COMPRIMES PELLICULES	1308842	valsartan	80	mg					
1	86586	VANCOMYCINE TEVA C 500 MG 1 POUDRE INJECTABLE SANS SOLVANT	1707687	Vancomycin	500	mg					
1	12025944	VIPIDIA C 6 25MG 28 COMPRIMES PELLICULES	43013884	alogliptin	6.25	mg					
1	74027	XENETIX 300 C 1 FLACON POUR INJ I V PERF	19053540	iobitridol							
720	148002	ZINDACLIN C 1 1 GEL	997881	Clindamycin							
4488	4349	HEXOMEDINE C COLLUTOIRE 1MG G 1 SPRAY BUCCAL	19001599	hexamidine	1	mg					
46	45418	TEMESTA C 1 MG 500 COMPRIMES PELLICULES	791967	Lorazepam	1	mg					
283	177699	RISPERDAL C 1 MG 100 COMPRIMES PELLICULES	735979	Risperidone	1	mg					
1	418234	NOREPINE C 1MG 10 SOLUTION A DILUER PR PERFUSION	1321341	Norepinephrine	1	mg					
3	2536227	ROPINIROL SANDOZ C 1 MG 84 COMPRIMES PELLICULES	713823	ropinirole	1	mg					
17	601198	ARIMIDEX C 1 MG 84 COMPRIMES PELLICULES	1348265	anastrozole	1	mg					
11	202455	NICORETTE FRUIT C 2 MG 30 GOMMES A MACHER	718583	Nicotine	2	mg					
38	8358871	NICORETTE FRESHMINT C 2 MG 80 COMPRIMES A SUCER	718583	Nicotine	2	mg					
103	42953	NICORETTE C 2 MG 105 GOMMES A MACHER	718583	Nicotine	2	mg					
25	202454	NICORETTE FRUIT C 2 MG 105 GOMMES A MACHER	718583	Nicotine	2	mg					
72	172210	NICORETTE FRESHMINT C 2 MG 105 GOMMES A MACHER	718583	Nicotine	2	mg					
73	172209	NICORETTE FRESHMINT C 2 MG 30 GOMMES A MACHER	718583	Nicotine	2	mg					
1	223052	NEUPRO C 2MG 24H 7 DISPOSITIFS TRANSDERMIQUES	786426	Rotigotine	2	mg					
42	62985	NICORETTE MINT C 2 MG 105 GOMMES A MACHER	718583	Nicotine	2	mg					
121	50395	NICORETTE C 2 MG 30 GOMMES A MACHER	718583	Nicotine	2	mg					
82	62984	NICORETTE MINT C 2 MG 30 GOMMES A MACHER	718583	Nicotine	2	mg					
171	177700	RISPERDAL C 2 MG 100 COMPRIMES PELLICULES	735979	Risperidone	2	mg					
1	223053	NEUPRO C 2MG 24H 28 DISPOSITIFS TRANSDERMIQUES	786426	Rotigotine	2	mg					
2	39841	OLIGOSTIM LI COMP 40X 3MG BOIRON	19113039	Lithium acetate	3	mg					
31	177701	RISPERDAL C 3 MG 100 COMPRIMES PELLICULES	735979	Risperidone	3	mg					
54	62987	NICORETTE 4 MG MINT C 105 GOMMES A MACHER	718583	Nicotine	4	mg					
2	22752146	MARIPER C 4 MG 90 COMPRIMES	1373225	Perindopril	4	mg					
19	177702	RISPERDAL C 4 MG 100 COMPRIMES PELLICULES	735979	Risperidone	4	mg					
41	40392	NICORETTE C 4 MG 105 GOMMES A MACHER	718583	Nicotine	4	mg					
181	109056	REMINYL 4 MG C 56 COMPRIMES PELLICULES	757627	Galantamine	4	mg					
2	62986	NICORETTE 4 MG MINT C 30 GOMMES A MACHER	718583	Nicotine	4	mg					
13	157645	NICOTINELL CLASSIC C 4 MG 96 GOMMES A MACHER	718583	Nicotine	4	mg					
30	172211	NICORETTE FRESHMINT C 4 MG 105 GOMMES A MACHER	718583	Nicotine	4	mg					
21	101159	REMINYL 4 MG C 14 COMPRIMES PELLICULES	757627	Galantamine	4	mg					
26	202456	NICORETTE FRUIT C 4 MG 105 GOMMES A MACHER	718583	Nicotine	4	mg					
914	176728	RECTOGESIC C 4MG G 1 POMMADE A USAGE ANAL	1361711	Nitroglycerin	4	mg					
14	39654	NORCURON 4 MG C 10 POUDRE INJECTABLE AVEC SOLVANT	19012598	Vecuronium	4	mg					
2	72970	NICORETTE C 4 MG 30 GOMMES A MACHER	718583	Nicotine	4	mg					
40	8358870	NICORETTE FRESHMINT C 4 MG 80 COMPRIMES A SUCER	718583	Nicotine	4	mg					
85	415384	LEVOCETIRIZINE RATIO C 5MG 90 COMPRIMES PELLICULES	711584	Levetiracetam	5	mg					
1	81178	ACCUPRIL C 5 MG 28 COMPRIMES PELLICULES	1331235	quinapril	5	mg					
1	4597282	ESCITALOPRAM TEVA C 5 MG 28 COMPRIMES PELLICULES	715939	Escitalopram	5	mg					
7	23587068	BISOPROLOL MYLAN C 5 MG 100 COMPRIMES PELLICULES	1338005	Bisoprolol	5	mg					
389	11031139	LEVOCETIRIZINE AB C 5MG 20 COMPRIMES PELLICULES	711584	Levetiracetam	5	mg					
283	12025590	ELIQUIS C 5 MG 100 COMPRIMES PELLICULES	43013024	apixaban	5	mg					
34	10541238	DESLORATADINE ACTAVIS C 5 MG 50 COMPRIMES PELLICULES	1103006	desloratadine	5	mg					
485	11031141	LEVOCETIRIZINE AB C 5MG 100 COMPRIMES PELLICULES	711584	Levetiracetam	5	mg					
4	8614539	ARICEPT PI PHARMA C 5 MG 98 COMPRIMES PELLICULES	715997	donepezil	5	mg					
716	67892	EMCONCOR MITIS C 5 MG 56 COMPRIMES PELLICULES	1338005	Bisoprolol	5	mg					
2	166894	CRESTOR C 5 MG 30 COMPRIMES PELLICULES	1510813	rosuvastatin	5	mg					
3	12020457	PROCORALAN C 5 MG 100 COMPRIMES PELLICULES	46234437	ivabradine	5	mg					
2	23244522	BUCCOLAM C 5MG 4 SOLUTION BUCCALE	708298	Midazolam	5	mg					
20	16208	PLENDIL 5 MG RETARD C 5 MG	1353776	Felodipine	5	mg					
51	204547	LEVOCETIRIZINE RATIO C 5MG 30 COMPRIMES PELLICULES	711584	Levetiracetam	5	mg					
304	11031140	LEVOCETIRIZINE AB C 5MG 40 COMPRIMES PELLICULES	711584	Levetiracetam	5	mg					
2	4820468	BISOPROLOL SANDOZ C 5 MG 28 COMPRIMES PELLICULES	1338005	Bisoprolol	5	mg					
4	4820469	BISOSANDOZ C 5 MG 56 COMPRIMES PELLICULES	1338005	Bisoprolol	5	mg					
27	4394408	NOBITEN IMPEXECO C 5 MG 56 COMPRIMES	1314577	nebivolol	5	mg					
2	188547	BISOPROLOL MYLAN C 5 MG 56 COMPRIMES PELLICULES	1338005	Bisoprolol	5	mg					
3	5308	VELOURS C 6MG G 1 POUDRE U E	977949	ichthammol	6	mg					
117	109061	REMINYL 8 MG C 112 COMPRIMES PELLICULES	757627	Galantamine	8	mg					
3	7559183	GALANTAMINE APOTEX C 8 MG 28 GELULES LIBERATION MODIFIEE	757627	Galantamine	8	mg					
625	162044	REMINYL C 8 MG 28 GELULES LIBERATION MODIFIEE	757627	Galantamine	8	mg					
234	101160	REMINYL 8 MG C 56 COMPRIMES PELLICULES	757627	Galantamine	8	mg					
5	8358735	GALANTAMINE TEVA C 8 MG 28 GELULES LIBERATION MODIFIEE	757627	Galantamine	8	mg					
16	8254418	GALANTAMINE RETARD MYLAN C 8 MG 28 GELULES LIBERATION MODIFIEE	757627	Galantamine	8	mg					
1	39840	OLIGOSTIM F COMP 40X 9MG BOIRON	42899013	Fluorine	9	mg					
22	6648989	ATORSTATINEG C 10 MG 84 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg					
3313	59255	STILNOCT C 10 MG 30 COMPRIMES PELLICULES	744740	zolpidem	10	mg					
2	8001759	XARELTO C 10 MG 100 COMPRIMES PELLICULES	40241331	rivaroxaban	10	mg					
130	12696	IODEX BUCCAL C 10MG G 1 EAU BUCCALE	1750087	Povidone-Iodine	10	mg					
1	10541277	MEMANTINE LEK SANDOZ C 10 MG 56 COMPRIMES PELLICULES	701322	Memantine	10	mg					
35	4820475	BISOPROLOL SANDOZ C 10 MG 98 COMPRIMES PELLICULES	1338005	Bisoprolol	10	mg					
15	187331	OMEPRAZOL SANDOZ C 10 MG 56 GELULES GASTRO RESISTANTES	923645	Omeprazole	10	mg					
94	11525043	MONTELUKAST EG C 10 MG 98 COMPRIMES PELLICULES	1154161	montelukast	10	mg					
26	6648988	ATORSTATINEG C 10 MG 28 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg					
5	11030937	ESCITALOPRAM SANDOZ C 10 MG 14 COMPRIMES PELLICULES	715939	Escitalopram	10	mg					
7	23587066	BISOPROLOL MYLAN C 10 MG 100 COMPRIMES PELLICULES	1338005	Bisoprolol	10	mg					
6	12360	PEVARYL GEL AUX LIPOSOMES C 10MG G 1 GEL	940864	Econazole	10	mg					
179	8119968	ESCITALOPRAM SANDOZ C 10 MG 98 COMPRIMES PELLICULES	715939	Escitalopram	10	mg					
8	23553805	DONEPEZIL SANDOZ C 10 MG 100 COMPRIMES PELLICULES	715997	donepezil	10	mg					
55	11525041	MONTELUKAST EG C 10 MG 28 COMPRIMES PELLICULES	1154161	montelukast	10	mg					
18	24431349	OLMESARTAN EG C 10 MG 98 COMPRIMES PELLICULES	40226742	olmesartan	10	mg					
5	20562294	OTEZLA C 10MG 20MG 30MG 27 COMPRIMES PELLICULES	44816294	apremilast	10	mg					
21	8614540	ARICEPT PI PHARMA C 10 MG 98 COMPRIMES PELLICULES	715997	donepezil	10	mg					
13	11525042	MONTELUKAST EG C 10 MG 56 COMPRIMES PELLICULES	1154161	montelukast	10	mg					
1441	146933	CRESTOR C 10 MG 100 COMPRIMES PELLICULES	1510813	rosuvastatin	10	mg					
28	16207	PLENDIL 10 MG RETARD C 10 MG	1353776	Felodipine	10	mg					
1	20561933	SINGULAIR PI PHARMA C 10 MG 28 COMPRIMES PELLICULES	1154161	montelukast	10	mg					
2	4820474	BISOPROLOL SANDOZ C 10 MG 56 COMPRIMES PELLICULES	1338005	Bisoprolol	10	mg					
874	1565	CORSODYL C 10MG G 1 GEL DENTAIRE	1790812	Chlorhexidine	10	mg					
3	11525065	ESCITALOPRAM ACTAVIS C 10 MG 56 COMPRIMES PELLICULES	715939	Escitalopram	10	mg					
404	45425	MOTILIUM C 10 MG 100 COMPRIMES PELLICULES	19037833	Domperidone	10	mg					
5	2313885	EFIENT C 10 MG 90 COMPRIMES PELLICULES	40163718	prasugrel	10	mg					
787	82396	LIPITOR C 10 MG 84 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg					
631	41149	INDERM C 10MG G 1 SOLUTION U E	1746940	Erythromycin	10	mg					
26	7559030	LIPITOR C 10 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg					
61	7975716	SIPRALEXA C 10 MG 98 COMPRIMES PELLICULES	715939	Escitalopram	10	mg					
18	10785724	CETIRIZINE MYLAN C 10 MG 50 COMPRIMES PELLICULES	1149196	Cetirizine	10	mg					
55	18906060	ESCITALOPRAM SANDOZ C 10 MG 100 COMPRIMES PELLICULES	715939	Escitalopram	10	mg					
1	4820472	BISOPROLOL SANDOZ C 10 MG 28 COMPRIMES PELLICULES	1338005	Bisoprolol	10	mg					
665	67891	EMCONCOR C 10 MG 56 COMPRIMES PELLICULES	1338005	Bisoprolol	10	mg					
344	101161	REMINYL 12 MG C 56 COMPRIMES PELLICULES	757627	Galantamine	12	mg					
2	39842	OLIGOSTIM MG COMP 40X12MG BOIRON	19013986	magnesium acetate	12	mg					
171	151992	REMINYL 12 MG C 112 COMPRIMES PELLICULES	757627	Galantamine	12	mg					
1	4600302	ESCITALOPRAM TEVA C 15 MG 56 COMPRIMES PELLICULES	715939	Escitalopram	15	mg					
16	8358989	XARELTO C 15 MG 100 COMPRIMES PELLICULES	40241331	rivaroxaban	15	mg					
1	11525057	ESCITALOPRAM TEVA C 15 MG 56 COMPRIMES PELLICULES	715939	Escitalopram	15	mg					
3	11030865	ESCITALOPRAM SANDOZ C 15 MG 28 COMPRIMES PELLICULES	715939	Escitalopram	15	mg					
34	10785785	MIRTAZAPINE ACTAVIS C 15 MG 100 COMPRIMES PELLICULES	725131	Mirtazapine	15	mg					
6	11030867	ESCITALOPRAM SANDOZ C 15 MG 98 COMPRIMES PELLICULES	715939	Escitalopram	15	mg					
89	19724022	XARELTO C 15 MG 100 COMPRIMES PELLICULES	40241331	rivaroxaban	15	mg					
1	4597290	ESCITALOPRAM TEVA C 15 MG 28 COMPRIMES PELLICULES	715939	Escitalopram	15	mg					
5	8254419	GALANTAMINE RETARD MYLAN C 16 MG 28 GELULES LIBERATION MODIFIEE	757627	Galantamine	16	mg					
1474	162047	REMINYL C 16 MG 84 GELULES LIBERATION MODIFIEE	757627	Galantamine	16	mg					
171	162045	REMINYL C 16 MG 28 GELULES LIBERATION MODIFIEE	757627	Galantamine	16	mg					
31	8254420	GALANTAMINE RETARD MYLAN C 16 MG 84 GELULES LIBERATION MODIFIEE	757627	Galantamine	16	mg					
6	8358737	GALANTAMINE TEVA C 16 MG 84 GELULES LIBERATION MODIFIEE	757627	Galantamine	16	mg					
10	7559185	GALANTAMINE APOTEX C 16 MG 84 GELULES LIBERATION MODIFIEE	757627	Galantamine	16	mg					
2	198255	PAROXETINE MYLAN C 20 MG 30 COMPRIMES PELLICULES	722031	Paroxetine	20	mg					
1	8376644	SIMVASTATINE ACCORD HEALTH C 20 MG 84 COMPRIMES PELLICULES	1539403	Simvastatin	20	mg					
1	186745	TAXOTERE 20 MG C 1 FLACON POUR PERFUSION	1315942	docetaxel	20	mg					
16	200176	PAROXETINE EG PI PHARMA C 20 MG 56 COMPRIMES PELLICULES	722031	Paroxetine	20	mg					
2	8376645	SIMVASTATINE ACCORD HEALTH C 20 MG 28 COMPRIMES PELLICULES	1539403	Simvastatin	20	mg					
18	198257	PAROXETINE MYLAN C 20 MG 60 COMPRIMES PELLICULES	722031	Paroxetine	20	mg					
2	8100015	ATORVASTATINE MYLAN C 20 MG 30 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
143	19724021	XARELTO C 20 MG 100 COMPRIMES PELLICULES	40241331	rivaroxaban	20	mg					
4	417308	SIMVASTIMYLAN C 20 MG 100 COMPRIMES PELLICULES	1539403	Simvastatin	20	mg					
165	72747	TAMOXIFEN EG 20 MG C 60 COMPRIMES	1436678	Tamoxifen	20	mg					
1804	82397	LIPITOR C 20 MG 84 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
23	8358990	XARELTO C 20 MG 100 COMPRIMES PELLICULES	40241331	rivaroxaban	20	mg					
66	7559031	LIPITOR C 20 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
1	4597294	ESCITALOPRAM TEVA C 20 MG 98 COMPRIMES PELLICULES	715939	Escitalopram	20	mg					
2	417304	SIMVASTIMYLAN C 20 MG 30 COMPRIMES PELLICULES	1539403	Simvastatin	20	mg					
62	150636	FLUOXETINE PSI C 20 MG 100 GELULES	755695	Fluoxetine	20	mg					
810	146930	CRESTOR C 20 MG 100 COMPRIMES PELLICULES	1510813	rosuvastatin	20	mg					
169	8008541	SIPRALEXA C 20 MG 98 COMPRIMES PELLICULES	715939	Escitalopram	20	mg					
29	10297668	RHINATHIOL PELARGONIUM C 20MG 20 COMPRIMES PELLICULES	44507723	Pelargonium graveolens whole extract	20	mg					
8744	5412	DAKTARIN C 20MG G 1 POUDRE U E	907879	Miconazole	20	mg					
86	2753886	CITALOPRAM EG C 20 MG 56 COMPRIMES PELLICULES	797617	Citalopram	20	mg					
24	25617143	SIMVASTATINE EG C 20 MG 100 COMPRIMES PELLICULES	1539403	Simvastatin	20	mg					
8	10541220	CITALOPRAM ACTAVIS C 20 MG 30 COMPRIMES PELLICULES	797617	Citalopram	20	mg					
4	8119960	ATORVASTATINE PFIZER C 20 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
31	2753884	CITALOPRAM EG C 20 MG 28 COMPRIMES PELLICULES	797617	Citalopram	20	mg					
28502	993	DAKTARIN C 20MG G 1 GEL BUCCAL	907879	Miconazole	20	mg					
2	11525068	ESCITALOPRAM ACTAVIS C 20 MG 56 COMPRIMES PELLICULES	715939	Escitalopram	20	mg					
6	10541221	CITALOPRAM ACTAVIS C 20 MG 100 COMPRIMES PELLICULES	797617	Citalopram	20	mg					
19	23005135	SIMVASTATINE MYLAN C 20 MG 250 COMPRIMES PELLICULES	1539403	Simvastatin	20	mg					
75	2753887	CITALOPRAM EG C 20 MG 98 COMPRIMES PELLICULES	797617	Citalopram	20	mg					
207	80456	CIPRAMIL C 20 MG 28 COMPRIMES PELLICULES	797617	Citalopram	20	mg					
19	76549	ACCOLATE C 20 MG 60 COMPRIMES PELLICULES	1111706	zafirlukast	20	mg					
3	8358973	TOTALIP C 20 MG 200 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
38	53193	ZOCOR C 20 MG 28 COMPRIMES PELLICULES	1539403	Simvastatin	20	mg					
1	205323	LERCANIDIPIN SANDOZ C 20 MG 28 COMPRIMES PELLICULES	19015802	lercanidipine	20	mg					
54	6648990	ATORSTATINEG C 20 MG 28 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
8	25617830	SIMVASTATINE SANDOZ C 20 MG 98 COMPRIMES PELLICULES	1539403	Simvastatin	20	mg					
100	187332	OMEPRAZOL SANDOZ C 20 MG 56 GELULES GASTRO RESISTANTES	923645	Omeprazole	20	mg					
1494	92727	ZOCOR C 20 MG 84 COMPRIMES PELLICULES	1539403	Simvastatin	20	mg					
3	8376643	SIMVASTATINE ACCORD HEALTH C 20 MG 100 COMPRIMES PELLICULES	1539403	Simvastatin	20	mg					
1	150635	FLUOXETINE PSI C 20 MG 30 GELULES	755695	Fluoxetine	20	mg					
71	81179	ACCUPRIL C 20 MG 28 COMPRIMES PELLICULES	1331235	quinapril	20	mg					
1	25617607	OLMESARTAN HCTZ KRKA C 20MG 25MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	20	mg					
4	7975717	CIPRAMIL C 20 MG 56 COMPRIMES PELLICULES	797617	Citalopram	20	mg					
52	97452	TAMOXIFEN MYLAN 20 MG C 60 COMPRIMES	1436678	Tamoxifen	20	mg					
21	6648991	ATORSTATINEG C 20 MG 84 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
1	25617427	OLMESARTAN HCTZ KRKA C 20MG 12 5MG 28 COMPRIMES PELLICULES	40226742	olmesartan	20	mg					
77	6875418	ATORVASTATINE MYLAN C 20 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
1	8254421	GALANTAMINE RETARD MYLAN C 24 MG 28 GELULES LIBERATION MODIFIEE	757627	Galantamine	24	mg					
159	162052	REMINYL C 24 MG 28 GELULES LIBERATION MODIFIEE	757627	Galantamine	24	mg					
20	8358734	GALANTAMINE TEVA C 24 MG 84 GELULES LIBERATION MODIFIEE	757627	Galantamine	24	mg					
2341	162049	REMINYL C 24 MG 84 GELULES LIBERATION MODIFIEE	757627	Galantamine	24	mg					
17	8254422	GALANTAMINE RETARD MYLAN C 24 MG 84 GELULES LIBERATION MODIFIEE	757627	Galantamine	24	mg					
17	7559187	GALANTAMINE APOTEX C 24 MG 84 GELULES LIBERATION MODIFIEE	757627	Galantamine	24	mg					
