concept_code,note
B66.3,"Infection due to Fasciola indica"
B66.3,"Sheep liver fluke disease"
B66.4,"Infection due to Paragonimus species"
B66.4,"Lung fluke disease"
B66.4,"Pulmonary distomiasis"
B66.5,"Infection due to Fasciolopsis buski"
B66.5,"Intestinal distomiasis"
B66.8,"Echinostomiasis"
B66.8,"Heterophyiasis"
B66.8,"Metagonimiasis"
B66.8,"Nanophyetiasis"
B66.8,"Watsoniasis"
B67.9,"Echinococcosis NOS"
B68.0,"Pork tapeworm (infection)"
B68.1,"Beef tapeworm (infection)"
B68.1,"Infection due to adult tapeworm Taenia saginata"
B70.0,"Diphyllobothrium (adult)(latum)(pacificum) infection"
B70.0,"Fish tapeworm (infection)"
B70.1,"Infection due to Sparganum (mansoni)(proliferum)"
B70.1,"Infection due to Spirometra larvae"
B70.1,"Larval diphyllobothriasis"
B70.1,"Spirometrosis"
B71.0,"Dwarf tapeworm (infection)"
B71.0,"Rat tapeworm (infection)"
B71.1,"Dog tapeworm (infection)"
B71.8,"Coenurosis"
B71.9,"Tapeworm (infection) NOS"
B72,"Guinea worm infection"
B72,"Infection due to Dracunculus medinensis"
B73,"Onchocerca volvulus infection"
B73,"Onchocercosis"
B73,"River blindness"
B74.0,"Bancroftian elephantiasis"
B74.0,"Bancroftian filariasis"
B74.3,"Calabar swelling"
B74.3,"Eyeworm disease of Africa"
B74.3,"Loa loa infection"
B74.4,"Infection due to Mansonella ozzardi"
B74.4,"Infection due to Mansonella perstans"
B74.4,"Infection due to Mansonella streptocerca"
B74.8,"Dirofilariasis"
B75,"Infection due to Trichinella species"
B75,"Trichiniasis"
B76.0,"Infection due to Ancylostoma species"
B76.1,"Infection due to Necator americanus"
B76.9,"Cutaneous larva migrans NOS"
B79,"Trichocephaliasis"
B79,"Whipworm (disease)(infection)"
B80,"Oxyuriasis"
B80,"Pinworm infection"
B80,"Threadworm infection"
B81.0,"Infection due to Anisakis larvae"
B81.1,"Capillariasis NOS"
B81.1,"Infection due to Capillaria philippinensis"
B81.3,"Angiostrongyliasis due to Parastrongylus costaricensis"
B81.4,"Infection due to intestinal helminths classifiable to more than one of the categories B65.0-B81.3 and B81.8"
B81.4,"Mixed helminthiasis NOS"
B81.8,"Infection due to Oesophagostomum species [oesophagostomiasis]"
B81.8,"Infection due to Ternidens diminutus [ternidensiasis]"
B83.0,"Toxocariasis"
B83.1,"Wandering swelling"
B83.2,"Eosinophilic meningoencephalitis+ (G05.2*)"
B83.3,"Syngamosis"
B83.8,"Acanthocephaliasis"
B83.8,"Gongylonemiasis"
B83.8,"Hepatic capillariasis"
B83.8,"Metastrongyliasis"
B83.8,"Thelaziasis"
B83.9,"Worms NOS"
B85.0,"Head-louse infestation"
B85.1,"Body-louse infestation"
B85.3,"Infestation by crab-louse"
B85.3,"Infestation by Phthirus pubis"
B85.4,"Infestation classifiable to more than one of the categories B85.0-B85.3"
B86,"Sarcoptic itch"
B87.0,"Creeping myiasis"
B87.1,"Traumatic myiasis"
B87.3,"Laryngeal myiasis"
B87.8,"Genitourinary myiasis"
B87.8,"Intestinal myiasis"
B88.0,"Acarine dermatitis"
B88.0,"Dermatitis due to Demodex species"
B88.0,"Dermatitis due to Dermanyssus gallinae"
B88.0,"Dermatitis due to Liponyssoides sanguineus"
B88.0,"Trombiculosis"
B88.2,"Scarabiasis"
B88.3,"Leech infestation NOS"
B88.8,"Ichthyoparasitism due to Vandellia cirrhosa"
B88.8,"Linguatulosis"
B88.8,"Porocephaliasis"
B88.9,"Infestation (skin) NOS"
B88.9,"Infestation by mites NOS"
B88.9,"Skin parasites NOS"
B90.9,"Sequelae of tuberculosis NOS"
B96.0,"Pleuro-pneumonia-like-organism [PPLO]"
B97.1,"Coxsackievirus"
B97.1,"Echovirus"
B97.3,"Lentivirus"
B97.3,"Oncovirus"
C00.0,"Upper lip NOS"
C00.0,"Upper lip lipstick area"
C00.0,"Upper lip vermilion border"
C00.1,"Lower lip NOS"
C00.1,"Lower lip lipstick area"
C00.1,"Lower lip vermilion border"
C00.2,"Vermilion border NOS"
C00.3,"Upper lip buccal aspect"
C00.3,"Upper lip frenulum"
C00.3,"Upper lip mucosa"
C00.3,"Upper lip oral aspect"
C00.4,"Lower lip buccal aspect"
C00.4,"Lower lip frenulum"
C00.4,"Lower lip mucosa"
C00.4,"Lower lip oral aspect"
C00.5,"Lip, not specified whether upper or lower buccal aspect"
C00.5,"Lip, not specified whether upper or lower frenulum"
C00.5,"Lip, not specified whether upper or lower mucosa"
C00.5,"Lip, not specified whether upper or lower oral aspect"
C01,"Dorsal surface of base of tongue"
C01,"Fixed part of tongue NOS"
C01,"Posterior third of tongue"
C02.0,"Anterior two-thirds of tongue, dorsal surface"
C02.1,"Tip of tongue"
C02.2,"Anterior two-thirds of tongue, ventral surface"
C02.2,"Frenulum linguae"
C02.3,"Middle third of tongue NOS"
C02.3,"Mobile part of tongue NOS"
C02.8,"Malignant neoplasm of tongue whose point of origin cannot be classified to any one of the categories C01-C02.4"
C04.0,"Anterior to the premolar-canine junction"
C05.9,"Roof of mouth"
C06.0,"Buccal mucosa NOS"
C06.0,"Internal cheek"
C06.1,"Buccal sulcus (upper)(lower)"
C06.1,"Labial sulcus (upper)(lower)"
C06.9,"Minor salivary gland, unspecified site"
C06.9,"Oral cavity NOS"
C08.0,"Submaxillary gland"
C08.8,"Malignant neoplasm of major salivary glands whose point of origin cannot be classified to any one of the categories C07-C08.1"
C08.9,"Salivary gland (major) NOS"
C09.9,"Tonsil NOS"
C09.9,"Tonsil faucial"
C09.9,"Tonsil palatine"
C10.1,"Epiglottis, free border [margin]"
C10.1,"Glossoepiglottic fold(s)"
C10.4,"Branchial cyst [site of neoplasm]"
C10.8,"Junctional region of oropharynx"
C11.0,"Roof of nasopharynx"
C11.1,"Adenoid"
C11.1,"Pharyngeal tonsil"
C11.2,"Fossa of Rosenm&uuml;ller"
C11.2,"Opening of auditory tube"
C11.2,"Pharyngeal recess"
C11.3,"Floor of nasopharynx"
C11.3,"Nasopharyngeal (anterior)(posterior) surface of soft palate"
C11.3,"Posterior margin of nasal choana"
C11.3,"Posterior margin of nasal septum"
C11.9,"Nasopharyngeal wall NOS"
C12,"Piriform fossa"
C13.1,"Aryepiglottic fold NOS"
C13.1,"Aryepiglottic fold marginal zone"
C13.9,"Hypopharyngeal wall NOS"
C14.8,"Malignant neoplasm of lip, oral cavity and pharynx whose point of origin cannot be classified to any one of the categories C00-C14.2"
C16.0,"Cardiac orifice"
C16.0,"Cardio-oesophageal junction"
C16.0,"Gastro-oesophageal junction"
C16.0,"Oesophagus and stomach"
C16.3,"Gastric antrum"
C16.4,"Prepylorus"
C16.4,"Pyloric canal"
C16.5,"Lesser curvature of stomach, not classifiable to C16.1-C16.4"
C16.6,"Greater curvature of stomach, not classifiable to C16.0-C16.4"
C16.9,"Gastric cancer NOS"
C18.0,"Ileocaecal valve"
C18.7,"Sigmoid (flexure)"
C18.9,"Large intestine NOS"
C19,"Colon with rectum"
C19,"Rectosigmoid (colon)"
C20,"Rectal ampulla"
C21.1,"Anal sphincter"
C21.8,"Anorectal junction"
C21.8,"Anorectum"
C21.8,"Malignant neoplasm of rectum, anus and anal canal whose point of origin cannot be classified to any one of the categories C20-C21.2"
C22.0,"Hepatocellular carcinoma"
C22.0,"Hepatoma"
C22.1,"Cholangiocarcinoma"
C22.3,"Kupffer cell sarcoma"
C24.0,"Biliary duct or passage NOS"
C24.0,"Common bile duct"
C24.0,"Cystic duct"
C24.0,"Hepatic duct"
C24.8,"Malignant neoplasm involving both intrahepatic and extrahepatic bile ducts"
C24.8,"Malignant neoplasm of biliary tract whose point of origin cannot be classified to any one of the categories C22.0-C24.1"
C25.4,"Islets of Langerhans"
C25.7,"Neck of pancreas"
C26.0,"Intestine NOS"
C26.8,"Malignant neoplasm of digestive organs whose point of origin cannot be classified to any one of the categories C15-C26.1"
C26.9,"Alimentary canal or tract NOS"
C26.9,"Gastrointestinal tract NOS"
,"middle ear"
,"mesothelioma (C45.-)"
C30.0,"Cartilage of nose"
C30.0,"Concha, nasal"
C30.0,"Internal nose"
C30.0,"Septum of nose"
C30.0,"Vestibule of nose"
C30.1,"Eustachian tube"
C30.1,"Inner ear"
C30.1,"Mastoid air cells"
C31.0,"Antrum (Highmore)(maxillary)"
C32.0,"Intrinsic larynx"
C32.0,"Vocal cord (true) NOS"
C32.1,"Aryepiglottic fold, laryngeal aspect"
C32.1,"Epiglottis (suprahyoid portion) NOS"
C32.1,"Extrinsic larynx"
C32.1,"False vocal cord"
C32.1,"Posterior (laryngeal) surface of epiglottis"
C32.1,"Ventricular bands"
C34.0,"Carina"
C34.0,"Hilus (of lung)"
C38.0,"Pericardium"
C39.8,"Malignant neoplasm of respiratory and intrathoracic organs whose point of origin cannot be classified to any one of the categories C30-C39.0"
C39.9,"Respiratory tract NOS"
,"bone marrow NOS (C96.7)"
,"synovia (C49.-)"
C41.0,"Maxilla (superior)"
C41.0,"Orbital bone"
C41.1,"Lower jaw bone"
C41.8,"Malignant neoplasm of bone and articular cartilage whose point of origin cannot be classified to any one of the categories C40-C41.4"
C43.5,"Anal margin"
C43.5,"Anal skin"
C43.5,"Perianal skin"
C43.5,"Skin of breast"
C43.9,"Melanoma (malignant) NOS"
C44.0,"Basal cell carcinoma of lip"
C44.5,"Anal margin"
C44.5,"Anal skin"
C44.5,"Perianal skin"
C44.5,"Skin of breast"
C45.1,"Mesentery"
C45.1,"Mesocolon"
C45.1,"Omentum"
C45.1,"Peritoneum (parietal)(pelvic)"
C48.1,"Mesentery"
C48.1,"Mesocolon"
C48.1,"Omentum"
C48.1,"Peritoneum parietal"
C48.1,"Peritoneum pelvic"
C49.0,"Connective tissue of ear"
C49.0,"Connective tissue of eyelid"
C49.3,"Axilla"
C49.3,"Diaphragm"
C49.3,"Great vessels"
C49.4,"Abdominal wall"
C49.4,"Hypochondrium"
C49.5,"Buttock"
C49.5,"Groin"
C49.5,"Perineum"
C49.6,"Back NOS"
C49.8,"Malignant neoplasm of connective and soft tissue whose point of origin cannot be classified to any one of the categories C47-C49.6"
,"skin of female genital organs"
C51.0,"Bartholin's [greater vestibular] gland"
C51.9,"External female genitalia NOS"
C51.9,"Pudendum"
C54.0,"Lower uterine segment"
C57.0,"Oviduct"
C57.0,"Uterine tube"
C57.3,"Uterine ligament NOS"
C57.7,"Wolffian body or duct"
C57.8,"Malignant neoplasm of female genital organs whose point of origin cannot be classified to any one of the categories C51-C57.7, C58"
C57.8,"Tubo-ovarian"
C57.8,"Utero-ovarian"
C57.9,"Female genitourinary tract NOS"
C58,"Choriocarcinoma NOS"
C58,"Chorionepithelioma NOS"
C60.0,"Foreskin"
C60.2,"Corpus cavernosum"
C60.9,"Skin of penis NOS"
C62.0,"Ectopic testis [site of neoplasm]"
C62.0,"Retained testis [site of neoplasm]"
C62.1,"Scrotal testis"
C63.2,"Skin of scrotum"
C63.7,"Seminal vesicle"
C63.7,"Tunica vaginalis"
C63.8,"Malignant neoplasm of male genital organs whose point of origin cannot be classified to any one of the categories C60-C63.7"
C63.9,"Male genitourinary tract NOS"
C65,"Pelviureteric junction"
C65,"Renal calyces"
C67.5,"Internal urethral orifice"
C68.8,"Malignant neoplasm of urinary organs whose point of origin cannot be classified to any one of the categories C64-C68.1"
C68.9,"Urinary system NOS"
C69.4,"Eyeball"
C69.5,"Lacrimal sac"
C69.5,"Nasolacrimal duct"
C69.6,"Connective tissue of orbit"
C69.6,"Extraocular muscle"
C69.6,"Peripheral nerves of orbit"
C69.6,"Retrobulbar tissue"
C69.6,"Retro-ocular tissue"
C71.0,"Corpus callosum"
C71.0,"Supratentorial NOS"
C71.7,"Fourth ventricle"
C71.7,"Infratentorial NOS"
C72.2,"Olfactory bulb"
C72.5,"Cranial nerve NOS"
C72.8,"Malignant neoplasm of brain and other parts of central nervous system whose point of origin cannot be classified to any one of the categories C70-C72.5"
C72.9,"Nervous system NOS"
C76.0,"Cheek NOS"
C76.0,"Nose NOS"
C76.1,"Axilla NOS"
C76.1,"Intrathoracic NOS"
C76.1,"Thoracic NOS"
C76.3,"Groin NOS"
C76.3,"Sites overlapping systems within the pelvis, such as rectovaginal (septum)"
C76.3,"Sites overlapping systems within the pelvis, such as rectovesical (septum)"
C77.0,"Supraclavicular lymph nodes"
C77.3,"Pectoral lymph nodes"
C78.6,"Malignant ascites NOS"
C80,"Malignant cachexia"
C80,"Primary site unknown"
,"morphology codes M959-M994 with behaviour code /3"
,"secondary and unspecified neoplasm of lymph nodes (C77.-)"
C81.0,"Lymphocytic-histiocytic predominance"
C82.9,"Nodular non-Hodgkin's lymphoma NOS"
C83.3,"Reticulum cell sarcoma"
C84.3,"Lennert's lymphoma"
C85.7,"Malignant reticuloendotheliosis"
C85.7,"Malignant reticulosis"
C85.7,"Microglioma"
C85.9,"Lymphoma NOS"
C85.9,"Malignant lymphoma NOS"
C85.9,"Non-Hodgkin's lymphoma NOS"
C88.2,"Franklin's disease"
C88.3,"Mediterranean disease"
C88.9,"Immunoproliferative disease NOS"
C90.0,"Kahler's disease"
C90.0,"Myelomatosis"
C90.2,"Malignant plasma cell tumour NOS"
C90.2,"Plasmacytoma NOS"
C90.2,"Solitary myeloma"
C91.4,"Leukaemic reticuloendotheliosis"
C92.3,"Chloroma"
C92.3,"Granulocytic sarcoma"
C94.0,"Acute erythraemic myelosis"
C94.0,"Di Guglielmo's disease"
C94.1,"Heilmeyer-Sch&ouml;ner disease"
C94.2,"Leukaemia megakaryoblastic (acute)"
C94.2,"Leukaemia megakaryocytic (acute)"
C94.7,"Lymphosarcoma cell leukaemia"
C95.0,"Blast cell leukaemia"
C95.0,"Stem cell leukaemia"
C96.0,"Nonlipid reticuloendotheliosis"
C96.0,"Nonlipid reticulosis"
C96.1,"Histiocytic medullary reticulosis"
C96.2,"Malignant mastocytoma"
C96.2,"Malignant mastocytosis"
C96.2,"Mast cell sarcoma"
,"Bowen's disease"
,"erythroplasia"
,"morphology codes with behaviour code /2"
,"Queyrat's erythroplasia"
D00.0,"Aryepiglottic fold NOS"
D00.0,"Aryepiglottic fold hypopharyngeal aspect"
D00.0,"Aryepiglottic fold marginal zone"
D00.0,"Vermilion border of lip"
D01.5,"Ampulla of Vater"
D01.7,"Pancreas"
D02.0,"Aryepiglottic fold, laryngeal aspect"
D02.0,"Epiglottis (suprahyoid portion)"
D02.3,"Accessory sinuses"
D02.3,"Middle ear"
D02.3,"Nasal cavities"
D03.5,"Anal margin"
D03.5,"Anal skin"
D03.5,"Breast (skin)(soft tissue)"
D03.5,"Perianal skin"
D04.5,"Anal margin"
D04.5,"Anal skin"
D04.5,"Perianal skin"
D04.5,"Skin of breast"
D07.1,"Vulvar intraepithelial neoplasia [VIN], grade III, with or without mention of severe dysplasia"
D07.2,"Vaginal intraepithelial neoplasia [VAIN], grade III, with or without mention of severe dysplasia"
D07.4,"Erythroplasia of Queyrat NOS"
,"morphology codes with behaviour code /0"
D10.0,"Lip (frenulum)(inner aspect)(mucosa)(vermilion border)"
D10.1,"Lingual tonsil"
D10.3,"Minor salivary gland NOS"
D10.4,"Tonsil (faucial)(palatine)"
D10.5,"Epiglottis, anterior aspect"
D10.5,"Tonsillar fossa"
D10.5,"Tonsillar pillars"
D10.5,"Vallecula"
D10.6,"Pharyngeal tonsil"
D10.6,"Posterior margin of septum and choanae"
D11.7,"Gland sublingual"
D11.7,"Gland submandibular"
D12.0,"Ileocaecal valve"
D12.3,"Hepatic flexure"
D12.3,"Splenic flexure"
D12.6,"Adenomatosis of colon"
D12.6,"Large intestine NOS"
D12.6,"Polyposis (hereditary) of colon"
D13.4,"Intrahepatic bile ducts"
D13.7,"Islet cell tumour"
D13.7,"Islets of Langerhans"
D13.9,"Digestive system NOS"
D13.9,"Intestine NOS"
D13.9,"Spleen"
D14.0,"Cartilage of nose"
D14.1,"Epiglottis (suprahyoid portion)"
D16.4,"Maxilla (superior)"
D16.4,"Orbital bone"
D17.7,"Peritoneum"
D17.7,"Retroperitoneum"
D17.9,"Lipoma NOS"
D18.0,"Angioma NOS"
D19.9,"Benign mesothelioma NOS"
D21.0,"Connective tissue of ear"
D21.0,"Connective tissue of eyelid"
D21.3,"Axilla"
D21.3,"Diaphragm"
D21.3,"Great vessels"
D21.6,"Back NOS"
D22.5,"Anal margin"
D22.5,"Anal skin"
D22.5,"Perianal skin"
D22.5,"Skin of breast"
D23.5,"Anal margin"
D23.5,"Anal skin"
D23.5,"Perianal skin"
D23.5,"Skin of breast"
D24,"Breast connective tissue"
D24,"Breast soft parts"
D28.2,"Fallopian tube"
D28.2,"Uterine ligament (broad)(round)"
D29.4,"Skin of scrotum"
D29.7,"Seminal vesicle"
D29.7,"Spermatic cord"
D29.7,"Tunica vaginalis"
D30.3,"Orifice of bladder urethral"
D30.3,"Orifice of bladder ureteric"
D30.7,"Paraurethral glands"
D30.9,"Urinary system NOS"
D31.4,"Eyeball"
D31.5,"Lacrimal sac"
D31.5,"Nasolacrimal duct"
D31.6,"Connective tissue of orbit"
D31.6,"Extraocular muscle"
D31.6,"Peripheral nerves of orbit"
D31.6,"Retrobulbar tissue"
D31.6,"Retro-ocular tissue"
D32.9,"Meningioma NOS"
D33.0,"Cerebral ventricle"
D33.0,"Cerebrum"
D33.1,"Brain stem"
D33.1,"Cerebellum"
D33.1,"Fourth ventricle"
D33.3,"Olfactory bulb"
D33.9,"Nervous system (central) NOS"
D36.7,"Nose NOS"
D37.0,"Aryepiglottic fold NOS"
D37.0,"Aryepiglottic fold hypopharyngeal aspect"
D37.0,"Aryepiglottic fold marginal zone"
D37.0,"Major and minor salivary glands"
D37.0,"Vermilion border of lip"
D37.5,"Rectosigmoid junction"
D37.6,"Ampulla of Vater"
D37.7,"Anal canal"
D37.7,"Anal sphincter"
D37.7,"Anus NOS"
D37.7,"Intestine NOS"
D37.7,"Oesophagus"
D37.7,"Pancreas"
D38.0,"Aryepiglottic fold, laryngeal aspect"
D38.0,"Epiglottis (suprahyoid portion)"
D38.5,"Accessory sinuses"
D38.5,"Cartilage of nose"
D38.5,"Middle ear"
D38.5,"Nasal cavities"
D39.2,"Chorioadenoma destruens"
D39.2,"Hydatidiform mole invasive"
D39.2,"Hydatidiform mole malignant"
D39.7,"Skin of female genital organs"
D40.7,"Skin of male genital organs"
D43.0,"Cerebral ventricle"
D43.0,"Cerebrum"
D43.1,"Brain stem"
D43.1,"Cerebellum"
D43.1,"Fourth ventricle"
D43.9,"Nervous system (central) NOS"
D44.8,"Multiple endocrine adenomatosis"
D45,"Morphology code M9950 with behaviour code /1"
D46.9,"Myelodysplasia NOS"
D46.9,"Preleukaemia (syndrome) NOS"
D47.0,"Mast cell tumour NOS"
D47.0,"Mastocytoma NOS"
D47.1,"Myelofibrosis (with myeloid metaplasia)"
D47.1,"Myeloproliferative disease, unspecified"
D47.1,"Myelosclerosis (megakaryocytic) with myeloid metaplasia"
D47.3,"Idiopathic haemorrhagic thrombocythaemia"
D47.9,"Lymphoproliferative disease NOS"
D48.1,"Connective tissue of ear"
D48.1,"Connective tissue of eyelid"
D48.5,"Anal margin"
D48.5,"Anal skin"
D48.5,"Perianal skin"
D48.5,"Skin of breast"
D48.6,"Connective tissue of breast"
D48.6,"Cystosarcoma phyllodes"
D48.7,"Eye"
D48.7,"Heart"
D48.7,"Peripheral nerves of orbit"
D48.9,""Growth" NOS"
D48.9,"Neoplasm NOS"
D48.9,"New growth NOS"
D48.9,"Tumour NOS"
D50.0,"Posthaemorrhagic anaemia (chronic)"
D50.1,"Kelly-Paterson syndrome"
D50.1,"Plummer-Vinson syndrome"
D51.0,"Anaemia Addison"
D51.0,"Anaemia Biermer"
D51.0,"Anaemia pernicious (congenital)"
D51.0,"Congenital intrinsic factor deficiency"
D51.1,"Imerslund(-Gr&auml;sbeck) syndrome"
D51.1,"Megaloblastic hereditary anaemia"
D51.3,"Vegan anaemia"
D52.0,"Nutritional megaloblastic anaemia"
D52.9,"Folic acid deficiency anaemia NOS"
D53.0,"Amino-acid deficiency anaemia"
D53.0,"Orotaciduric anaemia"
D53.1,"Megaloblastic anaemia NOS"
D53.8,"Anaemia associated with deficiency of copper"
D53.8,"Anaemia associated with deficiency of molybdenum"
D53.8,"Anaemia associated with deficiency of zinc"
D53.9,"Simple chronic anaemia"
D55.0,"Favism"
D55.0,"G6PD deficiency anaemia"
D55.1,"Anaemia (due to) enzyme deficiencies, except G6PD, related to the hexose monophosphate [HMP] shunt pathway"
D55.1,"Anaemia (due to) haemolytic nonspherocytic (hereditary), type I"
D55.2,"Anaemia haemolytic nonspherocytic (hereditary), type II"
D55.2,"Anaemia hexokinase deficiency"
D55.2,"Anaemia pyruvate kinase [PK] deficiency"
D55.2,"Anaemia triose-phosphate isomerase deficiency"
D56.1,"Cooley's anaemia"
D56.1,"Severe beta thalassaemia"
D56.1,"Sickle-cell beta thalassaemia"
D56.1,"Thalassaemia intermedia"
D56.1,"Thalassaemia major"
D56.9,"Mediterranean anaemia (with other haemoglobinopathy)"
D56.9,"Thalassaemia (minor)(mixed)(with other haemoglobinopathy)"
D57.0,"Hb-SS disease with crisis"
D57.2,"Disease Hb-SC"
D57.2,"Disease Hb-SD"
D57.2,"Disease Hb-SE"
D57.3,"Hb-S trait"
D57.3,"Heterozygous haemoglobin S"
D58.0,"Acholuric (familial) jaundice"
D58.0,"Congenital (spherocytic) haemolytic icterus"
D58.0,"Minkowski-Chauffard syndrome"
D58.1,"Elliptocytosis (congenital)"
D58.1,"Ovalocytosis (congenital)(hereditary)"
D58.2,"Abnormal haemoglobin NOS"
D58.2,"Congenital Heinz body anaemia"
D58.2,"Disease Hb-C"
D58.2,"Disease Hb-D"
D58.2,"Disease Hb-E"
D58.2,"Haemoglobinopathy NOS"
D58.2,"Unstable haemoglobin haemolytic disease"
D58.8,"Stomatocytosis"
D59.1,"Autoimmune haemolytic disease (cold type)(warm type)"
D59.1,"Chronic cold haemagglutinin disease"
D59.1,"Cold agglutinin disease"
D59.1,"Cold agglutinin haemoglobinuria"
D59.1,"Haemolytic anaemia cold type (secondary)(symptomatic)"
D59.1,"Haemolytic anaemia warm type (secondary)(symptomatic)"
D59.2,"Drug-induced enzyme deficiency anaemia"
D59.4,"Haemolytic anaemia mechanical"
D59.4,"Haemolytic anaemia microangiopathic"
D59.4,"Haemolytic anaemia toxic"
D59.6,"Haemoglobinuria from exertion"
D59.6,"Haemoglobinuria march"
D59.6,"Haemoglobinuria paroxysmal cold"
D59.9,"Idiopathic haemolytic anaemia, chronic"
D61.0,"Aplasia, (pure) red cell (of) congenital"
D61.0,"Aplasia, (pure) red cell (of) infants"
D61.0,"Aplasia, (pure) red cell (of) primary"
D61.0,"Blackfan-Diamond syndrome"
D61.0,"Familial hypoplastic anaemia"
D61.0,"Fanconi's anaemia"
D61.0,"Pancytopenia with malformations"
D61.9,"Hypoplastic anaemia NOS"
D61.9,"Medullary hypoplasia"
D61.9,"Panmyelophthisis"
D64.0,"Sex-linked hypochromic sideroblastic anaemia"
D64.3,"Sideroblastic anaemia NOS"
D64.3,"Sideroblastic anaemia pyridoxine-responsive NEC"
D64.4,"Dyshaematopoietic anaemia (congenital)"
D64.8,"Infantile pseudoleukaemia"
D64.8,"Leukoerythroblastic anaemia"
D65,"Afibrinogenaemia, acquired"
D65,"Consumption coagulopathy"
D65,"Diffuse or disseminated intravascular coagulation [DIC]"
D65,"Fibrinolytic haemorrhage, acquired"
D65,"Purpura fibrinolytic"
D65,"Purpura fulminans"
D66,"Deficiency factor VIII (with functional defect)"
D66,"Haemophilia NOS"
D66,"Haemophilia A"
D66,"Haemophilia classical"
D67,"Christmas disease"
D67,"Deficiency factor IX (with functional defect)"
D67,"Deficiency plasma thromboplastin component [PTC]"
D67,"Haemophilia B"
D68.0,"Angiohaemophilia"
D68.0,"Factor VIII deficiency with vascular defect"
D68.0,"Vascular haemophilia"
D68.1,"Haemophilia C"
D68.1,"Plasma thromboplastin antecedent [PTA] deficiency"
D68.2,"Congenital afibrinogenaemia"
D68.2,"Deficiency AC globulin"
D68.2,"Deficiency proaccelerin"
D68.2,"Deficiency of factor I [fibrinogen]"
D68.2,"Deficiency of factor II [prothrombin]"
D68.2,"Deficiency of factor V [labile]"
D68.2,"Deficiency of factor VII [stable]"
D68.2,"Deficiency of factor X [Stuart-Prower]"
D68.2,"Deficiency of factor XII [Hageman]"
D68.2,"Deficiency of factor XIII [fibrin-stabilizing]"
