concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
"Removal of a foreign body from orbit and eyeball not otherwise specified Orbita, by incision"		"OPS"			"5-161.2"			
"Plastic reconstruction of the orbita, other"		"OPS"			"5-166.0x"			
"Closed reduction of joint dislocation without internal fixation sacroiliac"		"OPS"			"8-201.e"			
"Other diagnostic catheterization to heart and blood vessels measured at a pressure and contractility Doppler wire (DPDT)"		"OPS"			"1-279.51"			
"Biopsy of blood vessels by incision visceral vessels"		"OPS"			"1-587.4"			
"Biopsy of blood vessels by incision abdominal vessels"		"OPS"			"1-587.3"			
"Percutaneous (needle) biopsy of peripheral nerves other"		"OPS"			"1-405.x"			
"Lowering of intraocular pressure by filtering operations With the introduction of medicaments for the inhibition of fibrosis"		"OPS"			"5-131.01"			
"Biopsy rectum and perirektalem tissue incision by rectum"		"OPS"			"1-557.0"			
"Tympanoplasty (a tympanic membrane closure and reconstruction of the ossicles) NOS"		"OPS"			"5-195.y"			
"Plastic reconstruction of the orbita, With other autogenous material"		"OPS"			"5-166.03"			
"Percutaneous (needle) biopsy of respiratory organs lung"		"OPS"			"1-431.0"			
"Cardiac catheterization at functional / morphological univentricular heart With duktusabhängigem blood flow in the pulmonary circulation"		"OPS"			"1-277.1"			
"Percutaneous biopsy on respiratory organs with control by imaging techniques other"		"OPS"			"1-432.x"			
"Combined operations on the eye muscles other"		"OPS"			"5-10k.x"			
"pH monitoring of the esophagus Long-term pH monitoring"		"OPS"			"1-316.1"			
"Right heart catheterization oximetry"		"OPS"			"1-273.1"			
"Percutaneous (needle) biopsy of respiratory organs diaphragm"		"OPS"			"1-431.2"			
"diagnostic laryngoscopy other"		"OPS"			"1-610.x"			
"Invasive intraoperative diagnosis of epilepsy"		"OPS"			"1-212"			
"(Percutaneous) (needle) biopsy of lymph nodes, spleen and thymus Lymph nodes, inguinal"		"OPS"			"1-425.7"			
"Percutaneous (needle) biopsy of peripheral nerves brachial plexus"		"OPS"			"1-405.1"			
"Measuring the Urethradruckprofils"		"OPS"			"1-335"			
"Percutaneous biopsy of intracranial tissue with control by imaging techniques cerebellum"		"OPS"			"1-401.3"			
"Fenestration of the promotorium, With implantation of a prosthetic alloplastic (e.g. Piston)"		"OPS"			"5-198.2"			
"Excision and destruction of (diseased) tissues of the conjunctiva by cryocoagulation"		"OPS"			"5-112.02"			
"Closed reduction of joint dislocation without internal fixation not otherwise specified"		"OPS"			"8-201.y"			
"Biopsy of other digestive organs, the peritoneum and retroperitoneal tissue by incision, retroperitoneal tissue"		"OPS"			"1-559.5"			
"Electrophysiological examination of the heart, not catheter-based An implanted cardioverter / defibrillator [ICD]"		"OPS"			"1-266.1"			
"Construction and reconstruction of the external auditory canal, Construction of a (non-existent) external auditory canal (e.g. in atresia)"		"OPS"			"5-185.1"			
"Enhancing operations on a straight eye muscle folding"		"OPS"			"5-10a.1"			
"Foreign body removal from the skin without incision Head and neck"		"OPS"			"8-102.2"			
"Other iridectomy and iridotomy"		"OPS"			"5-136"			
"orbitotomy not otherwise specified"		"OPS"			"5-160.y"			
"Percutaneous biopsy on hepatobiliärem system, and pancreas with control by imaging techniques gallbladder"		"OPS"			"1-442.1"			
"Biopsy on joints and bursae by incision knee"		"OPS"			"1-504.7"			
"Secondary insertion of an orbital implant into the Tenon capsule, Subcutaneous fatty tissue graft"		"OPS"			"5-165.02"			
"Other operations on the lens not otherwise specified"		"OPS"			"5-149.y"			
"Biopsy of heart and pericardium by incision"		"OPS"			"1-580"			
"Cardiac catheterization at functional / morphological univentricular heart other"		"OPS"			"1-277.x"			
"Biopsy on joints and bursae by incision bursa"		"OPS"			"1-504.a"			
"Therapeutic purging of a joint ankle"		"OPS"			"8-178.k"			
"Excision retroauricular, histographically controlled (micrographic surgery)"		"OPS"			"5-181.6"			
"Percutaneous biopsy on endocrine organs with control by imaging techniques other"		"OPS"			"1-407.x"			
"Cardiac catheterization at functional / morphological univentricular heart With duktusabhängigem blood flow in the systemic circulation"		"OPS"			"1-277.2"			
"Diagnostic endoscopy of the urinary tract by incision and intraoperatively other"		"OPS"			"1-693.x"			
"diagnostic rectoscopy not otherwise specified"		"OPS"			"1-654.y"			
"Other diagnostic catheterization to heart and blood vessels Measurement of the hepatic vein pressure"		"OPS"			"1-279.b"			
"Foreign body removal without incision not otherwise specified"		"OPS"			"8-101.y"			
"Magnetoencephalography [MEG]"		"OPS"			"1-20b"			
"Other operations on the iris other"		"OPS"			"5-137.x"			
"Percutaneous biopsy on respiratory organs with control by imaging techniques other"		"OPS"			"1-432.0x"			
"Revision and removal of a lens alloplastic"		"OPS"			"5-147"			
"Therapeutic drainage of other organs and tissues not otherwise specified"		"OPS"			"8-148.y"			
"Transrectal biopsy at the male sex organs with control by imaging techniques"		"OPS"			"1-466"			
"anorectal manometry"		"OPS"			"1-315"			
"Therapeutic percutaneous puncture of a joint"		"OPS"			"8-158"			
"Therapeutic purging of a joint Carpal joint"		"OPS"			"8-178.a"			
"Lowering of intraocular pressure by enhancing aqueous humor circulation Gonioplasty or by laser iridoplasty"		"OPS"			"5-133.4"			
"Association for large-scale and serious skin diseases"		"OPS"			"8-191"			
"Lowering of intraocular pressure by filtering operations With nahtfixiertem implant, with drain under the conjunctiva"		"OPS"			"5-131.64"			
"diagnostic laryngoscopy Indirectly"		"OPS"			"1-610.1"			
"Exchange and removal of a suprapubic catheter change"		"OPS"			"8-133.0"			
"Diagnostic intestinoscopy (endoscopy of the deep jejunum and ileum)"		"OPS"			"1-636"			
"Enhancing operations on a straight eye muscle Combination of resection, folding and / or prestorage"		"OPS"			"5-10a.3"			
"Stapesplasty, With implantation of an autogenous prosthesis (e.g., after Schuknecht)"		"OPS"			"5-197.1"			
"Other operations on the choroid other"		"OPS"			"5-157.x"			
"Lowering of intraocular pressure by enhancing aqueous humor circulation by laser"		"OPS"			"5-133.80"			
"Capsulotomy of the lens other"		"OPS"			"5-142.x"			
"Fenestration of the promotorium"		"OPS"			"5-198"			
"Biopsy to other structures of the mouth and oral cavity through incision"		"OPS"			"1-545"			
"Percutaneous biopsy on hepatobiliärem system, and pancreas with control by imaging techniques Sphincter of Oddi and major duodenal papilla"		"OPS"			"1-442.4"			
"Surgical removal of a foreign body from the conjunctiva other"		"OPS"			"5-110.x"			
"urodynamic investigation Not otherwise specified"		"OPS"			"1-334.y"			
"Closed reduction of fracture without internal fixation calcaneus"		"OPS"			"8-200.t"			
"Other operations on sclera, anterior chamber of the eye, the iris and ciliary body not otherwise specified"		"OPS"			"5-139.y"			
"Lowering of intraocular pressure by enhancing aqueous humor circulation Aspiration on the trabecular meshwork in pseudoexfoliation"		"OPS"			"5-133.7"			
"Biopsy without incision of the mouth and oral cavity tongue"		"OPS"			"1-420.1"			
"Biopsy of bone by incision humerus"		"OPS"			"1-503.1"			
"Percutaneously cystoscopic biopsy of urinary organs and prostate"		"OPS"			"1-462"			
"Exchange and removal of a suprapubic catheter distance"		"OPS"			"8-133.1"			
"Lowering of intraocular pressure by not filtering operations not otherwise specified"		"OPS"			"5-134.y"			
"transanal Irrigation"		"OPS"			"8-126"			
"urodynamic investigation"		"OPS"			"1-334"			
"Other diagnostic endoscopy by puncture, incision and intraoperatively, Others"		"OPS"			"1-699.x"			
"Extracorporeal shock wave therapy on the musculoskeletal system Long bones, upper limb"		"OPS"			"8-115.3"			
"Other therapeutic rinses not otherwise specified"		"OPS"			"8-179.y"			
"Stereotactic biopsy of intracranial tissue meninges"		"OPS"			"1-511.6"			
"Biopsy of the penis by incision glans penis"		"OPS"			"1-564.0"			
"Reinforcing interventions at an oblique eye muscle Combination of resection, folding and / or prestorage"		"OPS"			"5-10f.3"			
"Secondary insertion of an orbital implant outside the Tenon capsule"		"OPS"			"5-165.1"			
"Biopsy to eyes and appendages by incision"		"OPS"			"1-52"			
"Therapeutic purging of a joint toe joint"		"OPS"			"8-178.r"			
"Secondary insertion of an orbital implant into the Tenon capsule"		"OPS"			"5-165.0"			
"Suture of the conjunctiva"		"OPS"			"5-115"			
"(Ileo) colonoscopy by push-and-pull-back technique"		"OPS"			"1-657"			
"Special dressing techniques Up to 7 days"		"OPS"			"8-190.40"			
"diagnostic esophagogastroduodenoscopy In an anastomosis of esophagus and / or stomach"		"OPS"			"1-631.1"			
"Diagnostic endoscopy of the upper gastrointestinal tract over a stoma diagnostic duodenoscopy"		"OPS"			"1-638.3"			
"Other therapeutic percutaneous puncture"		"OPS"			"8-159"			
"Complex endocrine function test Without invasive catheterization"		"OPS"			"1-797.0"			
"diagnostic colonoscopy other"		"OPS"			"1-650.x"			
"Pars plana vitrectomy subretinal membranes with distance"		"OPS"			"5-158.3"			
"Association for large-scale and serious skin diseases Without debridement Bad"		"OPS"			"8-191.10"			
"Debilitating interventions at an oblique eye muscle Tenotomy, myotomy, Tenektomie and / or myectomy"		"OPS"			"5-10g.2"			
"Plastic correction of protruding ears, NOS"		"OPS"			"5-184.y"			
"Diagnostic bronchoscopy and Tracheoscopy by incision and intraoperatively bronchoscopy"		"OPS"			"1-690.0"			
"Biopsy without incision on pharynx other"		"OPS"			"1-422.x"			
"Extracorporeal shock wave therapy on the musculoskeletal system Long bones, lower limb"		"OPS"			"8-115.5"			
"Trans Arterial left heart catheterization Coronary angiography, measurement of pressure in the aorta and Aortenbogendarstellung"		"OPS"			"1-275.4"			
"Therapeutic percutaneous puncture of organs of thorax other"		"OPS"			"8-152.x"			
"Biopsy without incision of female sex organs"		"OPS"			"1-47"			
"Percutaneous biopsy on urinary organs and male sex organs with control by imaging techniques testicle"		"OPS"			"1-465.4"			
"Biopsy of the liver by incision not otherwise specified"		"OPS"			"1-551.y"			
"Biopsy of the colon through the incision descending colon"		"OPS"			"1-556.2"			
"Lowering of intraocular pressure by enhancing aqueous humor circulation cyclodialysis"		"OPS"			"5-133.5"			
"Diagnostic endoscopy of the urinary tract by incision and intraoperatively cystoscopy"		"OPS"			"1-693.2"			
"Biopsy of heart and pericardium by incision, pericardium"		"OPS"			"1-580.1"			
"Transrectal biopsy at the male sex organs with control by imaging techniques Seminal vesicles"		"OPS"			"1-466.1"			
"Percutaneous (needle) biopsy of peripheral nerves nervous hand"		"OPS"			"1-405.4"			
"Diagnostics to determine the irreversible brain function failure"		"OPS"			"1-202"			
"Closed reduction of fracture without internal fixation not otherwise specified"		"OPS"			"8-200.y"			
"Diagnostic intestinoscopy (endoscopy of the deep jejunum and ileum) Simple (by push technology)"		"OPS"			"1-636.0"			
"Biopsy of other digestive organs, the peritoneum and retroperitoneal tissue by incision, mesentery"		"OPS"			"1-559.2"			
"cardiac mapping right ventricle"		"OPS"			"1-268.3"			
"Neurological examinations"		"OPS"			"1-20"			
"Surgical removal of a foreign body from the cornea with magnet"		"OPS"			"5-120.0"			
"diagnostic arthroscopy finger joint"		"OPS"			"1-697.a"			
"Manometry of the bile and pancreatic ducts"		"OPS"			"1-314"			
"Therapeutic lavage (lavage) of the lung and the pleural cavity 22 or more rinses"		"OPS"			"8-173.13"			
"Closed reduction of fracture without internal fixation radius distal"		"OPS"			"8-200.6"			
"Endoscopic biopsy respiratory organs other"		"OPS"			"1-430.3x"			
"Biopsy in other parts of the eye through the incision lens"		"OPS"			"1-529.3"			
"Operations on the eye muscles"		"OPS"			"5-10"			
"Therapeutic purging of a joint"		"OPS"			"8-178"			
"Resection of the auricle, Partially"		"OPS"			"5-182.0"			
"Removal of the eyeball [enucleation], With simultaneous insertion of an orbital implant into the Tenon capsule, Others"		"OPS"			"5-163.1x"			
"Biopsy of mediastinal and other intrathoracic organs by incision not otherwise specified"		"OPS"			"1-581.y"			
"Special dressing techniques 15 to 21 days"		"OPS"			"8-190.42"			
"Biopsy intraspinal tissue incision by other"		"OPS"			"1-512.x"			
"Biopsy without incision of eyelid and eyebrow"		"OPS"			"1-412"			
"Solution of adhesions between the conjunctiva and eyelid other"		"OPS"			"5-114.x"			
"Therapeutic percutaneous puncture of organs of the abdominal cavity"		"OPS"			"8-154"			
"Neurophysiological diagnosis of vertigo syndromes"		"OPS"			"1-20a.3"			
"Extracorporeal shock wave therapy on the musculoskeletal system hand"		"OPS"			"8-115.4"			
"Biopsy of the penis by incision not otherwise specified"		"OPS"			"1-564.y"			
"Lowering of intraocular pressure by not filtering operations"		"OPS"			"5-134"			
"urethral calibration"		"OPS"			"1-336"			
"Therapeutic percutaneous puncture of organs of the abdominal cavity liver"		"OPS"			"8-154.1"			
"Vitrectomy with other access and other operations on vitreous Seamless transconjunctival vitrectomy with disposable instruments"		"OPS"			"5-159.4"			
"Other operations on the choroid With lamellar scleral flap"		"OPS"			"5-157.21"			
"Biopsy in other male sex organs by incision not otherwise specified"		"OPS"			"1-569.y"			
"(Secondary) introducing and changing a lens alloplastic Introduction at phakem eye"		"OPS"			"5-146.1"			
"Foreign body removal by endoscopy with tongs"		"OPS"			"8-100.50"			
"Closed reduction of fracture without internal fixation phalanges foot"		"OPS"			"8-200.w"			
"Percutaneous biopsy on respiratory organs with control by imaging techniques By punch biopsy without clip flag of the biopsy region"		"OPS"			"1-432.01"			
"Other operations on conjunctiva"		"OPS"			"5-119"			
"Percutaneous (needle) biopsy of respiratory organs Not otherwise specified"		"OPS"			"1-431.y"			
"Electrophysiological examination of the heart catheter-based, Disorders of the sinus node function"		"OPS"			"1-265.0"			
"Myringoplasty [tympanoplasty type I]"		"OPS"			"5-194"			
"Other excision, destruction and exenteration of the orbita and orbital skin, Total excision of diseased tissue"		"OPS"			"5-164.2"			
"Endoscopic biopsy respiratory organs other"		"OPS"			"1-430.0x"			
"Diagnostic endoscopy of urinary diversion bladder substitution"		"OPS"			"1-666.1"			
